dataset_name,coverage,mean_rmse,full_mean_rmse,improve_pct,source_file,source_commit
CuiHacohen2023,1.0,0.2110444141722927,0.2110444141722927,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
CuiHacohen2023,0.9,0.1898486971903365,0.2110444141722927,10.04324945774324,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
CuiHacohen2023,0.8,0.1654828018136972,0.2110444141722927,21.588636940374,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
CuiHacohen2023,0.7,0.1571057868600945,0.2110444141722927,25.557950691916304,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
CuiHacohen2023,0.6,0.1519770957762916,0.2110444141722927,27.988098442529573,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
CuiHacohen2023,0.5,0.1487676046201734,0.2110444141722927,29.508864186889923,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,1.0,0.0561144249764232,0.0561144249764232,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,0.9,0.0544857856678852,0.0561144249764232,2.902354090275889,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,0.8,0.0532900758995048,0.0561144249764232,5.033196148949297,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,0.7,0.0508231475305058,0.0561144249764232,9.4294425152544,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,0.6,0.0506217561194769,0.0561144249764232,9.78833670531979,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
Frangieh,0.5,0.050288177322378,0.0561144249764232,10.382798463128102,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,1.0,1.2350421794486202,1.2350421794486202,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,0.9,0.7463643006256643,1.2350421794486202,39.567707642270506,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,0.8,0.5419377877760239,1.2350421794486202,56.11989640564585,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,0.7,0.4880712909573146,1.2350421794486202,60.48140710666156,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,0.6,0.4724228004190196,1.2350421794486202,61.748448087017486,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,0.5,0.4531387109220646,1.2350421794486202,63.30985949610509,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,1.0,4.889280440571608,4.889280440571608,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,0.9,4.321938421215894,4.889280440571608,11.603793773984975,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,0.8,4.262180527045824,4.889280440571608,12.826016448597692,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,0.7,4.0109471805889365,4.889280440571608,17.964468814146915,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,0.6,3.9255369332037016,4.889280440571608,19.7113566931177,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
LaraAstiasoHuntly2023_invivo,0.5,3.381385690197146,4.889280440571608,30.84083166639084,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,1.0,1.5409755797887164,1.5409755797887164,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,0.9,1.556821448195923,1.5409755797887164,-1.0283010720636685,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,0.8,1.4800975969342225,1.5409755797887164,3.950613082579873,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,0.7,1.4960323142156462,1.5409755797887164,2.916546255666968,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,0.6,1.5205360115851203,1.5409755797887164,1.3264044201400338,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
McFarlandTsherniak2020,0.5,1.5743052718519277,1.5409755797887164,-2.16289553840827,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,1.0,0.378205652298368,0.378205652298368,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,0.9,0.3709427966459838,0.378205652298368,1.920345613093724,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,0.8,0.3703441017195547,0.378205652298368,2.0786443912295933,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,0.7,0.3688773814842757,0.378205652298368,2.466454627899972,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,0.6,0.3622529711559265,0.378205652298368,4.217991202801059,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SantinhaPlatt2023,0.5,0.356197034033926,0.378205652298368,5.819219816175399,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,1.0,0.058143004300131,0.058143004300131,0.0,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,0.9,0.0513904762585211,0.058143004300131,11.61365519874697,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,0.8,0.0493618439173744,0.058143004300131,15.102694620712546,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,0.7,0.0493160406683204,0.058143004300131,15.181471508156436,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,0.6,0.0492870203072206,0.058143004300131,15.23138355079878,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,0.5,0.049824515495733,0.058143004300131,14.306946991349855,docs/实验结果/Formal_main_20260604/paper_figures/tables/PAPER_RISK_COVERAGE_CURVES.csv,e8a3594
