dataset_name,calibration_method,n,n_task_clusters,n_bootstrap,residual_partial_rho,residual_partial_ci_low,residual_partial_ci_high,aurc_diff_magnitude_minus_combined,aurc_diff_ci_low,aurc_diff_ci_high,aurc_diff_definition,source_file,source_commit
CuiHacohen2023,isotonic,1253,1253,1000,0.6002536719019343,0.554509009219221,0.6440538504734318,0.045315664686555,0.035805696081504,0.054869707049987,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
Frangieh,isotonic,633,633,1000,0.2321731871370478,0.1317382442393846,0.3274851658079259,0.0008230963690295,0.0006295473996753,0.0010186238647814,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
LaraAstiasoHuntly2023_exvivo,isotonic,323,323,1000,0.6378195722811827,0.5556940364983232,0.7002788414410711,1.1322381421787604,0.7796377363541745,1.4684883091069605,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
LaraAstiasoHuntly2023_invivo,isotonic,375,375,1000,0.6146654346032584,0.51900462017183,0.6880028507098103,2.4332209922624504,1.4683410019747858,3.192566621634953,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
McFarlandTsherniak2020,isotonic,1163,1163,1000,0.2256565885648054,0.1726383537077405,0.2807394321812563,0.3074783000029637,0.2515596252879514,0.3744992585444158,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
SantinhaPlatt2023,isotonic,273,273,1000,0.290667383697735,0.1752384364029134,0.4088039463727416,0.087730004191421,0.0575702450400701,0.116732209010446,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
SrivatsanTrapnell2020_sciplex3,isotonic,564,564,1000,0.1538178773133938,0.0645028374409569,0.2409584850252216,0.0027408686057636,0.0018423046830183,0.0036440749277655,magnitude_only_aurc_minus_combined_predicted_error_aurc,docs/实验结果/E1_E4_preregistered_20260614/E2_magnitude_residual/E2_MAGNITUDE_RESIDUAL_SUMMARY.csv,e8a3594
