perturbation,mse,pearson,mse_de,pearson_de
ARHGAP22+ctrl,0.0010999753139913082,0.9974189526518644,0.039712321013212204,0.9961638268354882
CCND3+ctrl,0.0017591665964573622,0.9959104702935438,0.10556530952453613,0.987799575280099
CHERP+ctrl,0.0031106213573366404,0.9928185243950621,0.12119195610284805,0.9543109859366102
DHDDS+ctrl,0.005682800430804491,0.9868655995890827,0.46995988488197327,0.9438694094132545
EIF2B2+ctrl,0.006571884732693434,0.9846141330101509,0.4059310555458069,0.8990461938721971
EIF2B3+ctrl,0.008309910073876381,0.9805042332078518,0.5498605370521545,0.8753726491682164
EIF2B4+ctrl,0.0042448267340660095,0.9900849937915479,0.2864745259284973,0.9258840688732463
FARSB+ctrl,0.004925376269966364,0.9884880930586559,0.2543594241142273,0.9404634227519075
FECH+ctrl,0.0015188364777714014,0.9965520825536257,0.10363151133060455,0.9856945479057416
GNPNAT1+ctrl,0.0006546533550135791,0.9985662037808449,0.020717717707157135,0.9565441487085453
HSPA9+ctrl,0.010744668543338776,0.9748995779296786,0.5301510095596313,0.8712761328738218
HYOU1+ctrl,0.0005387007258832455,0.9987711007954043,0.0056610130704939365,0.9983071102791635
KCTD16+ctrl,0.0004665181622840464,0.998912416939743,0.00568263279274106,0.9973488491548239
MANF+ctrl,0.0004255198291502893,0.9990346492115785,0.016014914959669113,0.9995383482713528
SAMM50+ctrl,0.002565235598012805,0.994419003849371,0.12487002462148666,0.9641654219785927
SEC63+ctrl,0.0007262677536346018,0.9984290298932396,0.017396362498402596,0.9919783987605606
SLC39A7+ctrl,0.0008150723297148943,0.9981102024928676,0.042819663882255554,0.9882434258906372
STT3A+ctrl,0.0004668051260523498,0.9989221858400072,0.013876311480998993,0.997835269742203
TIMM44+ctrl,0.006050934083759785,0.9858216855854526,0.2961782217025757,0.9338317020020876
TMEM167A+ctrl,0.0014536964008584619,0.9966948946464443,0.11653071641921997,0.9783253631985703
UFL1+ctrl,0.0006632892182096839,0.9985673512310194,0.029995813965797424,0.994603108429815
XRN1+ctrl,0.001381800277158618,0.9972100589914766,0.06017336994409561,0.9648403192892333
YIPF5+ctrl,0.0012387456372380257,0.9971843720481254,0.13604870438575745,0.9564614209050246
