fold_id,task_key,model_disagreement_rmse,model_disagreement_cosine
0,ACH-000139||Pralsetinib@0.05uM,0.16353627147689156,0.29851020739234135
2,NA||Binimetinib@5.0uM,0.28933338757184407,0.16016196982534014
3,ACH-000120||Pralsetinib@0.05uM,0.21533359773887764,0.5716520417707832
3,ACH-000139||Regorafenib@0.05uM,0.15522387462250417,0.2932999282239589
3,ACH-000164||Homoharringtonine@5.0uM,0.38020659783735783,0.039618919891578286
3,ACH-000178||Adagrasib@0.05uM,0.02393845844995781,0.010394281197609434
3,ACH-000236||Demeclocycline@5.0uM,0.3547827773047602,0.08392762083086969
3,ACH-000236||Fusidic acid@5.0uM,0.1893596008809009,0.051189357406719704
3,ACH-000236||Rapamycin@5.0uM,0.2665141241835601,0.06784604479622525
3,ACH-000236||Relugolix@5.0uM,0.12137891705287246,0.02216939441655319
3,ACH-000236||Salicylic acid@5.0uM,0.27286316238866914,0.09735531608233683
3,ACH-000236||Triamcinolone@5.0uM,0.22590654392579956,0.07557126570975226
3,ACH-000311||Diammonium Glycyrrhizinate@5.0uM,0.09079038442491832,0.13004616145049364
3,ACH-000311||Fluvoxamine (maleate)@5.0uM,0.1236519905960605,0.15499322653086334
3,ACH-000311||Hexylresorcinol@5.0uM,0.09945142041606454,0.1503866628882854
3,ACH-000311||Raltitrexed@5.0uM,0.06463436506217098,0.04845493181445215
3,ACH-000311||Ritonavir@5.0uM,0.09624400381394085,0.07826295390441884
3,ACH-000311||Tofacitinib@5.0uM,0.08045703156585275,0.04365221373222661
3,ACH-000496||Adagrasib@0.05uM,0.02393845844995781,0.010394281197609434
3,ACH-000496||Afatinib@5.0uM,0.19015605876332992,0.1683604250731514
3,ACH-000552||Pravastatin (sodium)@0.5uM,0.12405461897300442,0.27693727540179236
3,ACH-000558||Topotecan (hydrochloride)@0.5uM,0.15259361759254167,0.18075902060429083
3,ACH-000580||Neratinib (maleate)@5.0uM,0.25465438685444763,0.08669471676505869
3,ACH-000580||Olanzapine@5.0uM,0.2728253577471425,0.05329151164195811
3,ACH-000580||Resveratrol@5.0uM,0.15406706684476493,0.05248684374489354
3,ACH-000580||Tolcapone@5.0uM,0.11213285003624099,0.04579320869425929
3,ACH-000681||DTP3@0.05uM,0.4145416470015367,0.11875828024660151
3,ACH-000750||Elagolix sodium@5.0uM,0.17233915462397636,0.061037821418530425
3,ACH-000750||Pasireotide (acetate)@5.0uM,0.18488255975921752,0.043705449125904794
3,ACH-000750||Rapamycin@5.0uM,0.2665141241835601,0.06784604479622525
3,ACH-000750||S-Adenosyl-L-methionine (disulfate tosylate)@5.0uM,0.1634197047579862,0.04647933667744175
3,ACH-000750||Trifluridine@5.0uM,0.122616923631975,0.10680805472587052
3,ACH-000890||Binimetinib@5.0uM,0.19031683810496303,0.16677737421536332
3,ACH-000890||Trametinib@0.5uM,0.1818332751473702,0.10577907449573576
3,ACH-000916||Afatinib@5.0uM,0.1839109138046623,0.16428420111206699
3,ACH-000927||Binimetinib@0.05uM,0.2160318972766972,0.2545106840512221
3,ACH-000932||Riluzole hydrochloride@5.0uM,0.1637530815979677,0.05418726776498384
3,ACH-000932||Rimonabant@5.0uM,0.2030362824120396,0.04650909157385774
3,ACH-000954||Terfenadine@0.5uM,0.13396812428095825,0.3257771602643802
3,ACH-000958||Daidzin@0.05uM,0.13032164736361654,0.12026112554997137
3,ACH-000958||Regorafenib@0.5uM,0.11999455923562577,0.29288231024271283
3,ACH-001333||Adagrasib@0.05uM,0.02393845844995781,0.010394281197609434
4,ACH-000138||Adagrasib@0.05uM,0.029032404050600532,0.016666240925742315
4,ACH-000139||Afatinib@0.5uM,0.15107046175741554,0.35788249176223796
4,ACH-000164||Adagrasib@0.05uM,0.029032404050600532,0.016666240925742315
4,ACH-000164||Folic acid@5.0uM,0.29357668328151,0.08799979331125385
