dataset_name,dataset_family,score_name,score_type,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse,aligned_rho_ci_low,aligned_rho_ci_high,partial_rho_ci_low,partial_rho_ci_high,n_bootstrap
CuiHacohen2023,gene_main,protocol_v0_2_family_confidence,confidence,2506,0.44537588172141973,0.10910776228099044,0.7358455041044434,0.3284789922988475,21.588636940374,0.21104441417229275,0.4125391426118307,0.47637996555695666,0.2933225969765277,0.36150643439444313,1000
Frangieh,gene_main,protocol_v0_2_family_confidence,confidence,1266,0.582722177199959,0.3175579575788219,0.7973336548301498,0.4738196230565,5.03319614894932,0.056114424976423286,0.5365284863655645,0.6210967917271235,0.43038450245084026,0.5103743906753211,1000
LaraAstiasoHuntly2023_exvivo,gene_main,protocol_v0_2_family_confidence,confidence,662,0.56145999292136,0.15459431273607951,0.5127229698351297,0.4301180557525988,56.11989640564585,1.2350421794486202,0.5006389318056803,0.615852053522984,0.36461781101130086,0.48972996127661433,1000
LaraAstiasoHuntly2023_invivo,gene_main,protocol_v0_2_family_confidence,confidence,780,0.4125607962236096,0.18414054323725304,0.6394552984193019,0.35776445525253975,12.826016448597677,4.889280440571607,0.35328712696816117,0.46781555453429635,0.29447674696444986,0.4173061754902992,1000
McFarlandTsherniak2020,chem_robust,protocol_v0_2_family_confidence,confidence,2326,-0.08593379956770722,-0.11575848926018104,0.7954459780613539,-0.06092390770910372,3.9506130825798595,1.5409755797887161,-0.13062234405203893,-0.04596831962153774,-0.09887838892975076,-0.02359257919152694,1000
SantinhaPlatt2023,chem_robust,protocol_v0_2_family_confidence,confidence,566,0.2059353150212266,0.14191654811957688,0.824004132237498,0.22418522441283328,2.0786443912295933,0.37820565229836806,0.11839828673853778,0.28158479878674253,0.14169726836653335,0.30008917702087706,1000
SrivatsanTrapnell2020_sciplex3,chem_robust,protocol_v0_2_family_confidence,confidence,1128,0.4277813904102051,0.38976400603014316,0.7403023289344336,0.6287992527984491,15.102694620712555,0.05814300430013103,0.3824602142314828,0.4811054246558577,0.5958418829666415,0.6614010009101424,1000
