run_dir,dataset_names,n_records,n_scores,status
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_cui_go_nogo_probe,['CuiHacohen2023'],12530,175420,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_formal_main_20260604/McFarlandTsherniak2020,['McFarlandTsherniak2020'],11630,162820,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_phase1_main/Frangieh,['Frangieh'],6330,88620,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_phase1_main/SrivatsanTrapnell2020_sciplex3,['SrivatsanTrapnell2020_sciplex3'],5640,78960,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_phase1_main/SantinhaPlatt2023,['SantinhaPlatt2023'],2830,39620,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_phase1_main/LaraAstiasoHuntly2023_invivo,['LaraAstiasoHuntly2023_invivo'],3910,54740,ok
/home/yyf/proj/code/20260426_154505_perturb_transport_final_push/outputs/safeconf_phase1_main/LaraAstiasoHuntly2023_exvivo,['LaraAstiasoHuntly2023_exvivo'],3310,46340,ok
