dataset_name,score_name,predictor_name,n,aligned_rho,normalized_rmse_rho,magnitude_only_rho,partial_rho_control_magnitude,risk_coverage80_improve_pct,mean_rmse
CuiHacohen2023,context_similarity_score,ContextSimBaseline,1253,0.5007557436436295,0.15868560780642713,0.7301720897895864,0.38998291034999777,23.561567435392966,0.20944653360776738
CuiHacohen2023,context_similarity_score,V0StrongBaseline,1253,0.3649390685465703,-0.027025444756017522,0.7423327386789552,0.17526237776280687,19.945992188662455,0.2126422947368181
CuiHacohen2023,historical_residual_risk,ContextSimBaseline,2506,0.19824407733669067,-0.07973577514013684,0.7301720897895863,0.08859786898839864,4.275338473061752,0.20944653360776738
CuiHacohen2023,historical_residual_risk,V0StrongBaseline,2506,0.34863149391760667,0.12675252291328964,0.7423327386789551,0.31545066949004585,7.915257345113079,0.2126422947368181
CuiHacohen2023,learned_risk_score,ContextSimBaseline,1253,0.6696095037532733,-0.036430585126282125,0.7301720897895864,0.4121718399946625,25.238798610166928,0.20944653360776738
CuiHacohen2023,learned_risk_score,V0StrongBaseline,1253,0.688606127428554,0.02382133467532864,0.7423327386789552,0.469215295952764,23.569674219835132,0.2126422947368181
CuiHacohen2023,model_disagreement_risk,ContextSimBaseline,2506,0.2711590170353003,-0.0750320239725254,0.7301720897895863,0.09822285985071631,11.532613838475664,0.20944653360776738
CuiHacohen2023,model_disagreement_risk,V0StrongBaseline,2506,0.4371610524029517,0.115180289563787,0.7423327386789551,0.35313242667368144,14.848198620302819,0.2126422947368181
CuiHacohen2023,prediction_magnitude_risk,ContextSimBaseline,1253,-0.1777186912164127,0.26105657411710037,0.7301720897895864,0.05853884959589195,-5.424946284950146,0.20944653360776738
CuiHacohen2023,prediction_magnitude_risk,V0StrongBaseline,1253,-0.23971110208666727,0.16994215792915293,0.7423327386789552,-0.038101515930754476,-7.1067287907314,0.2126422947368181
CuiHacohen2023,protocol_v0_2_family_confidence,ContextSimBaseline,1253,0.4202213386986143,0.08677514762832651,0.7301720897895864,0.2894908381737697,21.58323581534211,0.20944653360776738
CuiHacohen2023,protocol_v0_2_family_confidence,V0StrongBaseline,1253,0.47023642943561256,0.1319215831650156,0.7423327386789552,0.3678580210269278,21.60491787090617,0.2126422947368181
CuiHacohen2023,protocol_v0_2_with_stability_confidence,ContextSimBaseline,1253,0.3442767884310637,0.24015779131780537,0.7301720897895864,0.3325937542518891,21.03349901675612,0.20944653360776738
CuiHacohen2023,protocol_v0_2_with_stability_confidence,V0StrongBaseline,1253,0.3770077179734929,0.26747470927532613,0.7423327386789552,0.3856594088498214,20.856592910128562,0.2126422947368181
CuiHacohen2023,random_score,ContextSimBaseline,2506,0.0188925287322387,0.02028454372432557,0.7301720897895863,0.013912100749563418,1.8556207474598745,0.20944653360776738
CuiHacohen2023,random_score,V0StrongBaseline,2506,-0.006815285895618288,-0.005990776260145257,0.7423327386789551,-0.014691794209984422,1.9083113605633437,0.2126422947368181
CuiHacohen2023,simple_combined_confidence,ContextSimBaseline,1253,0.4473495538188972,0.11795152813064291,0.7301720897895864,0.3304092514300066,22.076651919442657,0.20944653360776738
CuiHacohen2023,simple_combined_confidence,V0StrongBaseline,1253,0.5207644307711663,0.17066560928824706,0.7423327386789552,0.43689442134101897,21.70776565991495,0.2126422947368181
CuiHacohen2023,support_count_score,ContextSimBaseline,1253,0.023458310534867032,0.0481154408776715,0.7301720897895864,0.04972318128108946,-0.7333621759809773,0.20944653360776738
CuiHacohen2023,support_count_score,V0StrongBaseline,1253,0.04881783098569034,0.07951792088864776,0.7423327386789552,0.08881862079452908,0.15346038464362224,0.2126422947368181
Frangieh,context_similarity_score,ContextSimBaseline,633,0.20208420004723013,-0.39800612993326673,0.7926979925303024,-0.2710929880649725,0.8998996630982665,0.058357485009213034
Frangieh,context_similarity_score,V0StrongBaseline,633,0.24868505768570162,-0.39653896145134515,0.8434842781316608,-0.2575309049862709,1.1130257665708752,0.05387136494363354
Frangieh,historical_residual_risk,ContextSimBaseline,1266,0.09186505904875894,-0.20414118374690157,0.7926979925303025,-0.026053249910646142,2.1104017250488267,0.058357485009213034
Frangieh,historical_residual_risk,V0StrongBaseline,1266,0.10217266750917324,-0.17864033772962298,0.8434842781316609,-0.023152861169330564,2.6039605240536967,0.05387136494363352
Frangieh,learned_risk_score,ContextSimBaseline,633,0.9119101316246507,0.20155253699324296,0.7926979925303024,0.8375271784645165,12.356491746828645,0.058357485009213034
Frangieh,learned_risk_score,V0StrongBaseline,633,0.8064448289704109,0.203058830815504,0.8434842781316608,0.7025802516312731,10.892251595026629,0.05387136494363354
Frangieh,model_disagreement_risk,ContextSimBaseline,1266,0.9051565995507936,0.4277959445299109,0.7926979925303025,0.9215947634579373,12.536403205842175,0.058357485009213034
