perturbation,mse,pearson,mse_de,pearson_de
ACSL3+ctrl,0.0019431362161412835,0.994207086732202,0.017808973789215088,0.9449151122695816
AGA+ctrl,0.0011995189124718308,0.9964730531038819,0.0047146109864115715,0.9778255580389009
CCND2+ctrl,0.0011167877819389105,0.9967066621294086,0.0011613212991505861,0.9963986827421646
CTSA+ctrl,0.0014500293182209134,0.9957081641317557,0.02240985445678234,0.9490330415978294
DAG1+ctrl,0.0011352329747751355,0.9966746231911431,0.0018553638365119696,0.9842555759670056
EVA1A+ctrl,0.0012366186128929257,0.9963615554206581,0.0012233059387654066,0.9889739589941035
HLA-DRB5+ctrl,0.00116292096208781,0.9965902965481307,0.001376944244839251,0.9946610602796181
HLA-E+ctrl,0.0014918778324499726,0.9956437704359031,0.017499607056379318,0.9649651147407401
IDH2+ctrl,0.001357122091576457,0.9960407781317633,0.001589189632795751,0.9956687876118836
LAMP2+ctrl,0.0012372588971629739,0.9963577357971788,0.006735355593264103,0.9838487303287407
LGALS3+ctrl,0.0014260107418522239,0.995771863694156,0.005317556671798229,0.9869268625588383
NDUFA13+ctrl,0.0020849339198321104,0.9938405224663384,0.002619619481265545,0.9965326108589868
NGFR+ctrl,0.0012810538755729795,0.9962304854994262,0.001246658735908568,0.9963008772230486
NMRK1+ctrl,0.001095306477509439,0.9967771234523081,0.002652462339028716,0.991602543214217
PFDN4+ctrl,0.0010749265784397721,0.9968329546803059,0.0016559601062908769,0.9960463865521022
PFN1+ctrl,0.0022864381317049265,0.9935907854102356,0.008161801844835281,0.9811723269644346
RNASEH2A+ctrl,0.0025328269694000483,0.9926252449859344,0.0015229717828333378,0.4767350977403752
SEC11C+ctrl,0.0011738946195691824,0.9966255431381541,0.008682039566338062,0.9718706922662952
SGK1+ctrl,0.0011770777637138963,0.9966134343849252,0.003287197556346655,0.9868451918661151
SMAD3+ctrl,0.0013078897027298808,0.996161927702968,0.0022389027290046215,0.9856015961068076
TM4SF1+ctrl,0.0010694453958421946,0.9968604647413257,0.006065945606678724,0.978778098859581
TRIM22+ctrl,0.001231203437782824,0.9964098925229885,0.0009250344010069966,0.9367670406260952
TXNDC17+ctrl,0.0019013494020327926,0.9943731615273622,0.019321050494909286,0.9689307085936864
UCN2+ctrl,0.001464089029468596,0.9958599798379026,0.003888854756951332,0.9918526368743694
