panel_id,support,architecture,seed,best_epoch,best_validation_mse,pretrained_tensors,model_key,n_query_predictions,n_unique_vectors_at_1e-6,max_coordinate_std,all_finite,query_graphs_containing_y,n_go_edges,n_coexpression_edges
H02,1,scGPT,3407,3,0.02825546288943809,129.0,scGPT_seed3407,840,840,0.014408131130039692,True,0,,
H02,1,GEARS,3407,6,0.02873570710906516,,GEARS_seed3407,840,827,0.145672008395195,True,0,1248.0,4468.0
H02,1,scGPT,3408,7,0.028232877223711948,129.0,scGPT_seed3408,840,840,0.020148856565356255,True,0,,
H02,1,GEARS,3408,5,0.029708114614629227,,GEARS_seed3408,840,819,0.08410033583641052,True,0,1248.0,4468.0
H02,1,scGPT,3409,8,0.028268830364812977,129.0,scGPT_seed3409,840,840,0.019541362300515175,True,0,,
H02,1,GEARS,3409,5,0.029386061810604904,,GEARS_seed3409,840,815,0.06643813103437424,True,0,1248.0,4468.0
