culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.88101102527563191,0.59557788944723622,0.58865971649291249,0.59557788944723622,0.79227747360350675,2000,0.48768360710389791,0.70266402662823946,True
Rest,seen_160,160,0.79750380874252902,0.35090823860307047,0.34403492323918905,0.35090823860307047,0.66498821568550859,2000,0.20957145143727268,0.5130997317171152,False
Stim8hr,all_200,200,0.86775401925829965,0.57205430135753399,0.57633712455457609,0.57633712455457609,0.78136564614923198,2000,0.4722914866873435,0.69610198826712044,True
Stim8hr,seen_160,160,0.77005505834359289,0.31447029180827374,0.32773960487205916,0.32773960487205916,0.64716996456728348,2000,0.18870949369991313,0.4943755423127677,False
Stim48hr,all_200,200,0.86904372609315239,0.57376734418360475,0.57816395409885257,0.57816395409885257,0.78243889430569102,2000,0.47403298363688606,0.6913582938898557,True
Stim48hr,seen_160,160,0.77182702449314433,0.31527305754131019,0.32419723426696351,0.32419723426696351,0.64695495917809287,2000,0.18805790879274684,0.49101169627396629,False
