dataset,geometry,check,target_family_id,value,threshold,pass
E192_RPE1,cosine,weights_finite_nonnegative_sum_one,B3_overweight_gears_flat,0.0,1e-12,True
E192_RPE1,cosine,weights_finite_nonnegative_sum_one,B3_overweight_gears_governed,0.0,1e-12,True
E192_RPE1,cosine,governed_architecture_weight_half_each,B3_overweight_gears_governed,5.551115123125783e-17,1e-12,True
E192_RPE1,cosine,weights_finite_nonnegative_sum_one,C2_add_source_portfolio,2.220446049250313e-16,1e-12,True
E192_RPE1,cosine,no_directional_symmetric_attack,C4,0.0,0.0,True
E192_RPE1,pearson,scenario_count,ALL,50.0,50.0,True
E192_RPE1,pearson,a4_embedding_centroid_equals_a0,A4_architecture_centroids,2.7755575615628914e-17,1e-10,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A0_primary_balanced_3x3,1.1102230246251565e-16,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,A0_primary_balanced_3x3,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A1_scgpt_seed_only,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A2_gears_seed_only,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A3_matched_pair_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A3_matched_pair_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A3_matched_pair_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A4_architecture_centroids,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3407__GEARS_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3407__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3407__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3408__GEARS_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3408__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3408__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3409__GEARS_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3409__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_pair_1x1_scGPT_seed3409__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3408__GEARS_seed3407__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3408__GEARS_seed3407__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3408__GEARS_seed3408__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3409__GEARS_seed3407__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3409__GEARS_seed3407__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3407__scGPT_seed3409__GEARS_seed3408__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3408__scGPT_seed3409__GEARS_seed3407__GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3408__scGPT_seed3409__GEARS_seed3407__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,A5_balanced_2x2_scGPT_seed3408__scGPT_seed3409__GEARS_seed3408__GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B1_duplicate_all_flat,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B1_duplicate_all_governed,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B1_duplicate_all_governed,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_scGPT_seed3407,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_scGPT_seed3407,1.1102230246251565e-16,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_scGPT_seed3407,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_scGPT_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_GEARS_seed3407,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_GEARS_seed3407,1.1102230246251565e-16,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_GEARS_seed3407,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_GEARS_seed3407,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_scGPT_seed3408,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_scGPT_seed3408,1.1102230246251565e-16,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_scGPT_seed3408,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_scGPT_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_GEARS_seed3408,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_GEARS_seed3408,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_GEARS_seed3408,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_scGPT_seed3409,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_scGPT_seed3409,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_scGPT_seed3409,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_scGPT_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_flat_GEARS_seed3409,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_duplicate_one_governed_GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B2_duplicate_one_governed_GEARS_seed3409,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B2_leave_one_out_GEARS_seed3409,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B3_overweight_scgpt_flat,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B3_overweight_scgpt_governed,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B3_overweight_scgpt_governed,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B3_overweight_gears_flat,0.0,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,B3_overweight_gears_governed,0.0,1e-12,True
E192_RPE1,pearson,governed_architecture_weight_half_each,B3_overweight_gears_governed,5.551115123125783e-17,1e-12,True
E192_RPE1,pearson,weights_finite_nonnegative_sum_one,C2_add_source_portfolio,2.220446049250313e-16,1e-12,True
E192_RPE1,pearson,no_directional_symmetric_attack,C4,0.0,0.0,True
