fold_id,task_id,split,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,training_support_count,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,safeconf_frozen_pair_risk,safeconf_calibrated_pair_risk,test_truth_used_for_score_or_threshold,dataset,error_scgpt_rmse,error_gears_rmse,error_two_predictor_mean_rmse,error_two_predictor_max_rmse
Shifrut_context_holdout_1_D1_nostim,D1_nostim::CD3D,test,context_and_perturbation_unseen,D1_nostim,CD3D,0.05611990054478023,0.02781401202082634,0.28987258803152494,0,1.0,-1.182727732515977,0.4264933090577229,0.10714485551554787,0.07202708785203642,False,Shifrut,0.07815639855601142,0.061884368874424764,0.0700203837152181,0.07815639855601142
Shifrut_context_holdout_1_D1_nostim,D1_nostim::DGKA,test,context_and_perturbation_unseen,D1_nostim,DGKA,0.060947896701018266,0.027187099680304527,0.28987258803152494,0,1.0,-0.163392820848105,-0.06536120112016898,1.12647976718342,0.07634668607042287,False,Shifrut,0.06254805834584844,0.051614104089267455,0.05708108121755795,0.06254805834584844
Shifrut_context_holdout_1_D1_nostim,D1_nostim::DGKZ,test,context_and_perturbation_unseen,D1_nostim,DGKZ,0.05743053629029263,0.028763748705387115,0.28987258803152494,0,1.0,-0.9060131849796288,1.171625030972459,0.38385940305189614,0.07319971095447077,False,Shifrut,0.07214971326623933,0.06018889244689002,0.06616930285656467,0.07214971326623933
Shifrut_context_holdout_1_D1_nostim,D1_nostim::LCP2,test,context_and_perturbation_unseen,D1_nostim,LCP2,0.05936703092663266,0.026437625288963318,0.28987258803152494,0,1.0,-0.497161039037354,-0.653373808013777,0.792711548994171,0.07493228871765756,False,Shifrut,0.0680641535025823,0.06694612145771288,0.06750513748014758,0.0680641535025823
Shifrut_context_holdout_1_D1_nostim,D1_nostim::PDCD1,test,context_and_perturbation_unseen,D1_nostim,PDCD1,0.06012226737649401,0.02802121266722679,0.28987258803152494,0,1.0,-0.33770795436306295,0.5890560245388211,0.9521646336684619,0.07560799721404202,False,Shifrut,0.06799242882260023,0.05938855828056291,0.06369049355158157,0.06799242882260023
Shifrut_context_holdout_1_D1_nostim,D1_nostim::ARID1A,test,context_unseen_row,D1_nostim,ARID1A,0.0591150231997975,0.028285125270485878,0.28987258803152494,2,0.3333333333333333,-0.5503674347469354,0.7961130496050774,0.07283848661792286,0.07091401349325409,False,Shifrut,0.08907162204775089,0.07339629416647835,0.08123395810711462,0.08907162204775089
Shifrut_context_holdout_1_D1_nostim,D1_nostim::BTLA,test,context_unseen_row,D1_nostim,BTLA,0.05486000822809092,0.0277614276856184,0.28987258803152494,3,0.25,-1.4487288190504388,0.38523739373277793,-0.9088562310189139,0.06710706036069132,False,Shifrut,0.06937492308492736,0.052977107969171155,0.06117601552704926,0.06937492308492736
Shifrut_context_holdout_1_D1_nostim,D1_nostim::C10orf54,test,context_unseen_row,D1_nostim,C10orf54,0.05637956483835571,0.028302038088440895,0.28987258803152494,2,0.3333333333333333,-1.1279048057385648,0.8093822824041459,-0.5046988843737066,0.0684666045305756,False,Shifrut,0.07235852464004619,0.057646993262236844,0.06500275895114152,0.07235852464004619
Shifrut_context_holdout_1_D1_nostim,D1_nostim::CBLB,test,context_unseen_row,D1_nostim,CBLB,0.06239998515141967,0.02823893167078495,0.28987258803152494,3,0.25,0.14318663870912662,0.7598710921803091,0.6830592267406516,0.07385306218643925,False,Shifrut,0.07158102423508617,0.05514591868554916,0.06336347146031766,0.07158102423508617
Shifrut_context_holdout_1_D1_nostim,D1_nostim::CD5,test,context_unseen_row,D1_nostim,CD5,0.061002963993094385,0.02627277560532093,0.28987258803152494,3,0.25,-0.1517664625230939,-0.7827093708349172,0.38810612550843104,0.07260315023306019,False,Shifrut,0.0692406502982997,0.06018078528453106,0.06471071779141538,0.0692406502982997
Shifrut_context_holdout_1_D1_nostim,D1_nostim::CDKN1B,test,context_unseen_row,D1_nostim,CDKN1B,0.06887496419272851,0.02497086301445961,0.28987258803152494,1,0.5,1.510249075284617,-1.804146561143735,2.300121663316142,0.0796462126003619,False,Shifrut,0.08089030995947055,0.07200459166048667,0.07644745080997861,0.08089030995947055
Shifrut_context_holdout_1_D1_nostim,D1_nostim::HAVCR2,test,context_unseen_row,D1_nostim,HAVCR2,0.05823326419682923,0.027463534846901894,0.28987258803152494,3,0.25,-0.7365332282390658,0.15152060942055182,-0.19666064020754082,0.0701251055291608,False,Shifrut,0.0660433508953442,0.05170032565486043,0.05887183827510231,0.0660433508953442
Shifrut_context_holdout_1_D1_nostim,D1_nostim::LAG3,test,context_unseen_row,D1_nostim,LAG3,0.05536547141063533,0.029323773458600044,0.28987258803152494,1,0.5,-1.3420103686091411,1.6110017713469866,-0.5521377805776162,0.0675592972291813,False,Shifrut,0.07091080863761368,0.06430376435551442,0.06760728649656406,0.07091080863761368
Shifrut_context_holdout_1_D1_nostim,D1_nostim::MEF2D,test,context_unseen_row,D1_nostim,MEF2D,0.060229749581468914,0.026845276355743408,0.28987258803152494,1,0.5,-0.31501523457446,-0.33354437921720004,0.4748573534570649,0.07191135689130852,False,Shifrut,0.06799696925665154,0.06525669999561542,0.06662683462613347,0.06799696925665154
Shifrut_context_holdout_1_D1_nostim,D1_nostim::RASA2,test,context_unseen_row,D1_nostim,RASA2,0.06484551585283276,0.026821963489055634,0.28987258803152494,1,0.5,0.6595115778425444,-0.3518348767627001,1.4493841658740694,0.07604107346875655,False,Shifrut,0.08647969905194418,0.06959463029761673,0.07803716467478045,0.08647969905194418
Shifrut_context_holdout_1_D1_nostim,D1_nostim::SOCS1,test,context_unseen_row,D1_nostim,SOCS1,0.06230312615042138,0.02604861743748188,0.28987258803152494,3,0.25,0.12273679615917701,-0.9585763919771078,0.6626093841907019,0.07376640263771399,False,Shifrut,0.0809068389050419,0.06295287736979394,0.07192985813741792,0.0809068389050419
