fold_id,model,epoch,train_mse,validation_mse
Shifrut_context_holdout_1_D1_nostim,scGPT,1,4.955169916152954,4.9133710861206055
Shifrut_context_holdout_1_D1_nostim,scGPT,2,4.955287218093872,4.9133710861206055
Shifrut_context_holdout_1_D1_nostim,scGPT,3,3.347043514251709,0.5981969833374023
Shifrut_context_holdout_1_D1_nostim,scGPT,4,0.37693050503730774,0.3031904399394989
Shifrut_context_holdout_1_D1_nostim,scGPT,5,0.22102100402116776,0.13128237426280975
Shifrut_context_holdout_1_D1_nostim,scGPT,6,0.09701507166028023,0.03467239439487457
Shifrut_context_holdout_1_D1_nostim,scGPT,7,0.02387594897300005,0.01699098013341427
Shifrut_context_holdout_1_D1_nostim,scGPT,8,0.009445190546102822,0.0062263705767691135
Shifrut_context_holdout_1_D1_nostim,scGPT,9,0.010037075961008668,0.008215397596359253
Shifrut_context_holdout_1_D1_nostim,scGPT,10,0.018077544402331114,0.026322856545448303
Shifrut_context_holdout_1_D1_nostim,GEARS,1,0.010341323912143707,0.007078972645103931
Shifrut_context_holdout_1_D1_nostim,GEARS,2,0.007868633372709155,0.006895455531775951
Shifrut_context_holdout_1_D1_nostim,GEARS,3,0.006643554661422968,0.0067203231155872345
Shifrut_context_holdout_1_D1_nostim,GEARS,4,0.005825338652357459,0.006561180576682091
Shifrut_context_holdout_1_D1_nostim,GEARS,5,0.005493836244568229,0.006423295475542545
Shifrut_context_holdout_1_D1_nostim,GEARS,6,0.005108234006911516,0.006298518739640713
Shifrut_context_holdout_1_D1_nostim,GEARS,7,0.004713914589956403,0.006177099421620369
Shifrut_context_holdout_1_D1_nostim,GEARS,8,0.0044510639272630215,0.006060315296053886
Shifrut_context_holdout_1_D1_nostim,GEARS,9,0.004057224607095122,0.005966480355709791
Shifrut_context_holdout_1_D1_nostim,GEARS,10,0.003709305194206536,0.005888420157134533
Shifrut_context_holdout_1_D1_nostim,GEARS,11,0.0034168973797932267,0.005825723987072706
Shifrut_context_holdout_1_D1_nostim,GEARS,12,0.003228976624086499,0.005768039729446173
Shifrut_context_holdout_1_D1_nostim,GEARS,13,0.0029578061075881124,0.005697540007531643
Shifrut_context_holdout_1_D1_nostim,GEARS,14,0.002737059025093913,0.005605250597000122
Shifrut_context_holdout_1_D1_nostim,GEARS,15,0.002551547368057072,0.005513720214366913
Shifrut_context_holdout_1_D1_nostim,GEARS,16,0.00241280160844326,0.005356717389076948
Shifrut_context_holdout_1_D1_nostim,GEARS,17,0.002171875792555511,0.005177432205528021
Shifrut_context_holdout_1_D1_nostim,GEARS,18,0.0019975731847807765,0.004987417720258236
Shifrut_context_holdout_1_D1_nostim,GEARS,19,0.0019334519165568054,0.004793088883161545
Shifrut_context_holdout_1_D1_nostim,GEARS,20,0.001749049057252705,0.0045785801485180855
Shifrut_context_holdout_1_D1_nostim,GEARS,21,0.0017981298151426017,0.00438323337584734
