seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,2.21237385060106,0.053692298009991646
3407,scGPT,2,0.10844346987349647,0.018672780133783817
3407,scGPT,3,0.022493178290980204,0.022322227247059345
3407,scGPT,4,0.019247924110719135,0.015507834497839212
3407,scGPT,5,0.018417454989893094,0.015770488418638706
3407,scGPT,6,0.016086341414068426,0.014354773797094822
3407,scGPT,7,0.015196381668959345,0.014720331877470016
3407,scGPT,8,0.01489843534571784,0.01438800897449255
3407,scGPT,9,0.015368906381939138,0.014916374348104
3407,GEARS,1,0.020056550124926225,0.017725482117384672
3407,GEARS,2,0.013229634213660444,0.016877449583262205
3407,GEARS,3,0.011556524384234632,0.015988294035196304
3407,GEARS,4,0.009072396039430584,0.014841988682746887
3407,GEARS,5,0.00759676331654191,0.013248490169644356
3407,GEARS,6,0.006625336328787463,0.010419915895909071
3407,GEARS,7,0.006066126549350364,0.0071980818174779415
3407,GEARS,8,0.005275435546146972,0.00487353652715683
3407,GEARS,9,0.004943134163373283,0.0038529637968167663
3407,GEARS,10,0.004025963700509497,0.0033851320622488856
3407,GEARS,11,0.003983271773904562,0.003298805095255375
3407,GEARS,12,0.003932682564482093,0.0032001048093661666
3407,GEARS,13,0.0038420758875352995,0.0032685635378584266
3407,GEARS,14,0.004000068608937519,0.003325775731354952
3407,GEARS,15,0.004253879621891039,0.003239617100916803
3407,GEARS,16,0.004110331414267421,0.0032517726067453623
3407,GEARS,17,0.0037746635997401817,0.003138989326544106
3407,GEARS,18,0.0038694865070283413,0.0031575009925290942
3407,GEARS,19,0.004179779839302812,0.0032341325422748923
3407,GEARS,20,0.003950921818614006,0.0031684107379987836
3407,GEARS,21,0.004043523588084749,0.0031530369305983186
3407,GEARS,22,0.003982841203521405,0.0031344322487711906
3407,GEARS,23,0.0036829103316579547,0.003126885392703116
3407,GEARS,24,0.003909283916332892,0.0032144925789907575
3407,GEARS,25,0.004090750057782445,0.003190060961060226
3407,GEARS,26,0.003734167166320341,0.0031610518926754594
3407,GEARS,27,0.003649625960471375,0.0031166761182248592
3407,GEARS,28,0.003938305058649608,0.003143620677292347
3407,GEARS,29,0.003861281555145979,0.0031809256179258227
3407,GEARS,30,0.0035609218092369182,0.0030378965893760324
3407,GEARS,31,0.0039563365280628204,0.003104961127974093
3407,GEARS,32,0.0037538816686719656,0.0030688673723489046
3407,GEARS,33,0.0036154634186199735,0.003088633995503187
3407,GEARS,34,0.004349826203126993,0.0031437884317710996
3407,GEARS,35,0.003574664837547711,0.003134045167826116
3407,GEARS,36,0.003679635568654963,0.0031023158226162195
3408,scGPT,1,1.280183487704822,0.38711339235305786
3408,scGPT,2,0.14372630364128522,0.018378245644271374
3408,scGPT,3,0.04838794256959643,0.017069021705538034
3408,scGPT,4,0.01624431447791202,0.015060724224895239
3408,scGPT,5,0.016635689618332044,0.015388446860015392
3408,scGPT,6,0.01611881410436971,0.014814747031778097
3408,scGPT,7,0.015696006560964242,0.015327535569667816
3408,scGPT,8,0.015746546909213066,0.014597084373235703
3408,scGPT,9,0.014970609918236732,0.0143220080062747
