quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.9761904761904763
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.880952380952381
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,0.880952380952381
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.9523809523809524
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.9761904761904763
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,8,0.880952380952381
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,25,0.8330769230769232
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,25,0.8223076923076923
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,25,-0.05307692307692308
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,25,0.8738461538461537
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,25,0.8630769230769231
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,25,0.826923076923077
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,16,0.7147058823529412
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,16,0.5970588235294118
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,16,0.6176470588235293
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,16,0.4941176470588235
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,16,0.6794117647058824
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,16,0.6176470588235293
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,11,0.6727272727272727
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,11,0.7090909090909092
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,11,0.21818181818181823
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,11,0.22727272727272727
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,11,0.6181818181818182
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,11,0.7090909090909092
