pair_group,source_dataset,target_dataset,directional_pair,n_target_tasks,n_common_genes,shared_perturbation_tasks,mean_error_combined_rmse,mean_nearest_context_similarity,score_col,spearman_vs_error,top20_k,top20_mean_error,top20_error_enrichment
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_cross_dataset,0.5878787878787878,2,1.1906756143848367,1.2655787254401203
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_disagreement,,2,1.0972795841775351,1.166307330743764
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_low_context_similarity,,2,1.0972795841775351,1.166307330743764
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_low_source_support,,2,1.0972795841775351,1.166307330743764
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_oracle_true_magnitude_diagnostic,-0.5272727272727272,2,0.745852911514689,0.7927730825395696
dixit_timecourse,Dixit_13d_target,Dixit_7d_target,Dixit_13d_target -> Dixit_7d_target,10,500,10,0.9408151310150737,0.9936260043173839,risk_predicted_magnitude,0.5878787878787878,2,1.1906756143848367,1.2655787254401203
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_cross_dataset,-0.12727272727272726,2,0.4272012709289186,0.953841422831428
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_disagreement,,2,0.3872669383344248,0.8646773139819174
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_low_context_similarity,,2,0.3872669383344248,0.8646773139819174
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_low_source_support,,2,0.3872669383344248,0.8646773139819174
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_oracle_true_magnitude_diagnostic,0.49090909090909085,2,0.6432780562002144,1.4362908028528347
dixit_timecourse,Dixit_7d_target,Dixit_13d_target,Dixit_7d_target -> Dixit_13d_target,10,500,10,0.4478745215958373,0.9943563542687525,risk_predicted_magnitude,-0.12727272727272726,2,0.4272012709289186,0.953841422831428
