target,variant,scope,method,budget,n_tasks,spearman,utility,capture,remaining_relative_error
K562,clean,primary,similarity_variance_fixed,0.2,566,0.9139040642496328,0.9394216820219604,0.3097244057027687,0.8643716512660021
K562,clean,primary,similarity_variance_fixed,0.3,566,0.9139040642496328,0.9422329665392165,0.4299302804597064,0.814796619342945
K562,clean,primary,similarity_variance_shrink,0.1,566,0.9136255257459794,0.944494394392099,0.17411387830123512,0.9183723868005913
K562,clean,primary,similarity_variance_shrink,0.2,566,0.9136255257459794,0.9432973333242155,0.3101712503855281,0.8638121068181219
K562,clean,primary,similarity_variance_shrink,0.3,566,0.9136255257459794,0.9435656285615676,0.4301135496204619,0.8145346740273197
K562,clean,primary,combined_count_fixed,0.1,566,0.9123495642890422,0.9365726020921121,0.17349818771152528,0.9190570250594826
K562,clean,primary,combined_count_fixed,0.2,566,0.9123495642890422,0.9395526608254978,0.3097395069534619,0.8643527412927888
K562,clean,primary,combined_count_fixed,0.3,566,0.9123495642890422,0.9387521697857767,0.42945159742600064,0.8154807976183932
K562,clean,primary,combined_count_shrink,0.1,566,0.9122927066389969,0.945007283939152,0.17415374065254688,0.9183280604924529
K562,clean,primary,combined_count_shrink,0.2,566,0.9122927066389969,0.9395526608254978,0.3097395069534619,0.8643527412927888
K562,clean,primary,combined_count_shrink,0.3,566,0.9122927066389969,0.9370892951770217,0.4292229170637805,0.8158076488431825
K562,clean,primary,combined_variance_fixed,0.1,566,0.9125308968214261,0.9422671168264661,0.17394077178873107,0.9185648785217645
K562,clean,primary,combined_variance_fixed,0.2,566,0.9125308968214261,0.9388531341182924,0.3096588547571766,0.8644537349722081
K562,clean,primary,combined_variance_fixed,0.3,566,0.9125308968214261,0.9383593271324349,0.4293975732682026,0.8155580139651448
K562,clean,primary,combined_variance_shrink,0.1,566,0.9122590205113107,0.9422671168264661,0.17394077178873107,0.9185648785217645
K562,clean,primary,combined_variance_shrink,0.2,566,0.9122590205113107,0.9395526608254978,0.3097395069534619,0.8643527412927888
K562,clean,primary,combined_variance_shrink,0.3,566,0.9122590205113107,0.9366964525236804,0.42916889290598254,0.8158848651899341
K562,clean,primary,magnitude,0.1,566,0.8992579621117096,0.9485480829802301,0.17442893552854094,0.9180220481156106
K562,clean,primary,magnitude,0.2,566,0.8992579621117096,0.9337696931035814,0.309072757502704,0.8651876532156406
K562,clean,primary,magnitude,0.3,566,0.8992579621117096,0.9284130420476459,0.4280297491015706,0.8175130353750278
K562,clean,primary,m_plus_d,0.1,566,0.9082297159888714,0.8945595607747561,0.17023288698100375,0.9226879881507895
K562,clean,primary,m_plus_d,0.2,566,0.9082297159888714,0.9176881784190825,0.30721863318473336,0.8675094106580552
K562,clean,primary,m_plus_d,0.3,566,0.9082297159888714,0.9288693703822125,0.4280925038807287,0.8174233404128978
K562,clean,all,equal_count_fixed,0.1,580,0.9133682968629397,0.9351571042677985,0.17660985929238282,0.9148779341195747
K562,clean,all,equal_count_fixed,0.2,580,0.9133682968629397,0.9359034223594634,0.31138606781706407,0.8607674152286698
K562,clean,all,equal_count_fixed,0.3,580,0.9133682968629397,0.9397126473389442,0.43264514845045055,0.8105069307850706
K562,clean,all,equal_count_shrink,0.1,580,0.9131614951087945,0.9403402421576428,0.1770344718656305,0.9144061423715216
K562,clean,all,equal_count_shrink,0.2,580,0.9131614951087945,0.9359034223594634,0.31138606781706407,0.8607674152286698
K562,clean,all,equal_count_shrink,0.3,580,0.9131614951087945,0.9382035572890752,0.4324321328288594,0.8108112388159152
K562,clean,all,equal_variance_fixed,0.1,580,0.9131596687848913,0.9402704588406033,0.17702875508277663,0.9144124943524704
K562,clean,all,equal_variance_fixed,0.2,580,0.9131596687848913,0.9328815219384238,0.3110264178818328,0.861216977647709
K562,clean,all,equal_variance_fixed,0.3,580,0.9131596687848913,0.9376242456346969,0.4323503600862964,0.8109280570195765
K562,clean,all,equal_variance_shrink,0.1,580,0.91331217824154,0.9402704588406033,0.17702875508277663,0.9144124943524704
K562,clean,all,equal_variance_shrink,0.2,580,0.91331217824154,0.9328815219384238,0.3110264178818328,0.861216977647709
K562,clean,all,equal_variance_shrink,0.3,580,0.91331217824154,0.9382035572890752,0.4324321328288594,0.8108112388159152
K562,clean,all,precision_count_fixed,0.1,580,0.9122647060258918,0.9379096958594105,0.176835356862321,0.9146273812640878
K562,clean,all,precision_count_fixed,0.2,580,0.9122647060258918,0.9355329423864561,0.3113419753322923,0.8608225308346346
K562,clean,all,precision_count_fixed,0.3,580,0.9122647060258918,0.9334763404176303,0.43176486248249774,0.8117644821678603
K562,clean,all,precision_count_shrink,0.1,580,0.9120939204891234,0.9379096958594105,0.176835356862321,0.9146273812640878
K562,clean,all,precision_count_shrink,0.2,580,0.9120939204891234,0.9360296667848489,0.31140109273287436,0.860748634083907
K562,clean,all,precision_count_shrink,0.3,580,0.9120939204891234,0.9323970644627677,0.4316125172739309,0.8119821181800987
K562,clean,all,precision_variance_fixed,0.1,580,0.9121123422665095,0.9357796801103994,0.17666086189663277,0.9148212645592969
K562,clean,all,precision_variance_fixed,0.2,580,0.9121123422665095,0.9355329423864561,0.3113419753322923,0.8608225308346346
K562,clean,all,precision_variance_fixed,0.3,580,0.9121123422665095,0.9323970644627677,0.4316125172739309,0.8119821181800987
K562,clean,all,precision_variance_shrink,0.1,580,0.9121275628048838,0.9357796801103994,0.17666086189663277,0.9148212645592969
K562,clean,all,precision_variance_shrink,0.2,580,0.9121275628048838,0.9355329423864561,0.3113419753322923,0.8608225308346346
K562,clean,all,precision_variance_shrink,0.3,580,0.9121275628048838,0.9323970644627677,0.4316125172739309,0.8119821181800987
K562,clean,all,similarity_count_fixed,0.1,580,0.9144827385581175,0.9476991565825943,0.17763732821572115,0.913736301982532
K562,clean,all,similarity_count_fixed,0.2,580,0.9144827385581175,0.9366967877009991,0.31148048978799053,0.8606493877650119
K562,clean,all,similarity_count_fixed,0.3,580,0.9144827385581175,0.9375571842130652,0.4323408940306326,0.8109415799562392
K562,clean,all,similarity_count_shrink,0.1,580,0.9141679969322143,0.9536789752876593,0.17812720640570473,0.9131919928825503
K562,clean,all,similarity_count_shrink,0.2,580,0.9141679969322143,0.9366967877009991,0.31148048978799053,0.8606493877650119
K562,clean,all,similarity_count_shrink,0.3,580,0.9141679969322143,0.9371087056730594,0.43227758903768143,0.811032015660455
K562,clean,all,similarity_variance_fixed,0.1,580,0.9148479596053417,0.9523929070690983,0.1780218492365032,0.9133090564038854
K562,clean,all,similarity_variance_fixed,0.2,580,0.9148479596053417,0.9351562661321773,0.3112971454002696,0.8608785682496631
K562,clean,all,similarity_variance_fixed,0.3,580,0.9148479596053417,0.94031837603575,0.43273065009091055,0.8103847855844135
K562,clean,all,similarity_variance_shrink,0.1,580,0.9143028737118517,0.9523929070690983,0.1780218492365032,0.9133090564038854
K562,clean,all,similarity_variance_shrink,0.2,580,0.9143028737118517,0.9351562661321773,0.3112971454002696,0.8608785682496631
K562,clean,all,similarity_variance_shrink,0.3,580,0.9143028737118517,0.9436995917330671,0.43320792562762245,0.8097029633891107
K562,clean,all,combined_count_fixed,0.1,580,0.9134785643955324,0.9441933671294029,0.17735012723580879,0.9140554141824349
K562,clean,all,combined_count_fixed,0.2,580,0.9134785643955324,0.9357813045856523,0.31137153403258333,0.8607855824592708
K562,clean,all,combined_count_fixed,0.3,580,0.9134785643955324,0.9356425763406451,0.43207063753660674,0.8113276606619904
K562,clean,all,combined_count_shrink,0.1,580,0.9130726843154542,0.9441933671294029,0.17735012723580879,0.9140554141824349
K562,clean,all,combined_count_shrink,0.2,580,0.9130726843154542,0.9360296667848489,0.31140109273287436,0.860748634083907
K562,clean,all,combined_count_shrink,0.3,580,0.9130726843154542,0.9368882094906226,0.43224646489677,0.8110764787189001
K562,clean,all,combined_variance_fixed,0.1,580,0.9136009834141159,0.941154829045356,0.1771012043820861,0.9143319951310155
K562,clean,all,combined_variance_fixed,0.2,580,0.9136009834141159,0.9355329423864561,0.3113419753322923,0.8608225308346346
K562,clean,all,combined_variance_fixed,0.3,580,0.9136009834141159,0.9365332931360325,0.43219636667506844,0.8111480476070452
K562,clean,all,combined_variance_shrink,0.1,580,0.913087383608812,0.941154829045356,0.1771012043820861,0.9143319951310155
K562,clean,all,combined_variance_shrink,0.2,580,0.913087383608812,0.9360296667848489,0.31140109273287436,0.860748634083907
K562,clean,all,combined_variance_shrink,0.3,580,0.913087383608812,0.9354540171811699,0.4320440214665016,0.8113656836192835
K562,clean,all,magnitude,0.1,580,0.9001310328221698,0.9609857583039885,0.17872579205105382,0.9125268977210513
K562,clean,all,magnitude,0.2,580,0.9001310328221698,0.9330814158108366,0.311050208148966,0.8611872398137925
K562,clean,all,magnitude,0.3,580,0.9001310328221698,0.9314668231235753,0.4314812090480798,0.8121697013598861
K562,clean,all,m_plus_d,0.1,580,0.9083944588476275,0.9134062892328929,0.17482799090715204,0.9168577878809423
K562,clean,all,m_plus_d,0.2,580,0.9083944588476275,0.9192296462476254,0.3094016468689308,0.8632479414138364
K562,clean,all,m_plus_d,0.3,580,0.9083944588476275,0.9334980490641323,0.43176792676671916,0.8117601046189726
K562,shuffle11,primary,equal_count_fixed,0.1,566,0.9004264954830209,0.9431926051289483,0.17401270177845396,0.9184848935037231
K562,shuffle11,primary,equal_count_fixed,0.2,566,0.9004264954830209,0.9098817677673244,0.3063185901160639,0.8686364557396192
K562,shuffle11,primary,equal_count_fixed,0.3,566,0.9004264954830209,0.9306974036184588,0.4283438970407506,0.8170640259468059
K562,shuffle11,primary,equal_count_shrink,0.1,566,0.9015293601240626,0.948743409625022,0.17444411653462694,0.9180051670754443
K562,shuffle11,primary,equal_count_shrink,0.2,566,0.9015293601240626,0.9150587133242846,0.30691546801210073,0.8678890378432544
K562,shuffle11,primary,equal_count_shrink,0.3,566,0.9015293601240626,0.9293373588786908,0.4281568621782973,0.8173313535532418
K562,shuffle11,primary,equal_variance_fixed,0.1,566,0.8950865923456388,0.9353525272215557,0.17340336212306037,0.9191624696234733
K562,shuffle11,primary,equal_variance_fixed,0.2,566,0.8950865923456388,0.907908327417365,0.306091061564512,0.8689213698108103
K562,shuffle11,primary,equal_variance_fixed,0.3,566,0.8950865923456388,0.9314200781736408,0.4284432800478494,0.8169219785174678
K562,shuffle11,primary,equal_variance_shrink,0.1,566,0.8971215071530902,0.9353525272215557,0.17340336212306037,0.9191624696234733
K562,shuffle11,primary,equal_variance_shrink,0.2,566,0.8971215071530902,0.9099432248217622,0.3063256758303998,0.8686275829203399
K562,shuffle11,primary,equal_variance_shrink,0.3,566,0.8971215071530902,0.9314295972155276,0.42844458911705713,0.8169201074741053
K562,shuffle11,primary,precision_count_fixed,0.1,566,0.9013013590690824,0.93619120403508,0.17346854502641618,0.9190899872594271
K562,shuffle11,primary,precision_count_fixed,0.2,566,0.9013013590690824,0.9098817677673244,0.3063185901160639,0.8686364557396192
K562,shuffle11,primary,precision_count_fixed,0.3,566,0.9013013590690824,0.9312605079375752,0.42842133577184033,0.816953343316006
K562,shuffle11,primary,precision_count_shrink,0.1,566,0.901988457703145,0.9507734957710026,0.17460189710864965,0.9178297175569828
K562,shuffle11,primary,precision_count_shrink,0.2,566,0.901988457703145,0.9259380559033712,0.3081698059295894,0.8663183403625052
K562,shuffle11,primary,precision_count_shrink,0.3,566,0.901988457703145,0.9298776406445006,0.42823116232652003,0.8172251568767417
K562,shuffle11,primary,precision_variance_fixed,0.1,566,0.8958281884466618,0.9369479224596776,0.17352735803178687,0.9190245881218243
K562,shuffle11,primary,precision_variance_fixed,0.2,566,0.8958281884466618,0.9093128253890597,0.3062529936893739,0.8687185963978195
K562,shuffle11,primary,precision_variance_fixed,0.3,566,0.8958281884466618,0.9297795788819818,0.42821767676407607,0.8172444316957902
K562,shuffle11,primary,precision_variance_shrink,0.1,566,0.8976238209234861,0.9386519127609777,0.17365979407072077,0.9188773213280392
K562,shuffle11,primary,precision_variance_shrink,0.2,566,0.8976238209234861,0.9144418917286826,0.3068443513329388,0.8679780910299925
K562,shuffle11,primary,precision_variance_shrink,0.3,566,0.8976238209234861,0.9292703479597573,0.428147646762334,0.8173445250821185
K562,shuffle11,primary,similarity_count_fixed,0.1,566,0.9012088878170057,0.9405085473799031,0.17380409379736264,0.9187168622999858
K562,shuffle11,primary,similarity_count_fixed,0.2,566,0.9012088878170057,0.9175826239602018,0.30720646324347345,0.8675246500092788
K562,shuffle11,primary,similarity_count_fixed,0.3,566,0.9012088878170057,0.9308248241999244,0.4283614200605685,0.8170389804184804
K562,shuffle11,primary,similarity_count_shrink,0.1,566,0.902117444467111,0.9520016786219893,0.17469735285845472,0.9177235722634866
K562,shuffle11,primary,similarity_count_shrink,0.2,566,0.902117444467111,0.9259380559033712,0.3081698059295894,0.8663183403625052
K562,shuffle11,primary,similarity_count_shrink,0.3,566,0.902117444467111,0.9332125430942191,0.42868978181361483,0.8165696552866011
K562,shuffle11,primary,similarity_variance_fixed,0.1,566,0.8947196777038249,0.928204880551322,0.17284783900066783,0.9197802026043654
K562,shuffle11,primary,similarity_variance_fixed,0.2,566,0.8947196777038249,0.9148898067584026,0.30689599386570277,0.8679134236106465
K562,shuffle11,primary,similarity_variance_fixed,0.3,566,0.8947196777038249,0.928289399025719,0.4280127455759341,0.8175373383939932
K562,shuffle11,primary,similarity_variance_shrink,0.1,566,0.8970499654948821,0.928204880551322,0.17284783900066783,0.9197802026043654
K562,shuffle11,primary,similarity_variance_shrink,0.2,566,0.8970499654948821,0.9205166350377598,0.30754474116037506,0.8671010542106808
K562,shuffle11,primary,similarity_variance_shrink,0.3,566,0.8970499654948821,0.9278760310280467,0.42795589874999773,0.8176185891603569
K562,shuffle11,primary,combined_count_fixed,0.1,566,0.9018750013651269,0.9432531459088074,0.1740174070758212,0.9184796612870043
K562,shuffle11,primary,combined_count_fixed,0.2,566,0.9018750013651269,0.9180006872798926,0.30725466401203894,0.8674642924097035
K562,shuffle11,primary,combined_count_fixed,0.3,566,0.9018750013651269,0.9299978252936908,0.42824769025289844,0.8172015336284331
K562,shuffle11,primary,combined_count_shrink,0.1,566,0.9023554975148205,0.9507734957710026,0.17460189710864965,0.9178297175569828
K562,shuffle11,primary,combined_count_shrink,0.2,566,0.9023554975148205,0.9288719525437896,0.3085080706524178,0.8658947610856893
K562,shuffle11,primary,combined_count_shrink,0.3,566,0.9023554975148205,0.9312669846260966,0.4284222264532358,0.8169520702713853
K562,shuffle11,primary,combined_variance_fixed,0.1,566,0.895512353236678,0.9301054688021823,0.17299555485292134,0.9196159448983232
K562,shuffle11,primary,combined_variance_fixed,0.2,566,0.895512353236678,0.9134250552324131,0.3067271147845091,0.8681248960884246
K562,shuffle11,primary,combined_variance_fixed,0.3,566,0.895512353236678,0.9287332416033299,0.42807378329993473,0.8174500976066589
K562,shuffle11,primary,combined_variance_shrink,0.1,566,0.8975902009767986,0.9301054688021823,0.17299555485292134,0.9196159448983232
K562,shuffle11,primary,combined_variance_shrink,0.2,566,0.8975902009767986,0.9195623957695866,0.30743472178303444,0.8672388218380586
K562,shuffle11,primary,combined_variance_shrink,0.3,566,0.8975902009767986,0.9295067521921707,0.42818015733481735,0.8172980579507408
K562,shuffle11,primary,magnitude,0.1,566,0.8992579621117096,0.9485480829802301,0.17442893552854094,0.9180220481156106
K562,shuffle11,primary,magnitude,0.2,566,0.8992579621117096,0.9337696931035814,0.309072757502704,0.8651876532156406
K562,shuffle11,primary,magnitude,0.3,566,0.8992579621117096,0.9284130420476459,0.4280297491015706,0.8175130353750278
K562,shuffle11,primary,m_plus_d,0.1,566,0.9082297159888714,0.8945595607747561,0.17023288698100375,0.9226879881507895
K562,shuffle11,primary,m_plus_d,0.2,566,0.9082297159888714,0.9176881784190825,0.30721863318473336,0.8675094106580552
K562,shuffle11,primary,m_plus_d,0.3,566,0.9082297159888714,0.9288693703822125,0.4280925038807287,0.8174233404128978
K562,shuffle11,all,equal_count_fixed,0.1,580,0.9024343107577925,0.9418568320481083,0.17715871381127,0.9142680957652556
K562,shuffle11,all,equal_count_fixed,0.2,580,0.9024343107577925,0.9153357780843688,0.30893822013820066,0.8638272248272492
K562,shuffle11,all,equal_count_fixed,0.3,580,0.9024343107577925,0.9362882651705904,0.4321617797500732,0.8111974574998954
K562,shuffle11,all,equal_count_shrink,0.1,580,0.9033892326753599,0.958822320264635,0.17854855906739123,0.9127238232584542
K562,shuffle11,all,equal_count_shrink,0.2,580,0.9033892326753599,0.9224930602522015,0.30979004041995817,0.8627624494750523
K562,shuffle11,all,equal_count_shrink,0.3,580,0.9033892326753599,0.9362882651705904,0.4321617797500732,0.8111974574998954
K562,shuffle11,all,equal_variance_fixed,0.1,580,0.8974669704298548,0.944359473579709,0.1773637349940426,0.9140402944510638
K562,shuffle11,all,equal_variance_fixed,0.2,580,0.8974669704298548,0.9054907075792608,0.30776651410021955,0.8652918573747255
K562,shuffle11,all,equal_variance_fixed,0.3,580,0.8974669704298548,0.9358828384149286,0.4321045517321862,0.8112792118111626
K562,shuffle11,all,equal_variance_shrink,0.1,580,0.8992229978132498,0.9483518294379129,0.17769079642483995,0.913676892861289
K562,shuffle11,all,equal_variance_shrink,0.2,580,0.8992229978132498,0.9135714576311597,0.3087282404405554,0.8640896994493058
K562,shuffle11,all,equal_variance_shrink,0.3,580,0.8992229978132498,0.9366314061710853,0.43221021582154573,0.8111282631120775
K562,shuffle11,all,precision_count_fixed,0.1,580,0.9032967089064876,0.9449473501173237,0.17741189496483512,0.9139867833724055
K562,shuffle11,all,precision_count_fixed,0.2,580,0.9032967089064876,0.9189115375714662,0.30936378732730574,0.8632952658408678
K562,shuffle11,all,precision_count_fixed,0.3,580,0.9032967089064876,0.9406945794892377,0.43278375309327705,0.8103089241524615
K562,shuffle11,all,precision_count_shrink,0.1,580,0.9038231385943484,0.9538948342147713,0.17814488998203384,0.9131723444644069
K562,shuffle11,all,precision_count_shrink,0.2,580,0.9038231385943484,0.921063897873314,0.30961994938935267,0.8629750632633091
K562,shuffle11,all,precision_count_shrink,0.3,580,0.9038231385943484,0.9384392788221743,0.432465406104301,0.8107637055652843
K562,shuffle11,all,precision_variance_fixed,0.1,580,0.8980360208280211,0.9409564011614346,0.17708494879016734,0.9143500568998141
K562,shuffle11,all,precision_variance_fixed,0.2,580,0.8980360208280211,0.9053310901694309,0.30774751731571026,0.8653156033553622
K562,shuffle11,all,precision_variance_fixed,0.3,580,0.8980360208280211,0.9354848645512708,0.43204837572734717,0.811359463246647
K562,shuffle11,all,precision_variance_shrink,0.1,580,0.8996848877426035,0.9409564011614346,0.17708494879016734,0.9143500568998141
K562,shuffle11,all,precision_variance_shrink,0.2,580,0.8996848877426035,0.9071529126750322,0.3079643405907529,0.8650445742615589
K562,shuffle11,all,precision_variance_shrink,0.3,580,0.8996848877426035,0.9345244989419003,0.4319128153098276,0.8115531209859604
K562,shuffle11,all,similarity_count_fixed,0.1,580,0.9030268787842011,0.9463994762235395,0.17753085591392517,0.9138546045400833
K562,shuffle11,all,similarity_count_fixed,0.2,580,0.9030268787842011,0.9219004792417452,0.30971951469364833,0.8628506066329396
K562,shuffle11,all,similarity_count_fixed,0.3,580,0.9030268787842011,0.9375933736814169,0.43234600235541193,0.8109342823494116
K562,shuffle11,all,similarity_count_shrink,0.1,580,0.9038767694889414,0.9538948342147713,0.17814488998203384,0.9131723444644069
K562,shuffle11,all,similarity_count_shrink,0.2,580,0.9038767694889414,0.9204912808907265,0.30955179967162333,0.8630602504104709
K562,shuffle11,all,similarity_count_shrink,0.3,580,0.9038767694889414,0.9342493854328097,0.4318739816596076,0.811608597629132
K562,shuffle11,all,similarity_variance_fixed,0.1,580,0.8970383949175006,0.944359473579709,0.1773637349940426,0.9140402944510638
K562,shuffle11,all,similarity_variance_fixed,0.2,580,0.8970383949175006,0.917512225796611,0.30919724895109346,0.8635034388111332
K562,shuffle11,all,similarity_variance_fixed,0.3,580,0.8970383949175006,0.9337318247633447,0.4318009253779584,0.8117129637457737
K562,shuffle11,all,similarity_variance_shrink,0.1,580,0.8991293897609889,0.944359473579709,0.1773637349940426,0.9140402944510638
K562,shuffle11,all,similarity_variance_shrink,0.2,580,0.8991293897609889,0.9189231611262272,0.30936517069873914,0.863293536626576
K562,shuffle11,all,similarity_variance_shrink,0.3,580,0.8991293897609889,0.9345555558165367,0.43191719914328797,0.8115468583667313
K562,shuffle11,all,combined_count_fixed,0.1,580,0.9037567569505325,0.9448288859347141,0.17740219015232878,0.9139975664974125
K562,shuffle11,all,combined_count_fixed,0.2,580,0.9037567569505325,0.9219004792417452,0.30971951469364833,0.8628506066329396
K562,shuffle11,all,combined_count_fixed,0.3,580,0.9037567569505325,0.9390207631262778,0.4325474855272585,0.8106464492467735
K562,shuffle11,all,combined_count_shrink,0.1,580,0.9040567897050826,0.9538948342147713,0.17814488998203384,0.9131723444644069
K562,shuffle11,all,combined_count_shrink,0.2,580,0.9040567897050826,0.9219004792417452,0.30971951469364833,0.8628506066329396
K562,shuffle11,all,combined_count_shrink,0.3,580,0.9040567897050826,0.9343716663668437,0.4318912422261154,0.811583939676978
K562,shuffle11,all,combined_variance_fixed,0.1,580,0.8976648574789713,0.9438800202015117,0.17732445725592424,0.9140839363823063
K562,shuffle11,all,combined_variance_fixed,0.2,580,0.8976648574789713,0.9166802832551306,0.3090982357344182,0.8636272053319772
K562,shuffle11,all,combined_variance_fixed,0.3,580,0.8976648574789713,0.9353122743979582,0.43202401376247196,0.8113942660536115
K562,shuffle11,all,combined_variance_shrink,0.1,580,0.8994994552343474,0.9438800202015117,0.17732445725592424,0.9140839363823063
K562,shuffle11,all,combined_variance_shrink,0.2,580,0.8994994552343474,0.9182052402553889,0.30927972771296086,0.8634003403587989
K562,shuffle11,all,combined_variance_shrink,0.3,580,0.8994994552343474,0.9345244989419003,0.4319128153098276,0.8115531209859604
K562,shuffle11,all,magnitude,0.1,580,0.9001310328221698,0.9609857583039885,0.17872579205105382,0.9125268977210513
K562,shuffle11,all,magnitude,0.2,580,0.9001310328221698,0.9330814158108366,0.311050208148966,0.8611872398137925
K562,shuffle11,all,magnitude,0.3,580,0.9001310328221698,0.9314668231235753,0.4314812090480798,0.8121697013598861
K562,shuffle11,all,m_plus_d,0.1,580,0.9083944588476275,0.9134062892328929,0.17482799090715204,0.9168577878809423
K562,shuffle11,all,m_plus_d,0.2,580,0.9083944588476275,0.9192296462476254,0.3094016468689308,0.8632479414138364
K562,shuffle11,all,m_plus_d,0.3,580,0.9083944588476275,0.9334980490641323,0.43176792676671916,0.8117601046189726
K562,shuffle23,primary,equal_count_fixed,0.1,566,0.9047235252676682,0.9356333635860167,0.17342518904054308,0.9191381984342881
K562,shuffle23,primary,equal_count_fixed,0.2,566,0.9047235252676682,0.9248675219613856,0.3080463783138461,0.8664728979521309
K562,shuffle23,primary,equal_count_fixed,0.3,566,0.9047235252676682,0.93465809923667,0.42888857629909477,0.8162855197341221
K562,shuffle23,primary,equal_count_shrink,0.1,566,0.9060921428099886,0.9405955418489005,0.1738108551051438,0.9187093438320011
K562,shuffle23,primary,equal_count_shrink,0.2,566,0.9060921428099886,0.9282324579143811,0.30843433987724767,0.8659870876758359
K562,shuffle23,primary,equal_count_shrink,0.3,566,0.9060921428099886,0.93465809923667,0.42888857629909477,0.8162855197341221
K562,shuffle23,primary,equal_variance_fixed,0.1,566,0.8974418783340763,0.9355825583839334,0.1734212404032087,0.9191425892569428
K562,shuffle23,primary,equal_variance_fixed,0.2,566,0.8974418783340763,0.9261611865391701,0.30819553186063736,0.8662861260329188
K562,shuffle23,primary,equal_variance_fixed,0.3,566,0.8974418783340763,0.9341238838445198,0.4288151104053123,0.8163905240166496
K562,shuffle23,primary,equal_variance_shrink,0.1,566,0.9002341318236121,0.9450072783397051,0.1741537402173516,0.9183280609763831
K562,shuffle23,primary,equal_variance_shrink,0.2,566,0.9002341318236121,0.9261611865391701,0.30819553186063736,0.8662861260329188
