fold_id,context,perturbation,split,setting,n_cells,predicted_magnitude,model_disagreement,context_novelty,perturbation_novelty,magnitude_percentile,disagreement_percentile,context_novelty_percentile,perturbation_novelty_percentile,safeconf_structural_proxy,e218_transfer_router,test_truth_used_for_features,error_source_rmse,error_ridge_rmse,error_two_predictor_mean_rmse,error_no_change_rmse
Papalexi_holdout_rep1,rep2,CUL3,test,perturbation_unseen,69,0.033446625,0.024567802,0.0,1.0,0.6756756756756757,0.4054054054054054,0.1891891891891892,0.7837837837837838,0.4594594594594595,0.6756756756756757,False,0.07449864679434667,0.08634485902194972,0.0804217529081482,0.07105662244533455
Papalexi_holdout_rep1,rep2,IRF1,test,perturbation_unseen,267,0.016917935,0.016319893,0.0,1.0,0.1621621621621621,0.1081081081081081,0.1891891891891892,0.7837837837837838,0.3603603603603604,0.2612612612612612,False,0.05704311665873248,0.060427178261062045,0.05873514745989726,0.05902324868870622
Papalexi_holdout_rep1,rep2,IRF7,test,perturbation_unseen,121,0.017316997,0.026660306,0.0,1.0,0.2162162162162162,0.4594594594594595,0.1891891891891892,0.7837837837837838,0.4774774774774775,0.3772522522522523,False,0.030693491409994503,0.03673838408851351,0.03371593774925401,0.030627968380808633
Papalexi_holdout_rep1,rep2,STAT1,test,perturbation_unseen,88,0.036929693,0.039792676,0.0,1.0,0.7837837837837838,0.7837837837837838,0.1891891891891892,0.7837837837837838,0.5855855855855856,0.7837837837837838,False,0.1129330492587142,0.08531833540545034,0.09912569233208227,0.12970326352528
Papalexi_holdout_rep1,rep3,CMTM6,test,perturbation_unseen,258,0.0384036,0.016074574,0.0,1.0,0.8108108108108109,0.081081081081081,0.1891891891891892,0.7837837837837838,0.3513513513513513,0.8108108108108109,False,0.038853310712605775,0.04021211530847244,0.03953271301053911,0.023405086519318392
Papalexi_holdout_rep1,rep3,CUL3,test,perturbation_unseen,69,0.04188243,0.043639526,0.0,1.0,0.8648648648648649,0.8378378378378378,0.1891891891891892,0.7837837837837838,0.6036036036036035,0.8648648648648649,False,0.06527791824353192,0.08958487907350984,0.07743139865852089,0.06258322498573546
Papalexi_holdout_rep1,rep3,IRF1,test,perturbation_unseen,196,0.019678717,0.022127036,0.0,1.0,0.4054054054054054,0.2972972972972973,0.1891891891891892,0.7837837837837838,0.4234234234234234,0.4144144144144144,False,0.06553098507756615,0.06908136396976912,0.06730617452366763,0.06715514712153789
Papalexi_holdout_rep1,rep3,IRF7,test,perturbation_unseen,176,0.01807233,0.026991365,0.0,1.0,0.2972972972972973,0.4864864864864865,0.1891891891891892,0.7837837837837838,0.4864864864864864,0.4155405405405405,False,0.028438439139552265,0.03665433068728303,0.032546384913417645,0.029872543115897005
Papalexi_holdout_rep1,rep3,STAT1,test,perturbation_unseen,108,0.043604467,0.05228685,0.0,1.0,0.8918918918918919,0.8648648648648649,0.1891891891891892,0.7837837837837838,0.6126126126126127,0.8918918918918919,False,0.10272284348218116,0.06728244911269743,0.0850026462974393,0.11953308773823845
Papalexi_holdout_rep1,rep2,IFNGR1,test,random_pair,331,0.07174699,0.09584332,0.0,0.5,0.972972972972973,0.972972972972973,0.1891891891891892,0.4729729729729729,0.5450450450450451,0.972972972972973,False,0.031888802482157634,0.0948078450083519,0.06334832374525477,0.11727186220742716
Papalexi_holdout_rep1,rep2,IFNGR2,test,random_pair,306,0.040006958,0.028633777,0.0,1.0,0.8378378378378378,0.5405405405405406,0.1891891891891892,0.7837837837837838,0.5045045045045046,0.8378378378378378,False,0.07730045740585217,0.0849485659713955,0.08112451168862383,0.1109816229808469
Papalexi_holdout_rep1,rep3,ATF2,test,random_pair,335,0.020952549,0.042888336,0.0,0.5,0.4594594594594595,0.8108108108108109,0.1891891891891892,0.4729729729729729,0.490990990990991,0.5191441441441442,False,0.03611286505425836,0.03540173577593936,0.035757300415098864,0.022154325131287813
Papalexi_holdout_rep2,rep2,BRD4,test,context_and_perturbation_unseen,83,0.03224753,0.010700007,0.0014337301254272,1.0,0.6216216216216216,0.1621621621621621,0.6891891891891891,0.8108108108108109,0.5540540540540541,0.6216216216216216,False,0.06298083377279112,0.06517067632557623,0.06407575504918367,0.054775687753849236
Papalexi_holdout_rep2,rep2,CMTM6,test,context_and_perturbation_unseen,214,0.031066269,0.029175349,0.0014337301254272,1.0,0.5945945945945946,0.5135135135135135,0.6891891891891891,0.8108108108108109,0.6711711711711712,0.632882882882883,False,0.04839452210735172,0.029618359658503002,0.03900644088292736,0.023608743386232034
Papalexi_holdout_rep2,rep2,STAT2,test,context_and_perturbation_unseen,183,0.035969228,0.013767172,0.0014337301254272,1.0,0.7297297297297297,0.2432432432432432,0.6891891891891891,0.8108108108108109,0.5810810810810811,0.7297297297297297,False,0.050472282826964844,0.04765112190512736,0.0490617023660461,0.03882893339151841
Papalexi_holdout_rep2,rep2,TNFRSF14,test,context_and_perturbation_unseen,257,0.020451462,0.010019688,0.0014337301254272,1.0,0.3243243243243243,0.1351351351351351,0.6891891891891891,0.8108108108108109,0.545045045045045,0.4346846846846847,False,0.030462249997810047,0.03343807732521187,0.03195016366151096,0.02332444692817076
Papalexi_holdout_rep2,rep2,UBE2L6,test,context_and_perturbation_unseen,112,0.022055263,0.01796745,0.0014337301254272,1.0,0.4594594594594595,0.3513513513513513,0.6891891891891891,0.8108108108108109,0.6171171171171171,0.5382882882882883,False,0.03932124828300546,0.048508742337045455,0.04391499531002546,0.03454912447572
Papalexi_holdout_rep2,rep2,ATF2,test,context_unseen,286,0.016219942,0.023964712,0.0014337301254272,0.3333333333333333,0.027027027027027,0.4054054054054054,0.6891891891891891,0.1891891891891892,0.4279279279279279,0.2747747747747748,False,0.030032247534842255,0.03502327819465022,0.032527762864746235,0.023296087724101047
Papalexi_holdout_rep2,rep2,CAV1,test,context_unseen,239,0.016647367,0.02535524,0.0014337301254272,0.5,0.054054054054054,0.4594594594594595,0.6891891891891891,0.4864864864864865,0.545045045045045,0.3502252252252252,False,0.03251250700726092,0.029956151401439715,0.031234329204350316,0.023556664181934864
Papalexi_holdout_rep2,rep2,CD86,test,context_unseen,309,0.017583452,0.031828165,0.0014337301254272,0.5,0.1351351351351351,0.6486486486486487,0.6891891891891891,0.4864864864864865,0.608108108108108,0.4358108108108108,False,0.03176193707830588,0.032337449947409745,0.032049693512857816,0.021951789217901283
Papalexi_holdout_rep2,rep2,CUL3,test,context_unseen,69,0.03308122,0.04932297,0.0014337301254272,0.3333333333333333,0.6486486486486487,0.8108108108108109,0.6891891891891891,0.1891891891891892,0.5630630630630631,0.668918918918919,False,0.05078966674271438,0.0703920847153914,0.06059087572905289,0.07105662244533455
Papalexi_holdout_rep2,rep2,ETV7,test,context_unseen,204,0.017570376,0.03248431,0.0014337301254272,0.3333333333333333,0.1081081081081081,0.6756756756756757,0.6891891891891891,0.1891891891891892,0.5180180180180181,0.384009009009009,False,0.030847673919012393,0.03536468551428711,0.03310617971664975,0.02547757989339074
Papalexi_holdout_rep2,rep2,IFNGR1,test,context_unseen,331,0.066617906,0.072939284,0.0014337301254272,0.3333333333333333,0.918918918918919,0.8918918918918919,0.6891891891891891,0.1891891891891892,0.5900900900900902,0.918918918918919,False,0.03507214251509226,0.08995934832676954,0.0625157454209309,0.11727186220742716
Papalexi_holdout_rep2,rep2,IFNGR2,test,context_unseen,306,0.073586166,0.07039213,0.0014337301254272,0.3333333333333333,0.972972972972973,0.8648648648648649,0.6891891891891891,0.1891891891891892,0.581081081081081,0.972972972972973,False,0.03254759883426827,0.07575628258651963,0.05415194071039395,0.1109816229808469
Papalexi_holdout_rep2,rep2,IRF1,test,context_unseen,267,0.040990073,0.048285007,0.0014337301254272,0.3333333333333333,0.8378378378378378,0.7837837837837838,0.6891891891891891,0.1891891891891892,0.5540540540540541,0.8378378378378378,False,0.032617686280964245,0.04676614174149472,0.039691914011229484,0.05902324868870622
Papalexi_holdout_rep2,rep2,IRF7,test,context_unseen,121,0.019033961,0.024007456,0.0014337301254272,0.3333333333333333,0.2162162162162162,0.4324324324324324,0.6891891891891891,0.1891891891891892,0.4369369369369369,0.3536036036036036,False,0.03673707901313412,0.04356434059745529,0.0401507098052947,0.030627968380808633
Papalexi_holdout_rep2,rep2,JAK2,test,context_unseen,329,0.06608035,0.08388803,0.0014337301254272,0.5,0.8918918918918919,0.972972972972973,0.6891891891891891,0.4864864864864865,0.7162162162162162,0.902027027027027,False,0.05095103823075048,0.09959333610903971,0.07527218716989509,0.1221306288424141
Papalexi_holdout_rep2,rep2,MARCH8,test,context_unseen,224,0.01952091,0.03085764,0.0014337301254272,0.3333333333333333,0.2702702702702703,0.5675675675675675,0.6891891891891891,0.1891891891891892,0.4819819819819819,0.4132882882882883,False,0.02857088818742423,0.039940270575085784,0.03425557938125501,0.024150159538624885
Papalexi_holdout_rep2,rep2,MYC,test,context_unseen,35,0.035494618,0.062298156,0.0014337301254272,0.3333333333333333,0.6756756756756757,0.8378378378378378,0.6891891891891891,0.1891891891891892,0.5720720720720721,0.6959459459459459,False,0.07498638771137293,0.0677497165360805,0.07136805212372671,0.06821564722694261
Papalexi_holdout_rep2,rep2,NFKBIA,test,context_unseen,194,0.020470778,0.031514242,0.0014337301254272,0.3333333333333333,0.3513513513513513,0.5945945945945946,0.6891891891891891,0.1891891891891892,0.490990990990991,0.4515765765765766,False,0.03253394612361252,0.03965065027452172,0.03609229819906712,0.02498859590289278
Papalexi_holdout_rep2,rep2,PDCD1LG2,test,context_unseen,175,0.017309079,0.026986798,0.0014337301254272,0.3333333333333333,0.081081081081081,0.4864864864864865,0.6891891891891891,0.1891891891891892,0.4549549549549549,0.3186936936936937,False,0.03064717280181505,0.03677889682995404,0.03371303481588454,0.02620501702900096
Papalexi_holdout_rep2,rep2,POU2F2,test,context_unseen,152,0.020764155,0.02975022,0.0014337301254272,0.5,0.3783783783783784,0.5405405405405406,0.6891891891891891,0.4864864864864865,0.5720720720720721,0.4954954954954955,False,0.03972624854107083,0.03599142754495803,0.03785883804301443,0.029403968779682182
Papalexi_holdout_rep2,rep2,SMAD4,test,context_unseen,159,0.04951637,0.07898621,0.0014337301254272,0.5,0.8648648648648649,0.945945945945946,0.6891891891891891,0.4864864864864865,0.7072072072072072,0.875,False,0.048416152720018014,0.0793628296918379,0.06388949120592796,0.0817181935855007
Papalexi_holdout_rep2,rep2,STAT1,test,context_unseen,88,0.07632959,0.102462284,0.0014337301254272,0.3333333333333333,1.0,1.0,0.6891891891891891,0.1891891891891892,0.6261261261261261,1.0,False,0.04530429817268578,0.10696388237856602,0.0761340902756259,0.12970326352528
Papalexi_holdout_rep2,rep2,STAT3,test,context_unseen,110,0.019977601,0.033606827,0.0014337301254272,0.5,0.2972972972972973,0.7027027027027027,0.6891891891891891,0.4864864864864865,0.6261261261261262,0.5123873873873874,False,0.0393925732166723,0.041727761405275246,0.04056016731097377,0.03130005835496478
Papalexi_holdout_rep2,rep2,STAT5A,test,context_unseen,173,0.018307997,0.031751525,0.0014337301254272,0.3333333333333333,0.1891891891891892,0.6216216216216216,0.6891891891891891,0.1891891891891892,0.5,0.3986486486486487,False,0.03218492151041424,0.03720086393019858,0.03469289272030641,0.02698711198290292
Papalexi_holdout_rep2,rep1,BRD4,test,perturbation_unseen,122,0.028478667,0.009301574,0.0,1.0,0.5405405405405406,0.1081081081081081,0.1891891891891892,0.8108108108108109,0.3693693693693693,0.5405405405405406,False,0.06909360315791727,0.06582531170297794,0.0674594574304476,0.06347374210974664
Papalexi_holdout_rep2,rep1,CMTM6,test,perturbation_unseen,345,0.0370614,0.016952604,0.0,1.0,0.7567567567567568,0.3243243243243243,0.1891891891891892,0.8108108108108109,0.4414414414414415,0.7567567567567568,False,0.04843372818524085,0.034993379837853764,0.041713554011547305,0.022388761339327504
Papalexi_holdout_rep2,rep1,STAT2,test,perturbation_unseen,300,0.03559027,0.012692916,0.0,1.0,0.7027027027027027,0.2162162162162162,0.1891891891891892,0.8108108108108109,0.4054054054054054,0.7027027027027027,False,0.05898446538918467,0.057277344990511514,0.05813090518984809,0.06313318200151467
Papalexi_holdout_rep2,rep1,TNFRSF14,test,perturbation_unseen,414,0.01812664,0.0061300774,0.0,1.0,0.1621621621621621,0.027027027027027,0.1891891891891892,0.8108108108108109,0.3423423423423424,0.2522522522522523,False,0.024398462338545125,0.022593703443590612,0.023496082891067867,0.02121426534129278
Papalexi_holdout_rep2,rep1,UBE2L6,test,perturbation_unseen,234,0.023115851,0.019918282,0.0,1.0,0.4864864864864865,0.3783783783783784,0.1891891891891892,0.8108108108108109,0.4594594594594595,0.4864864864864865,False,0.026725381670794187,0.03865402959086663,0.03268970563083041,0.023685650172990666
Papalexi_holdout_rep2,rep3,BRD4,test,perturbation_unseen,136,0.029603349,0.0076081227,0.0,1.0,0.5675675675675675,0.081081081081081,0.1891891891891892,0.8108108108108109,0.3603603603603604,0.5675675675675675,False,0.05539000026053604,0.054647171605881624,0.05501858593320883,0.04940976965380912
Papalexi_holdout_rep2,rep3,CMTM6,test,perturbation_unseen,258,0.0380722,0.014607434,0.0,1.0,0.8108108108108109,0.2702702702702703,0.1891891891891892,0.8108108108108109,0.4234234234234235,0.8108108108108109,False,0.044978199503546305,0.03408186005337993,0.03953002977846312,0.023405086519318392
Papalexi_holdout_rep2,rep3,STAT2,test,perturbation_unseen,178,0.037139516,0.011461316,0.0,1.0,0.7837837837837838,0.1891891891891892,0.1891891891891892,0.8108108108108109,0.3963963963963964,0.7837837837837838,False,0.05260756847099741,0.04974453415339607,0.05117605131219674,0.043695389521659064
Papalexi_holdout_rep2,rep3,TNFRSF14,test,perturbation_unseen,293,0.019169895,0.0073135034,0.0,1.0,0.2432432432432432,0.054054054054054,0.1891891891891892,0.8108108108108109,0.3513513513513513,0.2972972972972973,False,0.027592599999321708,0.025669774898187267,0.026631187448754486,0.025012235260065924
Papalexi_holdout_rep2,rep3,UBE2L6,test,perturbation_unseen,172,0.021182166,0.014749337,0.0,1.0,0.4054054054054054,0.2972972972972973,0.1891891891891892,0.8108108108108109,0.4324324324324324,0.4189189189189189,False,0.03055417321988762,0.03654447814176271,0.033549325680825165,0.030224641594621588
Papalexi_holdout_rep2,rep1,CD86,test,random_pair,560,0.023188237,0.046948984,0.0,0.5,0.5135135135135135,0.7567567567567568,0.1891891891891892,0.4864864864864865,0.4774774774774775,0.5439189189189189,False,0.027407777972915597,0.04479650450642589,0.036102141239670746,0.018245680933737185
Papalexi_holdout_rep2,rep3,JAK2,test,random_pair,278,0.06974147,0.07795865,0.0,0.5,0.945945945945946,0.918918918918919,0.1891891891891892,0.4864864864864865,0.5315315315315315,0.945945945945946,False,0.044282537154244676,0.09081395055675077,0.06754824385549772,0.12222809617444938
Papalexi_holdout_rep2,rep3,STAT3,test,random_pair,165,0.021669218,0.03762386,0.0,0.5,0.4324324324324324,0.7297297297297297,0.1891891891891892,0.4864864864864865,0.4684684684684684,0.4876126126126126,False,0.04152352222367217,0.03834640911020692,0.03993496566693955,0.028858737566998572
Papalexi_holdout_rep3,rep3,CUL3,test,context_and_perturbation_unseen,69,0.03156527,0.020522995,0.0014337301254272,1.0,0.4324324324324324,0.054054054054054,0.6891891891891891,0.8108108108108109,0.518018018018018,0.4752252252252252,False,0.06958604388378029,0.07157109221784988,0.07057856805081508,0.06258322498573546
Papalexi_holdout_rep3,rep3,ETV7,test,context_and_perturbation_unseen,270,0.020909794,0.029030709,0.0014337301254272,1.0,0.1891891891891892,0.1891891891891892,0.6891891891891891,0.8108108108108109,0.563063063063063,0.376126126126126,False,0.027900630626408723,0.04382823903541158,0.035864434830910154,0.02447599364289505
Papalexi_holdout_rep3,rep3,IFNGR2,test,context_and_perturbation_unseen,385,0.04080855,0.04378091,0.0014337301254272,1.0,0.5675675675675675,0.5405405405405406,0.6891891891891891,0.8108108108108109,0.6801801801801802,0.6238738738738738,False,0.09190140015879385,0.10362278326003854,0.09776209170941619,0.11920431864754155
Papalexi_holdout_rep3,rep3,STAT5A,test,context_and_perturbation_unseen,198,0.021657428,0.023552129,0.0014337301254272,1.0,0.2432432432432432,0.1081081081081081,0.6891891891891891,0.8108108108108109,0.536036036036036,0.3896396396396396,False,0.029932618467358722,0.038970505305904166,0.03445156188663144,0.02424645296974457
Papalexi_holdout_rep3,rep3,UBE2L6,test,context_and_perturbation_unseen,172,0.02676728,0.029702485,0.0014337301254272,1.0,0.3783783783783784,0.2162162162162162,0.6891891891891891,0.8108108108108109,0.5720720720720721,0.4752252252252252,False,0.037777071090018356,0.048383032329611976,0.043080051709815166,0.030224641594621588
Papalexi_holdout_rep3,rep3,ATF2,test,context_unseen,335,0.020096797,0.025882782,0.0014337301254272,0.3333333333333333,0.1351351351351351,0.1351351351351351,0.6891891891891891,0.1891891891891892,0.3378378378378379,0.2364864864864865,False,0.028576527147168372,0.040866123901440274,0.03472132552430432,0.022154325131287813
Papalexi_holdout_rep3,rep3,BRD4,test,context_unseen,136,0.04297461,0.034996264,0.0014337301254272,0.3333333333333333,0.6756756756756757,0.3243243243243243,0.6891891891891891,0.1891891891891892,0.4009009009009009,0.6756756756756757,False,0.04452189738876252,0.04789792148614725,0.046209909437454885,0.04940976965380912
Papalexi_holdout_rep3,rep3,CAV1,test,context_unseen,286,0.018097974,0.020824388,0.0014337301254272,0.5,0.081081081081081,0.081081081081081,0.6891891891891891,0.4864864864864865,0.4189189189189188,0.2499999999999999,False,0.0321260146484145,0.02899145364478906,0.030558734146601776,0.021571592300403754
Papalexi_holdout_rep3,rep3,CD86,test,context_unseen,328,0.01963204,0.03574466,0.0014337301254272,0.5,0.1081081081081081,0.3513513513513513,0.6891891891891891,0.4864864864864865,0.509009009009009,0.338963963963964,False,0.027407777972915597,0.040722558201434805,0.034065168087175204,0.021021993326642372
Papalexi_holdout_rep3,rep3,CMTM6,test,context_unseen,258,0.020759536,0.030460462,0.0014337301254272,0.5,0.1621621621621621,0.2432432432432432,0.6891891891891891,0.4864864864864865,0.4729729729729729,0.3277027027027027,False,0.031000782134557904,0.037159102766688545,0.03407994245062322,0.023405086519318392
Papalexi_holdout_rep3,rep3,IFNGR1,test,context_unseen,330,0.059852023,0.0715818,0.0014337301254272,0.5,0.8378378378378378,0.7297297297297297,0.6891891891891891,0.4864864864864865,0.6351351351351351,0.8378378378378378,False,0.04810501276493681,0.09715430102168676,0.07262965689331179,0.11760545853758987
Papalexi_holdout_rep3,rep3,IRF1,test,context_unseen,196,0.04565716,0.043206718,0.0014337301254272,0.3333333333333333,0.7027027027027027,0.4864864864864865,0.6891891891891891,0.1891891891891892,0.4549549549549549,0.7027027027027027,False,0.03124337876033124,0.0539093987387138,0.04257638874952252,0.06715514712153789
Papalexi_holdout_rep3,rep3,IRF7,test,context_unseen,176,0.021957122,0.03703582,0.0014337301254272,0.3333333333333333,0.2702702702702703,0.4054054054054054,0.6891891891891891,0.1891891891891892,0.4279279279279279,0.3659909909909909,False,0.03812534354536337,0.04653543853118388,0.04233039103827363,0.029872543115897005
Papalexi_holdout_rep3,rep3,JAK2,test,context_unseen,278,0.068964034,0.08847459,0.0014337301254272,0.3333333333333333,0.918918918918919,0.8918918918918919,0.6891891891891891,0.1891891891891892,0.5900900900900902,0.918918918918919,False,0.029042560812154398,0.09967469467776056,0.06435862774495749,0.12222809617444938
Papalexi_holdout_rep3,rep3,MARCH8,test,context_unseen,302,0.024560623,0.04138407,0.0014337301254272,0.3333333333333333,0.3243243243243243,0.4324324324324324,0.6891891891891891,0.1891891891891892,0.4369369369369369,0.3941441441441441,False,0.030028616333695014,0.045008881541819944,0.03751874893775748,0.023909154549876823
