predictor,family,seed,n_tasks,mean_systema_centroid_accuracy,median_systema_centroid_accuracy,n_finite_systema_centroid_accuracy,mean_systema_nearest_centroid_hit,median_systema_nearest_centroid_hit,n_finite_systema_nearest_centroid_hit,mean_pca10_pearson,median_pca10_pearson,n_finite_pca10_pearson,mean_pca10_cosine,median_pca10_cosine,n_finite_pca10_cosine,mean_pca10_direction_accuracy,median_pca10_direction_accuracy,n_finite_pca10_direction_accuracy,mean_pca10_mse,median_pca10_mse,n_finite_pca10_mse,mean_pca10_rmse,median_pca10_rmse,n_finite_pca10_rmse,mean_raw_pearson,median_raw_pearson,n_finite_raw_pearson,mean_raw_cosine,median_raw_cosine,n_finite_raw_cosine,mean_raw_direction_accuracy,median_raw_direction_accuracy,n_finite_raw_direction_accuracy,mean_raw_mse,median_raw_mse,n_finite_raw_mse,mean_raw_rmse,median_raw_rmse,n_finite_raw_rmse,mean_pca10_top20_pearson,median_pca10_top20_pearson,n_finite_pca10_top20_pearson,mean_pca10_top20_cosine,median_pca10_top20_cosine,n_finite_pca10_top20_cosine,mean_pca10_top20_direction_accuracy,median_pca10_top20_direction_accuracy,n_finite_pca10_top20_direction_accuracy,mean_pca10_top20_mse,median_pca10_top20_mse,n_finite_pca10_top20_mse,mean_pca10_top20_rmse,median_pca10_top20_rmse,n_finite_pca10_top20_rmse,mean_raw_top20_pearson,median_raw_top20_pearson,n_finite_raw_top20_pearson,mean_raw_top20_cosine,median_raw_top20_cosine,n_finite_raw_top20_cosine,mean_raw_top20_direction_accuracy,median_raw_top20_direction_accuracy,n_finite_raw_top20_direction_accuracy,mean_raw_top20_mse,median_raw_top20_mse,n_finite_raw_top20_mse,mean_raw_top20_rmse,median_raw_top20_rmse,n_finite_raw_top20_rmse,mean_systema_perturbed_reference_pearson,median_systema_perturbed_reference_pearson,n_finite_systema_perturbed_reference_pearson,mean_systema_perturbed_reference_cosine,median_systema_perturbed_reference_cosine,n_finite_systema_perturbed_reference_cosine,mean_systema_perturbed_reference_direction_accuracy,median_systema_perturbed_reference_direction_accuracy,n_finite_systema_perturbed_reference_direction_accuracy,mean_systema_perturbed_reference_mse,median_systema_perturbed_reference_mse,n_finite_systema_perturbed_reference_mse,mean_systema_perturbed_reference_rmse,median_systema_perturbed_reference_rmse,n_finite_systema_perturbed_reference_rmse
control_no_change,baseline,,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.26219744420172103,0.20227994596572468,48,0.25360289239711253,0.194544750804317,48,0.6261225078266601,0.6055363321799307,48,0.016753492217990603,0.0166097712701108,48,0.11984624562814562,0.12887567403280403,48,0.057709369924845606,0.0568436165691507,48,0.06113421477950728,0.06044075070158706,48,0.45754036908881196,0.45847750865051906,48,0.019431464548323243,0.019650431574122725,48,0.13217977255199556,0.1401792432536163,48,0.25213328879047575,0.2731080921866292,48,0.3631706025131058,0.3777777750914124,48,0.7145833333333332,0.7,48,0.5855393124819598,0.4833446715272099,48,0.6900434851067191,0.695199884172252,48,0.015615362146946142,-7.344614138834159e-05,48,0.09186300521732488,0.0798842431244596,48,0.4947916666666667,0.45,48,0.6929080586488343,0.5798591721586364,48,0.7745665573442698,0.7614848469469789,48,-0.07385170381792204,-0.17039997066156326,48,-0.05429585324595251,-0.13575684749789424,48,0.5166419508980064,0.4930795847750865,48,0.019431464548323243,0.019650431574122725,48,0.13217977255199556,0.1401792432536163,48
cell_weighted_perturbed_mean,baseline,,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.8056029359950015,0.8205324223213035,48,0.7931139375289048,0.8214728320475351,48,0.8544344208271544,0.8781512605042017,48,0.007748803135343186,0.006957141387503888,48,0.08290172069357281,0.0834094134723324,48,0.7330807902096831,0.7583013149835951,48,0.7252971434849197,0.7620646092379649,48,0.7259845114516396,0.740484429065744,48,0.009886344241717604,0.009200073592632915,48,0.09587565268839876,0.09590383943650499,48,0.8533410864962233,0.9275821759210705,48,0.9066619937474725,0.9546704291560768,48,0.9708333333333332,1.0,48,0.28872829792981536,0.19250966000923064,48,0.46006432169177974,0.4387544419088901,48,0.8162992427851788,0.8939527034342438,48,0.8789064920468679,0.9168118626339685,48,0.9572916666666665,1.0,48,0.3607670938665648,0.25766023551305506,48,0.5323367181119335,0.5071732104229567,48,-0.036967336121107454,-0.11748511898476499,48,-0.015389292156060884,-0.09665976221520461,48,0.4944801449991762,0.44908551655956497,48,0.009886344241717604,0.009200073592632915,48,0.09587565268839876,0.09590383943650499,48
condition_balanced_perturbed_mean,baseline,,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.8034470990292082,0.8328339949649977,48,0.7889530243768696,0.841252205108103,48,0.856782418849893,0.8801285219970341,48,0.007386527102247682,0.006709597699054727,48,0.08195476696261444,0.08190646261070723,48,0.7334845902182888,0.7610238654658255,48,0.7232606344910542,0.7655239365021693,48,0.7285178777393311,0.7481463173504697,48,0.009508300854564866,0.008768449024297641,48,0.09463868181655476,0.09363826660458985,48,0.8366008984385166,0.9074724753448884,48,0.8980037246977398,0.9514061620071099,48,0.9697916666666666,1.0,48,0.27297086075133453,0.155565439692052,48,0.4448913914571874,0.3944100980921291,48,0.8029686848537949,0.8851025437590596,48,0.8673263064765044,0.9100921694622304,48,0.9572916666666668,1.0,48,0.34405678694181024,0.2272546494021251,48,0.5165686661503028,0.4762903828126435,48,,,0,,,0,0.0,0.0,48,0.009508300854564866,0.008768449024297641,48,0.09463868181655476,0.09363826660458985,48
matching_single_mean,baseline,,48,0.8448581560283688,0.8723404255319149,48,0.14583333333333334,0.0,48,0.9374576645291857,0.957010913315282,48,0.9314360092087545,0.9559801217727217,48,0.8959054209919263,0.9065743944636678,48,0.003481774115907677,0.00377633762935605,48,0.05484287065968099,0.06145165225558649,48,0.8365604242055605,0.8814360918916806,48,0.8367479968097192,0.8769158021581553,48,0.7011142692371065,0.7073652990608008,48,0.005698367229971903,0.005526138859694997,48,0.07332937871572882,0.07433797272124204,48,0.9774093085992296,0.9868185361798242,48,0.9789707470942925,0.9894032617389534,48,0.9927083333333333,1.0,48,0.11822212666902215,0.08406298215533638,48,0.29931700071259293,0.28993590417390314,48,0.9603922676744295,0.9727032168858143,48,0.9678456080064587,0.9830404232372447,48,0.9947916666666666,1.0,48,0.15653811539261053,0.114705883001262,48,0.362529313338519,0.3386799189638082,48,0.6206246727026884,0.6597944608906081,48,0.6265938474859153,0.6706194848903292,48,0.6550090624485088,0.6520019772614929,48,0.005698367229971903,0.005526138859694997,48,0.07332937871572882,0.07433797272124204,48
single_additive,baseline,,48,0.9782801418439716,1.0,48,0.625,1.0,48,0.9384622848438836,0.9641212292689377,48,0.9315883253531322,0.9592448338803177,48,0.9095814796506838,0.9228868017795353,48,0.0029821615353546583,0.002469709987290636,48,0.05073514222486935,0.04963553227558556,48,0.836560432114064,0.8814360774551591,48,0.8367480051008102,0.8769157886177814,48,0.7011142692371065,0.7073652990608008,48,0.007921746279038862,0.007193578642724467,48,0.08654534317304541,0.08477587995542715,48,0.9773646591054295,0.9904002670702552,48,0.9771679916841759,0.9909106797292833,48,0.9916666666666667,1.0,48,0.04978259272692648,0.02457966069058519,48,0.18783221496300362,0.1567711282903636,48,0.9603922801286986,0.9727032111287979,48,0.9678456143220844,0.9830404204281611,48,0.9947916666666666,1.0,48,0.06077762281073026,0.03951564662017269,48,0.21839173561282185,0.19877405942770368,48,0.6725800651341837,0.7464338640251779,48,0.6769954665920288,0.7506679169880845,48,0.6609511451639479,0.6542263964409293,48,0.007921746279038862,0.007193578642724467,48,0.08654534317304541,0.08477587995542715,48
prescribe_seed3407,prescribe_main,3407.0,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.2622094341886773,0.20228416070823724,48,0.25360844383902226,0.19454531948883358,48,0.6261225078266601,0.6055363321799307,48,0.016753478546287812,0.016609767459961636,48,0.11984608258997446,0.12887565921316008,48,0.21462169181474391,0.18238732959336423,48,0.20822037648501723,0.18296281482388868,48,0.5549204976108091,0.5390509144834404,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48,0.25218783757857044,0.2732374869136636,48,0.363229291875993,0.3778590883489258,48,0.7145833333333332,0.7,48,0.5855340297378694,0.4833413416333223,48,0.6900393515608769,0.6951974479663459,48,0.1714789550175941,0.27644479972296615,48,0.29144141933070905,0.28664535306923616,48,0.6875,0.7,48,0.6733041141234452,0.5406757591398277,48,0.7570118566211564,0.73528097259703,48,-0.0741065322997442,-0.18566782126855172,48,-0.05351817531940294,-0.15817228951684348,48,0.5051079255231504,0.48096885813148793,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48
prescribe_seed3408,prescribe_sensitivity,3408.0,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.2622094341886773,0.20228416070823724,48,0.25360844383902226,0.19454531948883358,48,0.6261225078266601,0.6055363321799307,48,0.016753478546287812,0.016609767459961636,48,0.11984608258997446,0.12887565921316008,48,0.21462169181474391,0.18238732959336423,48,0.20822037648501723,0.18296281482388868,48,0.5549204976108091,0.5390509144834404,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48,0.25218783757857044,0.2732374869136636,48,0.363229291875993,0.3778590883489258,48,0.7145833333333332,0.7,48,0.5855340297378694,0.4833413416333223,48,0.6900393515608769,0.6951974479663459,48,0.1714789550175941,0.27644479972296615,48,0.29144141933070905,0.28664535306923616,48,0.6875,0.7,48,0.6733041141234452,0.5406757591398277,48,0.7570118566211564,0.73528097259703,48,-0.0741065322997442,-0.18566782126855172,48,-0.05351817531940294,-0.15817228951684348,48,0.5051079255231504,0.48096885813148793,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48
prescribe_seed3409,prescribe_sensitivity,3409.0,48,0.5,0.5,48,0.020833333333333332,0.0,48,0.2622094341886773,0.20228416070823724,48,0.25360844383902226,0.19454531948883358,48,0.6261225078266601,0.6055363321799307,48,0.016753478546287812,0.016609767459961636,48,0.11984608258997446,0.12887565921316008,48,0.21462169181474391,0.18238732959336423,48,0.20822037648501723,0.18296281482388868,48,0.5549204976108091,0.5390509144834404,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48,0.25218783757857044,0.2732374869136636,48,0.363229291875993,0.3778590883489258,48,0.7145833333333332,0.7,48,0.5855340297378694,0.4833413416333223,48,0.6900393515608769,0.6951974479663459,48,0.1714789550175941,0.27644479972296615,48,0.29144141933070905,0.28664535306923616,48,0.6875,0.7,48,0.6733041141234452,0.5406757591398277,48,0.7570118566211564,0.73528097259703,48,-0.0741065322997442,-0.18566782126855172,48,-0.05351817531940294,-0.15817228951684348,48,0.5051079255231504,0.48096885813148793,48,0.018886081286019388,0.019070587189292096,48,0.12963858553522523,0.13809142679884956,48
