analysis_id,score_key,score_family,predictor,seed,seed_role,score,endpoint,truth_role,multiplicity_family,n_tasks,rho,na_reason,raw_one_sided_p,task_ci_low,task_ci_high,cluster_ci_low,cluster_ci_high,magnitude_score_key,official_score_key,magnitude_rho,delta_rho_vs_magnitude,delta_rho_vs_magnitude_task_ci_low,delta_rho_vs_magnitude_task_ci_high,delta_rho_vs_magnitude_cluster_ci_low,delta_rho_vs_magnitude_cluster_ci_high,official_rho,delta_rho_vs_official,delta_rho_vs_official_task_ci_low,delta_rho_vs_official_task_ci_high,delta_rho_vs_official_cluster_ci_low,delta_rho_vs_official_cluster_ci_high,holm_adjusted_p,holm_family_size
risk__matching__hash_random_confidence__raw_direction_accuracy_sensitivity,matching__hash_random_confidence,matching_risk,matching_single_mean,,not_applicable,hash_random_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,0.023611789645596466,,0.4367173307697359,-0.2859883230260745,0.33130452677653544,-0.1969274551045286,0.2272122813201421,matching__matching_magnitude_confidence,,-0.6850132996032814,0.7086250892488779,0.34775152500771994,1.0258949978361567,0.4372197252519581,0.9247472551677284,,,,,,,1.0,134
risk__matching__hash_random_confidence__raw_negative_rmse_sensitivity,matching__hash_random_confidence,matching_risk,matching_single_mean,,not_applicable,hash_random_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.16163699522362138,,0.8638041997810407,-0.4095783940857557,0.10905949144960335,-0.33090893798709253,0.03984826848714896,matching__matching_magnitude_confidence,,0.6601172383847156,-0.821754233608337,-1.1444053888103682,-0.4260972225237359,-1.0681188018177883,-0.4705239858223317,,,,,,,1.0,134
risk__matching__constant_confidence__pca10_pearson_accuracy,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6974598349978289,,,,,,,,,,,,,134
risk__matching__constant_confidence__pca10_cosine_accuracy,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6996309161962657,,,,,,,,,,,,,134
risk__matching__constant_confidence__pca10_direction_accuracy,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6849791090239993,,,,,,,,,,,,,134
risk__matching__constant_confidence__pca10_negative_rmse,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,0.5769648284845853,,,,,,,,,,,,,134
risk__matching__constant_confidence__raw_pearson_accuracy_sensitivity,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.7121146330872775,,,,,,,,,,,,,134
risk__matching__constant_confidence__raw_cosine_accuracy_sensitivity,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.7494572297003907,,,,,,,,,,,,,134
risk__matching__constant_confidence__raw_direction_accuracy_sensitivity,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6850132996032814,,,,,,,,,,,,,134
risk__matching__constant_confidence__raw_negative_rmse_sensitivity,matching__constant_confidence,matching_risk,matching_single_mean,,not_applicable,constant_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,0.6601172383847156,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__pca10_pearson_accuracy,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6974598349978289,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__pca10_cosine_accuracy,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6996309161962657,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__pca10_direction_accuracy,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6849791090239993,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__pca10_negative_rmse,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,0.5769648284845853,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__raw_pearson_accuracy_sensitivity,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.7121146330872775,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__raw_cosine_accuracy_sensitivity,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.7494572297003907,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__raw_direction_accuracy_sensitivity,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,-0.6850132996032814,,,,,,,,,,,,,134
risk__matching__exact_pair_support_confidence__raw_negative_rmse_sensitivity,matching__exact_pair_support_confidence,matching_risk,matching_single_mean,,not_applicable,exact_pair_support_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,matching__matching_magnitude_confidence,,0.6601172383847156,,,,,,,,,,,,,134
risk__native_seed3407__raw_log_prob__pca10_pearson_accuracy,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,pca10_pearson_accuracy,primary,confirmatory_prescribe_primary_alpha_0p025,48,-0.20972644376899696,,0.9237409015577286,-0.4782251728618114,0.08652764542386333,-0.4713105010471472,0.058508932457695575,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,0
risk__native_seed3407__raw_log_prob__pca10_cosine_accuracy,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,-0.1965914025184542,,0.9097527720122376,-0.47599541469200346,0.10980200696365504,-0.47266583202390466,0.07660163974622285,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__pca10_direction_accuracy,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,-0.055041389787552845,,0.6448926901989358,-0.36140796872358844,0.24661381084952655,-0.38404524370585946,0.22891303864308918,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__pca10_negative_rmse,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,-0.1965914025184542,,0.9097527720122376,-0.47599541469200346,0.10980200696365504,-0.47266583202390466,0.07660163974622285,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__raw_pearson_accuracy_sensitivity,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.30916196265740337,,0.9837483024901218,-0.5436041768640887,-0.03396755623414403,-0.5420682673131215,-0.056218825471139405,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__raw_cosine_accuracy_sensitivity,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.30547112462006076,,0.982628253712253,-0.5442966817251661,-0.025988014222821196,-0.5464533394945232,-0.04767376890327031,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__raw_direction_accuracy_sensitivity,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.21805450133933726,,0.9317412261694179,-0.49475087228746334,0.07998146250333552,-0.491276299273805,0.06624967105274701,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__raw_log_prob__raw_negative_rmse_sensitivity,native_seed3407__raw_log_prob,native_score,prescribe_seed3407,3407.0,main,raw_log_prob,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.20712114633087278,,0.9211018049447492,-0.48335149814392603,0.09540687919060117,-0.47958613546250417,0.06367773997752024,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3407__official_combined_confidence__pca10_pearson_accuracy,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__pca10_cosine_accuracy,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__pca10_direction_accuracy,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__pca10_negative_rmse,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__raw_pearson_accuracy_sensitivity,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__raw_cosine_accuracy_sensitivity,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__raw_direction_accuracy_sensitivity,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__official_combined_confidence__raw_negative_rmse_sensitivity,native_seed3407__official_combined_confidence,native_score,prescribe_seed3407,3407.0,main,official_combined_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__pca10_pearson_accuracy,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__pca10_cosine_accuracy,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__pca10_direction_accuracy,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__pca10_negative_rmse,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3407__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,native_seed3407__predicted_magnitude_confidence,native_score,prescribe_seed3407,3407.0,main,predicted_magnitude_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3407__predicted_magnitude_confidence,native_seed3407__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__raw_log_prob__pca10_pearson_accuracy,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,0.021710811984368215,,0.4417755221013131,-0.3009050063247656,0.34846334856971006,-0.2933536489160077,0.28892691502093876,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__pca10_cosine_accuracy,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,0.03506296135475467,,0.4064864231209966,-0.28962709905231676,0.3642007062766121,-0.2941686583133291,0.31046417279417926,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__pca10_direction_accuracy,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,-0.08614466034797472,,0.7197770906070902,-0.4050739660257389,0.27123454487233867,-0.4621511436443437,0.2617336379194879,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__pca10_negative_rmse,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,0.03506296135475467,,0.4064864231209966,-0.28962709905231676,0.3642007062766121,-0.2941686583133291,0.31046417279417926,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__raw_pearson_accuracy_sensitivity,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.06241858445505862,,0.6632906884233613,-0.363990917096557,0.2555107177126462,-0.3698495801852725,0.22088408579165894,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__raw_cosine_accuracy_sensitivity,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.04743812418584455,,0.625583253984407,-0.35067053572049384,0.2698691312742656,-0.3635237148843473,0.2430210256561046,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__raw_direction_accuracy_sensitivity,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,-0.11100857735597329,,0.7737167242657623,-0.4432368412930924,0.26668998100375674,-0.5234247888111936,0.2699484537586801,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__raw_log_prob__raw_negative_rmse_sensitivity,native_seed3408__raw_log_prob,native_score,prescribe_seed3408,3408.0,training_sensitivity,raw_log_prob,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,0.04038211029092488,,0.39261425939588657,-0.2889792525055781,0.3725664030693742,-0.28628606501774817,0.3135543627190234,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3408__official_combined_confidence__pca10_pearson_accuracy,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__pca10_cosine_accuracy,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__pca10_direction_accuracy,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__pca10_negative_rmse,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__raw_pearson_accuracy_sensitivity,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__raw_cosine_accuracy_sensitivity,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__raw_direction_accuracy_sensitivity,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__official_combined_confidence__raw_negative_rmse_sensitivity,native_seed3408__official_combined_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,official_combined_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__pca10_pearson_accuracy,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__pca10_cosine_accuracy,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__pca10_direction_accuracy,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__pca10_negative_rmse,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,pca10_negative_rmse,secondary,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,raw_pearson_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,raw_cosine_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,raw_direction_accuracy_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3408__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,native_seed3408__predicted_magnitude_confidence,native_score,prescribe_seed3408,3408.0,training_sensitivity,predicted_magnitude_confidence,raw_negative_rmse_sensitivity,raw_truth_mandatory_sensitivity,secondary_risk_holm_family,48,,constant,,,,,,native_seed3408__predicted_magnitude_confidence,native_seed3408__official_combined_confidence,,,,,,,,,,,,,,134
risk__native_seed3409__raw_log_prob__pca10_pearson_accuracy,native_seed3409__raw_log_prob,native_score,prescribe_seed3409,3409.0,training_sensitivity,raw_log_prob,pca10_pearson_accuracy,secondary,secondary_risk_holm_family,48,-0.16163699522362138,,0.8638041997810407,-0.4469782319222535,0.13878890140596056,-0.4201614279887076,0.13395638742901614,native_seed3409__predicted_magnitude_confidence,native_seed3409__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3409__raw_log_prob__pca10_cosine_accuracy,native_seed3409__raw_log_prob,native_score,prescribe_seed3409,3409.0,training_sensitivity,raw_log_prob,pca10_cosine_accuracy,secondary,secondary_risk_holm_family,48,-0.20397307859313937,,0.917824390706083,-0.47866313811144745,0.09053740846288597,-0.4571344680391765,0.09077438709656464,native_seed3409__predicted_magnitude_confidence,native_seed3409__official_combined_confidence,,,,,,,,,,,,,1.0,134
risk__native_seed3409__raw_log_prob__pca10_direction_accuracy,native_seed3409__raw_log_prob,native_score,prescribe_seed3409,3409.0,training_sensitivity,raw_log_prob,pca10_direction_accuracy,secondary,secondary_risk_holm_family,48,-0.3390419335434468,,0.990796450414952,-0.5610826267298953,-0.07816838973231112,-0.5385986238997297,-0.06725358232331297,native_seed3409__predicted_magnitude_confidence,native_seed3409__official_combined_confidence,,,,,,,,,,,,,1.0,134
