analysis_id,scheme,n_replicates,n_finite,bootstrap_mean,ci_low,ci_high,ci_estimable
risk__native_seed3408__predicted_magnitude_confidence__pca10_pearson_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_cosine_accuracy,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_cosine_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_direction_accuracy,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_direction_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_negative_rmse,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__pca10_negative_rmse,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,task,10000,0,,,,False
risk__native_seed3408__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__raw_log_prob__pca10_pearson_accuracy,task,10000,10000,-0.15847696299656375,-0.4469782319222535,0.13878890140596056,True
risk__native_seed3409__raw_log_prob__pca10_pearson_accuracy,component_gene_cluster,10000,10000,-0.15895554444312984,-0.4201614279887076,0.13395638742901614,True
risk__native_seed3409__raw_log_prob__pca10_cosine_accuracy,task,10000,10000,-0.19995465810936272,-0.47866313811144745,0.09053740846288597,True
risk__native_seed3409__raw_log_prob__pca10_cosine_accuracy,component_gene_cluster,10000,10000,-0.19926153985416373,-0.4571344680391765,0.09077438709656464,True
risk__native_seed3409__raw_log_prob__pca10_direction_accuracy,task,10000,10000,-0.33124638506781956,-0.5610826267298953,-0.07816838973231112,True
risk__native_seed3409__raw_log_prob__pca10_direction_accuracy,component_gene_cluster,10000,10000,-0.32592431099655766,-0.5385986238997297,-0.06725358232331297,True
risk__native_seed3409__raw_log_prob__pca10_negative_rmse,task,10000,10000,-0.19995465810936272,-0.47866313811144745,0.09053740846288597,True
risk__native_seed3409__raw_log_prob__pca10_negative_rmse,component_gene_cluster,10000,10000,-0.19926153985416373,-0.4571344680391765,0.09077438709656464,True
risk__native_seed3409__raw_log_prob__raw_pearson_accuracy_sensitivity,task,10000,10000,-0.0787218360912388,-0.38513591594985713,0.2362058562193269,True
risk__native_seed3409__raw_log_prob__raw_pearson_accuracy_sensitivity,component_gene_cluster,10000,10000,-0.0786791038057554,-0.38169389001758486,0.24001928890212745,True
risk__native_seed3409__raw_log_prob__raw_cosine_accuracy_sensitivity,task,10000,10000,-0.09455128799424153,-0.3973350437571343,0.21908129738759546,True
risk__native_seed3409__raw_log_prob__raw_cosine_accuracy_sensitivity,component_gene_cluster,10000,10000,-0.09634939050302066,-0.3983368239957802,0.22164665229033256,True
risk__native_seed3409__raw_log_prob__raw_direction_accuracy_sensitivity,task,10000,10000,-0.33163570575779294,-0.5843917067406686,-0.050988532405334006,True
risk__native_seed3409__raw_log_prob__raw_direction_accuracy_sensitivity,component_gene_cluster,10000,10000,-0.3244680376542072,-0.5678630123478965,-0.06003947413046615,True
risk__native_seed3409__raw_log_prob__raw_negative_rmse_sensitivity,task,10000,10000,-0.19469903690941104,-0.47734758311182596,0.09993896817000783,True
risk__native_seed3409__raw_log_prob__raw_negative_rmse_sensitivity,component_gene_cluster,10000,10000,-0.19462093602140243,-0.45535144534226724,0.10153911761503079,True
risk__native_seed3409__official_combined_confidence__pca10_pearson_accuracy,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_pearson_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_cosine_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_direction_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__pca10_negative_rmse,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_pearson_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_cosine_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_direction_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity,task,10000,0,,,,False
risk__native_seed3409__official_combined_confidence__raw_negative_rmse_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_pearson_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_cosine_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_direction_accuracy,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__pca10_negative_rmse,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_pearson_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_cosine_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_direction_accuracy_sensitivity,component_gene_cluster,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,task,10000,0,,,,False
risk__native_seed3409__predicted_magnitude_confidence__raw_negative_rmse_sensitivity,component_gene_cluster,10000,0,,,,False
risk__matching__min_single_cell_count_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5522036201126667,0.2610972690801921,0.856687474821008,True
risk__matching__min_single_cell_count_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.553514814171638,0.345239309208211,0.7633953060021277,True
risk__matching__min_single_cell_count_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5498528579188605,0.2564499521722073,0.8544432747442429,True
risk__matching__min_single_cell_count_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.5499996319031683,0.3361418635547282,0.7629832313327339,True
risk__matching__min_single_cell_count_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.4037726986385841,0.11917356272710809,0.7138024777975657,True
risk__matching__min_single_cell_count_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.40535199825763973,0.19013291655038467,0.6135453822723933,True
risk__matching__min_single_cell_count_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,-0.5575202824744976,-0.8578442805604745,-0.25798933546235714,True
risk__matching__min_single_cell_count_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.5531750991914572,-0.8008826539324675,-0.2633025311145048,True
risk__matching__min_single_cell_count_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.8250803674868293,0.5573097403371278,1.0976283436067142,True
risk__matching__min_single_cell_count_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8323643518346984,0.5925280781148307,1.0452108110390628,True
risk__matching__min_single_cell_count_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.8149257768568553,0.5391986372810743,1.093693397790587,True
risk__matching__min_single_cell_count_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8225585949661397,0.5804627357550589,1.0448688967533917,True
risk__matching__min_single_cell_count_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7926507636801876,0.516628036105643,1.0665867740896173,True
risk__matching__min_single_cell_count_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7951058012042671,0.5536525236899349,1.0045183059586538,True
risk__matching__min_single_cell_count_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,-0.47508851112798994,-0.7830404344005842,-0.17764588068854878,True
risk__matching__min_single_cell_count_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.47064806780944984,-0.7058181869925422,-0.1940502521206404,True
risk__matching__min_train_pair_degree_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.6114148512891238,0.3088519000731386,0.916176136301856,True
risk__matching__min_train_pair_degree_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6117434969741843,0.3642687071441598,0.8259661310888016,True
risk__matching__min_train_pair_degree_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.6265638512113014,0.32218171495396014,0.9320080062548518,True
risk__matching__min_train_pair_degree_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6270498079124361,0.3792343702805568,0.8408440343365817,True
risk__matching__min_train_pair_degree_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5665455895154375,0.27956922703507037,0.8644568527558154,True
risk__matching__min_train_pair_degree_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.5688900747836569,0.3293220910523546,0.784255177176828,True
risk__matching__min_train_pair_degree_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,-0.31831831413335687,-0.6132748391719122,-0.029494448578413913,True
risk__matching__min_train_pair_degree_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.3110636948413251,-0.5191721282414464,-0.09358250539969959,True
risk__matching__min_train_pair_degree_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7299828289914242,0.4551810935572094,1.0159729457342086,True
risk__matching__min_train_pair_degree_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7288352774129216,0.48689930839081874,0.9415104526457794,True
risk__matching__min_train_pair_degree_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7093109865562633,0.4273676621999326,1.001355998017386,True
risk__matching__min_train_pair_degree_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7090501429321129,0.45426102092767257,0.9316377060258481,True
risk__matching__min_train_pair_degree_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.6353991660783691,0.3352893751366862,0.9463964964917734,True
risk__matching__min_train_pair_degree_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6389563692821435,0.37065231969100265,0.8738254883890697,True
risk__matching__min_train_pair_degree_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,-0.3523016216658238,-0.6681201704963684,-0.058646197293683734,True
risk__matching__min_train_pair_degree_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.34371987202125165,-0.5771534023854639,-0.09870312351388705,True
risk__matching__matching_se_pca10_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5508752102554788,0.2791087232852825,0.8373241091349922,True
risk__matching__matching_se_pca10_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.554028722721764,0.357304192454836,0.7496626607282108,True
risk__matching__matching_se_pca10_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5622600445860109,0.28580704642404503,0.846761207960586,True
risk__matching__matching_se_pca10_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.5648723292604779,0.3586764238154026,0.7673193047868948,True
risk__matching__matching_se_pca10_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.37595104502881693,0.09661366641463379,0.6659963883300016,True
risk__matching__matching_se_pca10_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.38109679523139933,0.17978969090517533,0.5879183578132342,True
risk__matching__matching_se_pca10_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,-0.4919440520533167,-0.7830404986829509,-0.20823897422613905,True
risk__matching__matching_se_pca10_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.4838078163672086,-0.7338454164257716,-0.20296533905551073,True
risk__matching__matching_se_pca10_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.8365222272626397,0.5896371143276922,1.0852966712607293,True
risk__matching__matching_se_pca10_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8429818067609045,0.6179068451273694,1.04221306381006,True
risk__matching__matching_se_pca10_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.827590177720013,0.5763518432414676,1.0782543437860508,True
risk__matching__matching_se_pca10_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8343682491155358,0.6079841170235162,1.0393965773118592,True
risk__matching__matching_se_pca10_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7928947781494464,0.5332171652639562,1.0492154731905199,True
risk__matching__matching_se_pca10_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7957320954834719,0.5517537287158707,1.0044807216487655,True
risk__matching__matching_se_pca10_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,-0.4121113038464199,-0.7110910980407684,-0.13231942432046306,True
risk__matching__matching_se_pca10_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.4030790173489705,-0.6547741474458474,-0.12959709469537878,True
risk__matching__matching_se_gene_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5378822777714586,0.2689490998264119,0.8200223329069842,True
risk__matching__matching_se_gene_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.5414208322994662,0.3443884872632481,0.7411052738756718,True
risk__matching__matching_se_gene_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.5467959302996683,0.2765762216652429,0.8300955088025368,True
risk__matching__matching_se_gene_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.5495340274939147,0.3447458189303071,0.7552324574920102,True
risk__matching__matching_se_gene_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.33876118637608876,0.07405534221910819,0.6214567436581735,True
risk__matching__matching_se_gene_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.3436632985400575,0.14933477052783245,0.5453527715430236,True
risk__matching__matching_se_gene_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,-0.5403128097186084,-0.8290425059608842,-0.25587287120118773,True
risk__matching__matching_se_gene_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.5317250948368771,-0.7772521350283086,-0.2532711363291908,True
risk__matching__matching_se_gene_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.8400289444758424,0.5944128468295258,1.0895372694335628,True
risk__matching__matching_se_gene_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8458867879059359,0.6236118765455307,1.0450101099954145,True
risk__matching__matching_se_gene_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.8250522800649677,0.5700258005283685,1.0795343272019584,True
risk__matching__matching_se_gene_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.8309549639987043,0.6076058498783518,1.0361197878667991,True
risk__matching__matching_se_gene_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7751158444462944,0.5164530796178513,1.0344207904825964,True
risk__matching__matching_se_gene_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7771614530820802,0.5329419367643042,0.9866942038230047,True
risk__matching__matching_se_gene_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,-0.45183206600303555,-0.7510543054486699,-0.17202173107620725,True
risk__matching__matching_se_gene_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.4421407005550583,-0.6861607203996104,-0.17361296306459104,True
risk__matching__matching_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.0,0.0,0.0,True
risk__matching__matching_magnitude_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.0,0.0,0.0,True
risk__matching__hash_random_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.6442214575873452,0.3152988809588645,0.9772758157005946,True
risk__matching__hash_random_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6473726880619485,0.39769553251290357,0.8816178126728819,True
risk__matching__hash_random_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.6664271100663729,0.33258108403849407,1.0051649457076202,True
risk__matching__hash_random_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6689024128144462,0.41350081406346795,0.9091040050268825,True
risk__matching__hash_random_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,10000,0.6889979443261564,0.3617744846342743,0.9960710458076829,True
risk__matching__hash_random_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7030176584483464,0.4786745993455165,0.9175270371783295,True
risk__matching__hash_random_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,10000,-0.6601759554613633,-1.0001100532404947,-0.27412292629861323,True
risk__matching__hash_random_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.6440732220514063,-0.9322532132613216,-0.29763937158741144,True
risk__matching__hash_random_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.6948941457037475,0.3403892302621689,1.0413968897108898,True
risk__matching__hash_random_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6884126024412446,0.3766607186681499,0.9322312793541231,True
risk__matching__hash_random_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.7583459440480054,0.41360771995380124,1.0980504649518734,True
risk__matching__hash_random_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.7554254783392716,0.46732762936247724,0.9842699148481548,True
risk__matching__hash_random_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,10000,0.6951744569369055,0.34775152500771994,1.0258949978361567,True
risk__matching__hash_random_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,0.6931728023109492,0.4372197252519581,0.9247472551677284,True
risk__matching__hash_random_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,10000,-0.8087668447223808,-1.1444053888103682,-0.4260972225237359,True
risk__matching__hash_random_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,10000,-0.7972781367767369,-1.0681188018177883,-0.4705239858223317,True
risk__matching__constant_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__constant_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__constant_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_cosine_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_direction_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__pca10_negative_rmse__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_pearson_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_cosine_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_direction_accuracy_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__matching__exact_pair_support_confidence__raw_negative_rmse_sensitivity__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3407__raw_log_prob__pca10_pearson_accuracy__delta_rho_vs_magnitude,task,10000,0,,,,False
risk__native_seed3407__raw_log_prob__pca10_pearson_accuracy__delta_rho_vs_magnitude,component_gene_cluster,10000,0,,,,False
risk__native_seed3407__raw_log_prob__pca10_pearson_accuracy__delta_rho_vs_official,task,10000,0,,,,False
