culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00080561575574517746,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00051274281018893087,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,3.1120392959395167e-05,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.05391387035522871,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17386883865067387,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15811575421270568,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00028776964244756244,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.10238658992909956,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00078426946969448283,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00055333073939986587,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,6.4346243555444893e-05,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.053924000729362917,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17382978616525033,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15811903754340903,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00027331380401354716,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.10237442841089878,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00092319693285442331,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00059431064887801427,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,4.3013823946502758e-05,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.05391386717954396,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17386883634999165,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.15811575815699153,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00034350305082552336,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.10238659076212205,True
