seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.23183439033261191,0.025398918086042006
3407,scGPT,2,0.01133057070740809,0.025378173620750507
3407,scGPT,3,0.011415605045234164,0.025877986662089826
3407,scGPT,4,0.011407591588795184,0.026492746329555908
3407,scGPT,5,0.011344458853515486,0.025416035360346239
3407,GEARS,1,0.013496853162844975,0.02465405563513438
3407,GEARS,2,0.011043049953877926,0.025057202267150084
3407,GEARS,3,0.010792495628508429,0.024741448927670717
3407,GEARS,4,0.010638744756579398,0.02495223522807161
3407,GEARS,5,0.010506405246754487,0.024993997191389401
3407,GEARS,6,0.010360738045225542,0.024888820728907982
3407,GEARS,7,0.010296944676277538,0.024788848559061685
3408,scGPT,1,0.14298629955543826,0.026874526838461556
3408,scGPT,2,0.011415222830449542,0.027076882806917033
3408,scGPT,3,0.011381668861334522,0.025277371673534315
3408,scGPT,4,0.011304235411807894,0.026740881738563378
3408,scGPT,5,0.011198815649064879,0.025280077382922171
3408,scGPT,6,0.011813747005847593,0.025282310880720617
3408,GEARS,1,0.013149119347023468,0.024969819219162068
3408,GEARS,2,0.010967809295592209,0.024795358628034593
3408,GEARS,3,0.010732671424436072,0.024996588410188755
3408,GEARS,4,0.010598374111577869,0.024774034103999535
3408,GEARS,5,0.01051094726814578,0.024959153154244025
3408,GEARS,6,0.010369893683431049,0.024891990019629398
3408,GEARS,7,0.010266265482641757,0.025010567779342335
3408,GEARS,8,0.010208857455290854,0.024837473159035048
3408,GEARS,9,0.010096487038147946,0.024864283048858245
3408,GEARS,10,0.0099969563152020168,0.024612920234600703
3408,GEARS,11,0.00990683101117611,0.024655097350478172
3408,GEARS,12,0.0097761541372165077,0.024641271494328976
3408,GEARS,13,0.0097364002683510385,0.024814350903034209
3408,GEARS,14,0.0096574320845926806,0.024606455738345783
3408,GEARS,15,0.0095591668893272672,0.024477839283645154
3408,GEARS,16,0.0094852433539927006,0.024574818275868892
3408,GEARS,17,0.009472628884638349,0.024726699106395245
3408,GEARS,18,0.0093528558344890666,0.024644260108470917
3408,GEARS,19,0.0093298725628604487,0.024546708942701421
3408,GEARS,20,0.0093518483374888696,0.024475412163883447
3408,GEARS,21,0.009245241208312412,0.024543260876089334
3408,GEARS,22,0.0091756710084155198,0.024524761239687602
3408,GEARS,23,0.0091936929073805611,0.024610504663238924
3408,GEARS,24,0.0091227344392488408,0.024700770030419032
3408,GEARS,25,0.0091134085630377136,0.024479800431678692
3408,GEARS,26,0.0090848290283853817,0.024508310140420993
3409,scGPT,1,0.23775967201994111,0.025999883438150087
3409,scGPT,2,0.011216629203408957,0.025254680899282296
3409,scGPT,3,0.011264565346452097,0.02526513390863935
3409,scGPT,4,0.011354658232691387,0.025282554700970648
3409,scGPT,5,0.011367230482089022,0.025920482228199641
3409,GEARS,1,0.013445542473345996,0.024851510922114056
3409,GEARS,2,0.011034639893720548,0.02491057865942518
3409,GEARS,3,0.010775355086661876,0.025027284367630877
3409,GEARS,4,0.010573830331365268,0.024774569955964883
3409,GEARS,5,0.010446989683744808,0.024983854529758296
3409,GEARS,6,0.010350013322507342,0.024988686386495828
3409,GEARS,7,0.010236148179198304,0.024556691509981951
3409,GEARS,8,0.010068408236838878,0.024662705635031066
3409,GEARS,9,0.010026569338515401,0.024602476973086596
3409,GEARS,10,0.0099344445547709867,0.024925768127044043
3409,GEARS,11,0.0098740903194993734,0.024780302960425615
3409,GEARS,12,0.0097413162235170606,0.024693693158527215
3409,GEARS,13,0.0096429786023994289,0.024621386826038361
