analysis_status,outcome,predictor,n_tasks,spearman,ci95_lower,ci95_upper,bootstrap_valid,review_budget,n_selected,high_error_capture,error_lift,oracle_normalized_utility,utility_ci95_lower,utility_ci95_upper,utility_bootstrap_valid
POST_HOC_EXPLORATORY,centroid_error,diversity_pretruth,263,0.3251498088304752,0.20793545854692586,0.4301441803663177,5000,0.2,53,0.22641509433962265,1.0770708466900583,0.12830773284713137,0.027461941537311126,0.2940649918978315,5000
POST_HOC_EXPLORATORY,centroid_error,predicted_magnitude,263,0.07806088927471679,-0.043103873082548684,0.19919305550773445,5000,0.2,53,0.22641509433962265,1.014500495843062,0.024140460714862366,-0.09851866651096415,0.21161230798873532,5000
POST_HOC_EXPLORATORY,family_worst_error,diversity_pretruth,263,0.49400962576157764,0.3871564435183167,0.590281998673863,5000,0.2,53,0.32075471698113206,1.2043337247899917,0.3519167377685033,0.23583496688926706,0.5148903231640887,5000
POST_HOC_EXPLORATORY,family_worst_error,predicted_magnitude,263,0.13395983460999566,0.01827800515869834,0.2500988966359013,5000,0.2,53,0.2641509433962264,1.0520968749642952,0.08972460275077582,-0.04686689099784446,0.2796948296142023,5000
POST_HOC_EXPLORATORY,gat_rmse,diversity_pretruth,263,0.42550259510321037,0.31508939177987766,0.5233243029983743,5000,0.2,53,0.32075471698113206,1.185945737927073,0.306495461577633,0.18268900954767542,0.4702361530997843,5000
POST_HOC_EXPLORATORY,gat_rmse,predicted_magnitude,263,0.07493014198526053,-0.0462219252898324,0.19043409131290115,5000,0.2,53,0.24528301886792453,1.0127408742722557,0.021000858554279408,-0.10917386729963491,0.2211387210128351,5000
POST_HOC_EXPLORATORY,exphormer_rmse,diversity_pretruth,263,0.3197498304673296,0.2020040548405795,0.42928931334214965,5000,0.2,53,0.22641509433962265,1.086147284596398,0.14019780471851093,0.030717310913263875,0.3243260768728637,5000
POST_HOC_EXPLORATORY,exphormer_rmse,predicted_magnitude,263,0.08307760506407937,-0.034698820057098234,0.20239387070531592,5000,0.2,53,0.24528301886792453,1.0270153972992249,0.04396539499409918,-0.08650864674104887,0.21853279363584738,5000
POST_HOC_EXPLORATORY,exphormer_mg_rmse,diversity_pretruth,263,0.28903407276843546,0.1712705373605966,0.4024284374368872,5000,0.2,53,0.22641509433962265,1.052796428058513,0.08681351919186199,-0.02086406876138226,0.2553058065535032,5000
POST_HOC_EXPLORATORY,exphormer_mg_rmse,predicted_magnitude,263,0.0742289231970827,-0.043155037681984275,0.1953794591288338,5000,0.2,53,0.22641509433962265,1.0223596589218114,0.03676613646629417,-0.08909698737756921,0.22216582670321183,5000
