quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,25,0.8653846153846154
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,25,0.8715384615384615
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,25,0.08307692307692309
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,25,0.89
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,25,0.8669230769230768
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,25,0.8676923076923077
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,8,0.8095238095238096
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,8,0.8095238095238096
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,8,-0.11904761904761905
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,8,0.880952380952381
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,8,0.8571428571428572
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,8,-0.11904761904761905
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,54,0.37632933104631205
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,54,0.41886792452830185
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,54,0.7545263960358299
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,54,0.5113398132266056
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,54,0.5950447874976177
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,54,0.5025728987993138
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,4,0.19999999999999998
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,4,0.39999999999999997
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,4,0.7999999999999999
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,4,-0.6000000000000001
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,4,0.0
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,4,0.7999999999999999
