fold_id,target,score,n_tasks,spearman,risk_coverage80_improve_pct
frangieh_context_holdout_1_Co-culture,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,279,0.07218170164329367,3.1056602193756535
frangieh_context_holdout_1_Co-culture,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,279,0.08477494502094177,2.606809481321455
frangieh_context_holdout_1_Co-culture,error_two_predictor_mean_rmse,risk_model_disagreement,279,0.08931638099658523,2.3674983272377337
frangieh_context_holdout_1_Co-culture,error_two_predictor_mean_rmse,baseline_predicted_magnitude,279,0.11016863928212271,2.29265407819313
frangieh_context_holdout_1_Co-culture,error_two_predictor_max_rmse,safeconf_calibrated_pair_risk,279,0.24293284266595938,4.425803181484388
frangieh_context_holdout_1_Co-culture,error_two_predictor_max_rmse,safeconf_frozen_pair_risk,279,0.2608631988418482,4.287568853068451
frangieh_context_holdout_1_Co-culture,error_two_predictor_max_rmse,risk_model_disagreement,279,0.2304782901789168,4.05557520634683
frangieh_context_holdout_1_Co-culture,error_two_predictor_max_rmse,baseline_predicted_magnitude,279,0.25325840709920544,3.99849614430092
frangieh_context_holdout_1_Co-culture,error_gears_rmse,safeconf_calibrated_pair_risk,279,0.27144680568908924,3.966214637246376
frangieh_context_holdout_1_Co-culture,error_gears_rmse,safeconf_frozen_pair_risk,279,0.2889743504735382,3.826631266058375
frangieh_context_holdout_1_Co-culture,error_gears_rmse,risk_model_disagreement,279,0.24820309650896794,3.573506288698863
frangieh_context_holdout_1_Co-culture,error_gears_rmse,baseline_predicted_magnitude,279,0.26863541424924575,3.5158701863217274
frangieh_context_holdout_1_Co-culture,error_scgpt_rmse,safeconf_calibrated_pair_risk,279,-0.1821315297992021,2.1781251923481704
frangieh_context_holdout_1_Co-culture,error_scgpt_rmse,safeconf_frozen_pair_risk,279,-0.18152758898871688,1.2920437807697747
frangieh_context_holdout_1_Co-culture,error_scgpt_rmse,risk_model_disagreement,279,-0.13490037463117063,1.067621638559505
frangieh_context_holdout_1_Co-culture,error_scgpt_rmse,baseline_predicted_magnitude,279,-0.11417741382930521,0.974229859628561
frangieh_context_holdout_2_Control,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,279,0.4420089734663882,1.0868317271754957
frangieh_context_holdout_2_Control,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,279,0.41914873631049077,1.1283480165594413
frangieh_context_holdout_2_Control,error_two_predictor_mean_rmse,risk_model_disagreement,279,0.16859618296146495,2.4196459266534025
frangieh_context_holdout_2_Control,error_two_predictor_mean_rmse,baseline_predicted_magnitude,279,0.21103835825348938,2.652327638852447
frangieh_context_holdout_2_Control,error_two_predictor_max_rmse,safeconf_calibrated_pair_risk,279,0.5133286918852016,2.010748380883871
frangieh_context_holdout_2_Control,error_two_predictor_max_rmse,safeconf_frozen_pair_risk,279,0.49520549459050267,2.068848021258673
frangieh_context_holdout_2_Control,error_two_predictor_max_rmse,risk_model_disagreement,279,0.24684215761031728,3.4680481736478317
frangieh_context_holdout_2_Control,error_two_predictor_max_rmse,baseline_predicted_magnitude,279,0.2960503486611632,3.6626616580273117
frangieh_context_holdout_2_Control,error_gears_rmse,safeconf_calibrated_pair_risk,279,0.5218595630408116,2.0663579537586303
frangieh_context_holdout_2_Control,error_gears_rmse,safeconf_frozen_pair_risk,279,0.5038291947087491,2.1245792195395397
frangieh_context_holdout_2_Control,error_gears_rmse,risk_model_disagreement,279,0.25165102940688927,3.515239736320733
frangieh_context_holdout_2_Control,error_gears_rmse,baseline_predicted_magnitude,279,0.302607499254053,3.6904265839953507
frangieh_context_holdout_2_Control,error_scgpt_rmse,safeconf_calibrated_pair_risk,279,0.2982235409828819,0.03637923313798842
frangieh_context_holdout_2_Control,error_scgpt_rmse,safeconf_frozen_pair_risk,279,0.2728149277812773,0.059980959702887034
frangieh_context_holdout_2_Control,error_scgpt_rmse,risk_model_disagreement,279,0.025981058471195393,1.2447215411863028
frangieh_context_holdout_2_Control,error_scgpt_rmse,baseline_predicted_magnitude,279,0.056685342969863745,1.5390612490520073
frangieh_context_holdout_3_IFNγ,error_two_predictor_mean_rmse,safeconf_calibrated_pair_risk,279,0.24482850562956407,0.6049682500678658
frangieh_context_holdout_3_IFNγ,error_two_predictor_mean_rmse,safeconf_frozen_pair_risk,279,0.2215131120909724,1.770588567053293
frangieh_context_holdout_3_IFNγ,error_two_predictor_mean_rmse,risk_model_disagreement,279,0.15397175347279782,2.392076424609831
frangieh_context_holdout_3_IFNγ,error_two_predictor_mean_rmse,baseline_predicted_magnitude,279,0.12323763109328206,2.170925693936406
frangieh_context_holdout_3_IFNγ,error_two_predictor_max_rmse,safeconf_calibrated_pair_risk,279,0.33442308029470025,0.7345597588484879
frangieh_context_holdout_3_IFNγ,error_two_predictor_max_rmse,safeconf_frozen_pair_risk,279,0.31405750975256663,2.1062938791943884
frangieh_context_holdout_3_IFNγ,error_two_predictor_max_rmse,risk_model_disagreement,279,0.22376200422150758,2.6776741739675396
frangieh_context_holdout_3_IFNγ,error_two_predictor_max_rmse,baseline_predicted_magnitude,279,0.18022908861850612,2.3880455109404664
frangieh_context_holdout_3_IFNγ,error_gears_rmse,safeconf_calibrated_pair_risk,279,0.3977508875639828,0.8753420852187599
frangieh_context_holdout_3_IFNγ,error_gears_rmse,safeconf_frozen_pair_risk,279,0.36253798804274556,2.2547128284211495
frangieh_context_holdout_3_IFNγ,error_gears_rmse,risk_model_disagreement,279,0.24392578103415885,2.7990469486648966
frangieh_context_holdout_3_IFNγ,error_gears_rmse,baseline_predicted_magnitude,279,0.19012034611941783,2.5006104562167093
frangieh_context_holdout_3_IFNγ,error_scgpt_rmse,safeconf_calibrated_pair_risk,279,0.09682597467117887,0.3133852493105063
frangieh_context_holdout_3_IFNγ,error_scgpt_rmse,safeconf_frozen_pair_risk,279,0.08113417100421046,1.2484877328867612
frangieh_context_holdout_3_IFNγ,error_scgpt_rmse,risk_model_disagreement,279,0.06801876471173292,1.9531815642489911
frangieh_context_holdout_3_IFNγ,error_scgpt_rmse,baseline_predicted_magnitude,279,0.05983102918586789,1.8153791883508401
