culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.42198754968874225,0.38714767869196731,0.59762994074851883,0.42198754968874225,0.6459478153620507,2000,0.30624859511679126,0.5474552350835421,False
Rest,seen_160,160,0.097418844486112752,0.12076643618891363,0.41260107816711589,0.12076643618891363,0.47350807974269826,2000,-0.0034433873561959863,0.28834442145514078,False
Stim8hr,all_200,200,0.4170194254856372,0.38344708617715451,0.58957473936848437,0.4170194254856372,0.64223138911806132,2000,0.30844054191322784,0.54803183945781309,False
Stim8hr,seen_160,160,0.081788351107465143,0.10500703152466893,0.39370092581741473,0.10500703152466893,0.46233251298878864,2000,-0.018910964457556984,0.28062172381624473,False
Stim48hr,all_200,200,0.41036675916897924,0.36915922898072462,0.58448361209030231,0.41036675916897924,0.63644657783111247,2000,0.28946904786899319,0.53808737161401077,False
Stim48hr,seen_160,160,0.080185749443337631,0.088781788351107463,0.38634419313254426,0.088781788351107463,0.45673594020599761,2000,-0.017502170672883663,0.26387048379303585,False
