culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,199,1.0854003372655774,True
Rest,seen_160,160,True,159,0.94408704438750624,True
Stim8hr,all_200,200,True,200,1.0503327702467906,True
Stim8hr,seen_160,160,True,160,0.90367942284877223,True
Stim48hr,all_200,200,True,200,1.0421702828338892,True
Stim48hr,seen_160,160,True,160,0.90203654846639236,True
