seed,model,best_epoch,best_validation_mse,pretrained_tensors,n_go_edges,n_coexpression_edges
3407,scGPT,2,0.02443650532513857,129,,
3407,GEARS,1,0.024099301391591627,,1241,4781
3408,scGPT,3,0.024489992360273997,129,,
3408,GEARS,2,0.023855381117512783,,1241,4781
3409,scGPT,2,0.024407985775421064,129,,
3409,GEARS,18,0.023873063363134862,,1241,4781
