e172_global_target_rank,panel_id,panel_target_rank,ensembl_core,perturbed_gene_name,n_identity_complete_guides,eligible_guide_ids,expression_axis_id_unique,expression_axis_gene_name,target_name_matches_expression_axis,expression_axis_name_unique,scgpt_token,in_scgpt_vocabulary,eligible_target,target_selection_sha256,column_unseen_sha256,e172_selection_sha256,e172_column_unseen_sha256,target_stratum,perturbation_support_contexts_pretruth,excluded_all_e168_and_e170_targets,selection_used_expression_abundance_effect_error_or_e171_validation
611,Q04,11,ENSG00000163686,ABHD6,2,ABHD6-1+ABHD6-2,True,ABHD6,True,True,ABHD6,True,True,55c019e0b641b6bd5692b5672a0acd6391bd346f359c5b3d082f32ad01b9f1c2,f9a892560d4a963ae12c700db14a33ba5cc1780d746c0b6c75ae9826acad52c1,23844d134b1887085e24325b08fa479a14142a660f7743b0a7c6a2870c11d4f1,4a0c62a03042234829e6f33e92a270d140dfb0b1dfe1e935f0e8ba1554c42155,DONOR_UNSEEN_ONLY,6,True,False
612,Q04,12,ENSG00000162695,SLC30A7,2,SLC30A7-1+SLC30A7-2,True,SLC30A7,True,True,SLC30A7,True,True,c5e2e6fe2b4c11bf6c3fc0193ea17064a2ddeab1a029a4317339ae50e2e37830,71f183252c71402e3af832068a66153b34901048df9336fc5f42c3b80b317b3f,23877bbe0d2d17733d3accb431af458dddcf448f00603f9249c4919e53dd6acf,22d03527592c74c0ad5c35351b089c725a8b91be8afbaf2f42b5f8dc7138255a,COLUMN_UNSEEN,0,True,False
613,Q04,13,ENSG00000010319,SEMA3G,2,SEMA3G-1+SEMA3G-2,True,SEMA3G,True,True,SEMA3G,True,True,6894c8065ebb636cab4a04a2c3756782217846ac02930b6cbd53af64f66f673d,dc50e56aaeee0543991bd49d9919629f1f2b07c06b5fe5fdd873d881e0243378,23be9bd847d23a7bd66da500970e4faeae84389cee6b4cd9a3d8c9440bf95d67,ff2e2e338bcd20d4c85c12eff84332e66fc990536d162a7266488da289964d5d,DONOR_UNSEEN_ONLY,6,True,False
614,Q04,14,ENSG00000176401,EID2B,2,EID2B-1+EID2B-2,True,EID2B,True,True,EID2B,True,True,4da20ef39f4b2d3edc6438a83811f66c0e06cbe7ad052792ecdc3adb3f51c5ec,e43d9e31cf3b85cbc6fbfe3c9349640a2f7ace98e45d83ef3db92db91da8dd4b,23beb45aa8f78674c21fc5ba5184c8d7a3f0b0efe09fbc78a567791df19543be,3f15974108c4a97a0bd9b3d6e4f81d35e8b8ba5e2083f8096da3a2d7e4d7c2ac,DONOR_UNSEEN_ONLY,6,True,False
615,Q04,15,ENSG00000049089,COL9A2,2,COL9A2-1+COL9A2-2,True,COL9A2,True,True,COL9A2,True,True,b7c7b352fb442543318914f55e3e4be72c10bf0dbada310f9985649afca6bd7f,27fc09e9f8840c93ffc980bfb675b97f1a747ea966cd299e7831c757597f8ea0,23cfa6db174f944f17f46b786c235221f93110b0f71893ce2ab0613d5ef667fc,2919051261c59d16e6503f2bc820ec5b7b2b6cabccdfc6de88b461131bf45423,COLUMN_UNSEEN,0,True,False
616,Q04,16,ENSG00000008197,TFAP2D,2,TFAP2D-1+TFAP2D-2,True,TFAP2D,True,True,TFAP2D,True,True,ac8bd833777f41cabc4ac4b488dca37e10128df0ab0999568bd33b574f7a5dc6,f91b9c7dff7a89369819cfc69539926e0a4882139ca727333f0b255d574f9943,23df184193699660eb35776feb1c65a0dc55077612c1cda0045fc4178dd22e06,0208c6a908fbf3a16b62ba3a8f5ece72bc25a897b1b9cf47bafcaea2817ba6a0,COLUMN_UNSEEN,0,True,False
617,Q04,17,ENSG00000100079,LGALS2,2,LGALS2-1+LGALS2-2,True,LGALS2,True,True,LGALS2,True,True,8f74d0309f14ac50f370deef0f6f37de0376aeec01d9e345ac6aaae083e1d5ab,29287f27618c8d787f1fac041f6c3ec6f1c47b8e724aa60ac6f0cddb296bc8e1,23e8884113caff44328b96ee31cb1c4ef3d20666ac4050cb06cbd31e5bc86f8c,a4a4b37af3a8901abdec4e3a658699d21124a9144901b9fd3027907ac9965f37,DONOR_UNSEEN_ONLY,6,True,False
618,Q04,18,ENSG00000173588,CEP83,2,CEP83-1+CEP83-2,True,CEP83,True,True,CEP83,True,True,e5830ab6596561c8c14368b5fe6c2add800230673140ef24fdc6a360031f8aa9,34033002394d38278e0b1d8fa9b5dc5b89614cd0a10925f548004b0346c8f5b2,23ea22e514829f7a34e15d9cb620b03a12f39023a613eac76710f06ffebb1b98,f96032204014df0b99d5cb204f0f7ae50852a05813d4c5b3c47784d6a7a365f9,DONOR_UNSEEN_ONLY,6,True,False
619,Q04,19,ENSG00000100441,KHNYN,2,KHNYN-1+KHNYN-2,True,KHNYN,True,True,KHNYN,True,True,92b35b1f5d089706a5049384dc739a5e3306da5eee19f2902be51d79cb4ddf3f,c5f9e5a4e942b0f235bef2ea4ad76ad7de62ca1e846a8c6a54369354eac5ddd8,23f076addb83e23d0cc4190f6bf69b25e7798af989f5a3012d3b339f73157f31,4bc56020a8a1cae7d06ced1b2aa05f190f1b938649272143d0fb8d4531943e77,DONOR_UNSEEN_ONLY,6,True,False
620,Q04,20,ENSG00000137824,RMDN3,2,RMDN3-1+RMDN3-2,True,RMDN3,True,True,RMDN3,True,True,e478ebb1bea7b73e950aed65c09bdcd6851f6ef975499652906c5c62df8ffc43,dd4c3a0abf6052377e8778c0cd9460e4cf88db498c88260f46530ff39f33ca08,2403fd58380848a2a44d176b5d5f457ff2e8c80470f8b019df878f4d4d4829e3,edb11a577888ec29342733d4d5cfd716257c9c7560c01b9e6eb0af4245386fdd,DONOR_UNSEEN_ONLY,6,True,False
621,Q04,21,ENSG00000125510,OPRL1,2,OPRL1-1+OPRL1-2,True,OPRL1,True,True,OPRL1,True,True,2465e98c2f533442ad85452854c13024d36b82fd4a7999d19da442366dab69a9,99e3ec12254db92c614a81dcd0a931fedd21e03b45cd12201eeb2186cc503e3b,2416a71429a5f93e46511312468df68e1a0937bd25c29261a4bf3411ea32d7dd,5ecbd81c6203cad5e17875d419c8891bb03827d272eb72f98a3924ad9257c80c,DONOR_UNSEEN_ONLY,6,True,False
622,Q04,22,ENSG00000007047,MARK4,2,MARK4-1+MARK4-2,True,MARK4,True,True,MARK4,True,True,3495d3ef3c62e6c41f7529b6daa8b98105a69cd409686740bbd75d61063c59ec,a1ba717d5d9bb580cb31fb5a38d929177a73b32b1a676542ed090d3c8a7f0600,242dec4f664aaf19c6a8948407fac0aa13ee0a90db0c37ec45c71da47b6c745d,4c4b5d3f2b024e5ee4f3fe4c64bc50e446bedb700851fcb3afa3713346476c2f,DONOR_UNSEEN_ONLY,6,True,False
623,Q04,23,ENSG00000072736,NFATC3,2,NFATC3-1+NFATC3-2,True,NFATC3,True,True,NFATC3,True,True,39f282047493779c9ad1e6aeffad9aa7080bfd0ae3a65eb168ddb50d44e9fe4f,df589832b41ce196d36714acf6cdacaf360b76e453562803f64b449ee4a95a91,243770eb2d53c872c205d2ac277a34af69ec959384fb5e9c1f0ac7a8a538f794,9fc972d5bbec5d1a0e66204771a5f328226c9ebef46c8fbd48e5e449bfae34df,DONOR_UNSEEN_ONLY,6,True,False
624,Q04,24,ENSG00000205755,CRLF2,2,CRLF2-1+CRLF2-2,True,CRLF2,True,True,CRLF2,True,True,2ac87de7a5dbb13dd21b2f3394702e3c30a5b29c52201ad61fcc50c853c92147,ca513bb51e75b74f7612fddf46e09bb548deec73a7550a20abd3d7a444b43107,243a4294601875d41b825c594cbb346218ab80fe399680bd83a023e90a06cfae,7a379e5cee8d0c4f71093775a81952fd740cd9cb2bf84df135b0c445ed303777,DONOR_UNSEEN_ONLY,6,True,False
625,Q04,25,ENSG00000186352,ANKRD37,2,ANKRD37-1+ANKRD37-2,True,ANKRD37,True,True,ANKRD37,True,True,1eccc756b3ac560b073e1c21b6f7790e82b5211ab74c65cb8bd8d21c4f14104b,d1ffd8f1e459f8347b834bacb29069e5fc856c0770c9ca9a59f571ef45aa9fb3,24434907f1d62734f535a06f05516c2225afb8b87013c0e206623a3d82ce68ce,8d3f147db15c6912bda06130ea8afd549c3d2aaad33d61862acf663a811b54b2,DONOR_UNSEEN_ONLY,6,True,False
626,Q04,26,ENSG00000128408,RIBC2,2,RIBC2-1+RIBC2-2,True,RIBC2,True,True,RIBC2,True,True,6c3d1ae92c844ca2d770310dc769e3ce767a88df294ae58ce091dd061d3173c7,dfd0553bf69a31d03f35319185f4a27b987e7bdcc7166d0d2bcad2fcfcae0f88,245082b944f4da2804132d6cd87e9205c2ab9c5faddb7c57d091f268720c2e39,3bab9a1c3b43310ce1592c7ee1e452f851926fe3a5451e30762b96e54164d7cd,DONOR_UNSEEN_ONLY,6,True,False
627,Q04,27,ENSG00000119421,NDUFA8,2,NDUFA8-1+NDUFA8-2,True,NDUFA8,True,True,NDUFA8,True,True,16e14e7b80b04e8edf20a3e1cd5016ccf9e9dfbd03293cac0329be1f97ea3cf6,27267dd4515bce5a80b884333b9ba4db496705f610030e4baae0b6a7c3d70f4a,2468e462a1b9a09414cf2b8159616fe315f07f5e0adee51189239edbea44ed83,c0ee3d78236fa938ba8798417f10bd106f3e3d734de5f111123309afe538e258,DONOR_UNSEEN_ONLY,6,True,False
628,Q04,28,ENSG00000104853,CLPTM1,2,CLPTM1-1+CLPTM1-2,True,CLPTM1,True,True,CLPTM1,True,True,e84f6da52e538e2f944c9984d1a236868c6d49791694f4f754b8be49b15f43af,926f6e23bc4284f65554d6ddd927fd1468b30220e43c908eea9dacf06688b130,246ff9e4f9ce90c5fd1787f076f48dc9fefb9cc4e07844d8ba3f4b0da3b3c3ad,50c377d43e7228e8478456f23e6f244d9c554096673d5ca22b75021f2cc66b20,DONOR_UNSEEN_ONLY,6,True,False
629,Q04,29,ENSG00000035403,VCL,2,VCL-1+VCL-2,True,VCL,True,True,VCL,True,True,3bea9ad39f5ad2eef8fb1d5c6186c0cf92c46782472fb20c30bde1cb8f472570,e4b002616aaae833fdc95b09be8bbbd83d6737887752985e896f70a72785e9f6,247371c82860d6cd8156bb9f75fb4c7337937caca2f9cbf13a7d0717115399d7,75aee0cb629acd6343910a51f060868fc6313830e2fc2f59430f592de4250383,DONOR_UNSEEN_ONLY,6,True,False
630,Q04,30,ENSG00000103121,CMC2,2,CMC2-1+CMC2-2,True,CMC2,True,True,CMC2,True,True,fb711fd7d93690ef67200104f758abbfdf2422fd00d1053041ca4ba2b0d4d712,0041421d50aba75e0306d24bf9df225897748ec503897e4ce66f25a30b367ab3,24768397161aef7d1a8f30e04038cbd6c5df8c4d51655890adda05a52f5a08b3,9d331b6fd35e760065b94ee2e44d28af74dcd48d88febe17ce66436301564835,DONOR_UNSEEN_ONLY,6,True,False
631,Q04,31,ENSG00000140521,POLG,2,POLG-1+POLG-2,True,POLG,True,True,POLG,True,True,9517207d39f0400a7d22aace113c2dc90ed288f8a18971a3dcc1061b8c746c7d,dd24a092c8453c457e4d38d41efa8e3b4839d3daf980c97708a7adf39f841619,249eabda09a66297ffdb4d2d28ee229bfbbd6dd21c5bdbdf815f9e7465a6b05c,dc9b72f37d959abc38f7c421bbd65398354a3c2d1f923a86584e2a8099eb2945,DONOR_UNSEEN_ONLY,6,True,False
632,Q04,32,ENSG00000162402,USP24,2,USP24-1+USP24-2,True,USP24,True,True,USP24,True,True,59af603fd5927db93bb7d5b4bf78ff76b1366c2d18b20326b3b7fedca74de0f8,cb7f64c0664a69c2f9ec255ae3534ec1696a94b62cb134c94f7020eaa024e593,24a3f83c96dc8839718f3a57e2e2c90fef63486d654fae9938a7ebaf4c5f8a15,39483714428697ec0e4260ffdb25ddc2b5c77363216de2f70b33ed63310e3c3a,DONOR_UNSEEN_ONLY,6,True,False
633,Q04,33,ENSG00000119922,IFIT2,2,IFIT2-1+IFIT2-2,True,IFIT2,True,True,IFIT2,True,True,aec66462b652d27c168a062d98c613860217f0fc2d9646c57410394f05e09242,9c8ba47e8176cea1d86ed3f4c2a7c704733c568b71105f7d8703e94513957f60,24a83753c74499f2154759f837128a34d5ca73091eca49f267a90534c36a8ea8,612f84170224a1d8a089f32a819c162666d6f55be494da0607238e8fe33f169d,DONOR_UNSEEN_ONLY,6,True,False
634,Q04,34,ENSG00000115386,REG1A,2,REG1A-1+REG1A-2,True,REG1A,True,True,REG1A,True,True,2644e7ae45f39e6a9e0c917e2a9f97ea6450737c456b1a151b9697a23fa8c5ee,b9940ad5ba4d91034ce85e73027deae7ecfe10868a55045febf69aae8e860a23,24b97927e0d7f44049d4832fc57dcb30d4fe38b36347a12d138de8408eea9bf4,e24849c34dd7ff0894a1911381c78d0229d6d31e850e1beaa4268ac708f4c9e2,DONOR_UNSEEN_ONLY,6,True,False
635,Q04,35,ENSG00000163818,LZTFL1,2,LZTFL1-1+LZTFL1-2,True,LZTFL1,True,True,LZTFL1,True,True,7db1829cd3e81c9fd58b5021e542f4edcc8720f81d24d3d47c95b2aa16e040ba,45fb509d302510f86d0939d063993bbdcdbb5ba516cf7b9873e95c001caf3be1,24b9e01942ecbfc2d6159972e307c0e98a13244ae3dd30185400d9e1af55de0d,56c7468bb872ed93ef58d5cd8dfd43b2cf56fbf32f0c5517787459e4662a9d34,DONOR_UNSEEN_ONLY,6,True,False
636,Q04,36,ENSG00000196503,ARL9,2,ARL9-1+ARL9-3,True,ARL9,True,True,ARL9,True,True,36c6c14e2673b818a8a56cd1fac7ed3b00f90eac1a49368f341a90c4a20f3358,4ec0e93ec5b4c57e8a357c5a9f8bd4f9a8922b59082aadc4f4fc8f024d3cbcd1,24f0e4cc05cb6fb035993ae96c5f751a8ac29077f409753d72bed2f15698c66e,d9412bd772f1a0125b534229fc8efc5b8d5643eceead4f4e77169f5c716ded2c,DONOR_UNSEEN_ONLY,6,True,False
637,Q04,37,ENSG00000080546,SESN1,2,SESN1-1+SESN1-2,True,SESN1,True,True,SESN1,True,True,1bce83835c993961cbe080a4d390c9ce05611439ad201571d6d660bbc03e0a0e,bc5321c47d6ab3e02440e7251211c54de405270e95d83a3ad2ccae4891c4759c,25088bc0bf7de0e57eca0a4d7b8f8cd858949c4e837422a907e59173b2b22155,44330f4f97e858b164eb4f0c3cee538071f146f23429bd59ba6f904a46c31442,DONOR_UNSEEN_ONLY,6,True,False
638,Q04,38,ENSG00000169020,ATP5ME,2,ATP5ME-1+ATP5ME-2,True,ATP5ME,True,True,ATP5ME,True,True,338a73623eaa3d804f1035d673fdd23c4dd0f0e6896938b29f2dd27f9628fe3a,f3cd324c8b276e3c59863c0932febdaa236e260d68d4dd34b505ba7cf9f8f74b,250ad88cafd1cfbe9843c4727fb29554b85e696812af005cdffed4b0a500c402,6f95e2cacacff10cf0c34bc325b6721f95aea953a444c4f7114e3898a11d2c21,DONOR_UNSEEN_ONLY,6,True,False
639,Q04,39,ENSG00000159176,CSRP1,2,CSRP1-1+CSRP1-2,True,CSRP1,True,True,CSRP1,True,True,585a14afad7bce837d200024a255d6b2d20608c3e588c8237e8ad38228b89e05,65bce0b9aaf1a003cf9fe530326b2aca5d91fb5fa68fdd2d6e2591cd61d2e995,251d383f913d7670d7240ce8bc63c2d1546e976557a5810e337b38250721bb10,835960b4997c1d68a3ec2449dc9aedf871e7b3135dc6af3cac12279c9592c057,DONOR_UNSEEN_ONLY,6,True,False
640,Q04,40,ENSG00000139990,DCAF5,2,DCAF5-1+DCAF5-2,True,DCAF5,True,True,DCAF5,True,True,19253995fac90548805acfbb0b59fcc82ab28748aaeb541a411a1f9823bdf84b,f14a8766f54966e31d5a7a03e46090aa49680375c5c4b573f3ebadb2438a7898,25315744c107194dc2422386b1394d6ac7d66a2393e9320831985bfbb397b29f,23e9ef2421b16c4483fd65fd8ae68deeda38be7ba21654ce4e6ac07e59011344,COLUMN_UNSEEN,0,True,False
641,Q04,41,ENSG00000102606,ARHGEF7,2,ARHGEF7-1+ARHGEF7-2,True,ARHGEF7,True,True,ARHGEF7,True,True,41711df05c7aed72c1966058f9ed4bae63e31726cd342655631678cc34ad2d41,abfa0b465cf6a8783c82717bc7278d9f1d52949cf186079afe31f117b4d17437,253d0a219572ac38f25b362699119ddec76b7d8cee0a4dacaeadb16e1e458ece,ac9608a55a2eca1f8567b84fd47fa802fc58ca1a4c73fab8cc916662de466d03,DONOR_UNSEEN_ONLY,6,True,False
642,Q04,42,ENSG00000106460,TMEM106B,2,TMEM106B-1+TMEM106B-2,True,TMEM106B,True,True,TMEM106B,True,True,4b4bca7a6b639821253af810ec44dd3e3aa3146022c33e57d18e61699059987d,33879cbbb4dd4e3ea692903a429d8355053d48c266d85f210a9aed0bea11ad23,253d1fc1c7742a0ea04a1d3b1d861204026985d6f7d8c62bd775ddb0e9e73966,581b448bae34211c8f0263d27c245f3e4907009302cd38558768ba044e0ebaad,DONOR_UNSEEN_ONLY,6,True,False
643,Q04,43,ENSG00000156804,FBXO32,2,FBXO32-1+FBXO32-2,True,FBXO32,True,True,FBXO32,True,True,2383ac2b01360d966cb8bd7b17d5cf30dcf5026285025fcdd03856c8d373f0a6,e6d3afc20544e390a65c5627ec01e3cf790f9da7df91146154b8b3be04d223ea,25504bfe7337ec186453a7cd760a9ff9cac267b5732aba341c32a415317f018a,53b63846816b62d95f771accb0ab8e2435793251800c8aa49a6506fa47f08f41,DONOR_UNSEEN_ONLY,6,True,False
644,Q04,44,ENSG00000164778,EN2,2,EN2-1+EN2-2,True,EN2,True,True,EN2,True,True,7084fbd5a0a151250612826c549a28ac830a8dd0e28ed61ea413946ad22eae0e,df2ff1a984755e127746bf74019454729f7e8acaf50e235177860dc795f7e861,2582a24ca2f4ee35373df0c964c21116460a324b65d31ae777b6953b3d1c98e0,7bbd379e43d3779f36eb8e1d1dab2d87cf40fb3e2038592048a3f85a65646eb0,DONOR_UNSEEN_ONLY,6,True,False
645,Q04,45,ENSG00000163521,GLB1L,2,GLB1L-1+GLB1L-2,True,GLB1L,True,True,GLB1L,True,True,3ec92436168f82bcf7dc8d8a241d45adebafded7666b4517abd994762f43c5d7,36b5d78244bd87e8e7f5e43cc6a7f3848cba19c0d1ca2f15d0176db921b8f136,259cd1666e1bd71e9d73b2a6c8674341950770fef2a95649f76f3e8bc9e578d0,4a092ab08f6d5e9f48db64168071517fd30abffcac050093599732e765bedf86,DONOR_UNSEEN_ONLY,6,True,False
646,Q04,46,ENSG00000099308,MAST3,2,MAST3-1+MAST3-2,True,MAST3,True,True,MAST3,True,True,89b9f75c246d3ae541c41ebed02075c546b057a58c5f11d0f0ac5ca2ce4b9efb,f7d0a9faab447df590a76a72600a4ed9bbafbcb3d79e6a1a67fd516331ec39a3,25c951230f24233c60c9dd249a136ebd10aeca8bfb6542eb04dafed9e69a2a48,447989c76ecaa8a21ce38b448d7bfaefdae6c09593b5f3e2d36f47ddb17b8370,DONOR_UNSEEN_ONLY,6,True,False
647,Q04,47,ENSG00000120526,NUDCD1,2,NUDCD1-1+NUDCD1-2,True,NUDCD1,True,True,NUDCD1,True,True,4f28539d0ee930cc513a390e9cc6ff621ae0666e91c623a7c6ffb8ecf60ac7b5,da265c7be5e4d2d1ca797a653d2557b2dab8918d40bb3fd901004bc12f681a76,25cad889a3070838ac8dbb3169532b830fd526e915b11535ec0604777df24fd2,05216ba8c1997d15c136d14db457a9192296001353a91bdd68965bbfa2807441,COLUMN_UNSEEN,0,True,False
648,Q04,48,ENSG00000137831,UACA,2,UACA-1+UACA-2,True,UACA,True,True,UACA,True,True,1156bc72dfe76b31ae88e7876ec0886a0d5d3ec6149fc0fa6b7d0535a49842ea,9029649344ffa99ccc727af4b25d8c591dd7ec595ae43b783437ea948f346ebc,25cfc0c087b39cf44f52c1aa70cbbb65e7cc73d0e06547bf4832a305662b32de,46a55d8d2ac270e32caa7a4356e57b39cac420491293ceb4045220dec431101f,DONOR_UNSEEN_ONLY,6,True,False
649,Q04,49,ENSG00000132003,ZSWIM4,2,ZSWIM4-1+ZSWIM4-2,True,ZSWIM4,True,True,ZSWIM4,True,True,c9fbc855c0f8d5d615a461886ed543bca6dfa26ca2dbfd4103f4524f309258dd,1a6535381a4780b9bc291aec45aa4221c98c9c0b9da740eeeab92f644c505e51,25d39d52b4a43305a60fdce88eedae2c6a7518c5d0d954be23f14c3b477557b2,3e88d20f3d6e83da6a9a02fd3066cfc90d91a3c6e8f428ff2e83d8e0d0fd0ace,DONOR_UNSEEN_ONLY,6,True,False
650,Q04,50,ENSG00000188522,FAM83G,2,FAM83G-1+FAM83G-2,True,FAM83G,True,True,FAM83G,True,True,881ce3cf4eb21b591d152e38c6df412cad27607c5ff4c9f6787c1d3912997e5f,f4c2695ab4a002e6785ee6cf084af443a9b3397370d76f865815784a848e7f46,25d3f4ae44a303571e3ad6fb712c5d5435a18e5445528e9f65e1fe132993d1a2,90edcfc9ae6779803b4650ca5414c3540dc73ea6d36ee5ab4b2447aed45df2ad,DONOR_UNSEEN_ONLY,6,True,False
651,Q04,51,ENSG00000165168,CYBB,2,CYBB-1+CYBB-2,True,CYBB,True,True,CYBB,True,True,af4b192620f863478cbe7736716391520da4a9e50f46a2e8af7e2eb618595d48,e79881b622832f2aeecb5531b19ab74371ed707d8630c2f488b9243897b0d1c5,26035862c3b24f9418b79e78980a1e7c939f2c87044b5b8b216c44d65a548c45,0da6f048eb00a3a709e55295b5e7a8b3d7e218daba04feec2e26be1d94480465,COLUMN_UNSEEN,0,True,False
652,Q04,52,ENSG00000135919,SERPINE2,2,SERPINE2-1+SERPINE2-2,True,SERPINE2,True,True,SERPINE2,True,True,87edc3425c63ee85783a7454a8eefa43b0d1f1866395198d4a3de37135fb8b1b,27c9dee74f7c71c3bfecd3ba530c382cc28dbab14e101355eb8495d9f8c74d6c,260cca2d334d83a50cb6383d26e298d76e614373f8778b7005f0510a4a141fc2,3a49e6ca1ef25d3f63bf37833f1b8d4af738c6883f8aa6ca98e5daf140cfb4f7,DONOR_UNSEEN_ONLY,6,True,False
