record_id,task_id,task_key,dataset_name,fold_id,split,context,perturbation,predictor_name,context_similarity_max,context_similarity_mean,perturbation_support_count,perturbation_effect_stability,perturbation_effect_variance,prediction_l2_norm,prediction_abs_mean,fold_train_median_effect_norm,prediction_norm_ratio,prediction_magnitude_deviation,model_disagreement_rmse,model_disagreement_cosine,ood_nearest_distance,ood_mean_k_distance,historical_residual_risk
v2_rec_000930,3,McFarlandTsherniak2020::task_00003,McFarlandTsherniak2020,0,test,22RV1,Trametinib,V0StrongBaseline,0.9677310027962835,0.8084490300940981,121,0.1044841358608925,8.708559036254883,47.92321395874024,0.1069391816854476,101.19378662109376,0.4735786213183854,0.7474373161127279,0.36919982806737,0.0251117425283372,0.086193713687658,0.0972338248791317,2.2128849153667858
