task_id,perturbation,guide_id,n_guide_cells,scgpt_rmse,gears_rmse,pair_mean_rmse,pair_max_rmse,model_disagreement_rmse,pair_lower_bound,predicted_magnitude,extra_trees_vector_base,base__constant,upper__constant,covered__constant,base__predicted_magnitude,upper__predicted_magnitude,covered__predicted_magnitude,base__magnitude_plus_pair_lower,upper__magnitude_plus_pair_lower,covered__magnitude_plus_pair_lower,base__extra_trees_vector,upper__extra_trees_vector,covered__extra_trees_vector,pair_lower_mean_violation,pair_lower_max_violation
E180::COX6B1::COX6B1_2,COX6B1,COX6B1_2,438,0.050256844408183912,0.049287024376400541,0.04977193439229223,0.050256844408183912,0.022759696629482441,0.011379848314741221,0.012050382615778401,0.0948751581811592,0,0.2168090299069399,True,0.012050382615778401,0.2168076931237248,True,0.012050382615778401,0.2168076931237248,True,0.0948751581811592,0.23055889871370783,True,False,False
E180::COX6B1::COX6B1_3,COX6B1,COX6B1_3,212,0.085974550879802547,0.082801219220516767,0.08438788505015965,0.085974550879802547,0.022759696629482441,0.011379848314741221,0.012050382615778401,0.0948751581811592,0,0.2168090299069399,True,0.012050382615778401,0.2168076931237248,True,0.012050382615778401,0.2168076931237248,True,0.0948751581811592,0.23055889871370783,True,False,False
E180::CYC1::CYC1_1,CYC1,CYC1_1,207,0.09420054516639266,0.090849079010769024,0.092524812088580849,0.09420054516639266,0.022208735482637548,0.011104367741318774,0.0119825112426762,0.083445878893491601,0,0.2168090299069399,True,0.0119825112426762,0.21673982175062262,True,0.0119825112426762,0.21673982175062262,True,0.083445878893491601,0.2191296194260402,True,False,False
E180::CYC1::CYC1_3,CYC1,CYC1_3,271,0.070972455654061073,0.068036860353725193,0.069504658003893133,0.070972455654061073,0.022208735482637548,0.011104367741318774,0.0119825112426762,0.083445878893491601,0,0.2168090299069399,True,0.0119825112426762,0.21673982175062262,True,0.0119825112426762,0.21673982175062262,True,0.083445878893491601,0.2191296194260402,True,False,False
E180::DDX56::DDX56_2,DDX56,DDX56_2,51,0.17153885489041246,0.16880684029695137,0.1701728475936819,0.17153885489041246,0.022137188407066483,0.011068594203533242,0.011604127859344299,0.082385398177036995,0,0.2168090299069399,True,0.011604127859344299,0.21636143836729071,True,0.011604127859344299,0.21636143836729071,True,0.082385398177036995,0.21806913870958561,True,False,False
E180::DDX56::DDX56_3,DDX56,DDX56_3,53,0.14555621457021775,0.14358087423105628,0.14456854440063702,0.14555621457021775,0.022137188407066483,0.011068594203533242,0.011604127859344299,0.082385398177036995,0,0.2168090299069399,True,0.011604127859344299,0.21636143836729071,True,0.011604127859344299,0.21636143836729071,True,0.082385398177036995,0.21806913870958561,True,False,False
E180::DHX29::DHX29_1,DHX29,DHX29_1,88,0.11587400658001645,0.11220950643242684,0.11404175650622164,0.11587400658001645,0.024017412008855533,0.012008706004427766,0.0117963568519609,0.079679667077561606,0,0.2168090299069399,True,0.0117963568519609,0.2165536673599073,True,0.012008705991332899,0.21676601649927929,True,0.079679667077561606,0.21536340761011022,True,False,False
E180::DHX29::DHX29_2,DHX29,DHX29_2,48,0.14349251352480932,0.13897669836898086,0.14123460594689508,0.14349251352480932,0.024016225691355506,0.012008112845677753,0.011796136078105601,0.079679667077561606,0,0.2168090299069399,True,0.011796136078105601,0.216553446586052,True,0.0120081128264161,0.21676542333436249,True,0.079679667077561606,0.21536340761011022,True,False,False
E180::DNMT3A::DNMT3A_1,DNMT3A,DNMT3A_1,337,0.05349875897391744,0.052911090527444159,0.053204924750680796,0.05349875897391744,0.02815083227221454,0.01407541613610727,0.0143227391716775,0.098057606140192197,0,0.2168090299069399,True,0.0143227391716775,0.21908004967962391,True,0.0143227391716775,0.21908004967962391,True,0.098057606140192197,0.23374134667274082,True,False,False
E180::DNMT3A::DNMT3A_2,DNMT3A,DNMT3A_2,247,0.061769394062212324,0.06225124555522453,0.062010319808718427,0.06225124555522453,0.02815083227221454,0.01407541613610727,0.0143227391716775,0.098057606140192197,0,0.2168090299069399,True,0.0143227391716775,0.21908004967962391,True,0.0143227391716775,0.21908004967962391,True,0.098057606140192197,0.23374134667274082,True,False,False
E180::DNMT3A::DNMT3A_3,DNMT3A,DNMT3A_3,242,0.072369963031774009,0.07676432422213135,0.074567143626952687,0.07676432422213135,0.02815083227221454,0.01407541613610727,0.0143227391716775,0.098057606140192197,0,0.2168090299069399,True,0.0143227391716775,0.21908004967962391,True,0.0143227391716775,0.21908004967962391,True,0.098057606140192197,0.23374134667274082,True,False,False
E180::DROSHA::DROSHA_1,DROSHA,DROSHA_1,180,0.098431452712702261,0.098937951709492267,0.098684702211097264,0.098937951709492267,0.024571469082167105,0.012285734541083553,0.012331093909820399,0.079964308830786895,0,0.2168090299069399,True,0.012331093909820399,0.21708840441776681,True,0.012331093909820399,0.21708840441776681,True,0.079964308830786895,0.21564804936333551,True,False,False
E180::DROSHA::DROSHA_2,DROSHA,DROSHA_2,110,0.11480049360353722,0.11449813188399613,0.11464931274376668,0.11480049360353722,0.024571469082167105,0.012285734541083553,0.012331093909820399,0.079964308830786895,0,0.2168090299069399,True,0.012331093909820399,0.21708840441776681,True,0.012331093909820399,0.21708840441776681,True,0.079964308830786895,0.21564804936333551,True,False,False
E180::DROSHA::DROSHA_3,DROSHA,DROSHA_3,284,0.07491115005711696,0.073602616682892835,0.074256883370004897,0.07491115005711696,0.024571469082167105,0.012285734541083553,0.012331093909820399,0.079964308830786895,0,0.2168090299069399,True,0.012331093909820399,0.21708840441776681,True,0.012331093909820399,0.21708840441776681,True,0.079964308830786895,0.21564804936333551,True,False,False
E180::EEF1G::EEF1G_1,EEF1G,EEF1G_1,231,0.11542380564565165,0.11397031231298846,0.11469705897932006,0.11542380564565165,0.032124824110925029,0.016062412055462515,0.0166437520996876,0.1178468391055046,0,0.2168090299069399,True,0.0166437520996876,0.22140106260763401,True,0.0166437520996876,0.22140106260763401,True,0.1178468391055046,0.2535305796380532,True,False,False
E180::EEF1G::EEF1G_2,EEF1G,EEF1G_2,94,0.12389180444303249,0.12171598156571065,0.12280389300437157,0.12389180444303249,0.032124824110925029,0.016062412055462515,0.0166437520996876,0.1178468391055046,0,0.2168090299069399,True,0.0166437520996876,0.22140106260763401,True,0.0166437520996876,0.22140106260763401,True,0.1178468391055046,0.2535305796380532,True,False,False
E180::EEF1G::EEF1G_3,EEF1G,EEF1G_3,128,0.14072834673792439,0.13668886386703274,0.13870860530247858,0.14072834673792439,0.032124824110925029,0.016062412055462515,0.0166437520996876,0.1178468391055046,0,0.2168090299069399,True,0.0166437520996876,0.22140106260763401,True,0.0166437520996876,0.22140106260763401,True,0.1178468391055046,0.2535305796380532,True,False,False
E180::EXOSC6::EXOSC6_1,EXOSC6,EXOSC6_1,112,0.12908145892979989,0.12608452753552143,0.12758299323266065,0.12908145892979989,0.025945405812063171,0.012972702906031586,0.0128943188075769,0.099158913490516296,0,0.2168090299069399,True,0.0128943188075769,0.21765162931552332,True,0.0129727029026094,0.21773001341055581,True,0.099158913490516296,0.23484265402306492,True,False,False
E180::EXOSC6::EXOSC6_2,EXOSC6,EXOSC6_2,134,0.090909014371044178,0.090176435924987378,0.090542725148015785,0.090909014371044178,0.025945405812063171,0.012972702906031586,0.0128943188075769,0.099158913490516296,0,0.2168090299069399,True,0.0128943188075769,0.21765162931552332,True,0.0129727029026094,0.21773001341055581,True,0.099158913490516296,0.23484265402306492,True,False,False
E180::EXOSC6::EXOSC6_3,EXOSC6,EXOSC6_3,106,0.1160698707713219,0.11602951622636648,0.1160496934988442,0.1160698707713219,0.025945405812063171,0.012972702906031586,0.0128943188075769,0.099158913490516296,0,0.2168090299069399,True,0.0128943188075769,0.21765162931552332,True,0.0129727029026094,0.21773001341055581,True,0.099158913490516296,0.23484265402306492,True,False,False
E180::FOS::FOS_1,FOS,FOS_1,348,0.057437101812760377,0.055545935173481602,0.056491518493120993,0.057437101812760377,0.026217030440029213,0.013108515220014607,0.0134897631027401,0.1040915895452274,0,0.2168090299069399,True,0.0134897631027401,0.21824707361068652,True,0.0134897631027401,0.21824707361068652,True,0.1040915895452274,0.23977533007777602,True,False,False
E180::FOS::FOS_2,FOS,FOS_2,301,0.058371585098614572,0.06017891211755251,0.059275248608083544,0.06017891211755251,0.026217030440029213,0.013108515220014607,0.0134897631027401,0.1040915895452274,0,0.2168090299069399,True,0.0134897631027401,0.21824707361068652,True,0.0134897631027401,0.21824707361068652,True,0.1040915895452274,0.23977533007777602,True,False,False
E180::FOS::FOS_3,FOS,FOS_3,304,0.058505629644075297,0.05802620542311588,0.058265917533595585,0.058505629644075297,0.026217030440029213,0.013108515220014607,0.0134897631027401,0.1040915895452274,0,0.2168090299069399,True,0.0134897631027401,0.21824707361068652,True,0.0134897631027401,0.21824707361068652,True,0.1040915895452274,0.23977533007777602,True,False,False
E180::GTF2A1::GTF2A1_1,GTF2A1,GTF2A1_1,191,0.09237532616099832,0.089774292068387787,0.091074809114693053,0.09237532616099832,0.025237464192650522,0.012618732096325261,0.013276177743250701,0.096502637162963895,0,0.2168090299069399,True,0.013276177743250701,0.21803348825119712,True,0.013276177743250701,0.21803348825119712,True,0.096502637162963895,0.23218637769551251,True,False,False
E180::GTF2A1::GTF2A1_3,GTF2A1,GTF2A1_3,243,0.10109720388323398,0.09957073416857172,0.10033396902590286,0.10109720388323398,0.025237464192650522,0.012618732096325261,0.013276177743250701,0.096502637162963895,0,0.2168090299069399,True,0.013276177743250701,0.21803348825119712,True,0.013276177743250701,0.21803348825119712,True,0.096502637162963895,0.23218637769551251,True,False,False
E180::JUN::JUN_1,JUN,JUN_1,143,0.095317336028814217,0.095998111711782005,0.095657723870298111,0.095998111711782005,0.02542712643060464,0.01271356321530232,0.013354916330617399,0.10632654336963571,0,0.2168090299069399,True,0.013354916330617399,0.21811222683856379,True,0.013354916330617399,0.21811222683856379,True,0.10632654336963571,0.24201028390218432,True,False,False
E180::JUN::JUN_2,JUN,JUN_2,80,0.1119575038104961,0.11238007792050081,0.11216879086549846,0.11238007792050081,0.02542712643060464,0.01271356321530232,0.013354916330617399,0.10632654336963571,0,0.2168090299069399,True,0.013354916330617399,0.21811222683856379,True,0.013354916330617399,0.21811222683856379,True,0.10632654336963571,0.24201028390218432,True,False,False
E180::JUN::JUN_3,JUN,JUN_3,49,0.15776602205992493,0.15764148114685964,0.15770375160339228,0.15776602205992493,0.02542712643060464,0.01271356321530232,0.013354916330617399,0.10632654336963571,0,0.2168090299069399,True,0.013354916330617399,0.21811222683856379,True,0.013354916330617399,0.21811222683856379,True,0.10632654336963571,0.24201028390218432,True,False,False
E180::MCM3::MCM3_1,MCM3,MCM3_1,189,0.12246368690542352,0.11703644066621,0.11975006378581676,0.12246368690542352,0.025859464383712793,0.012929732191856396,0.013032877128057001,0.0984148611959203,0,0.2168090299069399,True,0.013032877128057001,0.21779018763600341,True,0.013032877128057001,0.21779018763600341,True,0.0984148611959203,0.23409860172846891,True,False,False
E180::MCM3::MCM3_2,MCM3,MCM3_2,79,0.14576483440904769,0.1391655507900382,0.14246519259954293,0.14576483440904769,0.025860417705238156,0.012930208852619078,0.0130330469498229,0.0984148611959203,0,0.2168090299069399,True,0.0130330469498229,0.21779035745776931,True,0.0130330469498229,0.21779035745776931,True,0.0984148611959203,0.23409860172846891,True,False,False
E180::MCM3::MCM3_3,MCM3,MCM3_3,174,0.099917086731195717,0.095465992907421429,0.097691539819308573,0.099917086731195717,0.025860417705238156,0.012930208852619078,0.0130330469498229,0.0984148611959203,0,0.2168090299069399,True,0.0130330469498229,0.21779035745776931,True,0.0130330469498229,0.21779035745776931,True,0.0984148611959203,0.23409860172846891,True,False,False
E180::MCM6::MCM6_1,MCM6,MCM6_1,31,0.19941522028333347,0.19438314870855722,0.19689918449594535,0.19941522028333347,0.022687290260097616,0.011343645130048808,0.011393591367457901,0.086393836653182093,0,0.2168090299069399,True,0.011393591367457901,0.21615090187540431,True,0.011393591367457901,0.21615090187540431,True,0.086393836653182093,0.22207757718573071,True,False,False
E180::MCM6::MCM6_2,MCM6,MCM6_2,96,0.10226288998658603,0.098102335159022946,0.10018261257280449,0.10226288998658603,0.022687290260097616,0.011343645130048808,0.011393591367457901,0.086393836653182093,0,0.2168090299069399,True,0.011393591367457901,0.21615090187540431,True,0.011393591367457901,0.21615090187540431,True,0.086393836653182093,0.22207757718573071,True,False,False
E180::MNAT1::MNAT1_1,MNAT1,MNAT1_1,189,0.093200796092875515,0.087542744579670317,0.090371770336272916,0.093200796092875515,0.024654948129776259,0.012327474064888129,0.013772225261344801,0.095978610546649398,0,0.2168090299069399,True,0.013772225261344801,0.21852953576929121,True,0.013772225261344801,0.21852953576929121,True,0.095978610546649398,0.23166235107919803,True,False,False
E180::MNAT1::MNAT1_2,MNAT1,MNAT1_2,100,0.10914349338618241,0.10583981935715943,0.10749165637167092,0.10914349338618241,0.02465448726265455,0.012327243631327275,0.013771577384226401,0.095978610546649398,0,0.2168090299069399,True,0.013771577384226401,0.21852888789217281,True,0.013771577384226401,0.21852888789217281,True,0.095978610546649398,0.23166235107919803,True,False,False
E180::MNAT1::MNAT1_3,MNAT1,MNAT1_3,189,0.084983602623025803,0.082880731040003319,0.083932166831514554,0.084983602623025803,0.024654948129776259,0.012327474064888129,0.013772225261344801,0.095978610546649398,0,0.2168090299069399,True,0.013772225261344801,0.21852953576929121,True,0.013772225261344801,0.21852953576929121,True,0.095978610546649398,0.23166235107919803,True,False,False
E180::PCNA::PCNA_2,PCNA,PCNA_2,54,0.1237257272176288,0.12333429224552474,0.12353000973157677,0.1237257272176288,0.025457157396692857,0.012728578698346428,0.014057199649339901,0.095584343677157901,0,0.2168090299069399,True,0.014057199649339901,0.21881451015728631,True,0.014057199649339901,0.21881451015728631,True,0.095584343677157901,0.23126808420970651,True,False,False
E180::PCNA::PCNA_3,PCNA,PCNA_3,111,0.11215457283717147,0.11599625255537475,0.11407541269627311,0.11599625255537475,0.025457157396692857,0.012728578698346428,0.014057199649339901,0.095584343677157901,0,0.2168090299069399,True,0.014057199649339901,0.21881451015728631,True,0.014057199649339901,0.21881451015728631,True,0.095584343677157901,0.23126808420970651,True,False,False
E180::POLR1B::POLR1B_1,POLR1B,POLR1B_1,58,0.14749296281022239,0.14317685245285797,0.14533490763154017,0.14749296281022239,0.024727854240303767,0.012363927120151883,0.013049249730024901,0.099723986534594106,0,0.2168090299069399,True,0.013049249730024901,0.21780656023797129,True,0.013049249730024901,0.21780656023797129,True,0.099723986534594106,0.23540772706714272,True,False,False
E180::POLR1B::POLR1B_3,POLR1B,POLR1B_3,52,0.17295734383814446,0.16519044218429405,0.16907389301121925,0.17295734383814446,0.024727854240303767,0.012363927120151883,0.013049249730024901,0.099723986534594106,0,0.2168090299069399,True,0.013049249730024901,0.21780656023797129,True,0.013049249730024901,0.21780656023797129,True,0.099723986534594106,0.23540772706714272,True,False,False
E180::RELA::RELA_1,RELA,RELA_1,312,0.057983218399141577,0.058256957973754152,0.058120088186447864,0.058256957973754152,0.022828094405202004,0.011414047202601002,0.0122313395349882,0.080065864823222602,0,0.2168090299069399,True,0.0122313395349882,0.21698865004293461,True,0.0122313395349882,0.21698865004293461,True,0.080065864823222602,0.2157496053557712,True,False,False
E180::RELA::RELA_2,RELA,RELA_2,325,0.061791457872687409,0.06117293216542178,0.061482195019054595,0.061791457872687409,0.022827996305199605,0.011413998152599802,0.012231299560253799,0.080065864823222602,0,0.2168090299069399,True,0.012231299560253799,0.21698861006820019,True,0.012231299560253799,0.21698861006820019,True,0.080065864823222602,0.2157496053557712,True,False,False
E180::RELA::RELA_3,RELA,RELA_3,322,0.055224025773220782,0.056581024960977291,0.05590252536709904,0.056581024960977291,0.022827996305199605,0.011413998152599802,0.012231299560253799,0.080065864823222602,0,0.2168090299069399,True,0.012231299560253799,0.21698861006820019,True,0.012231299560253799,0.21698861006820019,True,0.080065864823222602,0.2157496053557712,True,False,False
E180::SDHA::SDHA_1,SDHA,SDHA_1,317,0.060183516401057818,0.055578932375529064,0.057881224388293441,0.060183516401057818,0.024038180688869273,0.012019090344434637,0.012197438480307301,0.079943240630751505,0,0.2168090299069399,True,0.012197438480307301,0.2169547489882537,True,0.012197438480307301,0.2169547489882537,True,0.079943240630751505,0.21562698116330012,True,False,False
E180::SDHA::SDHA_2,SDHA,SDHA_2,319,0.058090500277801556,0.058888023695661443,0.058489261986731503,0.058888023695661443,0.024038180688869273,0.012019090344434637,0.012197438480307301,0.079943240630751505,0,0.2168090299069399,True,0.012197438480307301,0.2169547489882537,True,0.012197438480307301,0.2169547489882537,True,0.079943240630751505,0.21562698116330012,True,False,False
E180::SDHA::SDHA_3,SDHA,SDHA_3,430,0.05232741458857617,0.052878953419271527,0.052603184003923845,0.052878953419271527,0.024038180688869273,0.012019090344434637,0.012197438480307301,0.079943240630751505,0,0.2168090299069399,True,0.012197438480307301,0.2169547489882537,True,0.012197438480307301,0.2169547489882537,True,0.079943240630751505,0.21562698116330012,True,False,False
E180::SLC28A3::SLC28A3_1,SLC28A3,SLC28A3_1,190,0.073237371007732227,0.070863433249799448,0.072050402128765845,0.073237371007732227,0.022069949353050212,0.011034974676525106,0.0114984866018417,0.10721336736358091,0,0.2168090299069399,True,0.0114984866018417,0.21625579710978809,True,0.0114984866018417,0.21625579710978809,True,0.10721336736358091,0.2428971078961295,True,False,False
E180::SLC28A3::SLC28A3_2,SLC28A3,SLC28A3_2,194,0.070735696183866034,0.069767170548397511,0.070251433366131766,0.070735696183866034,0.022069949353050212,0.011034974676525106,0.0114984866018417,0.10721336736358091,0,0.2168090299069399,True,0.0114984866018417,0.21625579710978809,True,0.0114984866018417,0.21625579710978809,True,0.10721336736358091,0.2428971078961295,True,False,False
E180::SLC28A3::SLC28A3_3,SLC28A3,SLC28A3_3,147,0.079743427105396059,0.08058084947827801,0.080162138291837035,0.08058084947827801,0.022069949353050212,0.011034974676525106,0.0114984866018417,0.10721336736358091,0,0.2168090299069399,True,0.0114984866018417,0.21625579710978809,True,0.0114984866018417,0.21625579710978809,True,0.10721336736358091,0.2428971078961295,True,False,False
E180::SMG7::SMG7_1,SMG7,SMG7_1,155,0.10535492877601232,0.10110068868189188,0.1032278087289521,0.10535492877601232,0.024041889389403853,0.012020944694701927,0.013078134032553699,0.089163467507108601,0,0.2168090299069399,True,0.013078134032553699,0.21783544454050011,True,0.013078134032553699,0.21783544454050011,True,0.089163467507108601,0.22484720803965721,True,False,False
E180::SMG7::SMG7_3,SMG7,SMG7_3,337,0.088883264361659692,0.082851575971243471,0.085867420166451575,0.088883264361659692,0.024041889389403853,0.012020944694701927,0.013078134032553699,0.089163467507108601,0,0.2168090299069399,True,0.013078134032553699,0.21783544454050011,True,0.013078134032553699,0.21783544454050011,True,0.089163467507108601,0.22484720803965721,True,False,False
E180::SOX2::SOX2_1,SOX2,SOX2_1,129,0.082190566988249156,0.083867326728329555,0.083028946858289349,0.083867326728329555,0.024549391316149079,0.01227469565807454,0.013184331438382499,0.1083078644820592,0,0.2168090299069399,True,0.013184331438382499,0.2179416419463289,True,0.013184331438382499,0.2179416419463289,True,0.1083078644820592,0.24399160501460782,True,False,False
E180::SOX2::SOX2_2,SOX2,SOX2_2,316,0.064262397192517182,0.067144413883847689,0.065703405538182436,0.067144413883847689,0.024549799809636588,0.012274899904818294,0.0131844847068999,0.10830211392897381,0,0.2168090299069399,True,0.0131844847068999,0.2179417952148463,True,0.0131844847068999,0.2179417952148463,True,0.10830211392897381,0.24398585446152243,True,False,False
E180::SOX2::SOX2_3,SOX2,SOX2_3,169,0.076641463431491599,0.078029099055949985,0.077335281243720799,0.078029099055949985,0.024549391316149079,0.01227469565807454,0.013184331438382499,0.1083078644820592,0,0.2168090299069399,True,0.013184331438382499,0.2179416419463289,True,0.013184331438382499,0.2179416419463289,True,0.1083078644820592,0.24399160501460782,True,False,False
E180::TPI1::TPI1_1,TPI1,TPI1_1,232,0.077921070466137027,0.077600170649566702,0.077760620557851864,0.077921070466137027,0.024715794330499145,0.012357897165249572,0.0126337678632393,0.089375981374561903,0,0.2168090299069399,True,0.0126337678632393,0.21739107837118571,True,0.0126337678632393,0.21739107837118571,True,0.089375981374561903,0.22505972190711052,True,False,False
E180::TPI1::TPI1_2,TPI1,TPI1_2,169,0.080285454060330219,0.078517249357437313,0.079401351708883766,0.080285454060330219,0.024715794330499145,0.012357897165249572,0.0126337678632393,0.089375981374561903,0,0.2168090299069399,True,0.0126337678632393,0.21739107837118571,True,0.0126337678632393,0.21739107837118571,True,0.089375981374561903,0.22505972190711052,True,False,False
E180::TPI1::TPI1_3,TPI1,TPI1_3,202,0.079218695590169724,0.078614289968171755,0.078916492779170733,0.079218695590169724,0.024715794330499145,0.012357897165249572,0.0126337678632393,0.089375981374561903,0,0.2168090299069399,True,0.0126337678632393,0.21739107837118571,True,0.0126337678632393,0.21739107837118571,True,0.089375981374561903,0.22505972190711052,True,False,False
E180::XPO5::XPO5_1,XPO5,XPO5_1,952,0.036905585258555425,0.036433888514514672,0.036669736886535048,0.036905585258555425,0.024767678160470846,0.012383839080235423,0.0124915378543021,0.092145019542316894,0,0.2168090299069399,True,0.0124915378543021,0.2172488483622485,True,0.0124915378543021,0.2172488483622485,True,0.092145019542316894,0.22782876007486552,True,False,False
E180::XPO5::XPO5_2,XPO5,XPO5_2,329,0.092969639137491539,0.092595305016682561,0.09278247207708705,0.092969639137491539,0.024767678160470846,0.012383839080235423,0.0124915378543021,0.092145019542316894,0,0.2168090299069399,True,0.0124915378543021,0.2172488483622485,True,0.0124915378543021,0.2172488483622485,True,0.092145019542316894,0.22782876007486552,True,False,False
E180::XPO5::XPO5_3,XPO5,XPO5_3,302,0.07186083435208708,0.065844363915977727,0.068852599134032411,0.07186083435208708,0.024767678160470846,0.012383839080235423,0.0124915378543021,0.092145019542316894,0,0.2168090299069399,True,0.0124915378543021,0.2172488483622485,True,0.0124915378543021,0.2172488483622485,True,0.092145019542316894,0.22782876007486552,True,False,False
E180::XRN2::XRN2_1,XRN2,XRN2_1,106,0.099762290992720062,0.098044073736516829,0.098903182364618453,0.099762290992720062,0.02629208779002961,0.013146043895014805,0.0135591695146007,0.1002881625672721,0,0.2168090299069399,True,0.0135591695146007,0.21831648002254711,True,0.0135591695146007,0.21831648002254711,True,0.1002881625672721,0.23597190309982072,True,False,False
E180::XRN2::XRN2_2,XRN2,XRN2_2,62,0.14873385479287343,0.14831077940996354,0.1485223171014185,0.14873385479287343,0.02629208779002961,0.013146043895014805,0.0135591695146007,0.1002881625672721,0,0.2168090299069399,True,0.0135591695146007,0.21831648002254711,True,0.0135591695146007,0.21831648002254711,True,0.1002881625672721,0.23597190309982072,True,False,False
E180::XRN2::XRN2_3,XRN2,XRN2_3,70,0.12296775552442882,0.11591361538010635,0.11944068545226758,0.12296775552442882,0.02629208779002961,0.013146043895014805,0.0135591695146007,0.1002881625672721,0,0.2168090299069399,True,0.0135591695146007,0.21831648002254711,True,0.0135591695146007,0.21831648002254711,True,0.1002881625672721,0.23597190309982072,True,False,False
