score,outcome,n_tasks,spearman
pair_lower_bound,pair_mean_rmse,73,0.12162654148382671
predicted_magnitude,pair_mean_rmse,73,0.026331837534442681
extra_trees_vector_base,pair_mean_rmse,73,0.14318463517164509
