primary,comparator,observed_macro_delta_spearman,ci95_low,ci95_high,probability_delta_gt_zero,bootstrap_unit,n_bootstrap
safeconf_nested_hard_risk,safeconf_calibrated_pair_risk,-0.07729588921967333,-0.22602440783804484,0.04543003639580151,0.15233333333333332,outer_fold_plus_perturbation_cluster,3000
safeconf_nested_hard_risk,safeconf_frozen_pair_risk,-0.06610176011405967,-0.2054977267502306,0.05342224700436409,0.187,outer_fold_plus_perturbation_cluster,3000
safeconf_nested_hard_risk,risk_model_disagreement,0.03841573188312597,-0.04585579241063998,0.13026269367292675,0.8,outer_fold_plus_perturbation_cluster,3000
safeconf_nested_hard_risk,baseline_predicted_magnitude,0.027562294817110585,-0.07533307654561597,0.14630928658698625,0.6546666666666666,outer_fold_plus_perturbation_cluster,3000
