culture_condition,stratum,n_tasks,all_finite,n_levels,std,passed
Rest,all_200,200,True,200,1.0096681130522047,True
Rest,seen_160,160,True,160,0.73780779505474414,True
Stim8hr,all_200,200,True,199,1.0110419821625607,True
Stim8hr,seen_160,160,True,159,0.74030583748141021,True
Stim48hr,all_200,200,True,200,1.0045651988647595,True
Stim48hr,seen_160,160,True,160,0.73273575406096247,True
