seed,model,epoch,train_mse,validation_mse
3407,scGPT,1,0.2406241453718394,0.011132304292793075
3407,scGPT,2,0.022784763745342693,0.011533904805158575
3407,scGPT,3,0.022851584944874048,0.011582308495417238
3407,scGPT,4,0.022582763231669863,0.011173412886758645
3407,GEARS,1,0.025012912942717472,0.012131141871213913
3407,GEARS,2,0.021622769612198074,0.012982547873010238
3407,GEARS,3,0.021241979021579028,0.012754992333551247
3407,GEARS,4,0.02100595923451086,0.013247352714339891
3407,GEARS,5,0.020807280003403626,0.012963263069589932
3407,GEARS,6,0.020694382907822727,0.012821821589022874
3407,GEARS,7,0.020511769161870082,0.012841814834003647
3408,scGPT,1,0.15153928694004815,0.011179138999432325
3408,scGPT,2,0.023644239843512573,0.011038969286407034
3408,scGPT,3,0.022730025354151924,0.01164937134211262
3408,scGPT,4,0.022957554568226138,0.011192665326719482
3408,scGPT,5,0.022553971456363796,0.011209051621456941
3408,GEARS,1,0.024789237572501104,0.011843769143645962
3408,GEARS,2,0.021662817491839331,0.013112540434425076
3408,GEARS,3,0.021361583160857359,0.012456512233863274
3408,GEARS,4,0.021056170606364808,0.012833948154002428
3408,GEARS,5,0.020687284072240193,0.013022150502850612
3408,GEARS,6,0.020525804736341038,0.012919790204614401
3408,GEARS,7,0.02038656803779304,0.012924520780021946
3409,scGPT,1,0.24211203108231227,0.013396274950355291
3409,scGPT,2,0.022804742073640229,0.011187059230481584
3409,scGPT,3,0.023223340682064494,0.011086595989763737
3409,scGPT,4,0.022709910012781619,0.011755207693204284
3409,scGPT,5,0.022744994160408774,0.01146579864434898
3409,scGPT,6,0.022393903648480772,0.011094457330182194
3409,GEARS,1,0.025170785638814173,0.012147628438348572
3409,GEARS,2,0.021806741024677952,0.0127008610094587
3409,GEARS,3,0.021238968210915723,0.012383059179410339
3409,GEARS,4,0.020991076234107217,0.013065924029797315
3409,GEARS,5,0.02072257574958106,0.013043866182367006
3409,GEARS,6,0.020635784044861792,0.013086596038192511
3409,GEARS,7,0.020341612072661518,0.013123027219747504
3410,scGPT,1,0.21365982793892424,0.011808498638371627
3410,scGPT,2,0.022760130247722068,0.011086825374513864
3410,scGPT,3,0.022529758528495827,0.011179265923177202
3410,scGPT,4,0.022719155205413698,0.011231987845773499
3410,scGPT,5,0.022999618264536063,0.011604734184220433
3410,GEARS,1,0.025126136684169371,0.011980141870056589
3410,GEARS,2,0.021669891150668263,0.012260296397532027
3410,GEARS,3,0.021339482270802061,0.012135069258511067
3410,GEARS,4,0.021009961500143011,0.012904443234826127
3410,GEARS,5,0.020824496277297537,0.01310176911453406
3410,GEARS,6,0.020607246241221826,0.012399908636386197
3410,GEARS,7,0.020440063237523041,0.012900750711560249
3411,scGPT,1,0.30805962102798123,0.011094491292412082
3411,scGPT,2,0.022788997506722808,0.011297469353303313
3411,scGPT,3,0.022815345864122111,0.011088754578183094
3411,scGPT,4,0.022620395741735896,0.011310993616158763
3411,scGPT,5,0.022601539641618727,0.011243024452899894
3411,scGPT,6,0.022563270060345531,0.011304368870332837
3411,GEARS,1,0.024599300635357698,0.01196907254246374
3411,GEARS,2,0.021777330711483956,0.012481124124800165
3411,GEARS,3,0.021381065947934985,0.012808923547466596
3411,GEARS,4,0.020891414831082027,0.012980576449384293
3411,GEARS,5,0.020680767064914108,0.012904757323364416
3411,GEARS,6,0.020517057102794448,0.013423331423352163
3411,GEARS,7,0.020551371000086267,0.013238363899290562
