dataset,n_tasks,rmse_scgpt_mean,rmse_gears_mean,rmse_individual_mean,rmse_ensemble_mean,rmse_training_perturbed_mean,ensemble_minus_simple_baseline,fraction_tasks_ensemble_beats_simple_baseline,truth_alignment_with_training_mean
Replogle_two_cellline,256,0.0999536793855243,0.1065247796236046,0.10323922950456446,0.09825341565230045,0.5807667731166616,-0.4825133574643612,1.0,0.9615257510449737
