metric,score,endpoint,n_folds,n_finite_folds,fold_macro_spearman,min_fold_spearman,max_fold_spearman
absolute_disagreement_spearman,risk_model_disagreement,error_two_predictor_mean_rmse,2,2,0.3301678950741622,0.22673846365134592,0.4335973264969785
absolute_magnitude_spearman,baseline_predicted_magnitude,error_two_predictor_mean_rmse,2,2,0.3207803058047976,0.21913912287126897,0.42242148873832625
absolute_safeconf_spearman,safeconf_calibrated_pair_risk,error_two_predictor_mean_rmse,2,2,0.3296402598348853,0.22641217929505392,0.43286834037471666
directional_composite_spearman,directional_risk_frozen,direction_error_rank_target,2,2,0.37341966032262597,0.25086949000945324,0.49596983063579864
directional_cosine_spearman,directional_risk_frozen,error_centered_cosine_mean,2,2,0.3735171858224868,0.2505557956073157,0.4964785760376578
directional_pearson_spearman,directional_risk_frozen,error_centered_pearson_mean,2,2,0.37295782264470556,0.25082761326633546,0.4950880320230757
magnitude_composite_spearman,baseline_predicted_magnitude,direction_error_rank_target,2,2,0.3459868440016456,0.23097843596091092,0.4609952520423803
magnitude_cosine_spearman,baseline_predicted_magnitude,error_centered_cosine_mean,2,2,0.3448658670573155,0.2301833455411097,0.4595483885735213
magnitude_pearson_spearman,baseline_predicted_magnitude,error_centered_pearson_mean,2,2,0.3470689891961179,0.2306983611060245,0.4634396172862113
