draw,predictor,delta_spearman,delta_utility_20
58,certificate_priority_q80,0.00938025799217379,-0.21838221444779704
59,context_holdout_router,0.08797619564254033,0.06867895814931535
59,architecture_aware_router,0.06940687159095049,0.06472999461874296
59,historical_nonnegative_router,0.06412776440740164,0.05774067286220619
59,certificate_priority_q80,0.0016155500391786815,-0.22283627502793418
60,context_holdout_router,0.08590782047104906,0.06289319100809354
60,architecture_aware_router,0.06439837175177532,0.0522281878733134
60,historical_nonnegative_router,0.05809342554104413,0.049158631359280114
60,certificate_priority_q80,0.004620581684237179,-0.19946185002861855
61,context_holdout_router,0.09486186872866487,0.08596548213442634
61,architecture_aware_router,0.07997914276672846,0.07865457682467214
61,historical_nonnegative_router,0.07568647868834366,0.07778301802193177
61,certificate_priority_q80,0.03390634233827283,-0.10301997719838762
62,context_holdout_router,0.08805532674204064,0.059337412702695436
62,architecture_aware_router,0.06261585770331324,0.03903011304995241
62,historical_nonnegative_router,0.054515553450936394,0.03646661195690426
62,certificate_priority_q80,0.011564702446048125,-0.14896628029821285
63,context_holdout_router,0.08256063408816616,0.054158288841893665
63,architecture_aware_router,0.07303228826488384,0.040969903737927194
63,historical_nonnegative_router,0.06827441592307959,0.04086790063930423
63,certificate_priority_q80,0.0013977017068373954,-0.2557475390081795
64,context_holdout_router,0.07623927073563164,0.051403624082195676
64,architecture_aware_router,0.05238158163143969,0.04342850802150933
64,historical_nonnegative_router,0.04587562590580829,0.041727743832082886
64,certificate_priority_q80,-0.013128513147342646,-0.28855387962249623
65,context_holdout_router,0.0838602184916536,0.07871632253957517
65,architecture_aware_router,0.06409829351713736,0.06400709914127978
65,historical_nonnegative_router,0.05825972477120844,0.061423301253980434
65,certificate_priority_q80,-0.007277785543050697,-0.23203322853153857
66,context_holdout_router,0.08812950895678373,0.08161990739757963
66,architecture_aware_router,0.07871771729535626,0.08033402661294164
66,historical_nonnegative_router,0.07449314035883736,0.07998302046663919
66,certificate_priority_q80,-0.006908404475388208,-0.24627703345144358
67,context_holdout_router,0.09693200418880599,0.034253589198183554
67,architecture_aware_router,0.08921594829349888,0.02578629515955244
67,historical_nonnegative_router,0.08456126861059055,0.024641772542611795
67,certificate_priority_q80,0.010953499643339248,-0.18019933365524676
68,context_holdout_router,0.08513543150789826,0.07699352059660347
68,architecture_aware_router,0.08222727179694467,0.07249789765928483
68,historical_nonnegative_router,0.07921350658517667,0.06857287074422858
68,certificate_priority_q80,0.012635566889179328,-0.15498028723744106
69,context_holdout_router,0.08861454341145913,0.06756973723555049
69,architecture_aware_router,0.0815490034907359,0.056742938321729164
69,historical_nonnegative_router,0.07704866919558306,0.05297011339242119
69,certificate_priority_q80,0.02398236878444482,-0.18265870186234973
70,context_holdout_router,0.0892676426222151,0.07230820228567425
70,architecture_aware_router,0.07793881927856827,0.07391367057904819
70,historical_nonnegative_router,0.07272062582412175,0.06790288868195082
70,certificate_priority_q80,0.010972706795378429,-0.2034030333240685
71,context_holdout_router,0.07966112029408223,0.0966892244106824
71,architecture_aware_router,0.0697586777034056,0.09369779861322325
71,historical_nonnegative_router,0.0658084744590336,0.07035084223690846
71,certificate_priority_q80,0.017986054491323178,-0.1276029094990172
72,context_holdout_router,0.085525715964337,0.10077644171186217
72,architecture_aware_router,0.07195046439211605,0.08473301754061047
72,historical_nonnegative_router,0.06668526901585214,0.08486600045263726
72,certificate_priority_q80,0.003913018401431656,-0.15241615961465255
73,context_holdout_router,0.09185418503353493,0.04350821244952674
73,architecture_aware_router,0.08595070136344063,0.04029765116932715
73,historical_nonnegative_router,0.08170824037353053,0.03728713109336568
73,certificate_priority_q80,0.006326707691711619,-0.18987890594710294
74,context_holdout_router,0.08704782244720966,0.06191622539772601
74,architecture_aware_router,0.07123064802388535,0.05847536355102523
74,historical_nonnegative_router,0.06610670995130374,0.05465311674169693
74,certificate_priority_q80,0.010392259959526973,-0.20681145933863676
75,context_holdout_router,0.086104055022734,0.07340192183709326
75,architecture_aware_router,0.07998541179698526,0.06038264481810163
75,historical_nonnegative_router,0.07639922271047339,0.05359420045532315
75,certificate_priority_q80,0.008675161946613774,-0.18882467376142825
76,context_holdout_router,0.0800268635796576,0.0714948973406263
76,architecture_aware_router,0.05424712504647744,0.058840226879008806
76,historical_nonnegative_router,0.046240072538134225,0.05080919789821359
76,certificate_priority_q80,-0.019909644589882536,-0.26819207099663434
77,context_holdout_router,0.08804969288099673,0.07564635524373131
77,architecture_aware_router,0.06982809892556863,0.057791653773779816
77,historical_nonnegative_router,0.06380852025231776,0.052628553935738176
77,certificate_priority_q80,0.008530702650752064,-0.22583898476347375
78,context_holdout_router,0.08273570815504538,0.05919000190249257
78,architecture_aware_router,0.07462038560744899,0.05790925369718891
78,historical_nonnegative_router,0.07035323280155314,0.05430133677458049
78,certificate_priority_q80,0.0050132615059739205,-0.21703795204067955
79,context_holdout_router,0.0894866575485288,0.08390370262293745
79,architecture_aware_router,0.07615448009140202,0.06431675542135862
79,historical_nonnegative_router,0.071167586725015,0.06163091399308085
