scope,predictor,budget,n_tasks,n_selected,high_error_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility
pooled,family_disagreement,0.2,1808,362,0.39779005524861877,0.07622130252704287,0.06111707102848912,1.2471360496237305,0.09834253425419447,0.40574999448559734
pooled,family_disagreement,0.3,1808,543,0.4880294659300184,0.07345895034110769,0.06111707102848912,1.2019383308939253,0.09060455460540323,0.4185463734274391
pooled,gat_family_disagreement,0.05,1808,91,0.054945054945054944,0.07159968066888148,0.06111707102848912,1.1715168849552033,0.11997289676417235,0.17810657669588922
pooled,gat_family_disagreement,0.1,1808,181,0.16022099447513813,0.07231226299306819,0.06111707102848912,1.1831761859032894,0.11024181574278924,0.22789313267047195
pooled,gat_family_disagreement,0.2,1808,362,0.2513812154696133,0.06835895009053942,0.06111707102848912,1.118491919527272,0.09834253425419447,0.1945410059276189
pooled,gat_family_disagreement,0.3,1808,543,0.3775322283609576,0.06686251356354929,0.06111707102848912,1.0940071642566442,0.09060455460540323,0.19484343314932104
pooled,registered_family_disagreement,0.05,1808,91,0.12087912087912088,0.07850389916612872,0.06111707102848912,1.284483988598454,0.11997289676417235,0.2954138850370131
pooled,registered_family_disagreement,0.1,1808,181,0.20441988950276244,0.07646245446552033,0.06111707102848912,1.251081787441648,0.11024181574278924,0.3123758408573306
pooled,registered_family_disagreement,0.2,1808,362,0.3370165745856354,0.0739398009107358,0.06111707102848912,1.209806027456216,0.09834253425419447,0.3444612577283441
pooled,registered_family_disagreement,0.3,1808,543,0.46408839779005523,0.07263325684043748,0.06111707102848912,1.1884283002793148,0.09060455460540323,0.3905448826079018
pooled,cross_family_disagreement,0.05,1808,91,0.12087912087912088,0.07947629422588805,0.06111707102848912,1.3003943560849136,0.11997289676417235,0.3119355300501384
pooled,cross_family_disagreement,0.1,1808,181,0.19889502762430938,0.07531686685260051,0.06111707102848912,1.2323376363617342,0.11024181574278924,0.2890558700446103
pooled,cross_family_disagreement,0.2,1808,362,0.2845303867403315,0.07052097518339946,0.06111707102848912,1.1538670619625537,0.09834253425419447,0.252620205097049
pooled,cross_family_disagreement,0.3,1808,543,0.4014732965009208,0.0686820877422765,0.06111707102848912,1.1237791109174886,0.09060455460540323,0.2565500950277789
K562,safeconf_m_4to1,0.05,566,29,0.7586206896551724,0.10389964484657742,0.0535355618308624,1.940759399795463,0.10809336214392197,0.9231325809823624
K562,safeconf_m_4to1,0.1,566,57,0.7719298245614035,0.09286293651744033,0.0535355618308624,1.7346028199129933,0.09556090452766992,0.9358014036983797
K562,safeconf_m_4to1,0.2,566,114,0.7719298245614035,0.08214535813999484,0.0535355618308624,1.534407323481928,0.08420971948924927,0.9327003084405808
K562,safeconf_m_4to1,0.3,566,170,0.8294117647058824,0.07638002440691523,0.0535355618308624,1.4267156595503094,0.07798553554777134,0.9343348520761076
K562,predicted_magnitude,0.05,566,29,0.7931034482758621,0.1061910247139899,0.0535355618308624,1.9835604798448656,0.10809336214392197,0.9651317058419472
K562,predicted_magnitude,0.1,566,57,0.7719298245614035,0.09229203165897384,0.0535355618308624,1.723938789520071,0.09556090452766992,0.9222166278980897
K562,predicted_magnitude,0.2,566,114,0.7982456140350878,0.08217597499557067,0.0535355618308624,1.5349792210118829,0.08420971948924927,0.9336984403507316
K562,predicted_magnitude,0.3,566,170,0.8235294117647058,0.0761042129014789,0.0535355618308624,1.4215637288335325,0.07798553554777134,0.9230542057805416
K562,safeconf_e205_risk,0.05,566,29,0.2413793103448276,0.07524258719098215,0.0535355618308624,1.405469273465362,0.10809336214392197,0.3978720776050736
K562,safeconf_e205_risk,0.1,566,57,0.2982456140350877,0.07212743447280129,0.0535355618308624,1.3472807981482875,0.09556090452766992,0.44239669325412134
K562,safeconf_e205_risk,0.2,566,114,0.41228070175438597,0.06754380039571238,0.0535355618308624,1.2616623060594174,0.08420971948924927,0.456678834374442
K562,safeconf_e205_risk,0.3,566,170,0.5470588235294118,0.06559309247727416,0.0535355618308624,1.2252246961469409,0.07798553554777134,0.49315106780965967
K562,family_disagreement,0.05,566,29,0.1724137931034483,0.07768095554396676,0.0535355618308624,1.4510159768078668,0.10809336214392197,0.44256538156881375
K562,family_disagreement,0.1,566,57,0.2807017543859649,0.07327141958090311,0.0535355618308624,1.3686494934412605,0.09556090452766992,0.46961800864838515
K562,family_disagreement,0.2,566,114,0.38596491228070173,0.0677777040581928,0.0535355618308624,1.266031432944074,0.08420971948924927,0.46430426504104333
K562,family_disagreement,0.3,566,170,0.5294117647058824,0.06640603641102792,0.0535355618308624,1.2404098162045607,0.07798553554777134,0.5264003441960615
K562,gat_family_disagreement,0.05,566,29,0.2413793103448276,0.07904414931026932,0.0535355618308624,1.47647930846411,0.10809336214392197,0.46755161192415035
K562,gat_family_disagreement,0.1,566,57,0.3157894736842105,0.07331630728593187,0.0535355618308624,1.3694879586313817,0.09556090452766992,0.47068611903483953
K562,gat_family_disagreement,0.2,566,114,0.39473684210526316,0.06777271269635322,0.0535355618308624,1.2659381984347333,0.08420971948924927,0.4641415429902809
K562,gat_family_disagreement,0.3,566,170,0.5352941176470588,0.06626189946038305,0.0535355618308624,1.2377174572245568,0.07798553554777134,0.5205051660533876
K562,registered_family_disagreement,0.05,566,29,0.2413793103448276,0.07891386507478372,0.0535355618308624,1.4740457067416286,0.10809336214392197,0.46516360810548446
K562,registered_family_disagreement,0.1,566,57,0.3157894736842105,0.07595290330421613,0.0535355618308624,1.4187373907493108,0.09556090452766992,0.5334243586086609
K562,registered_family_disagreement,0.2,566,114,0.47368421052631576,0.0715015753443422,0.0535355618308624,1.3355902674607345,0.08420971948924927,0.5857051956752779
K562,registered_family_disagreement,0.3,566,170,0.5705882352941176,0.06784760044818403,0.0535355618308624,1.2673370396772592,0.07798553554777134,0.5853600818975035
K562,cross_family_disagreement,0.05,566,29,0.2413793103448276,0.07977391691646639,0.0535355618308624,1.4901107635425617,0.10809336214392197,0.480927657182749
K562,cross_family_disagreement,0.1,566,57,0.3157894736842105,0.07624494394297146,0.0535355618308624,1.4241924682486,0.09556090452766992,0.5403735140471368
K562,cross_family_disagreement,0.2,566,114,0.4649122807017544,0.07028594207520465,0.0535355618308624,1.3128832438008695,0.08420971948924927,0.5460746609862454
K562,cross_family_disagreement,0.3,566,170,0.5647058823529412,0.06702787335220617,0.0535355618308624,1.252025215761641,0.07798553554777134,0.551833375265056
RPE1,safeconf_m_4to1,0.05,416,21,0.38095238095238093,0.11776756716032005,0.07920191431855597,1.4869282917411588,0.13691608363611957,0.6682181048047723
RPE1,safeconf_m_4to1,0.1,416,42,0.35714285714285715,0.10892440334561553,0.07920191431855597,1.3752748817094684,0.12557426512972414,0.6409528200994564
RPE1,safeconf_m_4to1,0.2,416,84,0.5238095238095238,0.1021804822320872,0.07920191431855597,1.2901264206962186,0.11630481918027424,0.6193199157632497
RPE1,safeconf_m_4to1,0.3,416,125,0.552,0.09688760094362162,0.07920191431855597,1.2232987267698165,0.11049116782943808,0.5652319771360071
RPE1,predicted_magnitude,0.05,416,21,0.23809523809523808,0.10619212343646915,0.07920191431855597,1.3407772318400861,0.13691608363611957,0.4676530813326548
RPE1,predicted_magnitude,0.1,416,42,0.35714285714285715,0.10717838848860527,0.07920191431855597,1.3532297724209776,0.12557426512972414,0.6033007531572355
RPE1,predicted_magnitude,0.2,416,84,0.5,0.10179485828777785,0.07920191431855597,1.2852575491843716,0.11630481918027424,0.6089265531479352
RPE1,predicted_magnitude,0.3,416,125,0.544,0.09587967570067013,0.07920191431855597,1.2105727055413706,0.11049116782943808,0.5330188326900733
RPE1,safeconf_e205_risk,0.05,416,21,0.23809523809523808,0.09953020139831607,0.07920191431855597,1.2566640876633135,0.13691608363611957,0.3522235062919599
RPE1,safeconf_e205_risk,0.1,416,42,0.2619047619047619,0.09982241419873976,0.07920191431855597,1.2603535540472748,0.12557426512972414,0.4446722997536198
RPE1,safeconf_e205_risk,0.2,416,84,0.4523809523809524,0.09545337647074666,0.07920191431855597,1.2051902696041676,0.11630481918027424,0.43801050652932794
RPE1,safeconf_e205_risk,0.3,416,125,0.52,0.09275802958411639,0.07920191431855597,1.171158934505506,0.11049116782943808,0.4332514759690808
RPE1,family_disagreement,0.05,416,21,0.23809523809523808,0.10539059453846206,0.07920191431855597,1.3306571620803669,0.13691608363611957,0.4537651763782094
RPE1,family_disagreement,0.1,416,42,0.35714285714285715,0.10523604653089322,0.07920191431855597,1.3287058455131027,0.12557426512972414,0.561414975884019
RPE1,family_disagreement,0.2,416,84,0.4880952380952381,0.09935716218487098,0.07920191431855597,1.2544793019174902,0.11630481918027424,0.5432256029934363
RPE1,family_disagreement,0.3,416,125,0.488,0.09387312272905385,0.07920191431855597,1.1852380531042368,0.11049116782943808,0.4688896910051041
RPE1,gat_family_disagreement,0.05,416,21,0.09523809523809523,0.08759577977211747,0.07920191431855597,1.105980588042364,0.13691608363611957,0.14543855612606157
RPE1,gat_family_disagreement,0.1,416,42,0.14285714285714285,0.0857223675863021,0.07920191431855597,1.0823269655013688,0.12557426512972414,0.14061079832458614
RPE1,gat_family_disagreement,0.2,416,84,0.30952380952380953,0.0845947591583563,0.07920191431855597,1.068089829471923,0.11630481918027424,0.14534831868015055
RPE1,gat_family_disagreement,0.3,416,125,0.352,0.08356342443650709,0.07920191431855597,1.0550682411590306,0.11049116782943808,0.13939323021670136
RPE1,registered_family_disagreement,0.05,416,21,0.14285714285714285,0.0966358114756001,0.07920191431855597,1.2201196436606785,0.13691608363611957,0.30207308470675054
RPE1,registered_family_disagreement,0.1,416,42,0.16666666666666666,0.09400107881669188,0.07920191431855597,1.1868536212219893,0.12557426512972414,0.31913768095129064
RPE1,registered_family_disagreement,0.2,416,84,0.4523809523809524,0.09461981159958396,0.07920191431855597,1.194665715010575,0.11630481918027424,0.4155442097725276
RPE1,registered_family_disagreement,0.3,416,125,0.472,0.09232942454084093,0.07920191431855597,1.1657473854670373,0.11049116782943808,0.41955332100586357
RPE1,cross_family_disagreement,0.05,416,21,0.09523809523809523,0.09267012619293828,0.07920191431855597,1.170049070028941,0.13691608363611957,0.2333605773700993
RPE1,cross_family_disagreement,0.1,416,42,0.11904761904761904,0.08685482985162907,0.07920191431855597,1.0966253858750497,0.12557426512972414,0.16503186487647273
RPE1,cross_family_disagreement,0.2,416,84,0.32142857142857145,0.08524991130738437,0.07920191431855597,1.076361752627631,0.11630481918027424,0.16300602368922726
RPE1,cross_family_disagreement,0.3,416,125,0.368,0.08474841871760073,0.07920191431855597,1.0700299285284482,0.11049116782943808,0.17726547541684692
hepg2,safeconf_m_4to1,0.05,405,21,0.6190476190476191,0.10119787554656355,0.05787955825291101,1.748421698458175,0.10927630010837429,0.8428222437809639
hepg2,safeconf_m_4to1,0.1,405,41,0.5609756097560976,0.09315540895482204,0.05787955825291101,1.6094699366530991,0.10076755492366667,0.8225110389911222
hepg2,safeconf_m_4to1,0.2,405,81,0.6666666666666666,0.08472209442108523,0.05787955825291101,1.4637653945263862,0.0903358938520773,0.8270353283154902
hepg2,safeconf_m_4to1,0.3,405,122,0.7377049180327869,0.0779984737626684,0.05787955825291101,1.3475996727868171,0.08340835610057801,0.7880870705236126
hepg2,predicted_magnitude,0.05,405,21,0.5714285714285714,0.09954095963826003,0.05787955825291101,1.7197947365683928,0.10927630010837429,0.8105844822325166
hepg2,predicted_magnitude,0.1,405,41,0.4878048780487805,0.08902003790578404,0.05787955825291101,1.5380220684615686,0.10076755492366667,0.7260884646101228
hepg2,predicted_magnitude,0.2,405,81,0.654320987654321,0.08346175004849375,0.05787955825291101,1.4419901009575535,0.0903358938520773,0.7882033298990129
hepg2,predicted_magnitude,0.3,405,122,0.7622950819672131,0.0783944599203685,0.05787955825291101,1.3544412273814428,0.08340835610057801,0.8035984220593564
hepg2,safeconf_e205_risk,0.05,405,21,0.42857142857142855,0.0807514387361011,0.05787955825291101,1.3951633560029766,0.10927630010837429,0.4450064275963225
hepg2,safeconf_e205_risk,0.1,405,41,0.36585365853658536,0.07768789039412967,0.05787955825291101,1.3422336441246494,0.10076755492366667,0.4618619119303725
hepg2,safeconf_e205_risk,0.2,405,81,0.48148148148148145,0.07363416111488222,0.05787955825291101,1.2721963217675187,0.0903358938520773,0.48540916807552054
hepg2,safeconf_e205_risk,0.3,405,122,0.5409836065573771,0.07115916310216135,0.05787955825291101,1.2294351451547654,0.08340835610057801,0.5201813625730097
hepg2,family_disagreement,0.05,405,21,0.14285714285714285,0.07473004802426833,0.05787955825291101,1.291130241487457,0.10927630010837429,0.327851322146915
hepg2,family_disagreement,0.1,405,41,0.2926829268292683,0.07417383261930452,0.05787955825291101,1.2815203650171951,0.10076755492366667,0.379926217852563
hepg2,family_disagreement,0.2,405,81,0.38271604938271603,0.06932762733926603,0.05787955825291101,1.1977912311688947,0.0903358938520773,0.3527221688775332
hepg2,family_disagreement,0.3,405,122,0.47540983606557374,0.0667775850197026,0.05787955825291101,1.1537334947843019,0.08340835610057801,0.3485486006778324
hepg2,gat_family_disagreement,0.05,405,21,0.047619047619047616,0.06808881628592484,0.05787955825291101,1.1763879742897028,0.10927630010837429,0.19863628830255553
hepg2,gat_family_disagreement,0.1,405,41,0.12195121951219512,0.06600749155006841,0.05787955825291101,1.1404283920350862,0.10076755492366667,0.18951534061043357
hepg2,gat_family_disagreement,0.2,405,81,0.345679012345679,0.06432833836176602,0.05787955825291101,1.1114172309449282,0.0903358938520773,0.19869094861776881
hepg2,gat_family_disagreement,0.3,405,122,0.4262295081967213,0.06471617992813965,0.05787955825291101,1.118118069342466,0.08340835610057801,0.26780037650121535
hepg2,registered_family_disagreement,0.05,405,21,0.14285714285714285,0.07722833605330451,0.05787955825291101,1.3342938056964242,0.10927630010837429,0.3764592287737943
hepg2,registered_family_disagreement,0.1,405,41,0.24390243902439024,0.07396916458117504,0.05787955825291101,1.277984262733291,0.10076755492366667,0.3751540658749204
hepg2,registered_family_disagreement,0.2,405,81,0.35802469135802467,0.06791400663631238,0.05787955825291101,1.1733677430562748,0.0903358938520773,0.30916763085414745
hepg2,registered_family_disagreement,0.3,405,122,0.45901639344262296,0.06635347129801145,0.05787955825291101,1.1464059730392682,0.08340835610057801,0.33193545170693745
hepg2,cross_family_disagreement,0.05,405,21,0.19047619047619047,0.08269542365432836,0.05787955825291101,1.4287500829391568,0.10927630010837429,0.48282954338241807
hepg2,cross_family_disagreement,0.1,405,41,0.24390243902439024,0.07382676140928462,0.05787955825291101,1.2755239265422618,0.10076755492366667,0.3718337155917485
hepg2,cross_family_disagreement,0.2,405,81,0.345679012345679,0.066350247548356,0.05787955825291101,1.1463502754881334,0.0903358938520773,0.26098723528304224
hepg2,cross_family_disagreement,0.3,405,122,0.4262295081967213,0.06528502587727149,0.05787955825291101,1.1279461669697182,0.08340835610057801,0.2900828965213982
jurkat,safeconf_m_4to1,0.05,421,22,0.45454545454545453,0.08646328156401287,0.05655420183917333,1.5288568974926713,0.0985014498818621,0.7130164938210425
jurkat,safeconf_m_4to1,0.1,421,43,0.4883720930232558,0.08119413230736505,0.05655420183917333,1.435686998788557,0.09115165947423812,0.712189049498798
jurkat,safeconf_m_4to1,0.2,421,85,0.611764705882353,0.07575483116989203,0.05655420183917333,1.339508448644023,0.08295913696983036,0.7271606324995705
jurkat,safeconf_m_4to1,0.3,421,127,0.6535433070866141,0.07167251627772189,0.05655420183917333,1.2673243357149915,0.07781915744404941,0.7109497296614113
jurkat,predicted_magnitude,0.05,421,22,0.36363636363636365,0.08216543923291236,0.05655420183917333,1.452861795602231,0.0985014498818621,0.6105582270301749
jurkat,predicted_magnitude,0.1,421,43,0.4883720930232558,0.08070398994367611,0.05655420183917333,1.42702022695288,0.09115165947423812,0.6980220442564192
jurkat,predicted_magnitude,0.2,421,85,0.5764705882352941,0.07537477629243573,0.05655420183917333,1.3327882604865262,0.08295913696983036,0.712767305056208
jurkat,predicted_magnitude,0.3,421,127,0.6456692913385826,0.07171308085982206,0.05655420183917333,1.26804160482641,0.07781915744404941,0.7128573086309562
jurkat,safeconf_e205_risk,0.05,421,22,0.045454545454545456,0.06567829633983457,0.05655420183917333,1.1613336269267487,0.0985014498818621,0.21751354204156267
jurkat,safeconf_e205_risk,0.1,421,43,0.23255813953488372,0.06665663396603655,0.05655420183917333,1.1786327416589155,0.09115165947423812,0.29199926287717526
jurkat,safeconf_e205_risk,0.2,421,85,0.4117647058823529,0.06581247488586925,0.05655420183917333,1.1637061923891037,0.08295913696983036,0.3506266158535927
jurkat,safeconf_e205_risk,0.3,421,127,0.5118110236220472,0.06575275230607745,0.05655420183917333,1.1626501686481687,0.07781915744404941,0.4325685243751406
jurkat,family_disagreement,0.05,421,22,0.13636363636363635,0.0712093252034627,0.05655420183917333,1.2591341206788673,0.0985014498818621,0.3493703174371576
jurkat,family_disagreement,0.1,421,43,0.3023255813953488,0.06873635365009036,0.05655420183917333,1.2154066614813195,0.09115165947423812,0.35211118514587963
jurkat,family_disagreement,0.2,421,85,0.4,0.0674109195839736,0.05655420183917333,1.1919701346979343,0.08295913696983036,0.4111624471364542
jurkat,family_disagreement,0.3,421,127,0.4881889763779528,0.06536921585943983,0.05655420183917333,1.155868418854788,0.07781915744404941,0.41453244408585593
jurkat,gat_family_disagreement,0.05,421,22,0.18181818181818182,0.07189061071446956,0.05655420183917333,1.2711807147222998,0.0985014498818621,0.36561180031855034
jurkat,gat_family_disagreement,0.1,421,43,0.20930232558139536,0.06560806675564429,0.05655420183917333,1.1600918167357042,0.09115165947423812,0.2616916252047028
jurkat,gat_family_disagreement,0.2,421,85,0.35294117647058826,0.06511026170662712,0.05655420183917333,1.1512895521323983,0.08295913696983036,0.32403260319014804
jurkat,gat_family_disagreement,0.3,421,127,0.4409448818897638,0.06331190255942985,0.05655420183917333,1.119490692123528,0.07781915744404941,0.31778579019026837
jurkat,registered_family_disagreement,0.05,421,22,0.045454545454545456,0.06951370158616878,0.05655420183917333,1.229151845937976,0.0985014498818621,0.3089475556014271
jurkat,registered_family_disagreement,0.1,421,43,0.32558139534883723,0.0700273840315467,0.05655420183917333,1.2382348570790174,0.09115165947423812,0.38942694386648197
jurkat,registered_family_disagreement,0.2,421,85,0.4117647058823529,0.06721135426332009,0.05655420183917333,1.18844139034007,0.08295913696983036,0.4036045675330382
jurkat,registered_family_disagreement,0.3,421,127,0.5039370078740157,0.06592027729173212,0.05655420183917333,1.165612370928577,0.07781915744404941,0.4404465086403068
jurkat,cross_family_disagreement,0.05,421,22,0.045454545454545456,0.06764074446995832,0.05655420183917333,1.1960339332930996,0.0985014498818621,0.2642972578201666
jurkat,cross_family_disagreement,0.1,421,43,0.3023255813953488,0.06912069355035166,0.05655420183917333,1.2222026180638963,0.09115165947423812,0.3632200910173844
jurkat,cross_family_disagreement,0.2,421,85,0.3764705882352941,0.06627715503193017,0.05655420183917333,1.171922737419345,0.08295913696983036,0.3682248467813185
jurkat,cross_family_disagreement,0.3,421,127,0.44881889763779526,0.06363290454937442,0.05655420183917333,1.1251666981408603,0.07781915744404941,0.3328811421820198
