scope,predictor,budget,n_tasks,n_selected,high_error_capture,selected_mean_error,overall_mean_error,error_lift,oracle_mean_error,oracle_normalized_utility
pooled,context_holdout_router,0.05,1808,91,0.3956043956043956,0.10179289830375254,0.061214112382368006,1.6628991966413413,0.11929810556455865,0.6986225240076392
pooled,context_holdout_router,0.1,1808,181,0.4585635359116022,0.09344177194002896,0.061214112382368006,1.5264743423273708,0.10997661913663377,0.6609106402193252
pooled,context_holdout_router,0.2,1808,362,0.5248618784530387,0.08583464520052815,0.061214112382368006,1.4022035419605594,0.09826437045744024,0.6645171747055946
pooled,context_holdout_router,0.3,1808,543,0.6372007366482505,0.08037091690120494,0.061214112382368006,1.312947517709247,0.09059945115675143,0.6519170891960866
pooled,architecture_aware_router,0.05,1808,91,0.4065934065934066,0.10191711901762719,0.061214112382368006,1.6649284789267516,0.11929810556455865,0.7007611633653881
pooled,architecture_aware_router,0.1,1808,181,0.4585635359116022,0.09360681681393453,0.061214112382368006,1.529170532265969,0.10997661913663377,0.6642953077618963
pooled,architecture_aware_router,0.2,1808,362,0.5193370165745856,0.08555816040324571,0.061214112382368006,1.3976868580371626,0.09826437045744024,0.6570547490263396
pooled,architecture_aware_router,0.3,1808,543,0.6316758747697975,0.08052431001138198,0.061214112382368006,1.3154533632439966,0.09059945115675143,0.6571371450666269
pooled,historical_nonnegative_router,0.05,1808,91,0.3956043956043956,0.10175324740497012,0.061214112382368006,1.6622514555038934,0.11929810556455865,0.6979398764035385
pooled,historical_nonnegative_router,0.1,1808,181,0.4530386740331492,0.0932988301029872,0.061214112382368006,1.5241392298593683,0.10997661913663377,0.6579792520164565
pooled,historical_nonnegative_router,0.2,1808,362,0.5138121546961326,0.08518593653910408,0.061214112382368006,1.391606170926704,0.09826437045744024,0.6470082909588301
pooled,historical_nonnegative_router,0.3,1808,543,0.6316758747697975,0.08049929072998596,0.061214112382368006,1.31504464570449,0.09059945115675143,0.6562857245134008
pooled,certificate_priority_q80,0.05,1808,91,0.3076923076923077,0.09845374957550683,0.061214112382368006,1.6083505215353782,0.11929810556455865,0.6411342463375437
pooled,certificate_priority_q80,0.1,1808,181,0.3370165745856354,0.08890583334517321,0.061214112382368006,1.4523747855695688,0.10997661913663377,0.567889610399956
pooled,certificate_priority_q80,0.2,1808,362,0.3342541436464088,0.07399160344484226,0.061214112382368006,1.2087344006993175,0.09826437045744024,0.34486915142626423
pooled,certificate_priority_q80,0.3,1808,543,0.5580110497237569,0.07691747843925856,0.061214112382368006,1.2565317938255969,0.09059945115675143,0.5343945896781667
pooled,registered_predicted_magnitude,0.05,1808,91,0.3076923076923077,0.09776432267249552,0.061214112382368006,1.5970879731428624,0.11929810556455865,0.6292647644847928
pooled,registered_predicted_magnitude,0.1,1808,181,0.3259668508287293,0.08860619177015135,0.061214112382368006,1.44747981015687,0.10997661913663377,0.5617446930245659
pooled,registered_predicted_magnitude,0.2,1808,362,0.4558011049723757,0.0830226429304176,0.061214112382368006,1.356266385303845,0.09826437045744024,0.5886202062037074
pooled,registered_predicted_magnitude,0.3,1808,543,0.585635359116022,0.07878552473420879,0.061214112382368006,1.2870483891375024,0.09059945115675143,0.5979652808072645
pooled,registered_family_disagreement,0.05,1808,91,0.12087912087912088,0.07802540282979585,0.061214112382368006,1.2746309599723957,0.11929810556455865,0.2894306938349827
pooled,registered_family_disagreement,0.1,1808,181,0.20441988950276244,0.07635427844678723,0.061214112382368006,1.247331301152382,0.10997661913663377,0.3104878537257471
pooled,registered_family_disagreement,0.2,1808,362,0.3342541436464088,0.07399160344484226,0.061214112382368006,1.2087344006993175,0.09826437045744024,0.34486915142626423
pooled,registered_family_disagreement,0.3,1808,543,0.46593001841620624,0.07272634387739295,0.061214112382368006,1.1880649910124468,0.09059945115675143,0.39176786707869077
K562,context_holdout_router,0.05,566,29,0.7931034482758621,0.10553105510441549,0.053952014386204596,1.9560169588663132,0.1080918369242906,0.952700587112681
K562,context_holdout_router,0.1,566,57,0.7894736842105263,0.09377593559327065,0.053952014386204596,1.7381359465467694,0.09593326327639315,0.948612112784794
K562,context_holdout_router,0.2,566,114,0.7982456140350878,0.08272535981711931,0.053952014386204596,1.5333136446944602,0.08481412839149682,0.9323193293233468
K562,context_holdout_router,0.3,566,170,0.8176470588235294,0.07673623033776991,0.053952014386204596,1.4223051949176375,0.07861088700681867,0.9239763837588582
K562,architecture_aware_router,0.05,566,29,0.7931034482758621,0.10553105510441549,0.053952014386204596,1.9560169588663132,0.1080918369242906,0.952700587112681
K562,architecture_aware_router,0.1,566,57,0.7894736842105263,0.09362900441358042,0.053952014386204596,1.7354125787288701,0.09593326327639315,0.9451121888050534
K562,architecture_aware_router,0.2,566,114,0.7982456140350878,0.08246452867092889,0.053952014386204596,1.5284791422359734,0.08481412839149682,0.9238678296579093
K562,architecture_aware_router,0.3,566,170,0.8411764705882353,0.07681424751265267,0.053952014386204596,1.4237512424057681,0.07861088700681867,0.927140241899621
K562,historical_nonnegative_router,0.05,566,29,0.7931034482758621,0.10553105510441549,0.053952014386204596,1.9560169588663132,0.1080918369242906,0.952700587112681
K562,historical_nonnegative_router,0.1,566,57,0.7894736842105263,0.09362900441358042,0.053952014386204596,1.7354125787288701,0.09593326327639315,0.9451121888050534
K562,historical_nonnegative_router,0.2,566,114,0.7807017543859649,0.08224838937529237,0.053952014386204596,1.5244730027415454,0.08481412839149682,0.9168644437071135
K562,historical_nonnegative_router,0.3,566,170,0.8529411764705882,0.0768114876392668,0.053952014386204596,1.4237000881825708,0.07861088700681867,0.9270283197761593
K562,certificate_priority_q80,0.05,566,29,0.7586206896551724,0.103706499311892,0.053952014386204596,1.9221988370912342,0.1080918369242906,0.9189997785952546
K562,certificate_priority_q80,0.1,566,57,0.6666666666666666,0.09018052499996956,0.053952014386204596,1.6714950502947026,0.09593326327639315,0.8629688628017911
K562,certificate_priority_q80,0.2,566,114,0.5877192982456141,0.0772981761906524,0.053952014386204596,1.432720855190485,0.08481412839149682,0.7564667086786219
K562,certificate_priority_q80,0.3,566,170,0.5705882352941176,0.06858451678165327,0.053952014386204596,1.2712132727928351,0.07861088700681867,0.593397055111771
K562,registered_predicted_magnitude,0.05,566,29,0.7931034482758621,0.10578146359635171,0.053952014386204596,1.9606582775415293,0.1080918369242906,0.9573258053013823
K562,registered_predicted_magnitude,0.1,566,57,0.7894736842105263,0.0931043944947237,0.053952014386204596,1.7256889395872173,0.09593326327639315,0.9326158974196076
K562,registered_predicted_magnitude,0.2,566,114,0.7982456140350878,0.08278892129401631,0.053952014386204596,1.534491755977609,0.08481412839149682,0.9343788602059719
K562,registered_predicted_magnitude,0.3,566,170,0.8176470588235294,0.07681682555995498,0.053952014386204596,1.423799026484484,0.07861088700681867,0.9272447903654801
K562,registered_family_disagreement,0.05,566,29,0.2413793103448276,0.07807527186763047,0.053952014386204596,1.4471243151135083,0.1080918369242906,0.4455732647526831
K562,registered_family_disagreement,0.1,566,57,0.3157894736842105,0.07593127680231268,0.053952014386204596,1.4073853898906161,0.09593326327639315,0.5235495131076213
