epoch,train_mse,val_mse,learning_rate,improved,seconds
1,0.37047930035521004,0.32578514102432465,9e-05,True,44.330599784851074
2,0.3361662060241489,0.3257888812157843,8.1e-05,False,43.1005334854126
3,0.3351166902876952,0.32569167762994766,7.290000000000001e-05,True,42.72473478317261
4,0.33486482818775315,0.32499270430869526,6.561000000000002e-05,True,43.682008266448975
5,0.3343835621195681,0.3254758837736315,5.904900000000002e-05,False,44.10740280151367
6,0.3337289550944286,0.3251466482049889,5.314410000000002e-05,False,45.505977392196655
7,0.3333608902990818,0.3266581154117982,4.782969000000002e-05,False,41.87542462348938
