target,baseline,delta_stratified_spearman,bootstrap_ci95_low,bootstrap_ci95_high
pair_mean_RMSE,magnitude_mean_rank,0.2219464694268169,0.029171352666638856,0.425215806723583
pair_mean_RMSE,magnitude_max_rank,0.20252836614329112,0.022375340419934907,0.3878550230329667
pair_max_RMSE,magnitude_mean_rank,0.2587412225014205,0.05311917184599043,0.46513573758348276
pair_max_RMSE,magnitude_max_rank,0.2330477776161563,0.04914414011292541,0.4225843772469869
