culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00096965930363378532,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00091080131131517311,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00010299415521092062,True
Rest,scGPT_seed3410,200,True,200,0.0050000000000000001,0.00046308898269102009,True
Rest,scGPT_seed3411,200,True,200,0.0050000000000000001,6.0023940196870375e-05,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070071754022495464,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.063922477034817626,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.13678967229898586,True
Rest,GEARS_seed3410,200,True,200,0.0050000000000000001,0.05946454154955861,True
Rest,GEARS_seed3411,200,True,200,0.0050000000000000001,0.075539946109309308,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00024662527323272149,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.051951731661462039,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00082822013857113054,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0006937112393402687,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00010350910625718069,True
Stim8hr,scGPT_seed3410,200,True,200,0.0050000000000000001,0.00034857593326189919,True
Stim8hr,scGPT_seed3411,200,True,200,0.0050000000000000001,0.0001145265962022021,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070070785110813993,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.063945188271994594,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.13683926249393891,True
Stim8hr,GEARS_seed3410,200,True,200,0.0050000000000000001,0.059504595840679693,True
Stim8hr,GEARS_seed3411,200,True,200,0.0050000000000000001,0.07535703089462524,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00020020391046447698,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.051931871342302066,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.0008852806959614804,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00077055178779186545,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,9.0369028185279294e-05,True
Stim48hr,scGPT_seed3410,200,True,200,0.0050000000000000001,0.00032574520018583509,True
Stim48hr,scGPT_seed3411,200,True,200,0.0050000000000000001,0.00010054681981472802,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070045899654602048,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.063918489589406741,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.1368742672570526,True
Stim48hr,GEARS_seed3410,200,True,200,0.0050000000000000001,0.059456386068602762,True
Stim48hr,GEARS_seed3411,200,True,200,0.0050000000000000001,0.075175018233111027,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00021501337106842909,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.052002513994299303,True
