target,seed_index,budget,D,M,M_plus_D_fixed,M_plus_H_fixed,ridge_no_history,ridge_with_history,history_minus_no_history,history_minus_M,history_minus_best_fixed
K562,10,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8821746657292674,0.010707083567927711,-0.07257406665363697,-0.08762001669287378
K562,10,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8821746657292674,0.010707083567927711,-0.07257406665363697,-0.08762001669287378
K562,10,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8905607754519528,-0.04900099932568969,-0.06418795693095158,-0.0792339069701884
K562,10,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
K562,11,0.01,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.7954541916826343,-0.14410758309500815,-0.15929454070027005,-0.17434049073950686
K562,11,0.05,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9334050856531662,0.8629439299411518,-0.07046115571201439,-0.0918048024417526,-0.10685075248098941
K562,11,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8823422293265131,0.01087464716517339,-0.07240650305639129,-0.0874524530956281
K562,11,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9256232347665302,0.8823422293265131,-0.04328100544001712,-0.07240650305639129,-0.0874524530956281
K562,11,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8860681754801066,-0.05349359929753583,-0.06868055690279773,-0.08372650694203454
K562,11,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
K562,12,0.01,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.7589330279977036,0.5923555650619862,-0.1665774629357174,-0.3623931673209182,-0.377439117360155
K562,12,0.05,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8737307615349765,0.8775790739064744,0.003848312371497853,-0.07716965847642998,-0.09221560851566679
K562,12,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8922711473304171,0.020803565169077443,-0.06247758505248724,-0.07752353509172405
K562,12,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9256232347665302,0.8821746657292674,-0.043448569037262796,-0.07257406665363697,-0.08762001669287378
K562,12,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8900009860014134,-0.04956078877622905,-0.06474774638149094,-0.07979369642072776
K562,12,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
K562,13,0.01,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8775728199449386,0.7484743675619414,-0.12909845238299722,-0.20627436482096295,-0.22132031486019976
K562,13,0.05,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8775728199449386,0.7046263749983033,-0.17294644494663536,-0.2501223573846011,-0.2651683074238379
K562,13,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8731709720844376,0.8661742687171914,-0.0069967033672462264,-0.08857446366571298,-0.10362041370494979
K562,13,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8821746657292674,0.010707083567927711,-0.07257406665363697,-0.08762001669287378
K562,13,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8866279649306454,-0.052933809846997026,-0.06812076745225892,-0.08316671749149573
K562,13,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
K562,14,0.01,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,4.0436263766728885e-16,4.0436263766728885e-16,0.0,-0.9547487323829039,-0.9697946824221407
K562,14,0.05,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9395617747776425,0.0,-0.015186957605261897,-0.030232907644498708
K562,14,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9256232347665302,0.8817824398759738,-0.04384079489055637,-0.07296629250693054,-0.08801224254616735
K562,14,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8900009860014134,-0.04956078877622905,-0.06474774638149094,-0.07979369642072776
K562,14,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8860681754801066,-0.05349359929753583,-0.06868055690279773,-0.08372650694203454
K562,14,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
K562,15,0.01,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.7589330279977036,0.8308097391741334,0.0718767111764298,-0.123938993208771,-0.1389849432480078
K562,15,0.05,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.7769732024066409,0.773610024414619,-0.003363177992021904,-0.18113870796828535,-0.19618465800752216
K562,15,0.1,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8630565104830231,-0.008411071678316562,-0.09169222189988124,-0.10673817193911805
K562,15,0.2,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.8714675821613397,0.8743928148426311,0.002925232681291412,-0.08035591754027327,-0.09540186757951008
K562,15,0.5,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.8860681754801066,-0.05349359929753583,-0.06868055690279773,-0.08372650694203454
K562,15,1.0,0.5075637143377131,0.9547487323829044,0.9395617747776425,0.9697946824221412,0.9395617747776425,0.9441636205619709,0.004601845784328429,-0.010585111820933468,-0.02563106186017028
RPE1,0,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.39878548863010704,-0.01585127325106811,-0.01585127325106811,-0.1539649578894126
RPE1,0,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,0,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5542378395450415,0.1396010776638663,0.1396010776638663,0.0014873930255218104
RPE1,0,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5542378395450415,0.1396010776638663,0.1396010776638663,0.0014873930255218104
RPE1,0,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,0,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,1,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.41463676188117515,0.0,0.0,-0.1381136846383445
RPE1,1,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38896830712681674,0.5288986682967227,0.13993036116990598,0.11426190641554756,-0.023851778222796938
RPE1,1,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38808979675765654,0.5542378395450415,0.16614804278738493,0.1396010776638663,0.0014873930255218104
RPE1,1,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.5922783964646725,0.15421793005470885,0.17764163458349735,0.03952794994515285
RPE1,1,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.4783499778257061,0.5597539183196688,0.08140394049396271,0.14511715643849366,0.0070034718001491525
RPE1,1,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,2,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.16695630725016508,-0.24768045463101007,-0.24768045463101007,-0.3857941392693546
RPE1,2,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.40109080223448207,0.5564196852657128,0.15532888303123077,0.14178292338453768,0.003669238746193182
RPE1,2,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.36660866166603717,0.5255644352427672,0.15895577357673002,0.11092767336159204,-0.027186011276752464
RPE1,2,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,2,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,2,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,3,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38808979675765654,0.5703966103190842,0.18230681356142764,0.15575984843790902,0.017646163799564518
RPE1,3,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.5703966103190842,0.13233614390912052,0.15575984843790902,0.017646163799564518
RPE1,3,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38808979675765654,0.5598405003380414,0.1717507035803849,0.1452037384568663,0.007090053818521791
RPE1,3,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38896830712681674,0.4908581113770911,0.10188980425027439,0.07622134949591597,-0.061892335142428534
RPE1,3,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.5922783964646725,0.15421793005470885,0.17764163458349735,0.03952794994515285
RPE1,3,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,4,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,4,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5542378395450415,0.1396010776638663,0.1396010776638663,0.0014873930255218104
RPE1,4,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,4,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,4,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.49515498644151773,0.5922783964646725,0.09712341002315478,0.17764163458349735,0.03952794994515285
RPE1,4,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,5,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.4908581113770911,0.052797644967127466,0.07622134949591597,-0.061892335142428534
RPE1,5,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,5,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5542378395450415,0.1396010776638663,0.1396010776638663,0.0014873930255218104
RPE1,5,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5542378395450415,0.1396010776638663,0.1396010776638663,0.0014873930255218104
RPE1,5,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,5,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,6,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.40109080223448207,0.47912939773466967,0.0780385955001876,0.06449263585349452,-0.07362104878484999
RPE1,6,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38896830712681674,0.5289852503150957,0.14001694318827895,0.11434848843392054,-0.023765196204423966
RPE1,6,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.4783499778257061,0.4733687652805399,-0.004981212545166203,0.05873200339936474,-0.07938168123897976
RPE1,6,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,6,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,6,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,7,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.36660866166603717,0.3638690378014783,-0.0027396238645588933,-0.050767724079696874,-0.18888140871804138
RPE1,7,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38808979675765654,0.47690343495456716,0.08881363819691063,0.06226667307339201,-0.0758470115649525
RPE1,7,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.38398512497324266,0.513285915369365,0.1293007903961223,0.09864915348818981,-0.03946453115015469
RPE1,7,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.47690343495456716,0.03884296854460351,0.06226667307339201,-0.0758470115649525
RPE1,7,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.4783499778257061,0.5597539183196688,0.08140394049396271,0.14511715643849366,0.0070034718001491525
RPE1,7,1.0,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.462165877751693,0.5922783964646725,0.13011251871297952,0.17764163458349735,0.03952794994515285
RPE1,8,0.01,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
RPE1,8,0.05,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.4783499778257061,0.47690343495456716,-0.0014465428711389339,0.06226667307339201,-0.0758470115649525
RPE1,8,0.1,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.43806046640996366,0.5226026746556777,0.08454220824571401,0.10796591277450251,-0.030147771863841988
RPE1,8,0.2,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.49515498644151773,0.4908581113770911,-0.0042968750644266085,0.07622134949591597,-0.061892335142428534
RPE1,8,0.5,-0.12363222454897545,0.41463676188117515,0.38808979675765654,0.5527504465195197,0.41463676188117515,0.5922783964646725,0.17764163458349735,0.17764163458349735,0.03952794994515285
