target,seed_index,budget,n_calibration_genes,n_evaluation_tasks,method,utility_20,spearman
RPE1,4,0.01,4,84,ridge_with_history,0.5922783964646725,0.5420066821909486
RPE1,4,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,0.05,17,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,4,0.05,17,84,ridge_with_history,0.5542378395450415,0.5451655360939557
RPE1,4,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,0.1,34,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,4,0.1,34,84,ridge_with_history,0.5922783964646725,0.5558570416118254
RPE1,4,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,4,0.2,67,84,ridge_with_history,0.5922783964646725,0.5709628429685129
RPE1,4,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,0.5,166,84,ridge_no_history,0.49515498644151773,0.5203806823934393
RPE1,4,0.5,166,84,ridge_with_history,0.5922783964646725,0.5544396071681684
RPE1,4,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,4,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,4,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,4,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,4,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,4,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,5,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,0.01,4,84,ridge_no_history,0.43806046640996366,0.5002936114204718
RPE1,5,0.01,4,84,ridge_with_history,0.4908581113770911,0.43175053153791637
RPE1,5,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,0.05,17,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,5,0.05,17,84,ridge_with_history,0.5922783964646725,0.5466842158550167
RPE1,5,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,0.1,34,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,5,0.1,34,84,ridge_with_history,0.5542378395450415,0.5254631973271237
RPE1,5,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,5,0.2,67,84,ridge_with_history,0.5542378395450415,0.5061455907664271
RPE1,5,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,0.5,166,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,5,0.5,166,84,ridge_with_history,0.5922783964646725,0.532935101751544
RPE1,5,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,5,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,5,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,5,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,5,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,5,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,6,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,0.01,4,84,ridge_no_history,0.40109080223448207,0.34502379264959
RPE1,6,0.01,4,84,ridge_with_history,0.47912939773466967,0.45501670547737166
RPE1,6,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,0.05,17,84,ridge_no_history,0.38896830712681674,0.4590462691100537
RPE1,6,0.05,17,84,ridge_with_history,0.5289852503150957,0.49308494482130205
RPE1,6,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,0.1,34,84,ridge_no_history,0.4783499778257061,0.5124430495089602
RPE1,6,0.1,34,84,ridge_with_history,0.4733687652805399,0.5770983092031993
RPE1,6,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,0.2,67,84,ridge_no_history,0.462165877751693,0.5148121899362155
RPE1,6,0.2,67,84,ridge_with_history,0.5922783964646725,0.5546420978029767
RPE1,6,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,0.5,166,84,ridge_no_history,0.462165877751693,0.5148121899362155
RPE1,6,0.5,166,84,ridge_with_history,0.5922783964646725,0.5622557456717627
RPE1,6,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,6,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,6,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,6,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,6,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,6,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,7,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,0.01,4,84,ridge_no_history,0.36660866166603717,0.348830616583983
RPE1,7,0.01,4,84,ridge_with_history,0.3638690378014783,0.3596841146096993
RPE1,7,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,0.05,17,84,ridge_no_history,0.38808979675765654,0.47745266781411366
RPE1,7,0.05,17,84,ridge_with_history,0.47690343495456716,0.45665687961931767
RPE1,7,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,0.1,34,84,ridge_no_history,0.38398512497324266,0.4035435861091425
RPE1,7,0.1,34,84,ridge_with_history,0.513285915369365,0.3709020957780702
RPE1,7,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,0.2,67,84,ridge_no_history,0.43806046640996366,0.4915865141237218
RPE1,7,0.2,67,84,ridge_with_history,0.47690343495456716,0.47870810974992417
RPE1,7,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,0.5,166,84,ridge_no_history,0.4783499778257061,0.5174850663156829
RPE1,7,0.5,166,84,ridge_with_history,0.5597539183196688,0.5344740305760859
RPE1,7,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,7,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,7,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,7,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,7,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,7,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,8,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,0.01,4,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,8,0.01,4,84,ridge_with_history,0.5922783964646725,0.5583071782930039
RPE1,8,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,0.05,17,84,ridge_no_history,0.4783499778257061,0.5174445681887212
RPE1,8,0.05,17,84,ridge_with_history,0.47690343495456716,0.4551381998582566
RPE1,8,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,0.1,34,84,ridge_no_history,0.43806046640996366,0.49423914143970843
RPE1,8,0.1,34,84,ridge_with_history,0.5226026746556777,0.45740609496810775
RPE1,8,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,0.2,67,84,ridge_no_history,0.49515498644151773,0.5203806823934393
RPE1,8,0.2,67,84,ridge_with_history,0.4908581113770911,0.4910397894097398
RPE1,8,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,0.5,166,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,8,0.5,166,84,ridge_with_history,0.5922783964646725,0.5615470284499342
RPE1,8,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,8,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,8,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,8,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,8,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,8,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,9,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,0.01,4,84,ridge_no_history,0.2514881348858122,0.2116837096284297
RPE1,9,0.01,4,84,ridge_with_history,0.3868184294179998,0.30691505517869805
RPE1,9,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,0.05,17,84,ridge_no_history,0.38896830712681674,0.4222537207654146
RPE1,9,0.05,17,84,ridge_with_history,0.43813046504542164,0.44191556140528504
RPE1,9,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,0.1,34,84,ridge_no_history,0.462165877751693,0.5177888022678951
RPE1,9,0.1,34,84,ridge_with_history,0.5922783964646725,0.5794472005669737
RPE1,9,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,9,0.2,67,84,ridge_with_history,0.63582361513554,0.5835172623266175
RPE1,9,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,0.5,166,84,ridge_no_history,0.41463676188117515,0.5217373696466538
RPE1,9,0.5,166,84,ridge_with_history,0.5922783964646725,0.5699908879214337
RPE1,9,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,9,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,9,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,9,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,9,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,9,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,10,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,0.01,4,84,ridge_no_history,0.2514881348858122,0.2001012453174041
RPE1,10,0.01,4,84,ridge_with_history,0.29073575172683086,0.18058114812189938
RPE1,10,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,0.05,17,84,ridge_no_history,0.38808979675765654,0.47639971651311136
RPE1,10,0.05,17,84,ridge_with_history,0.47690343495456716,0.4206135466234687
RPE1,10,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,0.1,34,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,10,0.1,34,84,ridge_with_history,0.4908581113770911,0.4730181229118154
RPE1,10,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,0.2,67,84,ridge_no_history,0.4783499778257061,0.5160473828085451
RPE1,10,0.2,67,84,ridge_with_history,0.5542378395450415,0.4961830515338665
RPE1,10,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,0.5,166,84,ridge_no_history,0.41463676188117515,0.52313455502683
RPE1,10,0.5,166,84,ridge_with_history,0.5922783964646725,0.5578009517059836
RPE1,10,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,10,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,10,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,10,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,10,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,10,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,11,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,0.01,4,84,ridge_no_history,0.40109080223448207,0.2863825048091526
RPE1,11,0.01,4,84,ridge_with_history,0.5337930391631042,0.2965070365495596
RPE1,11,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,0.05,17,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,11,0.05,17,84,ridge_with_history,0.511438846827974,0.4710742128176572
RPE1,11,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,0.1,34,84,ridge_no_history,0.41463676188117515,0.5223043434241167
RPE1,11,0.1,34,84,ridge_with_history,0.5922783964646725,0.5501265566467551
RPE1,11,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,0.2,67,84,ridge_no_history,0.462165877751693,0.5201174445681888
RPE1,11,0.2,67,84,ridge_with_history,0.5922783964646725,0.5359927103371469
RPE1,11,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,0.5,166,84,ridge_no_history,0.4783499778257061,0.5168978434747393
RPE1,11,0.5,166,84,ridge_with_history,0.5922783964646725,0.5572744760554825
RPE1,11,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,11,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,11,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,11,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,11,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,11,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,12,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,0.01,4,84,ridge_no_history,0.36660866166603717,0.37369646653842264
RPE1,12,0.01,4,84,ridge_with_history,0.44131705762565354,0.3775235395362964
RPE1,12,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,0.05,17,84,ridge_no_history,0.4783499778257061,0.503756201275691
RPE1,12,0.05,17,84,ridge_with_history,0.3938302663385469,0.504849650703655
RPE1,12,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,0.1,34,84,ridge_no_history,0.38896830712681674,0.46032196010934495
RPE1,12,0.1,34,84,ridge_with_history,0.4387375776888702,0.4922749822820695
RPE1,12,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,0.2,67,84,ridge_no_history,0.43806046640996366,0.4915865141237218
RPE1,12,0.2,67,84,ridge_with_history,0.5922783964646725,0.530221727245115
RPE1,12,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,0.5,166,84,ridge_no_history,0.4783499778257061,0.5036347068948062
RPE1,12,0.5,166,84,ridge_with_history,0.5597539183196688,0.5295130100232864
RPE1,12,1.0,332,84,M,0.41463676188117515,0.5236002834868887
RPE1,12,1.0,332,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,12,1.0,332,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,12,1.0,332,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,12,1.0,332,84,ridge_no_history,0.462165877751693,0.5210286524248253
RPE1,12,1.0,332,84,ridge_with_history,0.5922783964646725,0.5580439404677534
RPE1,13,0.01,4,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,0.01,4,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.01,4,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,0.01,4,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,0.01,4,84,ridge_no_history,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.01,4,84,ridge_with_history,-0.10810710102764624,-0.10944618811379973
RPE1,13,0.05,17,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,0.05,17,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.05,17,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,0.05,17,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,0.05,17,84,ridge_no_history,0.2514881348858122,0.23061658398299079
RPE1,13,0.05,17,84,ridge_with_history,0.4064618046039794,0.22286119266983906
RPE1,13,0.1,34,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,0.1,34,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.1,34,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,0.1,34,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,0.1,34,84,ridge_no_history,0.4783499778257061,0.5033512200060747
RPE1,13,0.1,34,84,ridge_with_history,0.47690343495456716,0.4678951098511694
RPE1,13,0.2,67,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,0.2,67,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.2,67,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,0.2,67,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,0.2,67,84,ridge_no_history,0.41463676188117515,0.5236002834868887
RPE1,13,0.2,67,84,ridge_with_history,0.5922783964646725,0.5516249873443354
RPE1,13,0.5,166,84,M,0.41463676188117515,0.5236002834868887
RPE1,13,0.5,166,84,D,-0.12363222454897545,-0.11991495393338057
RPE1,13,0.5,166,84,M_plus_D_fixed,0.38808979675765654,0.4814822314467956
RPE1,13,0.5,166,84,M_plus_H_fixed,0.5527504465195197,0.568532955350815
RPE1,13,0.5,166,84,ridge_no_history,0.4783499778257061,0.50572036043333
