budget,n_target_seed_pairs,mean_delta_history_vs_no_history,positive_pairs_history_vs_no_history,mean_delta_history_vs_M,mean_delta_history_vs_best_fixed,positive_pairs_vs_best_fixed,mean_utility_M,mean_utility_no_history,mean_utility_with_history
0.01,64,-0.05247073106327104,22,-0.1527771343146251,-0.22313952560934724,4,0.7453254827050868,0.6450190794537327,0.5925483483904617
0.05,64,-0.0032352153456064155,31,-0.031135050369529238,-0.10149744166425137,8,0.7453254827050868,0.7174256476811639,0.7141904323355576
0.1,64,-0.005724053031159468,28,-0.01877838148453024,-0.08914077277925238,9,0.7453254827050868,0.732271154251716,0.7265471012205565
0.2,64,-0.0012344887062590978,30,-0.0026272176787621873,-0.07298960897348432,13,0.7453254827050868,0.7439327537325837,0.7426982650263246
0.5,64,0.0014040490949600365,22,0.0073976943474685225,-0.06296469694725361,16,0.7453254827050868,0.7513191279575953,0.7527231770525553
1.0,64,0.016213260414146627,32,0.015690189137393257,-0.054672202157328875,16,0.7453254827050868,0.7448024114283334,0.7610156718424801
