quadrant,score_name,target_error,n_tasks,spearman
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,19,0.8614035087719297
new_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,19,0.7087719298245614
new_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,19,0.9192982456140351
new_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,19,0.7964912280701755
new_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,19,0.863157894736842
new_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,19,0.9157894736842105
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,14,0.8241758241758241
new_context_seen_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,14,0.8065934065934066
new_context_seen_perturbation,predicted_magnitude_cpa,error_cpa_rmse,14,0.2967032967032967
new_context_seen_perturbation,predicted_magnitude_ridge,error_ridge_rmse,14,0.8549450549450549
new_context_seen_perturbation,predicted_magnitude_mean,pair_mean_rmse,14,0.8461538461538461
new_context_seen_perturbation,predicted_magnitude_max,pair_max_rmse,14,0.5472527472527472
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_mean_rmse,40,0.6136960600375236
seen_context_new_perturbation,cpa_ridge_disagreement_rmse,pair_max_rmse,40,0.5106941838649157
seen_context_new_perturbation,predicted_magnitude_cpa,error_cpa_rmse,40,0.03358348968105066
seen_context_new_perturbation,predicted_magnitude_ridge,error_ridge_rmse,40,0.5953095684803003
seen_context_new_perturbation,predicted_magnitude_mean,pair_mean_rmse,40,0.5114446529080676
seen_context_new_perturbation,predicted_magnitude_max,pair_max_rmse,40,0.5078799249530958
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_mean_rmse,6,0.8285714285714287
seen_context_seen_perturbation_pair_holdout,cpa_ridge_disagreement_rmse,pair_max_rmse,6,0.6
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_cpa,error_cpa_rmse,6,-0.14285714285714288
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_ridge,error_ridge_rmse,6,0.028571428571428574
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_mean,pair_mean_rmse,6,0.8285714285714287
seen_context_seen_perturbation_pair_holdout,predicted_magnitude_max,pair_max_rmse,6,0.6
