epoch,train_mse,val_mse,learning_rate,improved,seconds
1,0.3267320469021797,0.2786963576450944,9e-05,True,51.97148299217224
2,0.26799949964946085,0.2702362401410937,8.1e-05,True,46.75896120071411
3,0.2634501959823194,0.2711754722520709,7.290000000000001e-05,False,45.52660799026489
4,0.2611820347647849,0.2696706423535943,6.561000000000002e-05,True,45.18022537231445
5,0.25962604704450387,0.26762129794806244,5.904900000000002e-05,True,45.44284772872925
6,0.2579200666377453,0.264162695966661,5.314410000000002e-05,True,47.14837145805359
7,0.2567716999172839,0.26498292908072474,4.782969000000002e-05,False,49.32340478897095
8,0.25545771745710427,0.2651901446282864,4.304672100000002e-05,False,50.28435802459717
9,0.2542697736596475,0.2673450633883476,3.874204890000002e-05,False,45.77637696266174
