dataset_name,predictor_name,fold_id,score_name,coverage,n_kept,mean_rmse,median_rmse,full_mean_rmse,rmse_improvement_pct
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,1.0,376,0.8688856286655201,0.8224842447992683,0.8688856286655201,0.0
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,0.9,339,0.8312380845902835,0.8151135806260095,0.8688856286655201,4.332853811042736
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,0.8,301,0.8165646191460537,0.8082346553510437,0.8688856286655201,6.021622155245418
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,0.7,264,0.8137955363822466,0.8058329832060116,0.8688856286655201,6.340315740736073
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,0.6,226,0.8130029235516066,0.8058329832060116,0.8688856286655201,6.431537508537348
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,0,tahoe_protocol_v0_2_confidence,0.5,188,0.8171447617000859,0.8075548561026797,0.8688856286655201,5.9548535800851665
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,1.0,407,0.8779380908663993,0.8301963183610702,0.8779380908663993,0.0
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,0.9,367,0.8277816741766663,0.8169702993998673,0.8779380908663993,5.712978763711667
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,0.8,326,0.8207341012642069,0.8135532580003448,0.8779380908663993,6.5157202082142565
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,0.7,285,0.8187300585628811,0.8138832342267439,0.8779380908663993,6.74398718081458
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,0.6,245,0.8168548099461892,0.8120438551313135,0.8779380908663993,6.957584088865495
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,1,tahoe_protocol_v0_2_confidence,0.5,204,0.8179771326800066,0.8119482115669294,0.8779380908663993,6.8297478842978325
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,1.0,422,0.8784594881988125,0.8279055812011331,0.8784594881988125,0.0
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,0.9,380,0.8267680009228328,0.8164293185762367,0.8784594881988125,5.884333651170142
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,0.8,338,0.8210685313640883,0.811612385012923,0.8784594881988125,6.5331364286813285
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,0.7,296,0.8142419573296553,0.8079542005017061,0.8784594881988125,7.310243868027238
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,0.6,254,0.8134168979979312,0.8059577737568262,0.8784594881988125,7.404165026920503
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,2,tahoe_protocol_v0_2_confidence,0.5,211,0.8155645400249727,0.8105708105770758,0.8784594881988125,7.159686817521791
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,1.0,417,0.8720548447390456,0.8278939278007772,0.8720548447390456,0.0
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,0.9,376,0.8257529829766017,0.8147323513548681,0.8720548447390456,5.309512588775227
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,0.8,334,0.8180827803377365,0.810527171069223,0.8720548447390456,6.189067663222458
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,0.7,292,0.8134073522209062,0.8036690179623707,0.8720548447390456,6.725206891739603
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,0.6,251,0.8159860914452761,0.8037425516689024,0.8720548447390456,6.429498515147582
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,3,tahoe_protocol_v0_2_confidence,0.5,209,0.8139228930415757,0.8023039520565607,0.8720548447390456,6.666088956235927
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,1.0,444,0.8628371002596835,0.8286266907655064,0.8628371002596835,0.0
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,0.9,400,0.8303738820915157,0.8245870918702458,0.8628371002596835,3.7623808895558026
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,0.8,356,0.827180876845047,0.8204982212875979,0.8628371002596835,4.132439762257002
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,0.7,311,0.8252224921836239,0.8159272394842065,0.8628371002596835,4.359410144132535
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,0.6,267,0.8202016071639061,0.8208913764827077,0.8628371002596835,4.941314308685339
Tahoe100M_pseudobulk_smoke,V0DrugMeanAcrossDose,4,tahoe_protocol_v0_2_confidence,0.5,222,0.8205532748253928,0.8247626068149521,0.8628371002596835,4.900557176037612
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,1.0,376,0.8877103148337583,0.8500727057783587,0.8877103148337583,0.0
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,0.9,339,0.8636656304073212,0.845179995598271,0.8877103148337583,2.708618343692434
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,0.8,301,0.8542913779048104,0.8424775618134415,0.8877103148337583,3.7646219009189164
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,0.7,264,0.8513877796421516,0.8361794439716075,0.8877103148337583,4.091710390726821
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,0.6,226,0.8415230322676212,0.8307957147255011,0.8877103148337583,5.202967882015276
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,0,tahoe_protocol_v0_2_confidence,0.5,188,0.8417881735998813,0.8316511531878727,0.8877103148337583,5.173099880277587
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,1.0,407,0.8984042706732898,0.862661032446504,0.8984042706732898,0.0
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,0.9,367,0.8660497860978181,0.8526436767397566,0.8984042706732898,3.6013280025065173
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,0.8,326,0.8496042990252339,0.8446716797965401,0.8984042706732898,5.43184991891053
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,0.7,285,0.8499784028014106,0.8453188085940971,0.8984042706732898,5.39020900196606
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,0.6,245,0.8469822836152653,0.8459146884180846,0.8984042706732898,5.723702428472137
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,1,tahoe_protocol_v0_2_confidence,0.5,204,0.8398100735216733,0.8364998358416045,0.8984042706732898,6.522030122107984
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,1.0,422,0.8973331134111407,0.8600805657100397,0.8973331134111407,0.0
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,0.9,380,0.865872701517234,0.8500546789946903,0.8973331134111407,3.50599029766243
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,0.8,338,0.8542659421572484,0.843136142190902,0.8973331134111407,4.799463054492208
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,0.7,296,0.8491244906632646,0.8417775093909556,0.8973331134111407,5.3724332722566
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,0.6,254,0.8392622601032542,0.8347078782705941,0.8973331134111407,6.471493410862192
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,2,tahoe_protocol_v0_2_confidence,0.5,211,0.8379243791222336,0.8375784550243665,0.8973331134111407,6.620588653311761
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,1.0,417,0.8910563968656895,0.860031129769001,0.8910563968656895,0.0
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,0.9,376,0.8632939187561891,0.8515949448899882,0.8910563968656895,3.1156813650803157
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,0.8,334,0.8555991655714302,0.8463240381885272,0.8910563968656895,3.979235368151876
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,0.7,292,0.8546231936412115,0.843742396225127,0.8910563968656895,4.088765127845169
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,0.6,251,0.8500125247505771,0.836217736521133,0.8910563968656895,4.606203631945759
Tahoe100M_pseudobulk_smoke,V0ExactDoseMean,3,tahoe_protocol_v0_2_confidence,0.5,209,0.842295710820929,0.8315802843186056,0.8910563968656895,5.472233431719615
