draw,endpoint,delta_MH_vs_M
432,excess_error,0.05707034983691499
433,absolute_error,-0.06075792719832236
433,excess_error,0.013703262399456762
434,absolute_error,-0.004022109622618975
434,excess_error,0.023440118302630597
435,absolute_error,-0.0037521627756619937
435,excess_error,0.025992188220791957
436,absolute_error,0.11411891018064146
436,excess_error,0.02118541081901184
437,absolute_error,-0.0030971772210345084
437,excess_error,0.08509932921732082
438,absolute_error,-0.015496004433959532
438,excess_error,0.0700995948827088
439,absolute_error,-0.15612084483848992
439,excess_error,0.23875702302869556
440,absolute_error,0.0
440,excess_error,0.0
441,absolute_error,-0.03958755399259165
441,excess_error,0.06159674447086074
442,absolute_error,-0.0010472604852078903
442,excess_error,-0.026559441999449263
443,absolute_error,0.05406120311610372
443,excess_error,0.04017045276009905
444,absolute_error,0.05776683226593353
444,excess_error,0.06490244926530013
445,absolute_error,-0.015639509330930147
445,excess_error,0.06505496020795105
446,absolute_error,-0.027593000631656418
446,excess_error,0.07666603531857319
447,absolute_error,-0.0010570399615352998
447,excess_error,-0.040260622588965
448,absolute_error,-0.002953363631267214
448,excess_error,0.01740920042716969
449,absolute_error,0.04536613816619919
449,excess_error,0.10972991898432119
450,absolute_error,-0.0034881180111791645
450,excess_error,0.021042184686598707
451,absolute_error,0.007964538969022984
451,excess_error,0.0449675447617047
452,absolute_error,-0.03999039064423866
452,excess_error,0.07819771450658855
453,absolute_error,-0.06326354313962872
453,excess_error,0.06355429622634859
454,absolute_error,-0.0012041043402864827
454,excess_error,-0.021985710152802374
455,absolute_error,-0.0038562023002878254
455,excess_error,-0.028940360700978985
456,absolute_error,-0.042328484777026845
456,excess_error,0.014681591918293435
457,absolute_error,-0.004192836955965928
457,excess_error,-0.00951559605568748
458,absolute_error,0.0012945179697682273
458,excess_error,0.08860880779314992
459,absolute_error,-0.02342073504516995
459,excess_error,-0.10264737002172866
460,absolute_error,0.023407780035066626
460,excess_error,0.004430463404828444
461,absolute_error,-0.009036431510653831
461,excess_error,0.030040289961400048
462,absolute_error,-0.025273859885062543
462,excess_error,0.005402498397180544
463,absolute_error,-0.0036929808133912443
463,excess_error,-0.047705857808744964
464,absolute_error,0.021781423996610715
464,excess_error,0.05587304834978988
465,absolute_error,0.01438944527873236
465,excess_error,-0.04851874231852341
466,absolute_error,-0.05382309048274281
466,excess_error,0.06973834812971409
467,absolute_error,0.07594450723508402
467,excess_error,0.13488487917181907
468,absolute_error,-0.010608184940628429
468,excess_error,0.04914276657070055
469,absolute_error,0.015291834045897368
469,excess_error,0.0596936755781919
470,absolute_error,0.0
470,excess_error,0.0
471,absolute_error,0.0887515007942995
471,excess_error,0.06390699437270972
472,absolute_error,0.0935601260794918
472,excess_error,0.07600770284003233
473,absolute_error,-0.00253065611216039
473,excess_error,-0.03703488664715745
474,absolute_error,-0.15494818758892612
474,excess_error,0.07377346320493895
475,absolute_error,0.129290480314675
475,excess_error,0.14023514991386282
476,absolute_error,0.20238450769602986
476,excess_error,0.2046474625405609
477,absolute_error,-0.0009810528382792282
477,excess_error,-0.016562566617443913
478,absolute_error,0.05734042749480064
478,excess_error,0.05302938554296539
479,absolute_error,-0.01992720254614202
479,excess_error,-0.054674592927005286
480,absolute_error,-0.0018271790867852688
480,excess_error,-0.032100056206045655
481,absolute_error,0.0
481,excess_error,0.0
482,absolute_error,0.01457643143974292
482,excess_error,0.004216624676849257
483,absolute_error,0.0
483,excess_error,0.0
484,absolute_error,-0.10932570743459595
484,excess_error,0.1108242046123142
485,absolute_error,0.05202992465285716
485,excess_error,0.018987248367260505
486,absolute_error,0.05627584069838119
486,excess_error,0.06998323894669238
487,absolute_error,0.026788183336062633
487,excess_error,0.005699839684326058
488,absolute_error,0.0679368417212534
488,excess_error,-0.22518350850675245
489,absolute_error,0.0
489,excess_error,0.0
490,absolute_error,-0.007019538633253064
490,excess_error,-0.043820648734148884
491,absolute_error,0.00145171351039195
491,excess_error,0.07463888036275768
492,absolute_error,0.05455056820608754
492,excess_error,0.052100882129318196
493,absolute_error,-0.10810037615027586
493,excess_error,0.13394384914359297
494,absolute_error,0.05537363090994503
494,excess_error,0.10192747208546885
495,absolute_error,-0.051845336242197046
495,excess_error,-0.006041418659747255
496,absolute_error,0.04385449827910946
496,excess_error,0.15242920379409453
497,absolute_error,-0.04414521139754211
497,excess_error,-0.006298853097066038
498,absolute_error,0.04883089304983727
498,excess_error,0.027473311363813303
499,absolute_error,-0.020392481223531413
499,excess_error,0.09382553822789161
500,absolute_error,-0.048897800310994555
500,excess_error,-0.007078516955172987
501,absolute_error,0.05505706385472302
501,excess_error,0.06211961441628493
502,absolute_error,-0.08639335938905351
502,excess_error,-0.008784816027073861
503,absolute_error,0.09653526938558156
503,excess_error,0.16271468067154482
504,absolute_error,0.015313058467832374
504,excess_error,0.09316587062245622
505,absolute_error,0.05536192381082492
505,excess_error,0.09747876685798508
506,absolute_error,0.1536897498759587
506,excess_error,0.20305361035503638
507,absolute_error,-0.04337297506708655
507,excess_error,0.01868210190258803
508,absolute_error,0.0
508,excess_error,0.0
509,absolute_error,-0.11201167411024804
509,excess_error,0.23713103279191222
510,absolute_error,0.0578138694893864
510,excess_error,0.03487579187196058
511,absolute_error,0.05020204729721349
511,excess_error,0.009407311616608838
512,absolute_error,0.112677683201775
512,excess_error,0.17323997164277366
513,absolute_error,0.10052502296153061
513,excess_error,0.18754016933573542
514,absolute_error,-0.1029736591847776
514,excess_error,0.11343992606010651
515,absolute_error,0.025765607211463527
515,excess_error,0.08818699146956124
516,absolute_error,-0.0951221060325435
516,excess_error,0.1262465856949771
517,absolute_error,0.0
517,excess_error,0.0
518,absolute_error,0.16971590018908606
518,excess_error,0.12626436019826245
519,absolute_error,-0.002873051435054097
519,excess_error,0.017463666885358185
520,absolute_error,-0.04603086177751818
520,excess_error,0.07350537863149009
521,absolute_error,-0.049567426983443186
521,excess_error,0.0608200333120533
522,absolute_error,-0.021437316210629165
522,excess_error,0.13474446098190657
523,absolute_error,-0.14805474105104105
523,excess_error,0.16503399437588664
524,absolute_error,0.06276596499881007
524,excess_error,0.03543885779150977
525,absolute_error,0.030961573655938945
525,excess_error,0.07789997317673651
526,absolute_error,-0.09567904125819457
526,excess_error,0.20211486325445716
527,absolute_error,-0.04994662226880002
527,excess_error,-0.00944532840139849
528,absolute_error,0.0
528,excess_error,0.0
529,absolute_error,-0.0010643189320616697
529,excess_error,-0.044456133523119626
530,absolute_error,-0.05300858468975731
530,excess_error,-0.05516713361081873
531,absolute_error,0.13420722622791026
531,excess_error,0.11909654063891591
532,absolute_error,-0.03296733779489593
532,excess_error,-0.007341965887495472
533,absolute_error,0.0
533,excess_error,0.0
534,absolute_error,-0.03207412530586342
534,excess_error,0.025414349466972585
535,absolute_error,-0.0017112134476615416
535,excess_error,-0.03220480360156088
536,absolute_error,0.0
536,excess_error,0.0
537,absolute_error,0.030474191954037687
537,excess_error,0.023527843727599362
538,absolute_error,0.11977981660302242
538,excess_error,0.09924857562421344
539,absolute_error,-0.027921641417115995
539,excess_error,0.004768964378275254
540,absolute_error,-0.025260526754972378
540,excess_error,0.08702447104468508
541,absolute_error,-0.0057336933590872
541,excess_error,0.024118227550149342
542,absolute_error,-0.023044954238806703
542,excess_error,0.051812583475803156
543,absolute_error,-0.14871222266875012
543,excess_error,0.14179552772399526
544,absolute_error,0.0
544,excess_error,0.0
545,absolute_error,-0.05960331362951188
545,excess_error,0.030641727990475775
546,absolute_error,-0.017285507821974223
546,excess_error,0.007001317788732042
547,absolute_error,0.0015095517211847654
547,excess_error,0.12414716259836818
548,absolute_error,-0.03174102833619381
548,excess_error,-0.011443968340452937
549,absolute_error,0.001322953749633715
549,excess_error,0.1199748277738973
550,absolute_error,0.04144963501173906
550,excess_error,0.11313302834664707
551,absolute_error,-0.04784263649893557
551,excess_error,0.05292657749616088
552,absolute_error,-0.04125880179371115
552,excess_error,-0.006678634330394129
553,absolute_error,0.05618600535290572
553,excess_error,0.16679105149058054
554,absolute_error,-0.0015201676356490167
554,excess_error,0.17788257174393335
555,absolute_error,0.14796599202757243
555,excess_error,0.10009602967605417
556,absolute_error,-0.021514044547429813
556,excess_error,0.07465596131243313
557,absolute_error,-0.10957676567127812
557,excess_error,0.13199244450995345
558,absolute_error,-0.06481438852720137
558,excess_error,-0.009807710571575656
559,absolute_error,0.08538975758152162
559,excess_error,0.11920774311346057
560,absolute_error,0.0
560,excess_error,0.0
561,absolute_error,-0.04956593728436796
561,excess_error,0.00888664700073174
562,absolute_error,-0.013106096834522352
562,excess_error,0.06146861339173952
563,absolute_error,0.061354177254264085
563,excess_error,0.007478668891001216
564,absolute_error,0.0
564,excess_error,0.0
565,absolute_error,0.17876414374366226
565,excess_error,0.16024032361521473
566,absolute_error,0.0008826418142408032
566,excess_error,0.0804362327084347
567,absolute_error,-0.01888024760520095
567,excess_error,0.09124975527809152
568,absolute_error,-0.10232576635638593
568,excess_error,0.012237753347497812
569,absolute_error,0.0
569,excess_error,0.0
570,absolute_error,0.09265705757839382
570,excess_error,0.07472149938488537
571,absolute_error,0.0
571,excess_error,0.0
572,absolute_error,0.0604004419710251
572,excess_error,0.005838493309230497
573,absolute_error,0.0
573,excess_error,0.0
574,absolute_error,0.0017990532484883914
574,excess_error,0.09636412242698875
575,absolute_error,-0.04098871513716131
575,excess_error,0.048680041729864135
576,absolute_error,0.02142179488594729
576,excess_error,0.0610861689961298
577,absolute_error,0.042726222749317325
577,excess_error,0.11110783690373408
578,absolute_error,0.011538213041929923
578,excess_error,0.032653899158319885
579,absolute_error,0.03123309788853783
579,excess_error,0.10598399007517494
580,absolute_error,0.052567841159516696
580,excess_error,0.010038288289107111
581,absolute_error,0.0
581,excess_error,0.0
582,absolute_error,-0.13151164082899047
582,excess_error,0.23114211845596974
583,absolute_error,-0.03677413084841619
583,excess_error,-0.011075666634994642
584,absolute_error,-0.10507069331455199
584,excess_error,0.12951618468226928
585,absolute_error,-0.013467830429559324
585,excess_error,0.057692697211898604
586,absolute_error,-0.02180790176025693
586,excess_error,0.15842780230621145
587,absolute_error,0.029434624011016285
587,excess_error,0.005447333725942971
588,absolute_error,0.0
588,excess_error,0.0
589,absolute_error,0.0
589,excess_error,0.0
590,absolute_error,-0.003612603743889986
590,excess_error,0.024208441002770198
591,absolute_error,0.05431935395199874
591,excess_error,0.07039303977076056
592,absolute_error,0.05510337187057333
592,excess_error,0.03110965603543585
593,absolute_error,-0.05808655301139394
593,excess_error,0.015024442598627275
594,absolute_error,-0.08017573312134867
594,excess_error,0.02086715229041518
595,absolute_error,0.0
595,excess_error,0.0
596,absolute_error,0.08225119559963787
596,excess_error,0.11586916714392292
597,absolute_error,0.03447609050870566
597,excess_error,-0.008309626954726857
598,absolute_error,0.04895488018176475
598,excess_error,0.049533198225698793
599,absolute_error,-0.021518040820234407
599,excess_error,0.07220543506577422
600,absolute_error,-0.026692163341019336
600,excess_error,-0.031001038997999286
601,absolute_error,0.10986824774146497
601,excess_error,0.11636900589012081
602,absolute_error,-0.05689429179611856
602,excess_error,0.06019780006555553
603,absolute_error,-0.003272912441075815
603,excess_error,0.015992772706192194
604,absolute_error,-0.003897653605307738
604,excess_error,-0.02776559933472348
605,absolute_error,0.0010373214307795031
605,excess_error,0.0819088604067562
606,absolute_error,0.019459486633594113
606,excess_error,-0.05721405555656846
607,absolute_error,0.052956738066737244
607,excess_error,0.03982320566581611
608,absolute_error,0.09645736339346439
608,excess_error,0.14774213438016656
609,absolute_error,0.05215021210535734
609,excess_error,0.06433564394011695
610,absolute_error,0.0
610,excess_error,0.0
611,absolute_error,-0.10506070651546891
611,excess_error,-0.01186623594381515
612,absolute_error,0.0
612,excess_error,0.0
613,absolute_error,0.05263607055769728
613,excess_error,0.0329080144889744
614,absolute_error,-0.010145239389456707
614,excess_error,-0.005212251269391732
615,absolute_error,-0.06659245197338837
615,excess_error,0.013278067426083107
616,absolute_error,-0.0429651004525188
616,excess_error,-0.018864903938124077
617,absolute_error,0.05733048473142814
617,excess_error,-0.021936956803055185
618,absolute_error,0.10845040523101335
618,excess_error,0.10649874617232151
619,absolute_error,0.014987489884036486
619,excess_error,-0.043228079897064155
620,absolute_error,0.0016958106147058282
620,excess_error,0.0845648728962252
621,absolute_error,0.0
621,excess_error,0.0
622,absolute_error,-0.0835563137515993
622,excess_error,0.04939795888190209
623,absolute_error,-0.02161983893935694
623,excess_error,0.028200300358250385
624,absolute_error,0.05145662312268227
624,excess_error,0.04810570507396866
625,absolute_error,0.03187132631524914
625,excess_error,-0.02144453940140516
626,absolute_error,0.06510587447287966
626,excess_error,0.04495345997188742
627,absolute_error,0.07426009436636918
627,excess_error,0.07569041078305397
628,absolute_error,-0.06617213237596484
628,excess_error,0.017394997279762504
629,absolute_error,0.04708885461450776
629,excess_error,0.10276275421349812
630,absolute_error,0.0
630,excess_error,0.0
631,absolute_error,0.10831058834718284
631,excess_error,0.06469531004895053
632,absolute_error,-0.10677108028025077
632,excess_error,-0.04668391449879907
633,absolute_error,0.04384949264966785
633,excess_error,0.0857446735180036
634,absolute_error,0.08280693393329747
634,excess_error,0.01403147896356447
635,absolute_error,-0.004458296686089791
635,excess_error,-0.025696407293231128
636,absolute_error,0.0
636,excess_error,0.0
637,absolute_error,-0.020299733808038446
637,excess_error,-0.010244928506556094
638,absolute_error,0.10661231261110768
638,excess_error,0.05736802537155925
639,absolute_error,-0.05219862523172891
639,excess_error,-0.08548900517665906
640,absolute_error,0.0520478499260892
640,excess_error,0.010320507903980513
641,absolute_error,0.08553511898642815
641,excess_error,0.10720153287347574
642,absolute_error,-0.0018758387380718778
642,excess_error,-0.025689935826133235
643,absolute_error,0.015521979156345567
643,excess_error,0.008928565200766472
644,absolute_error,-0.027390670052704014
644,excess_error,0.03507324441690503
645,absolute_error,0.04333267015092487
645,excess_error,0.07149927345711031
646,absolute_error,-0.06396587639319547
646,excess_error,0.16273893744901174
647,absolute_error,0.0
647,excess_error,0.0
648,absolute_error,-0.06945990216344715
648,excess_error,0.03733592456898609
649,absolute_error,0.09475043615909629
649,excess_error,0.09393067616731672
650,absolute_error,0.0
650,excess_error,0.0
651,absolute_error,-0.035718552924098534
651,excess_error,-0.013270450899843933
652,absolute_error,0.0
652,excess_error,0.0
653,absolute_error,0.0
653,excess_error,0.0
654,absolute_error,-0.0787698052499042
654,excess_error,0.1762279574295207
655,absolute_error,0.03127984456071416
655,excess_error,0.005282687951757836
656,absolute_error,-0.042123371889574136
656,excess_error,0.17059831791440555
657,absolute_error,-0.04280319270219146
657,excess_error,0.07638619089356191
658,absolute_error,0.0
658,excess_error,0.0
659,absolute_error,-0.00046983125619997067
659,excess_error,-0.00782753280448827
660,absolute_error,-0.11186885325246168
660,excess_error,0.11769906369507939
661,absolute_error,0.02806302660407234
661,excess_error,0.0564967664604475
662,absolute_error,0.0
662,excess_error,0.0
663,absolute_error,-0.04182873737606359
663,excess_error,-0.006988203812059312
664,absolute_error,-0.05632944781800553
664,excess_error,-0.049889000938887665
665,absolute_error,0.02354077539040824
665,excess_error,0.1041846549612575
666,absolute_error,-0.12470612104785939
666,excess_error,0.041838655696013104
667,absolute_error,-0.07625283583568059
667,excess_error,0.10196614027260024
668,absolute_error,-0.08608384079679926
668,excess_error,0.13506969507154312
669,absolute_error,-0.11117809659375007
669,excess_error,-0.016171208883752765
670,absolute_error,-0.05382854463552349
670,excess_error,0.08110623730188901
671,absolute_error,-0.014525248592388707
671,excess_error,0.06269934560802332
672,absolute_error,0.0
672,excess_error,0.0
673,absolute_error,0.09682311536908854
673,excess_error,0.11827401668964681
674,absolute_error,-0.05633545729216416
674,excess_error,0.07539444199144026
675,absolute_error,-0.01889805281033703
675,excess_error,0.05290167981563889
676,absolute_error,0.0
676,excess_error,0.0
677,absolute_error,-0.061284811077565914
677,excess_error,0.09477215165175275
678,absolute_error,0.0037647300350558853
678,excess_error,-0.004715756282629413
679,absolute_error,0.0004201348221410051
679,excess_error,0.12875561321580356
680,absolute_error,-0.04919480187523042
680,excess_error,0.1347454889930147
681,absolute_error,-0.0018636118860689166
681,excess_error,-0.02635268794667962
682,absolute_error,-0.05827474836890799
682,excess_error,0.07590684444684126
683,absolute_error,0.0657090075402573
683,excess_error,0.057373363600564
684,absolute_error,-0.05666768112341871
684,excess_error,0.08549125559833137
685,absolute_error,-0.07575012614412631
685,excess_error,-0.17106868167170902
686,absolute_error,-0.01661680467912312
686,excess_error,0.09232051013672488
687,absolute_error,-0.018264464521700628
687,excess_error,0.06054909236380797
688,absolute_error,-0.011010013584520473
688,excess_error,0.06175575929657481
689,absolute_error,-0.015244698818230606
689,excess_error,0.02008318905913318
690,absolute_error,-0.010558719893476499
690,excess_error,0.07787597563552426
691,absolute_error,-0.004543428392686577
691,excess_error,0.015877114526203374
692,absolute_error,-0.10744744373758985
692,excess_error,-0.014880697734835847
693,absolute_error,-0.0027915419708484323
693,excess_error,0.017666852927002895
694,absolute_error,-0.059244095415661134
694,excess_error,0.29462877047191327
695,absolute_error,-0.004126412589701411
695,excess_error,0.022044215181887105
696,absolute_error,-0.016637401365874306
696,excess_error,-0.008543439927806063
697,absolute_error,0.10988134492199256
697,excess_error,0.1110000485572716
698,absolute_error,0.0722656464034864
698,excess_error,0.03727338621058849
699,absolute_error,-0.001715765471894648
699,excess_error,-0.035189105222819816
700,absolute_error,0.05091484485817921
700,excess_error,0.030957184654095693
701,absolute_error,0.08621707168638759
701,excess_error,0.11178826502740243
702,absolute_error,0.06563883313008119
702,excess_error,0.0781565969548794
703,absolute_error,0.05039966396956095
703,excess_error,0.03977390239824523
704,absolute_error,0.06236819799838359
704,excess_error,0.050675146284188254
705,absolute_error,-0.11547290277754274
705,excess_error,0.18511913419812456
706,absolute_error,-0.006761722473855536
706,excess_error,-0.022405854210671296
707,absolute_error,-0.06474594436573644
707,excess_error,0.06369704407949009
708,absolute_error,0.0
708,excess_error,0.0
709,absolute_error,0.04619780272585885
709,excess_error,0.011003510254709492
710,absolute_error,0.021145387297444352
710,excess_error,0.07492449514148225
711,absolute_error,0.1400232854313462
711,excess_error,0.09877093989041616
712,absolute_error,0.08562841510286126
712,excess_error,0.09961931472185856
713,absolute_error,-0.019346423539762615
713,excess_error,0.09292623552199589
714,absolute_error,-0.05602310362268326
714,excess_error,0.05004502528308634
715,absolute_error,-0.07534408741473157
715,excess_error,0.1542392940957791
716,absolute_error,-0.02965485461064594
716,excess_error,-0.01070714248411111
717,absolute_error,-0.012334789283983683
717,excess_error,0.11651475027069372
718,absolute_error,0.038254137084865206
718,excess_error,0.05046045863230605
719,absolute_error,0.0
719,excess_error,0.0
720,absolute_error,0.056210467108087414
720,excess_error,-0.010254000361923133
721,absolute_error,0.11953200606171391
721,excess_error,0.03566786347804275
722,absolute_error,-0.010768700618341365
722,excess_error,-0.05294531732680263
723,absolute_error,-0.013257664123950574
723,excess_error,0.1666847404101281
724,absolute_error,0.0009720128887136248
724,excess_error,0.10780665833886531
725,absolute_error,-0.03229754135920602
725,excess_error,0.009934543321756384
726,absolute_error,0.0
726,excess_error,0.0
727,absolute_error,0.0
727,excess_error,0.0
728,absolute_error,-0.035878881128727794
728,excess_error,-0.01438803388400589
729,absolute_error,-0.04365121528616504
729,excess_error,0.0645648430587017
730,absolute_error,0.028737025630114134
730,excess_error,0.09590295022589432
731,absolute_error,-0.08247559975263338
731,excess_error,0.13768743470252015
732,absolute_error,-0.003643412443444305
732,excess_error,0.021980021381318226
733,absolute_error,0.0
733,excess_error,0.0
734,absolute_error,0.0010647639743599057
734,excess_error,0.12538555333187634
735,absolute_error,0.04136176274665093
735,excess_error,0.08035001943425076
736,absolute_error,-0.006751249794685177
736,excess_error,-0.07808113087268762
737,absolute_error,-0.0010360793877444818
737,excess_error,-0.02333983070340997
738,absolute_error,0.0
738,excess_error,0.0
739,absolute_error,-0.0034339278043857393
739,excess_error,0.02226198283894565
740,absolute_error,-0.006391498141402252
740,excess_error,-0.0017810401162462242
741,absolute_error,0.012607130488096275
741,excess_error,-0.04199235461504417
742,absolute_error,-0.013363244384140693
742,excess_error,0.04363277425507439
743,absolute_error,-0.0031848465477151366
743,excess_error,0.02823331404613392
744,absolute_error,-0.058828199488251375
744,excess_error,0.06219226605169388
745,absolute_error,-0.0037962354270950627
745,excess_error,-0.01776540341424404
746,absolute_error,-0.06666231116488908
746,excess_error,-0.001554087812851268
747,absolute_error,-0.0071385914626447946
747,excess_error,-0.019541806227976233
748,absolute_error,0.03408093625699572
748,excess_error,0.06325372497414732
749,absolute_error,0.0
749,excess_error,0.0
750,absolute_error,0.12007644352307949
750,excess_error,0.0892765778721951
751,absolute_error,-0.058563467699185724
751,excess_error,0.045649719038752236
752,absolute_error,-0.02006381612147339
752,excess_error,0.032737775701730656
753,absolute_error,-0.026747685562389757
753,excess_error,0.056355578074933375
754,absolute_error,-0.07056307564620863
754,excess_error,-0.1684981958123785
755,absolute_error,0.059170491258928856
755,excess_error,-0.02721623989790265
756,absolute_error,0.04498773546337056
756,excess_error,0.004085589560494496
757,absolute_error,-0.08396015576110707
757,excess_error,0.02540522010080761
758,absolute_error,0.08455973615525798
758,excess_error,0.1426317327468035
759,absolute_error,-0.05288641156303324
759,excess_error,0.24768262648961564
760,absolute_error,-0.059885432337632216
760,excess_error,-0.010159355237216427
761,absolute_error,0.056892082878467455
761,excess_error,0.1893659849838344
762,absolute_error,0.09226154090951286
762,excess_error,0.08537557053310071
763,absolute_error,-0.07549102524189877
763,excess_error,0.01167225527369815
764,absolute_error,-0.013954506060680216
764,excess_error,0.05372825299445276
765,absolute_error,-0.01571047866357882
765,excess_error,0.09060726497610545
766,absolute_error,-0.023922700700649946
766,excess_error,0.02278263209178023
767,absolute_error,-0.03820300507906653
767,excess_error,-0.0200452083547658
768,absolute_error,0.04684257485629303
768,excess_error,0.04012787445902345
769,absolute_error,-0.07930568580662806
769,excess_error,0.10512139917774092
770,absolute_error,-0.06016563750928596
770,excess_error,0.08534150539355936
771,absolute_error,-0.005794967314654853
771,excess_error,0.01369228281157997
772,absolute_error,-0.027812029180080477
772,excess_error,0.030125148148604473
773,absolute_error,-0.08875530684633053
773,excess_error,0.048916252170772154
774,absolute_error,0.016361171192290237
774,excess_error,-0.04482170690336538
775,absolute_error,-0.08718326919073376
775,excess_error,0.10558708500200176
776,absolute_error,0.09182350110665327
776,excess_error,0.26507374286182483
777,absolute_error,-0.006284795464723114
777,excess_error,-0.023872657264200535
778,absolute_error,-0.002207373513880018
778,excess_error,-0.03231832571385294
779,absolute_error,-0.06334934596548714
779,excess_error,0.010908228079917138
780,absolute_error,-0.02449608679784323
780,excess_error,0.02177313278520763
781,absolute_error,-0.09044343423148833
781,excess_error,-0.028940040847897787
782,absolute_error,-0.0036863285406416924
782,excess_error,-0.03434019197819288
783,absolute_error,-0.00472141175672367
783,excess_error,-0.04562245467667534
784,absolute_error,-0.07893285450779056
784,excess_error,0.1449671752629716
785,absolute_error,-0.08342069071278532
785,excess_error,0.2397381793072586
786,absolute_error,-0.046816298886364696
786,excess_error,0.06351397746041967
787,absolute_error,-0.01263339526980214
787,excess_error,0.20977745891929644
788,absolute_error,-0.05266837632446923
788,excess_error,-0.005328648184993723
789,absolute_error,0.010514394833250784
789,excess_error,0.05115413380442285
790,absolute_error,-0.05112867075627432
790,excess_error,0.09195931094147843
791,absolute_error,0.0
791,excess_error,0.0
792,absolute_error,0.0
792,excess_error,0.0
793,absolute_error,0.059124157082189585
793,excess_error,0.00578550310061825
794,absolute_error,0.041823263236487954
794,excess_error,0.05013101534985352
795,absolute_error,0.0
795,excess_error,0.0
796,absolute_error,-0.01654233095109605
796,excess_error,0.08447557822916966
797,absolute_error,-0.037735277567632376
797,excess_error,0.1427198402959427
798,absolute_error,-0.08027199578015898
798,excess_error,-0.048971972019904574
799,absolute_error,-0.0036614371849875704
799,excess_error,-0.05925372951433342
800,absolute_error,0.0011222354149961866
800,excess_error,0.0998464342115856
801,absolute_error,-0.03263466997891269
801,excess_error,0.09376899216964231
802,absolute_error,0.07760205128155515
802,excess_error,0.00855692951544269
803,absolute_error,-0.008667086735667361
803,excess_error,0.05371263466498492
804,absolute_error,0.0
804,excess_error,0.0
805,absolute_error,0.03710634772933878
805,excess_error,-0.018166558282654854
806,absolute_error,0.047398439302999515
806,excess_error,0.20802799663062946
807,absolute_error,-0.018101335547474284
807,excess_error,-0.005213380151996361
808,absolute_error,-0.06388860471382403
808,excess_error,-0.008808490111075873
809,absolute_error,-0.04394288889841071
809,excess_error,0.0521931885579215
810,absolute_error,0.0986152285529231
810,excess_error,0.19554334285351344
811,absolute_error,0.08995085245546774
811,excess_error,0.08440586495291562
812,absolute_error,-0.017361346693330247
812,excess_error,0.0618616983584007
813,absolute_error,0.050566038926542656
813,excess_error,0.036977745354723736
814,absolute_error,-0.09392504298363434
814,excess_error,0.07946143583092777
815,absolute_error,0.05390162229453699
815,excess_error,0.03650846983996546
816,absolute_error,-0.0623042533129232
816,excess_error,0.06039402186763494
817,absolute_error,0.0011566107145989158
817,excess_error,0.13687687931495784
818,absolute_error,0.09828086712873185
818,excess_error,0.1451239079268685
819,absolute_error,0.04926950368919192
819,excess_error,0.04700470364322888
820,absolute_error,-0.07475167590482636
820,excess_error,0.08397960786875684
821,absolute_error,0.0
821,excess_error,0.0
822,absolute_error,0.09429969391066514
822,excess_error,0.07571236931345288
823,absolute_error,0.0
823,excess_error,0.0
824,absolute_error,0.0827888809926888
824,excess_error,0.07362615377440408
825,absolute_error,0.0015110484411429148
825,excess_error,0.22301314506180342
826,absolute_error,0.0
826,excess_error,0.0
827,absolute_error,0.0
827,excess_error,0.0
828,absolute_error,-0.0055751224492775805
828,excess_error,-0.014936004126746704
829,absolute_error,-0.008334296028359379
829,excess_error,0.04089881304148579
830,absolute_error,0.05706352316293852
830,excess_error,0.03649625979127051
831,absolute_error,-0.06759180746524644
831,excess_error,0.14067169563315626
832,absolute_error,-0.06771312987798875
832,excess_error,0.08455219984003295
833,absolute_error,0.07021232289993243
833,excess_error,0.03966852288852303
834,absolute_error,-0.06845292258545951
834,excess_error,0.08923514900311111
835,absolute_error,0.027747116028822426
835,excess_error,0.12761054151063073
836,absolute_error,0.0011426018372891144
836,excess_error,0.11421576897167765
837,absolute_error,0.08727759820786322
837,excess_error,0.0604490070345529
838,absolute_error,0.11500532234530621
838,excess_error,0.10505824769909078
839,absolute_error,0.0
839,excess_error,0.0
840,absolute_error,-0.01679564418012842
840,excess_error,0.05664252681572446
841,absolute_error,1.8130336152499815e-05
841,excess_error,0.0950705715142353
842,absolute_error,0.04472905107468399
842,excess_error,0.08390814725894388
843,absolute_error,-0.009374907198991523
843,excess_error,-0.10859503151134235
844,absolute_error,0.0042320509529289565
844,excess_error,-0.03326889226773937
845,absolute_error,-0.08511158473523664
845,excess_error,0.07003662875471126
846,absolute_error,0.0
846,excess_error,0.0
847,absolute_error,-0.0010802062042167605
847,excess_error,-0.02088264712971899
848,absolute_error,0.0907844754355904
848,excess_error,0.09830764432866403
849,absolute_error,0.0
849,excess_error,0.0
850,absolute_error,0.0
850,excess_error,0.0
851,absolute_error,0.0
851,excess_error,0.0
852,absolute_error,-0.028990336706440245
852,excess_error,-0.05958871732166129
853,absolute_error,0.0
853,excess_error,0.0
854,absolute_error,0.027003576606375135
854,excess_error,0.029773833717238473
855,absolute_error,0.04587948536677433
855,excess_error,0.13284786892028674
856,absolute_error,-0.013061884459512573
856,excess_error,0.08434429348898097
857,absolute_error,0.05997193913268006
857,excess_error,0.032881734067473245
858,absolute_error,0.0017160872507443249
858,excess_error,0.09582869662478943
859,absolute_error,0.01986720936965166
859,excess_error,0.06768519887681537
860,absolute_error,0.0
860,excess_error,0.0
861,absolute_error,0.01516418262896937
861,excess_error,-0.0418676181686727
