fold_id,endpoint,D,G,H,M,M_plus_D,M_plus_G,M_plus_H,delta_MH_vs_M,delta_MH_vs_MD,delta_MH_vs_MG
Lara_exvivo_context_holdout_1_EBMP,absolute_error,0.5619932326035157,0.3254967281840087,0.3916362228769231,0.5619932326035157,0.5619932326035157,0.5730332705378984,0.5619932326035157,0.0,0.0,-0.011040037934382685
Lara_exvivo_context_holdout_1_EBMP,excess_error,-0.7213626982484048,-0.3351872079504163,-0.6443224637756969,-0.7213626982484048,-0.7213626982484048,-0.6674359719015857,-0.7213626982484048,0.0,0.0,-0.053926726346819165
Lara_exvivo_context_holdout_2_GMP,absolute_error,0.9216093164719923,0.3896594263238044,0.7432700280423283,0.9216093164719923,0.9216093164719923,1.0,0.9216093164719923,0.0,0.0,-0.07839068352800771
Lara_exvivo_context_holdout_2_GMP,excess_error,-1.220826493458327,-0.7227814519548662,-1.0828496329630026,-1.220826493458327,-1.220826493458327,-1.0479571835766022,-1.220826493458327,0.0,0.0,-0.1728693098817249
Lara_exvivo_context_holdout_3_GMP_(late),absolute_error,0.8689362576193161,0.5578918011160453,0.8049830473150316,0.8689362576193161,0.8689362576193161,0.8689362576193161,0.8023121413077392,-0.06662411631157694,-0.06662411631157694,-0.06662411631157694
Lara_exvivo_context_holdout_3_GMP_(late),excess_error,-0.43724196753481537,-0.33719349860658615,-0.1568814532609526,-0.43724196753481537,-0.43724196753481537,-0.43724196753481537,-0.08601180252254435,0.351230165012271,0.351230165012271,0.351230165012271
Lara_exvivo_context_holdout_4_HSC,absolute_error,0.857035067911555,0.13982406334787015,0.725032947515495,0.857035067911555,0.857035067911555,0.6718434465423381,0.857035067911555,0.0,0.0,0.18519162136921696
Lara_exvivo_context_holdout_4_HSC,excess_error,-0.7228250299009399,-0.5012520346199622,-0.7284409942965765,-0.7228250299009399,-0.7228250299009399,-1.0921037146895312,-0.7228250299009399,0.0,0.0,0.36927868478859127
Lara_exvivo_context_holdout_5_MkP,absolute_error,0.29491331553881384,0.2835709872647903,0.1807425621976096,0.29491331553881384,0.29491331553881384,0.4701399035005113,0.29491331553881384,0.0,0.0,-0.1752265879616975
Lara_exvivo_context_holdout_5_MkP,excess_error,-0.62596283282576,0.016998463943043107,-0.5118217012138984,-0.62596283282576,-0.62596283282576,-0.1589985257071305,-0.62596283282576,0.0,0.0,-0.4669643071186296
