fold_id,task_id,context,perturbation,n_train_source_contexts,M,D,H,G,absolute_error,no_change_error,excess_error,rank_M,rank_D,rank_H,rank_G,M_plus_H,M_plus_D,M_plus_G
Lara_exvivo_context_holdout_1_EBMP,EBMP::Ash1l,EBMP,Ash1l,2,0.09133791555338841,0.0905421350935972,0.07775085419416428,0.04714970854155863,0.0768826033008072,0.1221245564600277,-0.0452419531592205,0.8333333333333334,0.8333333333333334,0.75,0.7916666666666666,0.8166666666666668,0.8333333333333335,0.8250000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Brd9,EBMP,Brd9,3,0.047409750651951216,0.0542802947056027,0.050118766725063324,0.04420577390029215,0.0868330251760719,0.1067032648930243,-0.019870239716952398,0.25,0.25,0.3333333333333333,0.6666666666666666,0.26666666666666666,0.25,0.33333333333333337
Lara_exvivo_context_holdout_1_EBMP,EBMP::Carm1,EBMP,Carm1,4,0.05098057006888892,0.056275729591363,0.04942348226904869,0.033519706612831296,0.0736312372657809,0.1051183016022116,-0.0314870643364307,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.25,0.2916666666666667,0.2916666666666667,0.2833333333333334
Lara_exvivo_context_holdout_1_EBMP,EBMP::Cbx3,EBMP,Cbx3,3,0.05170678767709046,0.0568273667945948,0.05409969016909599,0.04755571719362097,0.0619654915268631,0.0792213098230997,-0.017255818296236604,0.375,0.3333333333333333,0.375,0.8333333333333334,0.37500000000000006,0.3666666666666667,0.46666666666666673
Lara_exvivo_context_holdout_1_EBMP,EBMP::Cebpa,EBMP,Cebpa,3,0.09973911622505229,0.098170827815618,0.0763448178768158,0.046260372036523015,0.1203597679409302,0.1419470175710692,-0.021587249630139,0.9166666666666666,0.9166666666666666,0.7083333333333334,0.7083333333333334,0.8750000000000001,0.9166666666666667,0.8750000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Chd4,EBMP,Chd4,4,0.05198351102360985,0.0612596560622573,0.07358285039663315,0.03798693858822453,0.1250899705875609,0.154515816248026,-0.029425845660465078,0.4583333333333333,0.4583333333333333,0.625,0.4583333333333333,0.4916666666666667,0.45833333333333337,0.45833333333333337
Lara_exvivo_context_holdout_1_EBMP,EBMP::Crebbp,EBMP,Crebbp,2,0.0765223684343725,0.076501690582918,0.06290477514266968,0.06212433427593728,0.0797759425310337,0.1269517467597397,-0.047175804228705986,0.6666666666666666,0.6666666666666666,0.4583333333333333,1.0,0.625,0.6666666666666666,0.7333333333333334
Lara_exvivo_context_holdout_1_EBMP,EBMP::Ehmt1,EBMP,Ehmt1,3,0.05561499157205579,0.0618734295322736,0.049309030175209045,0.02940798842521785,0.0607343491933785,0.0722409667395199,-0.011506617546141393,0.5,0.5,0.25,0.125,0.45,0.5,0.42500000000000004
Lara_exvivo_context_holdout_1_EBMP,EBMP::Hdac1,EBMP,Hdac1,4,0.051151000745395574,0.0588986972193467,0.06705726683139801,0.031037754231598068,0.04709350865202,0.0617242978837822,-0.014630789231762198,0.3333333333333333,0.4166666666666667,0.5,0.16666666666666666,0.3666666666666667,0.35,0.3
Lara_exvivo_context_holdout_1_EBMP,EBMP::Hmgxb4,EBMP,Hmgxb4,3,0.08512732759953857,0.0865785542660159,0.09361039847135544,0.04667748453711755,0.0749601332632257,0.1119026308244034,-0.03694249756117769,0.7916666666666666,0.75,0.9166666666666666,0.75,0.8166666666666667,0.7833333333333333,0.7833333333333333
Lara_exvivo_context_holdout_1_EBMP,EBMP::Kmt2a,EBMP,Kmt2a,3,0.06030089960927756,0.0697925019202738,0.06852368265390396,0.03590521979098723,0.0582242984537456,0.0785644129911045,-0.020340114537358907,0.625,0.5833333333333334,0.5416666666666666,0.3333333333333333,0.6083333333333334,0.6166666666666667,0.5666666666666667
Lara_exvivo_context_holdout_1_EBMP,EBMP::Kmt2d,EBMP,Kmt2d,3,0.09306062520066162,0.0932444184493197,0.09988018125295639,0.03603921417512892,0.1010744685366611,0.1114060561260214,-0.0103315875893603,0.875,0.875,0.9583333333333334,0.375,0.8916666666666667,0.8750000000000001,0.7750000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Mbd3,EBMP,Mbd3,3,0.04462049047267796,0.0518503884780899,0.04773033782839775,0.03345325224858115,0.0505052691063481,0.0612202910534294,-0.0107150219470813,0.041666666666666664,0.125,0.125,0.20833333333333334,0.058333333333333334,0.058333333333333334,0.07500000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Men1,EBMP,Men1,2,0.05714857132467405,0.0683964907147458,0.056832462549209595,0.051238928682174084,0.0792722312563475,0.0633810289872673,0.015891202269080196,0.5416666666666666,0.5416666666666666,0.4166666666666667,0.875,0.5166666666666667,0.5416666666666667,0.6083333333333334
Lara_exvivo_context_holdout_1_EBMP,EBMP::Phf10,EBMP,Phf10,3,0.04721959663226356,0.0526865087498371,0.04836351051926613,0.03555350398756168,0.0537189653642613,0.0661343427442511,-0.012415377379989802,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.20833333333333337,0.20833333333333337,0.22500000000000003
Lara_exvivo_context_holdout_1_EBMP,EBMP::Prmt1,EBMP,Prmt1,4,0.10035437918908215,0.099128874836804,0.07516021281480789,0.025714970920028953,0.0729058198151021,0.1147423753099461,-0.04183655549484401,0.9583333333333334,0.9583333333333334,0.6666666666666666,0.041666666666666664,0.9,0.9583333333333334,0.775
Lara_exvivo_context_holdout_1_EBMP,EBMP::Prmt5,EBMP,Prmt5,2,0.046114385191323964,0.0503871454246111,0.03723140433430672,0.03666077263541163,0.0728992611573721,0.0905397827689259,-0.0176405216115538,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.4166666666666667,0.14166666666666666,0.15,0.21666666666666667
Lara_exvivo_context_holdout_1_EBMP,EBMP::Rbbp4,EBMP,Rbbp4,4,0.08142642660608011,0.089488026071408,0.09029825776815414,0.041667363252093914,0.0572861999759633,0.086607749143747,-0.0293215491677837,0.75,0.7916666666666666,0.875,0.625,0.7750000000000001,0.7583333333333334,0.7250000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Setdb1,EBMP,Setdb1,3,0.05926926069360439,0.070914213996079,0.08204952627420425,0.04064156146683433,0.0619675419283058,0.0840293121374347,-0.022061770209128896,0.5833333333333334,0.625,0.7916666666666666,0.5416666666666666,0.625,0.5916666666666668,0.5750000000000001
Lara_exvivo_context_holdout_1_EBMP,EBMP::Setdb2,EBMP,Setdb2,4,0.051887819462772725,0.0578435562921696,0.04517565295100212,0.0293500741659199,0.0502607945827372,0.0710690497471084,-0.020808255164371195,0.4166666666666667,0.375,0.08333333333333333,0.08333333333333333,0.35000000000000003,0.4083333333333334,0.35000000000000003
