predictor,fold_id,H,M,M_plus_H,delta_MH_vs_M
GEARS,frangieh_context_holdout_1_Co-culture,0.7378715734266224,0.5990857141321219,0.7364513568219445,0.13736564268982265
GEARS,frangieh_context_holdout_2_Control,0.8111209557514223,0.4214976151911348,0.6136391949135992,0.19214157972246437
GEARS,frangieh_context_holdout_3_IFNγ,0.8462136524796322,0.34220627825517586,0.5017201468388852,0.15951386858370936
scGPT,frangieh_context_holdout_1_Co-culture,0.8708630114111058,-0.07998438478580959,0.07674185539852886,0.15672624018433845
scGPT,frangieh_context_holdout_2_Control,0.7735630796581932,0.02104282199343591,0.1536801735320921,0.1326373515386562
scGPT,frangieh_context_holdout_3_IFNγ,0.9171864764685288,0.3568772438262695,0.558374670556196,0.20149742672992654
