fold_id,perturbation,h,n_source_contexts,gene_axis_size,n_expression_rows_read
frangieh_context_holdout_1_Co-culture,FBL+ctrl,0.047232245401706015,2,512,46291
frangieh_context_holdout_1_Co-culture,FMN1+ctrl,0.030313443067370452,2,512,46291
frangieh_context_holdout_1_Co-culture,FSTL3+ctrl,0.030620948440365715,2,512,46291
frangieh_context_holdout_1_Co-culture,GAA+ctrl,0.03590288810081074,2,512,46291
frangieh_context_holdout_1_Co-culture,GPATCH4+ctrl,0.03486351087566142,2,512,46291
frangieh_context_holdout_1_Co-culture,GPNMB+ctrl,0.033419583588317134,2,512,46291
frangieh_context_holdout_1_Co-culture,GRN+ctrl,0.03421816276811098,2,512,46291
frangieh_context_holdout_1_Co-culture,HLA-A+ctrl,0.029932903620377236,2,512,46291
frangieh_context_holdout_1_Co-culture,HLA-B+ctrl,0.04023415084480395,2,512,46291
frangieh_context_holdout_1_Co-culture,HLA-E+ctrl,0.03508602722449967,2,512,46291
frangieh_context_holdout_1_Co-culture,HSPA1A+ctrl,0.039414004921833036,2,512,46291
frangieh_context_holdout_1_Co-culture,IFNGR1+ctrl,0.07351816770795735,2,512,46291
frangieh_context_holdout_1_Co-culture,IFNGR2+ctrl,0.06949940938972043,2,512,46291
frangieh_context_holdout_1_Co-culture,IRF3+ctrl,0.0331194571512735,2,512,46291
frangieh_context_holdout_1_Co-culture,ISYNA1+ctrl,0.036810463560307816,2,512,46291
frangieh_context_holdout_1_Co-culture,JAK1+ctrl,0.06959619350450051,2,512,46291
frangieh_context_holdout_1_Co-culture,JMJD7+ctrl,0.031639473237537456,2,512,46291
frangieh_context_holdout_1_Co-culture,KCNN4+ctrl,0.03220521799977612,2,512,46291
frangieh_context_holdout_1_Co-culture,KLF4+ctrl,0.033388274357969906,2,512,46291
frangieh_context_holdout_1_Co-culture,LAMP2+ctrl,0.03417724641006093,2,512,46291
frangieh_context_holdout_1_Co-culture,LCP1+ctrl,0.03288060218554628,2,512,46291
frangieh_context_holdout_1_Co-culture,LGALS3BP+ctrl,0.033569711771099645,2,512,46291
frangieh_context_holdout_1_Co-culture,LRPAP1+ctrl,0.03531614733260759,2,512,46291
frangieh_context_holdout_1_Co-culture,LY96+ctrl,0.03692518912164916,2,512,46291
frangieh_context_holdout_1_Co-culture,NDUFA13+ctrl,0.04397341707873965,2,512,46291
frangieh_context_holdout_1_Co-culture,NGFR+ctrl,0.03721026417253629,2,512,46291
frangieh_context_holdout_1_Co-culture,NME1+ctrl,0.03490342460038716,2,512,46291
frangieh_context_holdout_1_Co-culture,NMRK1+ctrl,0.030076707734698855,2,512,46291
frangieh_context_holdout_1_Co-culture,NSG1+ctrl,0.03409140421039174,2,512,46291
frangieh_context_holdout_1_Co-culture,P2RX4+ctrl,0.04594262700144254,2,512,46291
frangieh_context_holdout_1_Co-culture,PET100+ctrl,0.040566733536249344,2,512,46291
frangieh_context_holdout_1_Co-culture,PFDN4+ctrl,0.03185758604547256,2,512,46291
frangieh_context_holdout_1_Co-culture,PIK3IP1+ctrl,0.039035356943071524,2,512,46291
frangieh_context_holdout_1_Co-culture,PPIA+ctrl,0.03540457147981449,2,512,46291
frangieh_context_holdout_1_Co-culture,PROS1+ctrl,0.03777356479538549,2,512,46291
frangieh_context_holdout_1_Co-culture,PSAP+ctrl,0.03169839815778042,2,512,46291
frangieh_context_holdout_1_Co-culture,PUF60+ctrl,0.051929916841911006,2,512,46291
frangieh_context_holdout_1_Co-culture,PYGB+ctrl,0.03365009230196235,2,512,46291
frangieh_context_holdout_1_Co-culture,RAB27A+ctrl,0.0341941979820401,2,512,46291
frangieh_context_holdout_1_Co-culture,RB1+ctrl,0.03240873645088378,2,512,46291
frangieh_context_holdout_1_Co-culture,RNASEH2A+ctrl,0.04192257223471954,2,512,46291
frangieh_context_holdout_1_Co-culture,RPSA+ctrl,0.039929679012875634,2,512,46291
frangieh_context_holdout_1_Co-culture,SCARB2+ctrl,0.0364154296696056,2,512,46291
frangieh_context_holdout_1_Co-culture,SDCBP+ctrl,0.03363171034071487,2,512,46291
frangieh_context_holdout_1_Co-culture,SEC11C+ctrl,0.0372971305719371,2,512,46291
frangieh_context_holdout_1_Co-culture,SGK1+ctrl,0.03276410665063589,2,512,46291
frangieh_context_holdout_1_Co-culture,SLC19A1+ctrl,0.0372092236736333,2,512,46291
frangieh_context_holdout_1_Co-culture,SLC26A2+ctrl,0.03368883255108858,2,512,46291
frangieh_context_holdout_1_Co-culture,SLIRP+ctrl,0.03907269588054372,2,512,46291
frangieh_context_holdout_1_Co-culture,SMAD3+ctrl,0.03177143669891736,2,512,46291
frangieh_context_holdout_1_Co-culture,SMAD4+ctrl,0.03524899642089436,2,512,46291
frangieh_context_holdout_1_Co-culture,SOX4+ctrl,0.032808632433394165,2,512,46291
frangieh_context_holdout_1_Co-culture,SP100+ctrl,0.030732204735086865,2,512,46291
frangieh_context_holdout_1_Co-culture,SPESP1+ctrl,0.03278141830363253,2,512,46291
frangieh_context_holdout_1_Co-culture,SPINT1+ctrl,0.04204789008805823,2,512,46291
frangieh_context_holdout_1_Co-culture,SSR2+ctrl,0.03885713442620297,2,512,46291
frangieh_context_holdout_1_Co-culture,TAPBP+ctrl,0.03437359213356335,2,512,46291
frangieh_context_holdout_1_Co-culture,TAPBPL+ctrl,0.03443028797948773,2,512,46291
frangieh_context_holdout_1_Co-culture,TFAP2A+ctrl,0.032833908240864136,2,512,46291
frangieh_context_holdout_1_Co-culture,TIMM50+ctrl,0.03942848217086036,2,512,46291
frangieh_context_holdout_1_Co-culture,TP53+ctrl,0.03234861079757085,2,512,46291
frangieh_context_holdout_1_Co-culture,TPP1+ctrl,0.03236625892649331,2,512,46291
frangieh_context_holdout_1_Co-culture,TRIM22+ctrl,0.03283298296870275,2,512,46291
frangieh_context_holdout_1_Co-culture,TTLL1+ctrl,0.029174931015789194,2,512,46291
frangieh_context_holdout_1_Co-culture,TXNDC17+ctrl,0.034249953840674766,2,512,46291
frangieh_context_holdout_1_Co-culture,UCN2+ctrl,0.03978174719749138,2,512,46291
frangieh_context_holdout_1_Co-culture,UQCRFS1+ctrl,0.04446059188988839,2,512,46291
frangieh_context_holdout_1_Co-culture,UQCRH+ctrl,0.05417925416907858,2,512,46291
frangieh_context_holdout_1_Co-culture,VDAC2+ctrl,0.03261718531378189,2,512,46291
frangieh_context_holdout_2_Control,ACSL3+ctrl,0.046840384365039636,2,512,54894
frangieh_context_holdout_2_Control,ACTA2+ctrl,0.031468062442826454,2,512,54894
frangieh_context_holdout_2_Control,AEBP1+ctrl,0.028094148404773377,2,512,54894
frangieh_context_holdout_2_Control,AGA+ctrl,0.028008418547755813,2,512,54894
frangieh_context_holdout_2_Control,AHNAK+ctrl,0.031106458077064306,2,512,54894
frangieh_context_holdout_2_Control,APOE+ctrl,0.03145020704453967,2,512,54894
frangieh_context_holdout_2_Control,B2M+ctrl,0.02932566700546993,2,512,54894
frangieh_context_holdout_2_Control,BOLA2+ctrl,0.04009497673493062,2,512,54894
frangieh_context_holdout_2_Control,C19orf48+ctrl,0.027631906690980163,2,512,54894
frangieh_context_holdout_2_Control,C1QBP+ctrl,0.034171965517340926,2,512,54894
frangieh_context_holdout_2_Control,CCND1+ctrl,0.04083271009822248,2,512,54894
frangieh_context_holdout_2_Control,CCND2+ctrl,0.03211510348021211,2,512,54894
frangieh_context_holdout_2_Control,CCR10+ctrl,0.03335530720748368,2,512,54894
frangieh_context_holdout_2_Control,CD151+ctrl,0.03107388570957762,2,512,54894
frangieh_context_holdout_2_Control,CD47+ctrl,0.03407453455873915,2,512,54894
frangieh_context_holdout_2_Control,CD58+ctrl,0.030808553981952723,2,512,54894
frangieh_context_holdout_2_Control,CD59+ctrl,0.029133992539590276,2,512,54894
frangieh_context_holdout_2_Control,CDK4+ctrl,0.03278956085482416,2,512,54894
frangieh_context_holdout_2_Control,CDK6+ctrl,0.048249710373820746,2,512,54894
frangieh_context_holdout_2_Control,CDKN2B+ctrl,0.031683365701991074,2,512,54894
frangieh_context_holdout_2_Control,CHCHD2+ctrl,0.03135474635459406,2,512,54894
frangieh_context_holdout_2_Control,CST3+ctrl,0.03757709573571559,2,512,54894
frangieh_context_holdout_2_Control,CTSA+ctrl,0.035894356291869864,2,512,54894
frangieh_context_holdout_2_Control,CTSB+ctrl,0.03153709122197195,2,512,54894
frangieh_context_holdout_2_Control,CTSD+ctrl,0.027758737879801293,2,512,54894
frangieh_context_holdout_2_Control,CTSL+ctrl,0.030983866909041136,2,512,54894
frangieh_context_holdout_2_Control,CXCR4+ctrl,0.03157281396153108,2,512,54894
frangieh_context_holdout_2_Control,CYP27A1+ctrl,0.029782132361721746,2,512,54894
frangieh_context_holdout_2_Control,DAG1+ctrl,0.03004133322097088,2,512,54894
frangieh_context_holdout_2_Control,DDX39A+ctrl,0.035846201861864935,2,512,54894
frangieh_context_holdout_2_Control,DNMT1+ctrl,0.04915054849414129,2,512,54894
frangieh_context_holdout_2_Control,E2F1+ctrl,0.03743561003135397,2,512,54894
frangieh_context_holdout_2_Control,EEA1+ctrl,0.03618634721390524,2,512,54894
frangieh_context_holdout_2_Control,EIF3K+ctrl,0.033343177709174054,2,512,54894
frangieh_context_holdout_2_Control,EMP1+ctrl,0.031100795857693854,2,512,54894
frangieh_context_holdout_2_Control,ENPP1+ctrl,0.0308698727869156,2,512,54894
frangieh_context_holdout_2_Control,EVA1A+ctrl,0.032245099706761204,2,512,54894
frangieh_context_holdout_2_Control,FBL+ctrl,0.04826821232190981,2,512,54894
frangieh_context_holdout_2_Control,FMN1+ctrl,0.024285643021576295,2,512,54894
frangieh_context_holdout_2_Control,FOS+ctrl,0.028984150718816507,2,512,54894
frangieh_context_holdout_2_Control,HLA-A+ctrl,0.029829031660432596,2,512,54894
frangieh_context_holdout_2_Control,HLA-B+ctrl,0.03467128855869648,2,512,54894
frangieh_context_holdout_2_Control,HLA-DRB5+ctrl,0.026806587239751226,2,512,54894
frangieh_context_holdout_2_Control,HNRNPA1+ctrl,0.0335827015037348,2,512,54894
frangieh_context_holdout_2_Control,HSPA1A+ctrl,0.033172048023997106,2,512,54894
frangieh_context_holdout_2_Control,IFNGR1+ctrl,0.04640999835847558,2,512,54894
frangieh_context_holdout_2_Control,IFNGR2+ctrl,0.043235652432776814,2,512,54894
frangieh_context_holdout_2_Control,IRF3+ctrl,0.0284514340123761,2,512,54894
frangieh_context_holdout_2_Control,ISYNA1+ctrl,0.035754361857634975,2,512,54894
frangieh_context_holdout_2_Control,ITGA3+ctrl,0.0335847549156889,2,512,54894
frangieh_context_holdout_2_Control,JAK1+ctrl,0.04447427223317477,2,512,54894
frangieh_context_holdout_2_Control,KCNN4+ctrl,0.028052643386357635,2,512,54894
frangieh_context_holdout_2_Control,KLF4+ctrl,0.03163309900420964,2,512,54894
frangieh_context_holdout_2_Control,LAMP2+ctrl,0.03215689712099866,2,512,54894
frangieh_context_holdout_2_Control,LCP1+ctrl,0.029883466437147087,2,512,54894
frangieh_context_holdout_2_Control,LGALS3BP+ctrl,0.036965329251038084,2,512,54894
frangieh_context_holdout_2_Control,LRPAP1+ctrl,0.029122667530371446,2,512,54894
frangieh_context_holdout_2_Control,LY96+ctrl,0.03520555478983379,2,512,54894
frangieh_context_holdout_2_Control,MC1R+ctrl,0.031733163524070095,2,512,54894
frangieh_context_holdout_2_Control,MDH2+ctrl,0.031567309082955144,2,512,54894
frangieh_context_holdout_2_Control,MIA+ctrl,0.03069678885466231,2,512,54894
frangieh_context_holdout_2_Control,MT2A+ctrl,0.036030404340716395,2,512,54894
frangieh_context_holdout_2_Control,NGFR+ctrl,0.03260149356311222,2,512,54894
frangieh_context_holdout_2_Control,NMRK1+ctrl,0.03049754448051768,2,512,54894
frangieh_context_holdout_2_Control,NONO+ctrl,0.03668776922933012,2,512,54894
frangieh_context_holdout_2_Control,NT5E+ctrl,0.031070230476786476,2,512,54894
frangieh_context_holdout_2_Control,PAICS+ctrl,0.05330399080405288,2,512,54894
frangieh_context_holdout_2_Control,PET100+ctrl,0.04410779631360743,2,512,54894
frangieh_context_holdout_2_Control,PFDN4+ctrl,0.03305167720262211,2,512,54894
frangieh_context_holdout_2_Control,PFN1+ctrl,0.04748492938414045,2,512,54894
frangieh_context_holdout_2_Control,PIK3IP1+ctrl,0.0360863124315694,2,512,54894
frangieh_context_holdout_2_Control,PPIA+ctrl,0.032458795880220166,2,512,54894
frangieh_context_holdout_2_Control,RB1+ctrl,0.03034301526020456,2,512,54894
frangieh_context_holdout_2_Control,RBP7+ctrl,0.029489697290730144,2,512,54894
frangieh_context_holdout_2_Control,RNASEH2A+ctrl,0.054726492507539796,2,512,54894
frangieh_context_holdout_2_Control,RNF213+ctrl,0.03017163320126615,2,512,54894
frangieh_context_holdout_2_Control,RPSA+ctrl,0.03729859464952667,2,512,54894
frangieh_context_holdout_2_Control,RTP4+ctrl,0.028302933397765215,2,512,54894
frangieh_context_holdout_2_Control,SAT1+ctrl,0.030664853839321167,2,512,54894
frangieh_context_holdout_2_Control,SDC3+ctrl,0.027415657586185943,2,512,54894
frangieh_context_holdout_2_Control,SEC11C+ctrl,0.03112895682957503,2,512,54894
frangieh_context_holdout_2_Control,SERPINA3+ctrl,0.033026750508092104,2,512,54894
frangieh_context_holdout_2_Control,SERPINE2+ctrl,0.029675679232810025,2,512,54894
frangieh_context_holdout_2_Control,SET+ctrl,0.03428490866599731,2,512,54894
frangieh_context_holdout_2_Control,SHMT2+ctrl,0.033273971604610875,2,512,54894
frangieh_context_holdout_2_Control,SLC19A1+ctrl,0.033739741709223954,2,512,54894
frangieh_context_holdout_2_Control,SLC26A2+ctrl,0.030963450451261955,2,512,54894
frangieh_context_holdout_2_Control,SLC5A3+ctrl,0.031172805858576513,2,512,54894
frangieh_context_holdout_2_Control,SLIRP+ctrl,0.03478491126018228,2,512,54894
frangieh_context_holdout_2_Control,SMAD3+ctrl,0.02844762974137675,2,512,54894
frangieh_context_holdout_2_Control,SMAD4+ctrl,0.03282053577044361,2,512,54894
frangieh_context_holdout_2_Control,SP100+ctrl,0.028678506358972546,2,512,54894
frangieh_context_holdout_2_Control,STAT3+ctrl,0.034290835207450195,2,512,54894
frangieh_context_holdout_2_Control,STX7+ctrl,0.032295104295064506,2,512,54894
frangieh_context_holdout_2_Control,TAPBP+ctrl,0.031460407080850836,2,512,54894
frangieh_context_holdout_2_Control,TFAP2A+ctrl,0.030317781588862808,2,512,54894
frangieh_context_holdout_2_Control,TIMP3+ctrl,0.03243708162122251,2,512,54894
frangieh_context_holdout_2_Control,TOP1MT+ctrl,0.03449490843579422,2,512,54894
frangieh_context_holdout_2_Control,TP53+ctrl,0.030888315501008044,2,512,54894
frangieh_context_holdout_2_Control,TRIM22+ctrl,0.03119497834397496,2,512,54894
frangieh_context_holdout_2_Control,TTLL1+ctrl,0.02721052963547817,2,512,54894
frangieh_context_holdout_2_Control,UCN2+ctrl,0.031739519013026456,2,512,54894
frangieh_context_holdout_2_Control,UQCRFS1+ctrl,0.04248343895225232,2,512,54894
frangieh_context_holdout_2_Control,UQCRH+ctrl,0.05048925906702515,2,512,54894
frangieh_context_holdout_2_Control,VAT1+ctrl,0.03385677927459375,2,512,54894
frangieh_context_holdout_2_Control,VDAC2+ctrl,0.029453945600222135,2,512,54894
frangieh_context_holdout_3_IFNγ,A2M+ctrl,0.03339866654961281,2,512,43116
frangieh_context_holdout_3_IFNγ,ACSL3+ctrl,0.046375177134272465,2,512,43116
frangieh_context_holdout_3_IFNγ,AHNAK+ctrl,0.035175295313280466,2,512,43116
frangieh_context_holdout_3_IFNγ,B2M+ctrl,0.032639946763828316,2,512,43116
frangieh_context_holdout_3_IFNγ,BOLA2B+ctrl,0.04285695616587,2,512,43116
frangieh_context_holdout_3_IFNγ,BZW2+ctrl,0.033563648833499445,2,512,43116
frangieh_context_holdout_3_IFNγ,C19orf48+ctrl,0.03134347912901058,2,512,43116
frangieh_context_holdout_3_IFNγ,C1QBP+ctrl,0.03983699176599853,2,512,43116
frangieh_context_holdout_3_IFNγ,C6orf226+ctrl,0.03484778458501051,2,512,43116
frangieh_context_holdout_3_IFNγ,CCND1+ctrl,0.041071148618757485,2,512,43116
frangieh_context_holdout_3_IFNγ,CD274+ctrl,0.03296511688024844,2,512,43116
frangieh_context_holdout_3_IFNγ,CD47+ctrl,0.03465757134146068,2,512,43116
frangieh_context_holdout_3_IFNγ,CD58+ctrl,0.03145224458405385,2,512,43116
frangieh_context_holdout_3_IFNγ,CD59+ctrl,0.029793345744147017,2,512,43116
frangieh_context_holdout_3_IFNγ,CD63+ctrl,0.03597043504597116,2,512,43116
frangieh_context_holdout_3_IFNγ,CDK6+ctrl,0.05093100605221607,2,512,43116
frangieh_context_holdout_3_IFNγ,CDKN2A+ctrl,0.0349123760376955,2,512,43116
frangieh_context_holdout_3_IFNγ,CITED1+ctrl,0.029932253854946335,2,512,43116
frangieh_context_holdout_3_IFNγ,CMSS1+ctrl,0.030715227074316648,2,512,43116
frangieh_context_holdout_3_IFNγ,CORO1A+ctrl,0.03243020301372627,2,512,43116
frangieh_context_holdout_3_IFNγ,CSPG4+ctrl,0.028067174762134037,2,512,43116
frangieh_context_holdout_3_IFNγ,CST3+ctrl,0.039044459067644935,2,512,43116
frangieh_context_holdout_3_IFNγ,CTPS1+ctrl,0.05208425208606357,2,512,43116
frangieh_context_holdout_3_IFNγ,CTSA+ctrl,0.034999058800947364,2,512,43116
frangieh_context_holdout_3_IFNγ,CTSD+ctrl,0.029851188037855424,2,512,43116
frangieh_context_holdout_3_IFNγ,CXCR4+ctrl,0.03299380279733173,2,512,43116
frangieh_context_holdout_3_IFNγ,DDX17+ctrl,0.03401034463485028,2,512,43116
frangieh_context_holdout_3_IFNγ,DDX39A+ctrl,0.03685188138291873,2,512,43116
frangieh_context_holdout_3_IFNγ,DNMT1+ctrl,0.054466961788560475,2,512,43116
frangieh_context_holdout_3_IFNγ,E2F1+ctrl,0.04010395349234221,2,512,43116
frangieh_context_holdout_3_IFNγ,EIF3K+ctrl,0.03815181979118212,2,512,43116
frangieh_context_holdout_3_IFNγ,EMP1+ctrl,0.03402145878142904,2,512,43116
frangieh_context_holdout_3_IFNγ,ENPP1+ctrl,0.033573037943994986,2,512,43116
frangieh_context_holdout_3_IFNγ,EVA1A+ctrl,0.03743554549955362,2,512,43116
frangieh_context_holdout_3_IFNγ,FBXO32+ctrl,0.030990230042293822,2,512,43116
frangieh_context_holdout_3_IFNγ,FGFR1+ctrl,0.03162167356035494,2,512,43116
frangieh_context_holdout_3_IFNγ,FKBP4+ctrl,0.03690269302017046,2,512,43116
frangieh_context_holdout_3_IFNγ,FOS+ctrl,0.03510563209696031,2,512,43116
frangieh_context_holdout_3_IFNγ,FSTL3+ctrl,0.03021406462078714,2,512,43116
frangieh_context_holdout_3_IFNγ,GPATCH4+ctrl,0.03349482458836026,2,512,43116
frangieh_context_holdout_3_IFNγ,GRN+ctrl,0.032800011681529295,2,512,43116
frangieh_context_holdout_3_IFNγ,HLA-B+ctrl,0.037993351489307624,2,512,43116
frangieh_context_holdout_3_IFNγ,HLA-C+ctrl,0.03848186897810532,2,512,43116
frangieh_context_holdout_3_IFNγ,HLA-E+ctrl,0.0360485804678181,2,512,43116
frangieh_context_holdout_3_IFNγ,HSPA1A+ctrl,0.03848531721835884,2,512,43116
frangieh_context_holdout_3_IFNγ,IDH2+ctrl,0.029158675886609108,2,512,43116
frangieh_context_holdout_3_IFNγ,IFNGR2+ctrl,0.05771768984346774,2,512,43116
frangieh_context_holdout_3_IFNγ,IRF3+ctrl,0.03146956075769735,2,512,43116
frangieh_context_holdout_3_IFNγ,ISYNA1+ctrl,0.03585929400448392,2,512,43116
frangieh_context_holdout_3_IFNγ,KDR+ctrl,0.03207378308409606,2,512,43116
frangieh_context_holdout_3_IFNγ,KLF4+ctrl,0.03202975140955932,2,512,43116
frangieh_context_holdout_3_IFNγ,LAMP2+ctrl,0.031403643964882086,2,512,43116
frangieh_context_holdout_3_IFNγ,LCP1+ctrl,0.03094683518867071,2,512,43116
frangieh_context_holdout_3_IFNγ,LGALS3+ctrl,0.03724790262534667,2,512,43116
frangieh_context_holdout_3_IFNγ,LGALS3BP+ctrl,0.03767939161679162,2,512,43116
frangieh_context_holdout_3_IFNγ,LRPAP1+ctrl,0.03246037660013277,2,512,43116
frangieh_context_holdout_3_IFNγ,LY96+ctrl,0.034152723947986456,2,512,43116
frangieh_context_holdout_3_IFNγ,MC1R+ctrl,0.034662539177413666,2,512,43116
frangieh_context_holdout_3_IFNγ,MFGE8+ctrl,0.02942784396904485,2,512,43116
frangieh_context_holdout_3_IFNγ,MRPL47+ctrl,0.04856021310540196,2,512,43116
frangieh_context_holdout_3_IFNγ,NGFR+ctrl,0.038180389010125396,2,512,43116
frangieh_context_holdout_3_IFNγ,NPC1+ctrl,0.03153299921722278,2,512,43116
frangieh_context_holdout_3_IFNγ,NSG1+ctrl,0.031213247159388023,2,512,43116
frangieh_context_holdout_3_IFNγ,P2RX4+ctrl,0.047433455176203496,2,512,43116
frangieh_context_holdout_3_IFNγ,PAICS+ctrl,0.05141574361531705,2,512,43116
frangieh_context_holdout_3_IFNγ,PFDN4+ctrl,0.03421868217095096,2,512,43116
frangieh_context_holdout_3_IFNγ,PFN1+ctrl,0.047165796409075644,2,512,43116
frangieh_context_holdout_3_IFNγ,PIK3IP1+ctrl,0.03406382280242084,2,512,43116
frangieh_context_holdout_3_IFNγ,PPIA+ctrl,0.03641273120548025,2,512,43116
frangieh_context_holdout_3_IFNγ,PROS1+ctrl,0.034262322032020044,2,512,43116
frangieh_context_holdout_3_IFNγ,PTMA+ctrl,0.033342653071947496,2,512,43116
frangieh_context_holdout_3_IFNγ,PYGB+ctrl,0.035969579351586095,2,512,43116
frangieh_context_holdout_3_IFNγ,RNASEH2A+ctrl,0.055550762045399375,2,512,43116
frangieh_context_holdout_3_IFNγ,SCARB2+ctrl,0.032275476384907825,2,512,43116
frangieh_context_holdout_3_IFNγ,SDCBP+ctrl,0.032295620512744476,2,512,43116
frangieh_context_holdout_3_IFNγ,SERPINF1+ctrl,0.033777956289465935,2,512,43116
frangieh_context_holdout_3_IFNγ,SET+ctrl,0.03324610353361009,2,512,43116
frangieh_context_holdout_3_IFNγ,SLC19A1+ctrl,0.0352224961257774,2,512,43116
frangieh_context_holdout_3_IFNγ,SLC22A18+ctrl,0.027061486931317262,2,512,43116
frangieh_context_holdout_3_IFNγ,SLC25A13+ctrl,0.033994861122161414,2,512,43116
frangieh_context_holdout_3_IFNγ,SLC26A2+ctrl,0.02954717510869018,2,512,43116
frangieh_context_holdout_3_IFNγ,SOX4+ctrl,0.03053185729295805,2,512,43116
frangieh_context_holdout_3_IFNγ,SPESP1+ctrl,0.030073496247316183,2,512,43116
frangieh_context_holdout_3_IFNγ,SSR2+ctrl,0.037915715785244664,2,512,43116
frangieh_context_holdout_3_IFNγ,ST6GALNAC2+ctrl,0.03818175519823371,2,512,43116
frangieh_context_holdout_3_IFNγ,STAT3+ctrl,0.03495978444409623,2,512,43116
frangieh_context_holdout_3_IFNγ,STOM+ctrl,0.035245375048617036,2,512,43116
frangieh_context_holdout_3_IFNγ,STX7+ctrl,0.03178753580294455,2,512,43116
frangieh_context_holdout_3_IFNγ,TAPBP+ctrl,0.0352025117760949,2,512,43116
frangieh_context_holdout_3_IFNγ,TAPBPL+ctrl,0.03255248035621515,2,512,43116
frangieh_context_holdout_3_IFNγ,TIMM50+ctrl,0.04014545709410603,2,512,43116
frangieh_context_holdout_3_IFNγ,TIMP1+ctrl,0.03190821905202408,2,512,43116
frangieh_context_holdout_3_IFNγ,TIMP2+ctrl,0.037047064678424314,2,512,43116
frangieh_context_holdout_3_IFNγ,TIMP3+ctrl,0.03288394148130746,2,512,43116
frangieh_context_holdout_3_IFNγ,TOP1MT+ctrl,0.03440445398395981,2,512,43116
frangieh_context_holdout_3_IFNγ,TTLL1+ctrl,0.03012431541988983,2,512,43116
frangieh_context_holdout_3_IFNγ,TXNDC17+ctrl,0.034374117021892005,2,512,43116
frangieh_context_holdout_3_IFNγ,UBC+ctrl,0.047460062284631406,2,512,43116
frangieh_context_holdout_3_IFNγ,UQCRFS1+ctrl,0.04160663222788805,2,512,43116
frangieh_context_holdout_3_IFNγ,UQCRH+ctrl,0.04719373949058892,2,512,43116
frangieh_context_holdout_3_IFNγ,VAT1+ctrl,0.03391033572270574,2,512,43116
frangieh_context_holdout_3_IFNγ,VDAC2+ctrl,0.03407079442859367,2,512,43116
