fold_id,task_id,split,context,perturbation,setting,predicted_effect_l2,h,predictor,M,H,M_plus_H
frangieh_context_holdout_1_Co-culture,Co-culture::CSPG4+ctrl,test,Co-culture,CSPG4+ctrl,context_unseen_row,0.0658066421747207,0.031857091738606305,scGPT,0.9807692307692307,0.1346153846153846,0.8115384615384615
frangieh_context_holdout_1_Co-culture,Co-culture::CTPS1+ctrl,test,Co-culture,CTPS1+ctrl,context_unseen_row,0.0655235201120376,0.0528983419314275,scGPT,0.5865384615384616,0.9615384615384616,0.6615384615384616
frangieh_context_holdout_1_Co-culture,Co-culture::CTSB+ctrl,test,Co-culture,CTSB+ctrl,context_unseen_row,0.0655265599489212,0.035438727435119576,scGPT,0.6057692307692307,0.5865384615384616,0.6019230769230769
frangieh_context_holdout_1_Co-culture,Co-culture::CTSD+ctrl,test,Co-culture,CTSD+ctrl,context_unseen_row,0.0654759630560875,0.0314511743174029,scGPT,0.375,0.09615384615384616,0.31923076923076926
frangieh_context_holdout_1_Co-culture,Co-culture::CXCR4+ctrl,test,Co-culture,CXCR4+ctrl,context_unseen_row,0.0656080022454261,0.03218946732414985,scGPT,0.7403846153846154,0.15384615384615385,0.6230769230769231
frangieh_context_holdout_1_Co-culture,Co-culture::DAG1+ctrl,test,Co-culture,DAG1+ctrl,context_unseen_row,0.0657625496387481,0.03402433497057665,scGPT,0.9711538461538461,0.41346153846153844,0.8596153846153847
frangieh_context_holdout_1_Co-culture,Co-culture::DDX39A+ctrl,test,Co-culture,DDX39A+ctrl,context_unseen_row,0.0655007138848304,0.03941615865348877,scGPT,0.4519230769230769,0.7884615384615384,0.5192307692307693
frangieh_context_holdout_1_Co-culture,Co-culture::DLL3+ctrl,test,Co-culture,DLL3+ctrl,context_unseen_row,0.0655982866883277,0.03377647773187106,scGPT,0.7211538461538461,0.40384615384615385,0.6576923076923078
frangieh_context_holdout_1_Co-culture,Co-culture::DNMT1+ctrl,test,Co-culture,DNMT1+ctrl,context_unseen_row,0.065503180027008,0.0527505163543625,scGPT,0.4807692307692308,0.9519230769230769,0.575
frangieh_context_holdout_1_Co-culture,Co-culture::EEA1+ctrl,test,Co-culture,EEA1+ctrl,context_unseen_row,0.065707542002201,0.04031406138124334,scGPT,0.9038461538461539,0.8461538461538461,0.8923076923076925
frangieh_context_holdout_1_Co-culture,Co-culture::EMP1+ctrl,test,Co-culture,EMP1+ctrl,context_unseen_row,0.0653789564967155,0.0322613843324632,scGPT,0.11538461538461539,0.17307692307692307,0.12692307692307692
frangieh_context_holdout_1_Co-culture,Co-culture::EVA1A+ctrl,test,Co-culture,EVA1A+ctrl,context_unseen_row,0.0654426142573356,0.03700065960435177,scGPT,0.2692307692307692,0.6730769230769231,0.35000000000000003
frangieh_context_holdout_1_Co-culture,Co-culture::FBL+ctrl,test,Co-culture,FBL+ctrl,context_unseen_row,0.0656178593635559,0.047232245401706015,scGPT,0.7884615384615384,0.9326923076923077,0.8173076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::FMN1+ctrl,test,Co-culture,FMN1+ctrl,context_unseen_row,0.0656808093190193,0.030313443067370452,scGPT,0.8942307692307693,0.04807692307692308,0.7250000000000001
frangieh_context_holdout_1_Co-culture,Co-culture::FSTL3+ctrl,test,Co-culture,FSTL3+ctrl,context_unseen_row,0.0656067207455635,0.030620948440365715,scGPT,0.7307692307692307,0.0673076923076923,0.5980769230769231
frangieh_context_holdout_1_Co-culture,Co-culture::GAA+ctrl,test,Co-culture,GAA+ctrl,context_unseen_row,0.0656592100858688,0.03590288810081074,scGPT,0.8461538461538461,0.6153846153846154,0.8
frangieh_context_holdout_1_Co-culture,Co-culture::GPATCH4+ctrl,test,Co-culture,GPATCH4+ctrl,context_unseen_row,0.0657187178730964,0.03486351087566142,scGPT,0.9230769230769231,0.5192307692307693,0.8423076923076924
frangieh_context_holdout_1_Co-culture,Co-culture::GPNMB+ctrl,test,Co-culture,GPNMB+ctrl,context_unseen_row,0.0653331205248832,0.033419583588317134,scGPT,0.038461538461538464,0.33653846153846156,0.09807692307692309
frangieh_context_holdout_1_Co-culture,Co-culture::GRN+ctrl,test,Co-culture,GRN+ctrl,context_unseen_row,0.0657508745789527,0.03421816276811098,scGPT,0.9519230769230769,0.46153846153846156,0.8538461538461538
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-A+ctrl,test,Co-culture,HLA-A+ctrl,context_unseen_row,0.0655029788613319,0.029932903620377236,scGPT,0.47115384615384615,0.019230769230769232,0.38076923076923075
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-B+ctrl,test,Co-culture,HLA-B+ctrl,context_unseen_row,0.0655067935585975,0.04023415084480395,scGPT,0.5096153846153846,0.8365384615384616,0.575
frangieh_context_holdout_1_Co-culture,Co-culture::HLA-E+ctrl,test,Co-culture,HLA-E+ctrl,context_unseen_row,0.065423659980297,0.03508602722449967,scGPT,0.23076923076923078,0.5384615384615384,0.2923076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::HSPA1A+ctrl,test,Co-culture,HSPA1A+ctrl,context_unseen_row,0.0654480308294296,0.039414004921833036,scGPT,0.2980769230769231,0.7788461538461539,0.3942307692307693
frangieh_context_holdout_1_Co-culture,Co-culture::IFNGR1+ctrl,test,Co-culture,IFNGR1+ctrl,context_unseen_row,0.0653913840651512,0.07351816770795735,scGPT,0.15384615384615385,1.0,0.3230769230769231
frangieh_context_holdout_1_Co-culture,Co-culture::IFNGR2+ctrl,test,Co-culture,IFNGR2+ctrl,context_unseen_row,0.0656746178865432,0.06949940938972043,scGPT,0.8846153846153846,0.9807692307692307,0.9038461538461539
frangieh_context_holdout_1_Co-culture,Co-culture::IRF3+ctrl,test,Co-culture,IRF3+ctrl,context_unseen_row,0.0654641836881637,0.0331194571512735,scGPT,0.34615384615384615,0.3076923076923077,0.3384615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::ISYNA1+ctrl,test,Co-culture,ISYNA1+ctrl,context_unseen_row,0.0654078274965286,0.036810463560307816,scGPT,0.19230769230769232,0.6442307692307693,0.2826923076923077
frangieh_context_holdout_1_Co-culture,Co-culture::JAK1+ctrl,test,Co-culture,JAK1+ctrl,context_unseen_row,0.065454825758934,0.06959619350450051,scGPT,0.33653846153846156,0.9903846153846154,0.46730769230769237
frangieh_context_holdout_1_Co-culture,Co-culture::JMJD7+ctrl,test,Co-culture,JMJD7+ctrl,context_unseen_row,0.0654740631580352,0.031639473237537456,scGPT,0.3557692307692308,0.10576923076923077,0.3057692307692308
frangieh_context_holdout_1_Co-culture,Co-culture::KCNN4+ctrl,test,Co-culture,KCNN4+ctrl,context_unseen_row,0.0656725764274597,0.03220521799977612,scGPT,0.8653846153846154,0.16346153846153846,0.7250000000000001
frangieh_context_holdout_1_Co-culture,Co-culture::KLF4+ctrl,test,Co-culture,KLF4+ctrl,context_unseen_row,0.0655432567000389,0.033388274357969906,scGPT,0.625,0.3269230769230769,0.5653846153846154
frangieh_context_holdout_1_Co-culture,Co-culture::LAMP2+ctrl,test,Co-culture,LAMP2+ctrl,context_unseen_row,0.0653905197978019,0.03417724641006093,scGPT,0.1346153846153846,0.4423076923076923,0.19615384615384618
frangieh_context_holdout_1_Co-culture,Co-culture::LCP1+ctrl,test,Co-culture,LCP1+ctrl,context_unseen_row,0.0654545202851295,0.03288060218554628,scGPT,0.3269230769230769,0.28846153846153844,0.31923076923076926
frangieh_context_holdout_1_Co-culture,Co-culture::LGALS3BP+ctrl,test,Co-culture,LGALS3BP+ctrl,context_unseen_row,0.0655181482434272,0.033569711771099645,scGPT,0.5673076923076923,0.36538461538461536,0.5269230769230769
frangieh_context_holdout_1_Co-culture,Co-culture::LRPAP1+ctrl,test,Co-culture,LRPAP1+ctrl,context_unseen_row,0.0655694901943206,0.03531614733260759,scGPT,0.6634615384615384,0.5576923076923077,0.6423076923076924
frangieh_context_holdout_1_Co-culture,Co-culture::LY96+ctrl,test,Co-culture,LY96+ctrl,context_unseen_row,0.0654195249080658,0.03692518912164916,scGPT,0.21153846153846154,0.6634615384615384,0.30192307692307696
frangieh_context_holdout_1_Co-culture,Co-culture::NDUFA13+ctrl,test,Co-culture,NDUFA13+ctrl,context_unseen_row,0.0653094351291656,0.04397341707873965,scGPT,0.028846153846153848,0.9038461538461539,0.20384615384615387
frangieh_context_holdout_1_Co-culture,Co-culture::NGFR+ctrl,test,Co-culture,NGFR+ctrl,context_unseen_row,0.0654214769601821,0.03721026417253629,scGPT,0.22115384615384615,0.6923076923076923,0.3153846153846154
frangieh_context_holdout_1_Co-culture,Co-culture::NME1+ctrl,test,Co-culture,NME1+ctrl,context_unseen_row,0.0656120628118515,0.03490342460038716,scGPT,0.7692307692307693,0.5288461538461539,0.7211538461538463
frangieh_context_holdout_1_Co-culture,Co-culture::NMRK1+ctrl,test,Co-culture,NMRK1+ctrl,context_unseen_row,0.065519742667675,0.030076707734698855,scGPT,0.5769230769230769,0.028846153846153848,0.46730769230769226
frangieh_context_holdout_1_Co-culture,Co-culture::NSG1+ctrl,test,Co-culture,NSG1+ctrl,context_unseen_row,0.0654840543866157,0.03409140421039174,scGPT,0.38461538461538464,0.4230769230769231,0.39230769230769236
frangieh_context_holdout_1_Co-culture,Co-culture::P2RX4+ctrl,test,Co-culture,P2RX4+ctrl,context_unseen_row,0.0657474249601364,0.04594262700144254,scGPT,0.9423076923076923,0.9230769230769231,0.9384615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::PET100+ctrl,test,Co-culture,PET100+ctrl,context_unseen_row,0.0655710101127624,0.040566733536249344,scGPT,0.6730769230769231,0.8557692307692307,0.7096153846153848
frangieh_context_holdout_1_Co-culture,Co-culture::PFDN4+ctrl,test,Co-culture,PFDN4+ctrl,context_unseen_row,0.0655122101306915,0.03185758604547256,scGPT,0.5576923076923077,0.14423076923076922,0.47500000000000003
frangieh_context_holdout_1_Co-culture,Co-culture::PIK3IP1+ctrl,test,Co-culture,PIK3IP1+ctrl,context_unseen_row,0.0658752247691154,0.039035356943071524,scGPT,1.0,0.7596153846153846,0.951923076923077
frangieh_context_holdout_1_Co-culture,Co-culture::PPIA+ctrl,test,Co-culture,PPIA+ctrl,context_unseen_row,0.0657083988189697,0.03540457147981449,scGPT,0.9134615384615384,0.5673076923076923,0.8442307692307693
frangieh_context_holdout_1_Co-culture,Co-culture::PROS1+ctrl,test,Co-culture,PROS1+ctrl,context_unseen_row,0.0657377764582634,0.03777356479538549,scGPT,0.9326923076923077,0.7115384615384616,0.8884615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::PSAP+ctrl,test,Co-culture,PSAP+ctrl,context_unseen_row,0.0653519108891487,0.03169839815778042,scGPT,0.0673076923076923,0.11538461538461539,0.07692307692307693
frangieh_context_holdout_1_Co-culture,Co-culture::PUF60+ctrl,test,Co-culture,PUF60+ctrl,context_unseen_row,0.0656085461378097,0.051929916841911006,scGPT,0.75,0.9423076923076923,0.7884615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::PYGB+ctrl,test,Co-culture,PYGB+ctrl,context_unseen_row,0.0655798912048339,0.03365009230196235,scGPT,0.6826923076923077,0.38461538461538464,0.6230769230769231
frangieh_context_holdout_1_Co-culture,Co-culture::RAB27A+ctrl,test,Co-culture,RAB27A+ctrl,context_unseen_row,0.0655115470290184,0.0341941979820401,scGPT,0.5480769230769231,0.4519230769230769,0.528846153846154
frangieh_context_holdout_1_Co-culture,Co-culture::RB1+ctrl,test,Co-culture,RB1+ctrl,context_unseen_row,0.0656728520989418,0.03240873645088378,scGPT,0.875,0.21153846153846154,0.7423076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::RNASEH2A+ctrl,test,Co-culture,RNASEH2A+ctrl,context_unseen_row,0.0654986947774887,0.04192257223471954,scGPT,0.4423076923076923,0.8846153846153846,0.5307692307692308
frangieh_context_holdout_1_Co-culture,Co-culture::RPSA+ctrl,test,Co-culture,RPSA+ctrl,context_unseen_row,0.065434418618679,0.039929679012875634,scGPT,0.25,0.8269230769230769,0.3653846153846154
frangieh_context_holdout_1_Co-culture,Co-culture::SCARB2+ctrl,test,Co-culture,SCARB2+ctrl,context_unseen_row,0.0655072554945945,0.0364154296696056,scGPT,0.5192307692307693,0.625,0.5403846153846155
frangieh_context_holdout_1_Co-culture,Co-culture::SDCBP+ctrl,test,Co-culture,SDCBP+ctrl,context_unseen_row,0.0655036941170692,0.03363171034071487,scGPT,0.49038461538461536,0.375,0.4673076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::SEC11C+ctrl,test,Co-culture,SEC11C+ctrl,context_unseen_row,0.0653727278113365,0.0372971305719371,scGPT,0.09615384615384616,0.7019230769230769,0.2173076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::SGK1+ctrl,test,Co-culture,SGK1+ctrl,context_unseen_row,0.0654892176389694,0.03276410665063589,scGPT,0.41346153846153844,0.2403846153846154,0.37884615384615383
frangieh_context_holdout_1_Co-culture,Co-culture::SLC19A1+ctrl,test,Co-culture,SLC19A1+ctrl,context_unseen_row,0.065510056912899,0.0372092236736333,scGPT,0.5288461538461539,0.6826923076923077,0.5596153846153846
frangieh_context_holdout_1_Co-culture,Co-culture::SLC26A2+ctrl,test,Co-culture,SLC26A2+ctrl,context_unseen_row,0.0656134337186813,0.03368883255108858,scGPT,0.7788461538461539,0.3942307692307692,0.7019230769230769
frangieh_context_holdout_1_Co-culture,Co-culture::SLIRP+ctrl,test,Co-culture,SLIRP+ctrl,context_unseen_row,0.065486803650856,0.03907269588054372,scGPT,0.3942307692307692,0.7692307692307693,0.46923076923076923
frangieh_context_holdout_1_Co-culture,Co-culture::SMAD3+ctrl,test,Co-culture,SMAD3+ctrl,context_unseen_row,0.0654911026358604,0.03177143669891736,scGPT,0.4230769230769231,0.125,0.3634615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::SMAD4+ctrl,test,Co-culture,SMAD4+ctrl,context_unseen_row,0.0653912648558616,0.03524899642089436,scGPT,0.14423076923076922,0.5480769230769231,0.225
frangieh_context_holdout_1_Co-culture,Co-culture::SOX4+ctrl,test,Co-culture,SOX4+ctrl,context_unseen_row,0.0655058175325393,0.032808632433394165,scGPT,0.5,0.25961538461538464,0.451923076923077
frangieh_context_holdout_1_Co-culture,Co-culture::SP100+ctrl,test,Co-culture,SP100+ctrl,context_unseen_row,0.0654525235295295,0.030732204735086865,scGPT,0.3173076923076923,0.07692307692307693,0.2692307692307692
frangieh_context_holdout_1_Co-culture,Co-culture::SPESP1+ctrl,test,Co-culture,SPESP1+ctrl,context_unseen_row,0.0656517818570137,0.03278141830363253,scGPT,0.8269230769230769,0.25,0.7115384615384616
frangieh_context_holdout_1_Co-culture,Co-culture::SPINT1+ctrl,test,Co-culture,SPINT1+ctrl,context_unseen_row,0.0655657202005386,0.04204789008805823,scGPT,0.6538461538461539,0.8942307692307693,0.701923076923077
frangieh_context_holdout_1_Co-culture,Co-culture::SSR2+ctrl,test,Co-culture,SSR2+ctrl,context_unseen_row,0.0656281933188438,0.03885713442620297,scGPT,0.7980769230769231,0.75,0.7884615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::TAPBP+ctrl,test,Co-culture,TAPBP+ctrl,context_unseen_row,0.0655618384480476,0.03437359213356335,scGPT,0.6442307692307693,0.4807692307692308,0.6115384615384616
frangieh_context_holdout_1_Co-culture,Co-culture::TAPBPL+ctrl,test,Co-culture,TAPBPL+ctrl,context_unseen_row,0.0653406530618667,0.03443028797948773,scGPT,0.057692307692307696,0.49038461538461536,0.14423076923076922
frangieh_context_holdout_1_Co-culture,Co-culture::TFAP2A+ctrl,test,Co-culture,TFAP2A+ctrl,context_unseen_row,0.0655247196555137,0.032833908240864136,scGPT,0.5961538461538461,0.27884615384615385,0.5326923076923077
frangieh_context_holdout_1_Co-culture,Co-culture::TIMM50+ctrl,test,Co-culture,TIMM50+ctrl,context_unseen_row,0.0653661713004112,0.03942848217086036,scGPT,0.08653846153846154,0.7980769230769231,0.22884615384615387
frangieh_context_holdout_1_Co-culture,Co-culture::TP53+ctrl,test,Co-culture,TP53+ctrl,context_unseen_row,0.0652967765927314,0.03234861079757085,scGPT,0.019230769230769232,0.19230769230769232,0.05384615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::TPP1+ctrl,test,Co-culture,TPP1+ctrl,context_unseen_row,0.0655812174081802,0.03236625892649331,scGPT,0.6923076923076923,0.20192307692307693,0.5942307692307692
frangieh_context_holdout_1_Co-culture,Co-culture::TRIM22+ctrl,test,Co-culture,TRIM22+ctrl,context_unseen_row,0.0656604245305061,0.03283298296870275,scGPT,0.8557692307692307,0.2692307692307692,0.7384615384615385
frangieh_context_holdout_1_Co-culture,Co-culture::TTLL1+ctrl,test,Co-culture,TTLL1+ctrl,context_unseen_row,0.0656109377741813,0.029174931015789194,scGPT,0.7596153846153846,0.009615384615384616,0.6096153846153847
frangieh_context_holdout_1_Co-culture,Co-culture::TXNDC17+ctrl,test,Co-culture,TXNDC17+ctrl,context_unseen_row,0.0654306933283805,0.034249953840674766,scGPT,0.2403846153846154,0.47115384615384615,0.2865384615384615
frangieh_context_holdout_1_Co-culture,Co-culture::UCN2+ctrl,test,Co-culture,UCN2+ctrl,context_unseen_row,0.0654933750629425,0.03978174719749138,scGPT,0.4326923076923077,0.8076923076923077,0.5076923076923078
frangieh_context_holdout_1_Co-culture,Co-culture::UQCRFS1+ctrl,test,Co-culture,UQCRFS1+ctrl,context_unseen_row,0.0654462352395057,0.04446059188988839,scGPT,0.28846153846153844,0.9134615384615384,0.41346153846153844
frangieh_context_holdout_1_Co-culture,Co-culture::UQCRH+ctrl,test,Co-culture,UQCRH+ctrl,context_unseen_row,0.0655110254883766,0.05417925416907858,scGPT,0.5384615384615384,0.9711538461538461,0.625
frangieh_context_holdout_1_Co-culture,Co-culture::VDAC2+ctrl,test,Co-culture,VDAC2+ctrl,context_unseen_row,0.0658648014068603,0.03261718531378189,scGPT,0.9903846153846154,0.23076923076923078,0.8384615384615386
frangieh_context_holdout_2_Control,Control::ACSL3+ctrl,test,Control,ACSL3+ctrl,context_unseen_row,0.1282009333372116,0.046840384365039636,scGPT,0.4811320754716981,0.9339622641509434,0.5716981132075472
frangieh_context_holdout_2_Control,Control::ACTA2+ctrl,test,Control,ACTA2+ctrl,context_unseen_row,0.1281436830759048,0.031468062442826454,scGPT,0.29245283018867924,0.4339622641509434,0.3207547169811321
frangieh_context_holdout_2_Control,Control::AEBP1+ctrl,test,Control,AEBP1+ctrl,context_unseen_row,0.1282891780138015,0.028094148404773377,scGPT,0.7547169811320755,0.08490566037735849,0.6207547169811322
frangieh_context_holdout_2_Control,Control::AGA+ctrl,test,Control,AGA+ctrl,context_unseen_row,0.1282819658517837,0.028008418547755813,scGPT,0.7264150943396226,0.0660377358490566,0.5943396226415094
frangieh_context_holdout_2_Control,Control::AHNAK+ctrl,test,Control,AHNAK+ctrl,context_unseen_row,0.1282921284437179,0.031106458077064306,scGPT,0.7641509433962265,0.36792452830188677,0.6849056603773586
frangieh_context_holdout_2_Control,Control::APOE+ctrl,test,Control,APOE+ctrl,context_unseen_row,0.1282596886157989,0.03145020704453967,scGPT,0.660377358490566,0.41509433962264153,0.6113207547169811
frangieh_context_holdout_2_Control,Control::B2M+ctrl,test,Control,B2M+ctrl,context_unseen_row,0.1280987411737442,0.02932566700546993,scGPT,0.18867924528301888,0.16037735849056603,0.18301886792452832
frangieh_context_holdout_2_Control,Control::BOLA2+ctrl,test,Control,BOLA2+ctrl,context_unseen_row,0.1279853284358978,0.04009497673493062,scGPT,0.07547169811320754,0.8679245283018868,0.2339622641509434
frangieh_context_holdout_2_Control,Control::C19orf48+ctrl,test,Control,C19orf48+ctrl,context_unseen_row,0.128334492444992,0.027631906690980163,scGPT,0.8490566037735849,0.04716981132075472,0.6886792452830189
frangieh_context_holdout_2_Control,Control::C1QBP+ctrl,test,Control,C1QBP+ctrl,context_unseen_row,0.1281599551439285,0.034171965517340926,scGPT,0.330188679245283,0.6981132075471698,0.4037735849056604
frangieh_context_holdout_2_Control,Control::CCND1+ctrl,test,Control,CCND1+ctrl,context_unseen_row,0.1284148842096328,0.04083271009822248,scGPT,0.9811320754716981,0.8773584905660378,0.9603773584905662
frangieh_context_holdout_2_Control,Control::CCND2+ctrl,test,Control,CCND2+ctrl,context_unseen_row,0.1283499747514724,0.03211510348021211,scGPT,0.8962264150943396,0.5094339622641509,0.8188679245283019
frangieh_context_holdout_2_Control,Control::CCR10+ctrl,test,Control,CCR10+ctrl,context_unseen_row,0.1279407441616058,0.03335530720748368,scGPT,0.02830188679245283,0.6415094339622641,0.1509433962264151
frangieh_context_holdout_2_Control,Control::CD151+ctrl,test,Control,CD151+ctrl,context_unseen_row,0.1279517412185669,0.03107388570957762,scGPT,0.05660377358490566,0.3490566037735849,0.11509433962264151
frangieh_context_holdout_2_Control,Control::CD47+ctrl,test,Control,CD47+ctrl,context_unseen_row,0.1281970739364624,0.03407453455873915,scGPT,0.4528301886792453,0.6886792452830188,0.5
frangieh_context_holdout_2_Control,Control::CD58+ctrl,test,Control,CD58+ctrl,context_unseen_row,0.1283586919307708,0.030808553981952723,scGPT,0.9339622641509434,0.29245283018867924,0.8056603773584906
frangieh_context_holdout_2_Control,Control::CD59+ctrl,test,Control,CD59+ctrl,context_unseen_row,0.1282183229923248,0.029133992539590276,scGPT,0.5283018867924528,0.1509433962264151,0.4528301886792453
frangieh_context_holdout_2_Control,Control::CDK4+ctrl,test,Control,CDK4+ctrl,context_unseen_row,0.1282209903001785,0.03278956085482416,scGPT,0.5566037735849056,0.5754716981132075,0.560377358490566
frangieh_context_holdout_2_Control,Control::CDK6+ctrl,test,Control,CDK6+ctrl,context_unseen_row,0.1281946301460266,0.048249710373820746,scGPT,0.4339622641509434,0.9528301886792453,0.5377358490566038
frangieh_context_holdout_2_Control,Control::CDKN2B+ctrl,test,Control,CDKN2B+ctrl,context_unseen_row,0.1282861828804016,0.031683365701991074,scGPT,0.7358490566037735,0.4811320754716981,0.6849056603773584
frangieh_context_holdout_2_Control,Control::CHCHD2+ctrl,test,Control,CHCHD2+ctrl,context_unseen_row,0.1279060989618301,0.03135474635459406,scGPT,0.009433962264150943,0.4056603773584906,0.08867924528301888
frangieh_context_holdout_2_Control,Control::CST3+ctrl,test,Control,CST3+ctrl,context_unseen_row,0.1281228512525558,0.03757709573571559,scGPT,0.22641509433962265,0.8584905660377359,0.3528301886792453
frangieh_context_holdout_2_Control,Control::CTSA+ctrl,test,Control,CTSA+ctrl,context_unseen_row,0.1281385272741317,0.035894356291869864,scGPT,0.27358490566037735,0.7830188679245284,0.3754716981132076
