fold_id,task_id,split,setting,context,perturbation,risk_model_disagreement,baseline_predicted_magnitude,context_novelty_scaled,training_support_count,perturbation_novelty,risk_disagreement_z,predicted_magnitude_z,safeconf_frozen_pair_risk,safeconf_calibrated_pair_risk,test_truth_used_for_score_or_threshold,dataset,error_scgpt_rmse,error_gears_rmse,error_two_predictor_mean_rmse,error_two_predictor_max_rmse
Replogle_cellline_holdout_1_K562,K562::METTL1,test,context_unseen,K562,METTL1,0.0755064297113292,0.0358679294586181,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0717942365590802,0.0798126325572109,0.0758034345581456,0.0798126325572109
Replogle_cellline_holdout_1_K562,K562::FNBP4,test,context_unseen,K562,FNBP4,0.0754265926402222,0.0358904935419559,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0799339106094525,0.079962945289082,0.0799484279492672,0.079962945289082
Replogle_cellline_holdout_1_K562,K562::TLCD1,test,context_unseen,K562,TLCD1,0.0754709774597374,0.0358521416783332,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0623428609138922,0.0632727995617614,0.0628078302378268,0.0632727995617614
Replogle_cellline_holdout_1_K562,K562::MRPL10,test,context_unseen,K562,MRPL10,0.0754110850117514,0.0359011031687259,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0842245276591025,0.1112814888654659,0.0977530082622842,0.1112814888654659
Replogle_cellline_holdout_1_K562,K562::KPNB1,test,context_unseen,K562,KPNB1,0.0754522782594632,0.0358671210706234,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.1119447636960167,0.1303432975909276,0.1211440306434721,0.1303432975909276
Replogle_cellline_holdout_1_K562,K562::GUK1,test,context_unseen,K562,GUK1,0.0754187486540848,0.0358892604708671,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0710544306491065,0.0752590424504525,0.0731567365497795,0.0752590424504525
Replogle_cellline_holdout_1_K562,K562::CYCS,test,context_unseen,K562,CYCS,0.0754608723320921,0.0358565673232078,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0973255206424319,0.1090378603481657,0.1031816904952988,0.1090378603481657
Replogle_cellline_holdout_1_K562,K562::RUVBL1,test,context_unseen,K562,RUVBL1,0.0754430080903285,0.0358625128865242,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.2204053767538551,0.240164984907253,0.2302851808305541,0.240164984907253
Replogle_cellline_holdout_1_K562,K562::RPL7,test,context_unseen,K562,RPL7,0.0754574661655896,0.0358738340437412,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.1971105611868723,0.1917938048094976,0.194452182998185,0.1971105611868723
Replogle_cellline_holdout_1_K562,K562::DYNLRB1,test,context_and_perturbation_unseen,K562,DYNLRB1,0.0754772914235644,0.035847682505846,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0613457255579067,0.0805605503612984,0.0709531379596025,0.0805605503612984
Replogle_cellline_holdout_1_K562,K562::DRAP1,test,context_unseen,K562,DRAP1,0.0754457821442607,0.0358737222850322,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.072710791008003,0.0853626550301548,0.0790367230190789,0.0853626550301548
Replogle_cellline_holdout_1_K562,K562::TTC4,test,context_and_perturbation_unseen,K562,TTC4,0.0754435289521072,0.035871785134077,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0796109946119191,0.0814154854764403,0.0805132400441797,0.0814154854764403
Replogle_cellline_holdout_1_K562,K562::HSPA8,test,context_unseen,K562,HSPA8,0.0754503914575987,0.0358659960329532,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.1153410991867635,0.1360811615687952,0.1257111303777794,0.1360811615687952
Replogle_cellline_holdout_1_K562,K562::GMPPB,test,context_unseen,K562,GMPPB,0.0754659197835085,0.0358729623258113,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0809348126233679,0.0772603660818098,0.0790975893525889,0.0809348126233679
Replogle_cellline_holdout_1_K562,K562::TIMM13,test,context_and_perturbation_unseen,K562,TIMM13,0.0754870798027654,0.0358518399298191,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.1043304849766097,0.1162994787870285,0.1103149818818191,0.1162994787870285
Replogle_cellline_holdout_1_K562,K562::EIF2B2,test,context_unseen,K562,EIF2B2,0.0754494295809198,0.0358620882034301,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.1822409479548217,0.2025881038658767,0.1924145259103492,0.2025881038658767
Replogle_cellline_holdout_1_K562,K562::SSBP3,test,context_unseen,K562,SSBP3,0.0754584549812823,0.0358702838420867,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0617673968655872,0.0699509369959577,0.0658591669307724,0.0699509369959577
Replogle_cellline_holdout_1_K562,K562::MMGT1,test,context_unseen,K562,MMGT1,0.0754639374053911,0.0358694903552532,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.062747738158853,0.0606336287278844,0.0616906834433687,0.062747738158853
Replogle_cellline_holdout_1_K562,K562::CDK2,test,context_unseen,K562,CDK2,0.0754751483651702,0.0358786843717098,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0662723414137611,0.0680159430886816,0.0671441422512213,0.0680159430886816
Replogle_cellline_holdout_1_K562,K562::CPNE7,test,context_unseen,K562,CPNE7,0.0754889758180641,0.0358623377978801,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0704128832493516,0.0766844119381922,0.0735486475937719,0.0766844119381922
Replogle_cellline_holdout_1_K562,K562::ACTR6,test,context_unseen,K562,ACTR6,0.0754720698157879,0.0358598232269287,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0890439766485455,0.0899520942913568,0.0894980354699511,0.0899520942913568
Replogle_cellline_holdout_1_K562,K562::MRPL54,test,context_unseen,K562,MRPL54,0.0755077136022922,0.0358508676290512,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0660833969797924,0.0889616884266244,0.0775225427032084,0.0889616884266244
Replogle_cellline_holdout_1_K562,K562::GNPNAT1,test,context_unseen,K562,GNPNAT1,0.0754535024330142,0.0358817763626575,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0683394081073148,0.0730751131952142,0.0707072606512645,0.0730751131952142
Replogle_cellline_holdout_1_K562,K562::PTPMT1,test,context_unseen,K562,PTPMT1,0.0754452892333462,0.0358740910887718,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0697218723271905,0.0641089300042409,0.0669154011657157,0.0697218723271905
Replogle_cellline_holdout_1_K562,K562::SMAGP,test,context_unseen,K562,SMAGP,0.0754796629140369,0.0358546115458011,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0607728734625506,0.0683020715970943,0.0645374725298224,0.0683020715970943
Replogle_cellline_holdout_1_K562,K562::EFTUD2,test,context_and_perturbation_unseen,K562,EFTUD2,0.0754793058404995,0.0358528345823287,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.1221621211395158,0.1310634655341843,0.12661279333685,0.1310634655341843
Replogle_cellline_holdout_1_K562,K562::TRNT1,test,context_unseen,K562,TRNT1,0.0754246196985448,0.0358752124011516,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0577875067905531,0.0673204969402928,0.062554001865423,0.0673204969402928
Replogle_cellline_holdout_1_K562,K562::DDX19B,test,context_unseen,K562,DDX19B,0.0755266155701437,0.0358399413526058,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0532681669522499,0.0574349212242668,0.0553515440882583,0.0574349212242668
Replogle_cellline_holdout_1_K562,K562::UROD,test,context_unseen,K562,UROD,0.0754602768096804,0.0358652435243129,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0605254241180708,0.068597766275702,0.0645615951968864,0.068597766275702
Replogle_cellline_holdout_1_K562,K562::GRSF1,test,context_and_perturbation_unseen,K562,GRSF1,0.0754604908368572,0.0358637310564518,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0789071010565281,0.0854921074696625,0.0821996042630953,0.0854921074696625
Replogle_cellline_holdout_1_K562,K562::TSEN34,test,context_unseen,K562,TSEN34,0.0754445648856856,0.035861562937498,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.0522700755763765,0.0600115927103211,0.0561408341433488,0.0600115927103211
Replogle_cellline_holdout_1_K562,K562::ISCA2,test,context_unseen,K562,ISCA2,0.075513755496628,0.035841729491949,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0582313334880326,0.0658635097139924,0.0620474216010125,0.0658635097139924
Replogle_cellline_holdout_1_K562,K562::DAP3,test,context_unseen,K562,DAP3,0.0754691456856953,0.035863596946001,1.0,1,0.5,5.0,5.0,6.5,0.654634505573156,False,Replogle_two_cellline,0.090059824130313,0.0988981996085209,0.0944790118694169,0.0988981996085209
Replogle_cellline_holdout_1_K562,K562::MRPL20,test,context_unseen,K562,MRPL20,0.0754312789881509,0.03587132319808,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0817552421209951,0.0910551398270618,0.0864051909740284,0.0910551398270618
Replogle_cellline_holdout_1_K562,K562::NEDD1,test,context_unseen,K562,NEDD1,0.0754659050508613,0.035865169018507,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0780593825215108,0.0862941454385198,0.0821767639800153,0.0862941454385198
Replogle_cellline_holdout_1_K562,K562::ATP6AP2,test,context_and_perturbation_unseen,K562,ATP6AP2,0.0755105692556214,0.0358439125120639,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.0624098148727908,0.0722045406281447,0.0673071777504678,0.0722045406281447
Replogle_cellline_holdout_1_K562,K562::USP39,test,context_and_perturbation_unseen,K562,USP39,0.0754527062830594,0.0358784943819046,1.0,0,1.0,5.0,5.0,7.0,0.654634505573156,False,Replogle_two_cellline,0.133070158314111,0.1399511567642755,0.1365106575391932,0.1399511567642755
