culture_condition,predictor_name,n_tasks,all_finite,n_unique_vectors,max_repeat_fraction,max_coordinate_std,passed
Rest,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00030782847511338311,True
Rest,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0010977942027127546,True
Rest,scGPT_seed3409,200,True,200,0.0050000000000000001,0.0005199051304740893,True
Rest,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070903181988555303,True
Rest,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17830452001107325,True
Rest,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17066487340345396,True
Rest,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00036617273499819225,True
Rest,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.11437832266709791,True
Stim8hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00011469752325709841,True
Stim8hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.00090052049396667359,True
Stim8hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00037135347246854947,True
Stim8hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070894463893942619,True
Stim8hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17831408795908049,True
Stim8hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17065262847978796,True
Stim8hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00030211617650480503,True
Stim8hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.11437772055993189,True
Stim48hr,scGPT_seed3407,200,True,200,0.0050000000000000001,0.00015311624602886334,True
Stim48hr,scGPT_seed3408,200,True,200,0.0050000000000000001,0.0010804311497839723,True
Stim48hr,scGPT_seed3409,200,True,200,0.0050000000000000001,0.00057818050941476804,True
Stim48hr,GEARS_seed3407,200,True,200,0.0050000000000000001,0.070903183327343675,True
Stim48hr,GEARS_seed3408,200,True,200,0.0050000000000000001,0.17830452009962211,True
Stim48hr,GEARS_seed3409,200,True,200,0.0050000000000000001,0.17066487161276875,True
Stim48hr,scGPT_seed_mean,200,True,200,0.0050000000000000001,0.00035862080531710806,True
Stim48hr,GEARS_seed_mean,200,True,200,0.0050000000000000001,0.11437832219448227,True
