culture_condition,stratum,n_tasks,spearman_3407_3408,spearman_3407_3409,spearman_3408_3409,median_pairwise_spearman,kendall_w,bootstrap_valid,bootstrap_ci95_lower,bootstrap_ci95_upper,passed
Rest,all_200,200,0.91503937598439977,0.9043036075901898,0.86447611190279772,0.9043036075901898,0.92973757677275271,2000,0.86347609338105935,0.92415228930724513,True
Rest,seen_160,160,0.86926051798898396,0.83617719442165706,0.77532813781788346,0.83617719442165706,0.88461463338411661,2000,0.75782587604527829,0.88269547541214333,True
Stim8hr,all_200,200,0.9137688442211056,0.90148653716342919,0.86394059851496297,0.90148653716342919,0.92871021775544393,2000,0.8612823241452513,0.92181473258847013,True
Stim8hr,seen_160,160,0.86577112387202626,0.83000117192077816,0.77078401500058591,0.83000117192077816,0.88145695795408674,2000,0.75938182602012094,0.87732143511101635,True
Stim48hr,all_200,200,0.9129438235955899,0.9007695192379811,0.86252456311407788,0.9007695192379811,0.92805286798836639,2000,0.85916621577208652,0.92260244010138137,True
Stim48hr,seen_160,160,0.86562756357670223,0.82881753193484109,0.76881225829133948,0.82881753193484109,0.88072385640064066,2000,0.75517338021919633,0.87604615743079206,True
