estimand,bootstrap_draws,bootstrap_seed,bootstrap_mean,bootstrap_ci95_lower,bootstrap_ci95_upper
pair_upper_magnitude_minus_constant,10000,2026071906,-0.001734359497025089,-0.0019840582721473788,-0.0014660651380827715
pair_upper_composite_minus_magnitude,10000,2026071906,0.00021860102650729339,0.00018145062025610038,0.00025756856073168809
pair_lower_vs_pair_mean_macro_spearman,10000,2026071906,0.05505360830570652,-0.014453326977778158,0.12363120866996571
magnitude_vs_pair_mean_macro_spearman,10000,2026071906,0.075526026208659919,0.0051398361190836137,0.14591402745337295
