condition,cell_type,treatment,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit,predicted_magnitude,architecture_balanced_lower_bound,latent_family_disagreement,n_source_contexts,n_source_cells,safeconf,magnitude_percentile_rank,safeconf_percentile_rank,safeconf_m_4to1
PIK3CA,ht29,TGFB,0.009006523071963979,0.13328503265205338,0.052999734385358564,-5.262690188904886,17.0,0.13258947330535747,0.19436241102903445,0.009006523071963979,12,192,-0.7093286861042464,0.5789473684210527,0.15789473684210525,0.49473684210526314
PIK3CA,k562,INS,0.009005788310937414,0.16572024137890928,0.052999734385358564,-5.262690188904886,17.0,0.16505629870907504,0.19783559086793354,0.009005788310937414,12,192,-1.556495999985241,0.25,0.0625,0.2125
PIK3CA,k562,TGFB,0.009006233298628988,0.16752320674309726,0.052999734385358564,-5.262690188904886,17.0,0.16688849151718846,0.1980044500617801,0.009006233298628988,12,192,-0.8213371013336037,0.47368421052631576,0.15789473684210525,0.4105263157894737
PIK3CA,mcf7,INS,0.009005953062682924,0.1849810910034877,0.052999734385358564,-5.262690188904886,17.0,0.18292685331562436,0.2020842358578959,0.009005953062682924,12,192,-1.1600143457159484,0.875,0.0625,0.7125
PIK3CA,mcf7,TGFB,0.009006243410020744,0.17268956831575452,0.052999734385358564,-5.262690188904886,17.0,0.1702483614569563,0.20025366047668974,0.009006243410020744,12,192,-0.4388278574531134,0.6842105263157895,0.21052631578947367,0.5894736842105263
POLR2G,hap1,INS,0.009005978068470422,0.16672923576308993,0.04144669359154647,-3.4965075614664802,27.0,0.16061988475197508,0.20215796650286422,0.009005978068470422,2,32,-0.1330518903183336,0.5625,0.3125,0.5125
POLR2G,ht29,INS,0.009005898403620998,0.13949929744694192,0.04144669359154647,-3.4965075614664802,27.0,0.12910254526924006,0.19684626410701717,0.009005898403620998,2,32,0.14696215929918557,0.625,0.5,0.6
POLR2G,k562,INS,0.00900586989307576,0.1719646049472083,0.04144669359154647,-3.4965075614664802,27.0,0.16505636282871392,0.20123523585192474,0.00900586989307576,2,32,-0.17901674011034419,0.3125,0.3125,0.3125
POLR2G,mcf7,INS,0.009005836891867432,0.1849896081784266,0.04144669359154647,-3.4965075614664802,27.0,0.18292622265996267,0.20557927227760286,0.009005836891867432,2,32,-0.4047928616366895,0.4375,0.1875,0.3875
PPARG,hap1,IFNG,0.009005924923876888,0.17280041977841912,0.04563000910672545,-3.4965075614664802,27.0,0.16512646808913675,0.20356668635902986,0.009005924923876888,2,32,0.47173901942023716,0.9047619047619048,0.9047619047619048,0.9047619047619048
PPARG,ht29,IFNG,0.009005857703963885,0.14250755582610922,0.04563000910672545,-3.4965075614664802,27.0,0.13606276060103809,0.19827905470054658,0.009005857703963885,2,32,0.36291485238983595,0.14285714285714285,0.8571428571428571,0.2857142857142857
PPARG,k562,IFNG,0.009005939580540663,0.17926890215166424,0.04563000910672545,-3.4965075614664802,27.0,0.17782946559189494,0.20308285452271374,0.009005939580540663,2,32,-0.03737657672399415,0.6666666666666666,0.47619047619047616,0.6285714285714286
PPARG,mcf7,IFNG,0.00900590011498857,0.1815659175979904,0.04563000910672545,-3.4965075614664802,27.0,0.17480361400904273,0.20453416802865926,0.00900590011498857,2,32,0.4174563920633478,0.8571428571428571,0.9047619047619048,0.8666666666666667
PRKCA,hap1,TGFB,0.00900660035687237,0.17046199124406447,0.03853737333800465,-3.4965075614664802,27.0,0.16507615610619086,0.20409292440158655,0.00900660035687237,2,32,0.39049231490444813,0.8421052631578947,0.8421052631578947,0.8421052631578947
PRKCA,ht29,TGFB,0.009006564497885807,0.14436183108041528,0.03853737333800465,-3.4965075614664802,27.0,0.13258921011982713,0.19864199624927298,0.009006564497885807,2,32,0.4902499180176596,0.15789473684210525,0.8947368421052632,0.30526315789473685
PRKCA,k562,TGFB,0.009006480748902645,0.17333993952739066,0.03853737333800465,-3.4965075614664802,27.0,0.16688854795199431,0.2020763456058112,0.009006480748902645,2,32,0.4724348143412442,0.631578947368421,0.9473684210526315,0.6947368421052632
PRKCA,mcf7,TGFB,0.009006502545110118,0.17320072947833506,0.03853737333800465,-3.4965075614664802,27.0,0.17024785273920412,0.20459354204240404,0.009006502545110118,2,32,0.41140046907832506,0.3684210526315789,0.7894736842105263,0.45263157894736844
PTPN11,hap1,IFNG,0.00900585778565379,0.1707506058336363,0.04479371329481409,-3.4965075614664802,27.0,0.1651263242112055,0.20398948988701798,0.00900585778565379,2,32,0.1862054055917802,0.8095238095238095,0.7142857142857143,0.7904761904761904
PTPN11,ht29,IFNG,0.009005811631909616,0.1455033565301921,0.04479371329481409,-3.4965075614664802,27.0,0.1360629996865636,0.19868119397420653,0.009005811631909616,2,32,0.38068180432965176,0.47619047619047616,0.9047619047619048,0.5619047619047619
PTPN11,k562,IFNG,0.00900595587118524,0.18567579261267195,0.04479371329481409,-3.4965075614664802,27.0,0.17782945453227025,0.20348095922112003,0.00900595587118524,2,32,0.4337623800623029,0.6190476190476191,0.9047619047619048,0.6761904761904762
PTPN11,mcf7,IFNG,0.009005745208067552,0.18224605241981634,0.04479371329481409,-3.4965075614664802,27.0,0.17480307549479626,0.2050244637506894,0.009005745208067552,2,32,0.16547503016295995,0.42857142857142855,0.6190476190476191,0.4666666666666667
RELA,hap1,TGFB,0.009006407847538339,0.1680103455873066,0.04157227070405881,-3.4965075614664802,27.0,0.16507581229859425,0.2032597936194816,0.009006407847538339,2,32,-0.3345096147102733,0.47368421052631576,0.21052631578947367,0.42105263157894735
RELA,ht29,TGFB,0.009006386046610224,0.1372123475073859,0.04157227070405881,-3.4965075614664802,27.0,0.13258961690513038,0.19780316442183,0.009006386046610224,2,32,-0.24470545208868044,0.8421052631578947,0.2631578947368421,0.7263157894736842
RELA,k562,TGFB,0.009006341258233899,0.17313020153479064,0.04157227070405881,-3.4965075614664802,27.0,0.16688885989854804,0.20125066391736324,0.009006341258233899,2,32,0.3095034200125325,0.8947368421052632,0.6842105263157895,0.8526315789473684
RELA,mcf7,TGFB,0.009006057021993988,0.17366974893775072,0.04157227070405881,-3.4965075614664802,27.0,0.17024695386060704,0.20369076609232445,0.009006057021993988,2,32,-0.15696576068658574,0.15789473684210525,0.3684210526315789,0.2
RNF14,hap1,IFNG,0.009005881565725314,0.17135586768803224,0.0439682374352284,-3.4965075614664802,27.0,0.16512588271394302,0.2032881687886825,0.009005881565725314,2,32,0.23712291162412083,0.2857142857142857,0.7619047619047619,0.38095238095238093
RNF14,ht29,IFNG,0.009005753605614576,0.14563439779258106,0.0439682374352284,-3.4965075614664802,27.0,0.13606295417993897,0.1981100697292807,0.009005753605614576,2,32,0.22828729425000863,0.3333333333333333,0.5714285714285714,0.38095238095238093
RNF14,k562,IFNG,0.009005990766662702,0.1843914402753236,0.0439682374352284,-3.4965075614664802,27.0,0.1778293771207595,0.20282698657892906,0.009005990766662702,2,32,0.3702419867567992,0.47619047619047616,0.8571428571428571,0.5523809523809524
RNF14,mcf7,IFNG,0.009005747229547586,0.1805182612328853,0.0439682374352284,-3.4965075614664802,27.0,0.17480257066496435,0.20430866996010985,0.009005747229547586,2,32,0.01612817811479572,0.047619047619047616,0.5238095238095238,0.14285714285714285
RPS6KB1,hap1,INS,0.009006022941552384,0.16591888447455777,0.04940003130609069,-4.174387269895637,25.0,0.16062003110110687,0.20011852584577966,0.009006022941552384,4,64,-0.20655434605681028,0.8125,0.1875,0.6875
RPS6KB1,ht29,INS,0.00900599943903542,0.13480680441169623,0.04940003130609069,-4.174387269895637,25.0,0.12910252449184356,0.19475915394489557,0.00900599943903542,4,64,-0.09367830569464604,0.5625,0.3125,0.5125
RPS6KB1,k562,INS,0.009006122466550078,0.16869344145011075,0.04940003130609069,-4.174387269895637,25.0,0.16505701343396245,0.19909929560286374,0.009006122466550078,4,64,-0.0359075126249732,0.9375,0.4375,0.8375
RPS6KB1,mcf7,INS,0.009005999236114469,0.18699380148442704,0.04940003130609069,-4.174387269895637,25.0,0.1829263863458479,0.2035958011975481,0.009005999236114469,4,64,-0.06983303574474511,0.5,0.4375,0.4875
RUNX1,hap1,IFNG,0.009005930107773537,0.16726899140711657,0.04978243450339244,-4.174387269895637,25.0,0.16512600097216365,0.20120870218604084,0.009005930107773537,4,64,0.002144840485461608,0.42857142857142855,0.47619047619047616,0.4380952380952381
RUNX1,hap1,TGFB,0.009006540916175412,0.16721928782795545,0.04978243450339244,-4.174387269895637,25.0,0.16507633158629195,0.20160548611089332,0.009006540916175412,4,64,0.010634256934897734,1.0,0.47368421052631576,0.8947368421052632
RUNX1,ht29,IFNG,0.009005886523710458,0.14016674506905394,0.04978243450339244,-4.174387269895637,25.0,0.13606327357879536,0.19579786444918043,0.009005886523710458,4,64,0.1929595840123905,0.7619047619047619,0.5238095238095238,0.7142857142857143
RUNX1,ht29,TGFB,0.009006610809356372,0.13686685802839965,0.04978243450339244,-4.174387269895637,25.0,0.13258971045253923,0.1961297271874817,0.009006610809356372,4,64,0.19314883699798555,0.8947368421052632,0.631578947368421,0.8421052631578947
RUNX1,k562,IFNG,0.009006128697306206,0.1803026759221247,0.04978243450339244,-4.174387269895637,25.0,0.17783001903659076,0.20096592760012022,0.009006128697306208,4,64,0.2622106713152989,1.0,0.6666666666666666,0.9333333333333333
RUNX1,k562,TGFB,0.009006499377994998,0.17040656071100826,0.04978243450339244,-4.174387269895637,25.0,0.166889012003398,0.19964980681699737,0.009006499377994998,4,64,0.37517355384162493,0.9473684210526315,0.7894736842105263,0.9157894736842105
RUNX1,mcf7,IFNG,0.009006096796766146,0.17526477486884018,0.04978243450339244,-4.174387269895637,25.0,0.17480338998371447,0.20221168586719643,0.009006096796766146,4,64,0.19864676023422612,0.6666666666666666,0.6666666666666666,0.6666666666666666
RUNX1,mcf7,TGFB,0.009006300842230825,0.17135724379311743,0.04978243450339244,-4.174387269895637,25.0,0.1702466722009202,0.20190579416031793,0.009006300842230825,4,64,-0.01233109825272739,0.05263157894736842,0.5263157894736842,0.14736842105263157
SGK1,hap1,INS,0.00900584608333709,0.17128541691568713,0.041505926169077376,-3.4965075614664802,27.0,0.1606195962813454,0.20279819759452827,0.00900584608333709,2,32,-0.05750372832834362,0.125,0.4375,0.1875
SGK1,ht29,INS,0.009005885287806535,0.14007495827708344,0.041505926169077376,-3.4965075614664802,27.0,0.12910306986445116,0.19741310424440625,0.009005885287806535,2,32,0.1670226096504852,1.0,0.625,0.925
SGK1,k562,INS,0.009006054848790046,0.1770795024282065,0.041505926169077376,-3.4965075614664802,27.0,0.16505706560780012,0.2017742604735746,0.009006054848790046,2,32,0.36698018939682886,1.0,0.8125,0.9625
SGK1,mcf7,INS,0.00900597998266016,0.18877557637287498,0.041505926169077376,-3.4965075614664802,27.0,0.1829260910019315,0.20621311648158097,0.00900597998266016,2,32,0.13753387890722418,0.25,0.625,0.325
SMAD3,hap1,TGFB,0.009006455057729476,0.16935889962457357,0.0419096494678189,-3.4965075614664802,27.0,0.16507579496207514,0.20334003929298655,0.009006455057729476,2,32,-0.04858816493063447,0.3684210526315789,0.3684210526315789,0.3684210526315789
SMAD3,ht29,TGFB,0.009006464561377887,0.13699916132297998,0.0419096494678189,-3.4965075614664802,27.0,0.13258911943107093,0.19788947513903046,0.009006464561377887,2,32,-0.09317793154715019,0.05263157894736842,0.3684210526315789,0.11578947368421053
SMAD3,k562,TGFB,0.009006305548606274,0.16978737619592998,0.0419096494678189,-3.4965075614664802,27.0,0.16688819783967093,0.2014054153616563,0.009006305548606274,2,32,-0.023168309777610842,0.10526315789473684,0.3684210526315789,0.15789473684210525
SMAD3,mcf7,TGFB,0.009006287107502653,0.17686809601169914,0.0419096494678189,-3.4965075614664802,27.0,0.17024772997265825,0.20384825084019706,0.009006287107502653,2,32,0.5976585819192503,0.2631578947368421,0.9473684210526315,0.4
SMAD7,hap1,TGFB,0.009006586369048454,0.16952563680475932,0.04002167181275502,-3.4965075614664802,27.0,0.16507561192911974,0.20363244667380373,0.009006586369048454,2,32,0.3051762570367827,0.15789473684210525,0.7368421052631579,0.2736842105263158
SMAD7,ht29,TGFB,0.009006671195598882,0.13830175511672577,0.04002167181275502,-3.4965075614664802,27.0,0.13258918491960764,0.19826492473119214,0.009006671195598882,2,32,0.3406473383794856,0.10526315789473684,0.7368421052631579,0.23157894736842105
SMAD7,k562,TGFB,0.009006493465279186,0.16937759462468246,0.04002167181275502,-3.4965075614664802,27.0,0.16688851658857348,0.20153026580691788,0.009006493465279186,2,32,0.20992204696717037,0.5263157894736842,0.47368421052631576,0.5157894736842106
SMAD7,mcf7,TGFB,0.009006532036992244,0.1729875335928212,0.04002167181275502,-3.4965075614664802,27.0,0.17024853523731348,0.20405673734119187,0.009006532036992244,2,32,0.48290511698853483,0.7894736842105263,0.8947368421052632,0.8105263157894737
SMURF1,hap1,TGFB,0.009006579935572304,0.16949205520748867,0.03907238240998301,-3.4965075614664802,27.0,0.165076183277633,0.20368999228380005,0.009006579935572304,2,32,0.2513659083437814,0.8947368421052632,0.631578947368421,0.8421052631578947
SMURF1,ht29,TGFB,0.009006692256978092,0.13836915904697508,0.03907238240998301,-3.4965075614664802,27.0,0.1325896122979262,0.19825320719888223,0.009006692256978092,2,32,0.3557568511522523,0.7894736842105263,0.7894736842105263,0.7894736842105263
SMURF1,k562,TGFB,0.009006387275178211,0.1715521274318549,0.03907238240998301,-3.4965075614664802,27.0,0.16688877123304233,0.20171368930907557,0.009006387275178211,2,32,0.1758045509001213,0.7894736842105263,0.42105263157894735,0.7157894736842105
SMURF1,mcf7,TGFB,0.0090063507997664,0.17504863978552213,0.03907238240998301,-3.4965075614664802,27.0,0.1702484455908475,0.20421778493215237,0.0090063507997664,2,32,0.3972805509721217,0.7368421052631579,0.7368421052631579,0.7368421052631579
SMURF2,hap1,TGFB,0.009006599522095192,0.16931613723378225,0.041884681306396,-3.4965075614664802,27.0,0.16507583887437077,0.2043271363909136,0.009006599522095192,2,32,0.3855463924630346,0.5263157894736842,0.7894736842105263,0.5789473684210527
SMURF2,ht29,TGFB,0.009006544557786126,0.13861786718159128,0.041884681306396,-3.4965075614664802,27.0,0.13258937700978785,0.19890886083484377,0.009006544557786126,2,32,0.17294077755072906,0.47368421052631576,0.5789473684210527,0.49473684210526314
SMURF2,k562,TGFB,0.009006403422325848,0.17268371935048213,0.041884681306396,-3.4965075614664802,27.0,0.16688832452103639,0.20224382293245838,0.009006403422325848,2,32,0.39104316502883446,0.21052631578947367,0.8421052631578947,0.3368421052631579
SMURF2,mcf7,TGFB,0.009006352794457384,0.17457170100576275,0.041884681306396,-3.4965075614664802,27.0,0.17024859084443839,0.20463218916957365,0.009006352794457384,2,32,0.43699855969382695,0.8421052631578947,0.8421052631578947,0.8421052631578947
SP1,hap1,INS,0.009006498317631015,0.1638630550089155,0.05079129005542298,-4.174387269895637,25.0,0.16061985065509762,0.19969031772341947,0.009006498317631015,4,64,0.35747644169334925,0.5,0.875,0.575
SP1,hap1,TGFB,0.00900671690097477,0.16820809421970592,0.05079129005542298,-4.174387269895637,25.0,0.1650758916934646,0.20094857613253636,0.00900671690097477,4,64,0.6748413355038345,0.5789473684210527,1.0,0.6631578947368421
SP1,ht29,INS,0.009006181654362561,0.13301210815161363,0.05079129005542298,-4.174387269895637,25.0,0.12910238441134925,0.19441560196169258,0.009006181654362561,4,64,0.08619645967576295,0.375,0.4375,0.3875
SP1,ht29,TGFB,0.009006783923594339,0.13698876198214072,0.05079129005542298,-4.174387269895637,25.0,0.13258928426731148,0.19558557874751611,0.009006783923594339,4,64,0.5758000636940613,0.2631578947368421,1.0,0.4105263157894737
SP1,k562,INS,0.00900614026395219,0.16679379430078417,0.05079129005542298,-4.174387269895637,25.0,0.16505667039157498,0.19890608535266616,0.00900614026395219,4,64,-0.04851486880430891,0.6875,0.375,0.625
SP1,k562,TGFB,0.009006542693523044,0.16853508920685148,0.05079129005542298,-4.174387269895637,25.0,0.1668888206550058,0.19908643873789558,0.009006542693523044,4,64,0.3265855975052789,0.8421052631578947,0.7368421052631579,0.8210526315789474
SP1,mcf7,INS,0.00900615069988188,0.18621278173882022,0.05079129005542298,-4.174387269895637,25.0,0.18292678589668446,0.2030331815300925,0.00900615069988188,4,64,0.16036797325420915,0.75,0.75,0.75
SP1,mcf7,TGFB,0.009006404480589335,0.17260621080736135,0.05079129005542298,-4.174387269895637,25.0,0.1702487366025967,0.2012683182413908,0.009006404480589335,4,64,0.33331945813474384,0.8947368421052632,0.631578947368421,0.8421052631578947
SP110,hap1,IFNG,0.009006121135794985,0.16422595764873074,0.051732720493674736,-4.859812404361672,21.0,0.16512644607454618,0.20019410547715571,0.009006121135794985,8,128,-0.148885080624764,0.8571428571428571,0.2857142857142857,0.7428571428571429
SP110,ht29,IFNG,0.009005919148035465,0.1371855812198742,0.051732720493674736,-4.859812404361672,21.0,0.13606314188522697,0.19480398827910428,0.009005919148035465,8,128,-0.17622168046131398,0.5714285714285714,0.2857142857142857,0.5142857142857142
SP110,k562,IFNG,0.00900619608527243,0.1772072080079099,0.051732720493674736,-4.859812404361672,21.0,0.17782951405436587,0.19982972334074994,0.00900619608527243,8,128,-0.13681235622281523,0.8095238095238095,0.3333333333333333,0.7142857142857143
SP110,mcf7,IFNG,0.00900608064893965,0.1750392375624279,0.051732720493674736,-4.859812404361672,21.0,0.17480392787320329,0.20129700774732812,0.00900608064893965,8,128,-0.1362073321498126,1.0,0.38095238095238093,0.8761904761904762
SRC,hap1,IFNG,0.009005781805994087,0.17155382585151263,0.04332803774378473,-3.4965075614664802,27.0,0.16512582794747158,0.2031532035213192,0.009005781805994087,2,32,0.048550996675462435,0.23809523809523808,0.5714285714285714,0.3047619047619048
SRC,ht29,IFNG,0.009005824570032904,0.14334816905770492,0.04332803774378473,-3.4965075614664802,27.0,0.1360629727905824,0.19794019298753598,0.009005824570032904,2,32,0.2454352760001096,0.38095238095238093,0.6666666666666666,0.4380952380952381
SRC,k562,IFNG,0.00900595091536496,0.18516897441513686,0.04332803774378473,-3.4965075614664802,27.0,0.17782944921388472,0.2028657311673443,0.00900595091536496,2,32,0.3321736591045187,0.5714285714285714,0.8095238095238095,0.6190476190476191
SRC,mcf7,IFNG,0.009005860789549864,0.18142971164548757,0.04332803774378473,-3.4965075614664802,27.0,0.17480321720813694,0.20428833267011828,0.009005860789549864,2,32,0.25294674496906167,0.5238095238095238,0.7142857142857143,0.5619047619047619
SREBF1,hap1,INS,0.009006052749112294,0.17195240973225062,0.038415153573397656,-3.4965075614664802,27.0,0.16062019997816604,0.2019372745007193,0.009006052749112292,2,32,0.12775863839939242,1.0,0.5625,0.9125
SREBF1,ht29,INS,0.009005813958630081,0.13591405163727235,0.038415153573397656,-3.4965075614664802,27.0,0.12910269158489654,0.19659109592652121,0.009005813958630081,2,32,-0.2945191018899892,0.75,0.1875,0.6375
SREBF1,k562,INS,0.009005923273554504,0.17736001227472817,0.038415153573397656,-3.4965075614664802,27.0,0.1650560605928323,0.20103901863472518,0.009005923273554504,2,32,0.054972607037942434,0.0625,0.625,0.175
SREBF1,mcf7,INS,0.00900588160467529,0.19044144667930615,0.038415153573397656,-3.4965075614664802,27.0,0.18292510518982597,0.2054303881414385,0.00900588160467529,2,32,-0.0015135752569064187,0.0625,0.5,0.15
STAT1,hap1,IFNG,0.009006068036297494,0.16635561780724842,0.05798547479068338,-4.859812404361672,21.0,0.16512602001999147,0.20068668976593226,0.009006068036297494,8,128,0.13223239198100561,0.47619047619047616,0.6190476190476191,0.5047619047619047
STAT1,ht29,IFNG,0.009005982257556071,0.13330832023054365,0.05798547479068338,-4.859812404361672,21.0,0.13606317651549554,0.1953792605662305,0.009005982257556071,8,128,0.0033779255340781857,0.6190476190476191,0.42857142857142855,0.580952380952381
STAT1,k562,IFNG,0.009005980950667633,0.182594935373676,0.05798547479068338,-4.859812404361672,21.0,0.17782875782191468,0.20038452932123868,0.009005980950667633,8,128,0.11166003025742914,0.047619047619047616,0.5714285714285714,0.1523809523809524
STAT1,mcf7,IFNG,0.009005927503018632,0.17965614729329996,0.05798547479068338,-4.859812404361672,21.0,0.1748037381254105,0.20196900605166987,0.009005927503018632,8,128,0.15947605725840847,0.9523809523809523,0.5714285714285714,0.8761904761904762
STAT3,hap1,IFNG,0.00900602343961318,0.16475548946013713,0.05346268322189924,-4.859812404361672,21.0,0.16512623425202386,0.20045957970744072,0.00900602343961318,8,128,-0.22266117405143482,0.6666666666666666,0.23809523809523808,0.580952380952381
STAT3,ht29,IFNG,0.009005864704267856,0.1370387225716821,0.05346268322189924,-4.859812404361672,21.0,0.1360628846598167,0.19519400434584624,0.009005864704267856,8,128,-0.23837323018293044,0.2857142857142857,0.23809523809523808,0.2761904761904762
STAT3,k562,IFNG,0.009005911769462124,0.1776197514246877,0.05346268322189924,-4.859812404361672,21.0,0.17782884606161284,0.20015162159129019,0.009005911769462124,8,128,-0.5504629331960835,0.09523809523809523,0.09523809523809523,0.09523809523809523
STAT3,mcf7,IFNG,0.009005797550024166,0.17608750849100688,0.05346268322189924,-4.859812404361672,21.0,0.1748032366721216,0.20161654430569323,0.009005797550024166,8,128,-0.48759373329717687,0.5714285714285714,0.19047619047619047,0.49523809523809526
TSC1,hap1,INS,0.009006151175044665,0.17239530071230333,0.04537485927381536,-3.4965075614664802,27.0,0.16061988890800155,0.20245610282498408,0.009006151175044665,2,32,0.5514136481677127,0.625,0.9375,0.6875
TSC1,ht29,INS,0.009005969265256512,0.1396303824426453,0.04537485927381536,-3.4965075614664802,27.0,0.12910289702237923,0.19708121896744143,0.009005969265256512,2,32,0.3986992766671148,0.9375,0.875,0.925
TSC1,k562,INS,0.0090062095903898,0.17863866875246479,0.04537485927381536,-3.4965075614664802,27.0,0.16505645915880882,0.2013790077006117,0.0090062095903898,2,32,0.8371524384282794,0.4375,1.0,0.55
TSC1,mcf7,INS,0.009006097277957367,0.19359174566900852,0.04537485927381536,-3.4965075614664802,27.0,0.18292542578235169,0.20580350471660122,0.009006097277957367,2,32,0.8725258298183594,0.125,1.0,0.3
TSC22D1,hap1,IFNG,0.009005685300323855,0.16902070992982843,0.04313656694548335,-3.4965075614664802,27.0,0.16512630930507616,0.20323535237344137,0.009005685300323854,2,32,-0.29664044261674793,0.7619047619047619,0.19047619047619047,0.6476190476190476
TSC22D1,ht29,IFNG,0.009005803298297536,0.13945299158461547,0.04313656694548335,-3.4965075614664802,27.0,0.13606298375971582,0.19790326473086475,0.009005803298297536,2,32,-0.00476156817890887,0.42857142857142855,0.38095238095238093,0.41904761904761906
TSC22D1,k562,IFNG,0.009005740686834988,0.1812535495035567,0.04313656694548335,-3.4965075614664802,27.0,0.177829288011116,0.20264611646593436,0.009005740686834988,2,32,-0.3410309045296675,0.42857142857142855,0.23809523809523808,0.3904761904761905
TSC22D1,mcf7,IFNG,0.009005702799815343,0.177236919743407,0.04313656694548335,-3.4965075614664802,27.0,0.17480362504963595,0.20402826556187065,0.009005702799815343,2,32,-0.32338042768120945,0.9047619047619048,0.2857142857142857,0.780952380952381
TTF2,hap1,INS,0.009006025349039439,0.1675318433718656,0.03879379175265037,-3.4965075614664802,27.0,0.16062016010749763,0.20353952806869915,0.009006025349039439,2,32,-0.13148589859997176,0.9375,0.375,0.825
TTF2,ht29,INS,0.009005992396843465,0.13375776614582183,0.03879379175265037,-3.4965075614664802,27.0,0.12910262599344136,0.19808274363164932,0.009005992396843465,2,32,-0.18065467636212648,0.6875,0.25,0.6
TTF2,k562,INS,0.009005968267186788,0.17062769760686552,0.03879379175265037,-3.4965075614664802,27.0,0.16505667797921492,0.2025907527704188,0.009005968267186788,2,32,-0.19538441432529793,0.75,0.25,0.65
TTF2,mcf7,INS,0.009005879374059724,0.18626118616554563,0.03879379175265037,-3.4965075614664802,27.0,0.18292618552940695,0.20694913320327427,0.009005879374059724,2,32,-0.3356867382069387,0.3125,0.25,0.3
ZC3H3,hap1,IFNG,0.00900588895237273,0.16850182087888121,0.04067427383364881,-3.4965075614664802,27.0,0.16512620042846854,0.20316347942609725,0.00900588895237273,2,32,-0.06131883209483622,0.6190476190476191,0.38095238095238093,0.5714285714285714
ZC3H3,ht29,IFNG,0.009005852060122076,0.1440383670055066,0.04067427383364881,-3.4965075614664802,27.0,0.1360632954773769,0.197824863191403,0.009005852060122076,2,32,0.24071683273613614,0.8571428571428571,0.6190476190476191,0.8095238095238095
ZC3H3,k562,IFNG,0.009006064191454373,0.1813311875442203,0.04067427383364881,-3.4965075614664802,27.0,0.17782912381130472,0.2027541390416994,0.009006064191454373,2,32,0.15144399928068078,0.23809523809523808,0.6190476190476191,0.3142857142857143
ZC3H3,mcf7,IFNG,0.009005787958368492,0.17804687813514106,0.04067427383364881,-3.4965075614664802,27.0,0.17480321118618125,0.2041330828370593,0.009005787958368492,2,32,-0.21160912345427202,0.47619047619047616,0.3333333333333333,0.44761904761904764
ZNF593,hap1,INS,0.009006356188027677,0.17266158139558177,0.04524618671023112,-3.4965075614664802,27.0,0.16062001124088246,0.20224075876325168,0.009006356188027677,2,32,0.8283877392711538,0.6875,1.0,0.75
ZNF593,ht29,INS,0.009006256371859346,0.13421179168853478,0.04524618671023112,-3.4965075614664802,27.0,0.12910233643736677,0.19682070734564353,0.009006256371859346,2,32,0.4361665918007186,0.3125,0.9375,0.4375
ZNF593,k562,INS,0.00900619015933938,0.17608644332655984,0.04524618671023112,-3.4965075614664802,27.0,0.16505682938119398,0.2011486451254195,0.00900619015933938,2,32,0.6746415232124409,0.875,0.9375,0.8875
ZNF593,mcf7,INS,0.00900637621202102,0.18812868731940932,0.04524618671023112,-3.4965075614664802,27.0,0.18292708033135405,0.2056957480813658,0.00900637621202102,2,32,0.8590311967159787,1.0,0.9375,0.9875
