condition,cell_type,treatment,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit,predicted_magnitude,architecture_balanced_lower_bound,latent_family_disagreement,n_source_contexts,n_source_cells,safeconf,magnitude_percentile_rank,safeconf_percentile_rank,safeconf_m_4to1
IGF2,k562,INS,0.009005965274706266,0.17387242190662555,0.03958110362954422,-3.4965075614664802,27.0,0.1650562516100337,0.20106002130916645,0.009005965274706266,2,32,-0.007722746455576945,0.1875,0.5,0.25
IGF2,mcf7,INS,0.009006072375624544,0.1846962553796851,0.03958110362954422,-3.4965075614664802,27.0,0.18292688669489077,0.20531605541948342,0.009006072375624544,2,32,-0.12784273894980247,0.9375,0.375,0.825
IRF7,hap1,IFNG,0.00900568765844169,0.16577463214598853,0.05342529060296769,-5.081404364984463,19.0,0.16512653896683743,0.19983010289914122,0.009005687658441688,10,160,-0.9041480393594921,0.9523809523809523,0.09523809523809523,0.780952380952381
IRF7,ht29,IFNG,0.009005805729703989,0.13712332808689703,0.05342529060296769,-5.081404364984463,19.0,0.13606319005492581,0.19453697337357778,0.009005805729703989,10,160,-0.5152522985562262,0.6666666666666666,0.09523809523809523,0.5523809523809524
IRF7,k562,IFNG,0.009005934696172287,0.18096917067158322,0.05342529060296769,-5.081404364984463,19.0,0.17782949354189648,0.1996519226441087,0.009005934696172287,10,160,-0.41303771710577786,0.7619047619047619,0.14285714285714285,0.638095238095238
IRF7,mcf7,IFNG,0.00900586731174186,0.17601443713495116,0.05342529060296769,-5.081404364984463,19.0,0.1748035394762324,0.2010887862634488,0.00900586731174186,10,160,-0.5230591503049349,0.8095238095238095,0.09523809523809523,0.6666666666666666
IRF9,hap1,IFNG,0.009005934923454426,0.1653350846985195,0.05436796665347623,-4.859812404361672,21.0,0.16512596487804473,0.20030421714610971,0.009005934923454426,8,128,-0.3079123803915171,0.3333333333333333,0.14285714285714285,0.29523809523809524
IRF9,ht29,IFNG,0.009005824492664018,0.13617099266861554,0.05436796665347623,-4.859812404361672,21.0,0.13606339388042857,0.1948989508522571,0.009005824492664018,8,128,-0.33654385201389286,0.9523809523809523,0.14285714285714285,0.7904761904761904
IRF9,k562,IFNG,0.009006006360386194,0.18137151225092227,0.05436796665347623,-4.859812404361672,21.0,0.17782967398472263,0.20005734981524864,0.009006006360386194,8,128,-0.06961002341431359,0.9523809523809523,0.42857142857142855,0.8476190476190476
IRF9,mcf7,IFNG,0.009005709430098409,0.17759791525088703,0.05436796665347623,-4.859812404361672,21.0,0.17480348649452132,0.20152629887859777,0.009005709430098409,8,128,-0.4997164051066547,0.7142857142857143,0.14285714285714285,0.6
JAK1,hap1,IFNG,0.009005832839975208,0.16846146023751282,0.05841743189245368,-4.859812404361672,21.0,0.16512570659544568,0.19990784650181842,0.009005832839975208,8,128,-0.13153695652911906,0.19047619047619047,0.3333333333333333,0.21904761904761905
JAK1,ht29,IFNG,0.00900587090269827,0.13205413104973104,0.05841743189245368,-4.859812404361672,21.0,0.1360627964362405,0.1944581624260161,0.00900587090269827,8,128,-0.28887045270929695,0.19047619047619047,0.19047619047619047,0.19047619047619047
