condition,cell_type,treatment,family_disagreement,model_source_gap,source_delta_dispersion,negative_log_source_cells,support_context_deficit,predicted_magnitude,architecture_balanced_lower_bound,latent_family_disagreement,n_source_contexts,n_source_cells,safeconf,magnitude_percentile_rank,safeconf_percentile_rank,safeconf_m_4to1,task_id,latent_centroid_error,linear_error,no_change_error,registered_family_rms_error,registered_family_centroid_error,family_identity_residual,family_identity_tolerance,family_lower_tightness
CREBBP,k562,TGFB,0.0090065342943614,0.1720633228348294,0.0385367215222622,-3.49650756146648,27.0,0.1668890597064296,0.2014120143033911,0.0090065342943614,2,32,0.4588456071395795,1.0,0.8947368421052632,0.9789473684210528,CREBBP|k562|TGFB,0.16593105784460976,0.4331147320151483,0.027003666687396982,0.32802637447770905,0.25891022172280675,-6.531217233707309e-11,1.0760130241830239e-11,0.6140116465454457
CREBBP,mcf7,TGFB,0.0090063017003425,0.1757444410222086,0.0385367215222622,-3.49650756146648,27.0,0.17024822839085,0.2037780206536251,0.0090063017003425,2,32,0.3809286062022743,0.631578947368421,0.6842105263157895,0.6421052631578947,CREBBP|mcf7|TGFB,0.1768743722473474,0.43261845882697336,0.026800763767011793,0.3305483232040638,0.2602627757775168,-1.839090130184573e-10,1.0926219415692723e-11,0.6164848112928495
CUL1,hap1,TGFB,0.0090065529872255,0.1666850314638425,0.0547427268610458,-4.859812404361672,21.0,0.1650757092666112,0.2007638041122143,0.0090065529872255,8,128,-0.1748120452417215,0.2105263157894736,0.3157894736842105,0.231578947368421,CUL1|hap1|TGFB,0.17176960387430665,0.4235757855311342,0.03325688862083578,0.3232664233261516,0.2533674712444004,-7.630700238347998e-11,1.0450118052638965e-11,0.6210475002213847
CUL1,ht29,TGFB,0.0090066763050027,0.1345264093005618,0.0547427268610458,-4.859812404361672,21.0,0.1325894488694181,0.195234017929216,0.0090066763050027,8,128,-0.0055018910446916,0.5263157894736842,0.4210526315789473,0.5052631578947369,CUL1|ht29|TGFB,0.12931669092212986,0.42659465050078066,0.02506624429294452,0.3152672854935919,0.2475421975963142,-4.510015277903179e-11,9.939346134759813e-12,0.6192650709811258
CUL1,k562,TGFB,0.0090065252262204,0.1708484445863085,0.0547427268610458,-4.859812404361672,21.0,0.1668883526421028,0.1989308889578993,0.0090065252262204,8,128,0.2875367085781515,0.2631578947368421,0.5789473684210527,0.3263157894736842,CUL1|k562|TGFB,0.1636551523504254,0.431518498872731,0.04167518246522067,0.3263987907888651,0.258771466814017,9.775326381689098e-12,1.0653617062843332e-11,0.6094718931927053
CUL1,mcf7,TGFB,0.0090062772549551,0.1729818341519251,0.0547427268610458,-4.859812404361672,21.0,0.1702468108028201,0.2011354024279117,0.0090062772549551,8,128,-0.0322521671452975,0.1052631578947368,0.4736842105263157,0.1789473684210526,CUL1|mcf7|TGFB,0.171831476395803,0.4267406177776675,0.025975596110974157,0.325357283744824,0.2557379753769977,-7.395400264398333e-11,1.0585736215976391e-11,0.6181985542566221
DR1,hap1,INS,0.0090061873935938,0.1653095353497166,0.0432542123517393,-3.49650756146648,27.0,0.1606198060020781,0.2015063601110399,0.0090061873935938,2,32,0.1341644282882438,0.375,0.625,0.425,DR1|hap1|INS,0.15902266938625648,0.42902807488497613,0.02907181959582636,0.32360037842191086,0.2532042491210695,-2.336080634490756e-11,1.0471720493816473e-11,0.6227012498987733
DR1,ht29,INS,0.0090062160403882,0.1365546951946543,0.0432542123517393,-3.49650756146648,27.0,0.129101823436772,0.196075447199122,0.0090062160403882,2,32,0.4474767176835174,0.0625,1.0,0.25,DR1|ht29|INS,0.12908274891040436,0.42938360955860494,0.021479620163250623,0.31710704198362505,0.24922137742267697,1.1681245554173714e-10,1.0055687607560454e-11,0.6183257425397922
DR1,k562,INS,0.0090062944675576,0.1703377261908117,0.0432542123517393,-3.49650756146648,27.0,0.1650567331220154,0.2004517545161002,0.0090062944675576,2,32,0.4735181080404088,0.8125,0.875,0.825,DR1|k562|INS,0.16537835282380228,0.42953187877388166,0.029504407512008887,0.3255216949803584,0.25648288075662506,-1.0691458135481113e-10,1.0596437400980005e-11,0.6157861599000192
DR1,mcf7,INS,0.0090061420471173,0.1849566967034039,0.0432542123517393,-3.49650756146648,27.0,0.1829260750236711,0.2047452915587974,0.0090061420471173,2,32,0.1474833504195734,0.1875,0.6875,0.2875,DR1|mcf7|INS,0.19279264694488096,0.4311287398149767,0.0487866126644721,0.33400756398997633,0.2638947111479741,-1.848515021607433e-10,1.1156105298736962e-11,0.6129959726449246
EHF,hap1,IFNG,0.0090059120030652,0.1718637220373801,0.0442630944517785,-3.49650756146648,27.0,0.1651254731336542,0.2026553350710707,0.0090059120030652,2,32,0.3357214424880423,0.1428571428571428,0.8571428571428571,0.2857142857142857,EHF|hap1|IFNG,0.16626698575418902,0.4277838492968263,0.026698119195204977,0.3245957784090856,0.2535611059675095,6.876565983304772e-11,1.053624193610002e-11,0.6243313947714555
EHF,ht29,IFNG,0.0090058126485473,0.1444024001165762,0.0442630944517785,-3.49650756146648,27.0,0.1360633515859856,0.1973740850888953,0.0090058126485473,2,32,0.3074905015373845,0.9047619047619048,0.7619047619047619,0.8761904761904762,EHF|ht29|IFNG,0.13215279293076088,0.43161349603660654,0.01763406308415886,0.31924573239262183,0.25092092008334876,5.074871078925014e-11,1.019178376509015e-11,0.6182512875259251
EHF,k562,IFNG,0.009005978982358,0.1885427980798604,0.0442630944517785,-3.49650756146648,27.0,0.1778292388628825,0.202212315889168,0.009005978982358,2,32,0.6670397896078255,0.3809523809523809,0.9523809523809524,0.4952380952380952,EHF|k562|IFNG,0.17767721947470405,0.43133017620521596,0.025090640775429385,0.3299212200532996,0.2606879182305238,3.2832805918481256e-11,1.0884801144145774e-11,0.6129109120550055
EHF,mcf7,IFNG,0.0090059586771139,0.1841124613133653,0.0442630944517785,-3.49650756146648,27.0,0.1748029630950961,0.2037906539962363,0.0090059586771139,2,32,0.6467940525373008,0.3333333333333333,0.9523809523809524,0.4571428571428571,EHF|mcf7|IFNG,0.17250987854160987,0.42992846688965825,0.01840429121838589,0.3276272669728718,0.25653264043041624,-1.983015140982758e-10,1.0733962626241493e-11,0.6220198211191945
FBXO6,hap1,IFNG,0.009006108149988,0.1704561891542488,0.0481917790172277,-3.49650756146648,27.0,0.165126185684214,0.2030240997170722,0.009006108149988,2,32,0.740282698593731,0.5714285714285714,0.9523809523809524,0.6476190476190476,FBXO6|hap1|IFNG,0.16594986192345207,0.42890795593885017,0.02116034841069419,0.32525566968468417,0.25411112854445284,-5.403072433907141e-11,1.0579125071606311e-11,0.6241984956446474
FBXO6,ht29,IFNG,0.0090058986598808,0.1402558640106975,0.0481917790172277,-3.49650756146648,27.0,0.1360632921185003,0.1977015510704822,0.0090058986598808,2,32,0.4363853285297369,0.8095238095238095,0.9523809523809524,0.8380952380952381,FBXO6|ht29|IFNG,0.13316303432909177,0.43228229441468974,0.01582317462976204,0.3199073944025297,0.2515051444385505,1.868504656554748e-11,1.0234074099341568e-11,0.6179961905529462
FBXO6,k562,IFNG,0.009005894657394,0.1831555682396992,0.0481917790172277,-3.49650756146648,27.0,0.177829467976871,0.2025382495787303,0.0090058946573941,2,32,0.2659528373510552,0.7142857142857143,0.7619047619047619,0.7238095238095238,FBXO6|k562|IFNG,0.17800836892160313,0.43254603107680106,0.018440257758599886,0.33080519535294683,0.2615536937600368,1.0566138242129597e-11,1.0943207727250132e-11,0.6122583696505605
FBXO6,mcf7,IFNG,0.0090058784692866,0.1803779754357622,0.0481917790172277,-3.49650756146648,27.0,0.1748035187639787,0.2040163206186193,0.0090058784692866,2,32,0.3928390017403602,0.7619047619047619,0.8571428571428571,0.780952380952381,FBXO6|mcf7|IFNG,0.17270927609917786,0.43079027843441126,0.018601064083030812,0.32824523141342293,0.25714251485415396,-7.862650808210248e-11,1.0774493202427809e-11,0.621536281700501
FOS,hap1,TGFB,0.0090065515106675,0.1666178255839653,0.051351657189743,-5.54907608489522,13.0,0.1650760643327287,0.1997189721318366,0.0090065515106675,16,256,-0.7891868108125972,0.6842105263157895,0.1578947368421052,0.5789473684210527,FOS|hap1|TGFB,0.16605330909453503,0.4219421609575554,0.020258327913991955,0.3206945638959999,0.2509130040004321,-9.34726462897828e-11,1.028450034059182e-11,0.622770057919051
FOS,ht29,TGFB,0.0090067082861107,0.132787019923427,0.051351657189743,-5.54907608489522,13.0,0.1325893671340977,0.1942164813444241,0.0090067082861107,16,256,-0.6630083520410844,0.4210526315789473,0.2105263157894736,0.3789473684210526,FOS|ht29|TGFB,0.13186017929941854,0.42465713706551805,0.01815449672828536,0.31448522361130743,0.24734775976250037,-1.548261518991012e-11,9.890095588533665e-12,0.6175694969518467
FOS,k562,TGFB,0.0090063546633108,0.1687505545625474,0.051351657189743,-5.54907608489522,13.0,0.1668886288993604,0.197901471812385,0.0090063546633108,16,256,-0.7910068505726601,0.7368421052631579,0.2105263157894736,0.631578947368421,FOS|k562|TGFB,0.16692296065444043,0.4265951008728293,0.020950850437947435,0.3239813029378892,0.2565129474540591,-1.0374481829167337e-10,1.0496388475707715e-11,0.6108422616299095
FOS,mcf7,TGFB,0.0090062953357054,0.1707267051724934,0.051351657189743,-5.54907608489522,13.0,0.1702476326818513,0.2001277350086324,0.0090062953357054,16,256,-0.8677780422932766,0.2105263157894736,0.1052631578947368,0.1894736842105263,FOS|mcf7|TGFB,0.17346086127055432,0.4240359547884296,0.02065954858496545,0.32401872993835673,0.2548274455423878,2.9521725342096516e-11,1.0498813735086574e-11,0.6176424895150535
FOXO1,hap1,INS,0.0090061062098166,0.1650577468828085,0.0375998981232276,-3.49650756146648,27.0,0.1606198233472124,0.2011595507338828,0.0090061062098166,2,32,-0.2057974012711033,0.4375,0.25,0.4,FOXO1|hap1|INS,0.16056552003406377,0.4284200691333426,0.018304325378069992,0.32357854673099845,0.25345198984390555,-1.0274782413777217e-10,1.0470307600729278e-11,0.6216714697748902
FOXO1,ht29,INS,0.0090062931998797,0.1321365093141582,0.0375998981232276,-3.49650756146648,27.0,0.1291027025788342,0.1957380826752001,0.0090062931998797,2,32,0.0607250162901081,0.8125,0.375,0.725,FOXO1|ht29|INS,0.13024399860374739,0.42928060773364757,0.015965305417413977,0.31727468593134317,0.24969947769966422,1.5998385255455716e-10,1.0066322633283246e-11,0.6169357069903679
FOXO1,k562,INS,0.0090060568554581,0.1681040450739494,0.0375998981232276,-3.49650756146648,27.0,0.1650565287949423,0.2002225401904595,0.0090060568554581,2,32,-0.2292842640129402,0.5625,0.1875,0.4875,FOXO1|k562|INS,0.1700446453912159,0.42948434240658656,0.0218545771166868,0.3266902897690152,0.25814236323882034,1.3051987268752896e-10,1.0672654542936312e-11,0.6128818225115473
FOXO1,mcf7,INS,0.0090060796999154,0.184305732668821,0.0375998981232276,-3.49650756146648,27.0,0.182926753041591,0.2045378387237359,0.0090060796999154,2,32,-0.225708321018299,0.6875,0.3125,0.6125,FOXO1|mcf7|INS,0.18404750282760005,0.42943678999041546,0.02441356459579747,0.3304319516677442,0.2595179125725024,2.671884311022943e-10,1.0918527468295444e-11,0.6190013940582925
FOXO3,hap1,INS,0.0090059452609335,0.1672221301279438,0.0447894239295487,-3.49650756146648,27.0,0.1606196390021627,0.2023052006621264,0.0090059452609335,2,32,-0.0190162809011321,0.1875,0.5,0.25,FOXO3|hap1|INS,0.15971228681794494,0.4299806624758238,0.019769379682015756,0.32440136537459946,0.2535918999480012,-7.727590095596426e-11,1.0523624593418027e-11,0.6236262305139079
FOXO3,ht29,INS,0.0090059227870674,0.1370978699073997,0.0447894239295487,-3.49650756146648,27.0,0.1291027977047602,0.1969217461948227,0.0090059227870674,2,32,0.1643695938675961,0.875,0.5625,0.8125,FOXO3|ht29|INS,0.1300834631112464,0.43145112511583045,0.017829799296307958,0.3187105955125885,0.25059582926161955,-7.574817162403491e-11,1.0157644376773698e-11,0.6178700958407413
FOXO3,k562,INS,0.0090060224555115,0.1734222069843478,0.0447894239295487,-3.49650756146648,27.0,0.1650566332544884,0.2012720060391811,0.0090060224555115,2,32,0.262180503645567,0.625,0.6875,0.6375,FOXO3|k562|INS,0.16800064687579103,0.43185978864501956,0.02661830184090571,0.3277256496215046,0.25863812766596034,-7.775258215048098e-11,1.0740410149758976e-11,0.614147858953467
FOXO3,mcf7,INS,0.0090059785445057,0.1884034233346656,0.0447894239295487,-3.49650756146648,27.0,0.1829262064314558,0.2057932975439142,0.0090059785445057,2,32,0.2324944149565929,0.375,0.8125,0.4625,FOXO3|mcf7|INS,0.1804813162283089,0.4320830187134783,0.02358947690962208,0.33117242353311893,0.25946925222292855,-5.4324197917843264e-11,1.0967517416312372e-11,0.6214083145824907
FOXP2,hap1,TGFB,0.0090065522192718,0.1685656856306723,0.0385111619873404,-3.49650756146648,27.0,0.1650755544704983,0.2034653746063296,0.0090065522192718,2,32,0.0585323075104812,0.1052631578947368,0.5263157894736842,0.1894736842105263,FOXP2|hap1|TGFB,0.1639604637445586,0.4300465227795976,0.0222472692157492,0.3255028136660512,0.25407464052851264,8.112908261859175e-11,1.0595208170451607e-11,0.6250802329932375
FOXP2,ht29,TGFB,0.0090066006219453,0.1379057893778164,0.0385111619873404,-3.49650756146648,27.0,0.1325897930471933,0.1980933101065199,0.0090066006219453,2,32,0.1254318912212118,0.9473684210526316,0.4736842105263157,0.8526315789473684,FOXP2|ht29|TGFB,0.13112179093870924,0.4321962525040377,0.018306947184953352,0.31942733414054575,0.2505850397976413,1.1679252703844512e-10,1.0203382179613586e-11,0.6201514051372956
FOXP2,k562,TGFB,0.0090064707311118,0.1715144536410351,0.0385111619873404,-3.49650756146648,27.0,0.166888305208009,0.2014682161459842,0.0090064707311118,2,32,0.300508361969954,0.1578947368421052,0.631578947368421,0.2526315789473684,FOXP2|k562|TGFB,0.16898974375132966,0.4335013210344591,0.02213960009006382,0.32906081911007845,0.2601760571278066,-1.462209450742158e-10,1.0828102281961672e-11,0.6122522173586046
FOXP2,mcf7,TGFB,0.0090062256848735,0.1716964003167944,0.0385111619873404,-3.49650756146648,27.0,0.1702481224789982,0.2039126561986702,0.0090062256848735,2,32,-0.2124281918322598,0.5789473684210527,0.2631578947368421,0.5157894736842106,FOXP2|mcf7|TGFB,0.17119428575952692,0.4312103093782473,0.02837633673617915,0.3281241582784519,0.25707020775023964,1.7519410228095111e-10,1.0766546324594258e-11,0.6214496892533783
HDAC4,hap1,TGFB,0.0090066555275555,0.1670856471746076,0.0383147603708397,-3.49650756146648,27.0,0.1650755361923543,0.2036615782856979,0.0090066555275555,2,32,0.2219182007216333,0.0526315789473684,0.5789473684210527,0.1578947368421052,HDAC4|hap1|TGFB,0.168556689967181,0.42966289425232673,0.023488933188000546,0.32642202765267736,0.25509469138275276,9.540190859524955e-11,1.0655134013688526e-11,0.6239210624057513
HDAC4,ht29,TGFB,0.0090066945821413,0.1356538015506966,0.0383147603708397,-3.49650756146648,27.0,0.1325895820518743,0.1983478235451403,0.0090066945821413,2,32,0.1525645047168196,0.6842105263157895,0.5263157894736842,0.6526315789473685,HDAC4|ht29|TGFB,0.13156419727545046,0.43239058017103094,0.018937660523109356,0.31964970856601005,0.2506672636212077,2.9896973785525915e-11,1.0217593618633516e-11,0.6205162032994003
HDAC4,k562,TGFB,0.0090064310807735,0.1675399765135289,0.0383147603708397,-3.49650756146648,27.0,0.1668884320651356,0.201802321364341,0.0090064310807735,2,32,-0.1096094369028646,0.4210526315789473,0.3157894736842105,0.4,HDAC4|k562|TGFB,0.17196926090845263,0.4344791484983415,0.0281815510472095,0.3304744112469648,0.2617043358750408,1.6519505208201224e-10,1.0921333648902802e-11,0.6106443176731569
HDAC4,mcf7,TGFB,0.0090063365637445,0.173288062714362,0.0383147603708397,-3.49650756146648,27.0,0.1702478992858657,0.2040708900919713,0.0090063365637445,2,32,0.1453513144169391,0.4210526315789473,0.5789473684210527,0.4526315789473684,HDAC4|mcf7|TGFB,0.17265236008096765,0.43285659607722027,0.03123486725425775,0.32958669899389553,0.25880970598543845,5.849417478165364e-11,1.086273921536927e-11,0.6191721046842094
HLA-DQB1,hap1,IFNG,0.0090059279380838,0.171558057467499,0.0424794101690625,-3.49650756146648,27.0,0.1651269896558438,0.2037485312451817,0.0090059279380838,2,32,0.2767494479323996,1.0,0.8095238095238095,0.961904761904762,HLA-DQB1|hap1|IFNG,0.16482314409702145,0.4304610978651085,0.021623750460808878,0.32599427321909197,0.25447750836842603,-7.832715032130011e-11,1.0627226624997114e-11,0.625006473988725
HLA-DQB1,ht29,IFNG,0.0090058942037045,0.141207324038763,0.0424794101690625,-3.49650756146648,27.0,0.1360635307772197,0.1984543767853175,0.0090058942037045,2,32,0.2591123887721417,1.0,0.7142857142857143,0.9428571428571428,HLA-DQB1|ht29|IFNG,0.13393229727594988,0.4335564198706062,0.01541492588103665,0.32092844653835156,0.2522120699572438,-9.984685300779006e-11,1.0299506789736642e-11,0.6183757748056212
HLA-DQB1,k562,IFNG,0.0090057660066414,0.1805620039892103,0.0424794101690625,-3.49650756146648,27.0,0.1778296117622868,0.2032297930434014,0.0090057660066414,2,32,-0.3715511278035956,0.8571428571428571,0.1904761904761904,0.7238095238095238,HLA-DQB1|k562|IFNG,0.17487827290682242,0.4349246026361257,0.021604232153180438,0.33152897621055033,0.2619334137328966,5.698310573398757e-11,1.0991146206721566e-11,0.613007633198048
HLA-DQB1,mcf7,IFNG,0.0090057554354919,0.1801110088053198,0.0424794101690625,-3.49650756146648,27.0,0.1748029635449283,0.2047151346754357,0.0090057554354919,2,32,-0.0544758450561683,0.3809523809523809,0.4285714285714285,0.3904761904761905,HLA-DQB1|mcf7|IFNG,0.1720206059059603,0.43169344527526327,0.02184420302115768,0.328657438057352,0.25711364244548995,9.365311304243562e-11,1.0801571159042216e-11,0.6228830112151977
HSF1,hap1,INS,0.0090062165920436,0.1678680529494015,0.0411985218571339,-3.49650756146648,27.0,0.1606195330628033,0.202016053748008,0.0090062165920436,2,32,0.2300341910381798,0.0625,0.6875,0.1875,HSF1|hap1|INS,0.16139215069841137,0.4295207033477449,0.020679062988062505,0.3245123825439509,0.2539641717743289,-9.258738914441622e-11,1.0530828651693891e-11,0.622521865465789
HSF1,ht29,INS,0.0090063249988911,0.1323578581684413,0.0411985218571339,-3.49650756146648,27.0,0.1291022140552199,0.196622752324267,0.0090063249988911,2,32,0.2550087307521846,0.1875,0.75,0.3,HSF1|ht29|INS,0.13020190612543908,0.43092930589316153,0.015636749533623765,0.31838162394070835,0.25041236320525856,8.551024471836755e-11,1.0136685846312264e-11,0.6175694121118113
HSF1,k562,INS,0.0090060736295993,0.1704627310490838,0.0411985218571339,-3.49650756146648,27.0,0.1650564496166494,0.200851311809388,0.0090060736295993,2,32,0.0546962372672749,0.375,0.5625,0.4125,HSF1|k562|INS,0.16954576078940153,0.43124897900383746,0.02098870200938587,0.3277213421916026,0.2589595115533838,4.834634775852109e-11,1.0740127812786549e-11,0.612872236108322
HSF1,mcf7,INS,0.0090060872455661,0.1884485260608209,0.0411985218571339,-3.49650756146648,27.0,0.1829266877480987,0.2053688201572147,0.0090060872455661,2,32,0.2688449174473605,0.625,0.875,0.675,HSF1|mcf7|INS,0.18318492666416036,0.4308919740873876,0.02599673143775908,0.3311387324803265,0.2597624067778419,-1.191061624328249e-10,1.096528602677834e-11,0.6201896667869139
IGF2,hap1,INS,0.0090061655619608,0.1714763308343374,0.0395811036295442,-3.49650756146648,27.0,0.16061967483972,0.2020747148329421,0.0090061655619608,2,32,0.2948256124760092,0.25,0.8125,0.3625,IGF2|hap1|INS,0.1606986715944711,0.4297869416819668,0.018636252557371034,0.32451655528701107,0.2539228312197731,6.586742956615765e-11,1.0531099465534771e-11,0.6226946254073907
IGF2,ht29,INS,0.0090060439923285,0.1390828627276589,0.0395811036295442,-3.49650756146648,27.0,0.1291020069388351,0.1965873201057679,0.0090060439923285,2,32,0.235693372079023,0.125,0.6875,0.2375,IGF2|ht29|INS,0.13042388428714968,0.43100147525365456,0.015578752585977332,0.31847587827947516,0.25055999407645074,-1.207563216087948e-11,1.014268850579587e-11,0.6172753841446503
IGF2,k562,INS,0.0090059652747062,0.1738724219066255,0.0395811036295442,-3.49650756146648,27.0,0.1650562516100337,0.2010600213091664,0.0090059652747062,2,32,-0.0077227464555769,0.1875,0.5,0.25,IGF2|k562|INS,0.16895439202250154,0.4311040764821572,0.020766307065885014,0.3274732193277459,0.2584832244195911,-9.831317010489116e-11,1.0723870947519115e-11,0.613973935706599
IGF2,mcf7,INS,0.0090060723756245,0.1846962553796851,0.0395811036295442,-3.49650756146648,27.0,0.1829268866948907,0.2053160554194834,0.0090060723756245,2,32,-0.1278427389498024,0.9375,0.375,0.825,IGF2|mcf7|INS,0.18574248157125234,0.4314900139934426,0.02362711538092036,0.3322386273267629,0.26120456140274645,-2.2645885167094093e-11,1.1038250551061754e-11,0.6179776778861756
IRF7,hap1,IFNG,0.0090056876584416,0.1657746321459885,0.0534252906029676,-5.081404364984463,19.0,0.1651265389668374,0.1998301028991412,0.0090056876584416,10,160,-0.904148039359492,0.9523809523809524,0.0952380952380952,0.780952380952381,IRF7|hap1|IFNG,0.16216894592817205,0.42308950499769665,0.02302027038374987,0.32045639225396316,0.2505199179146048,3.9804201601434386e-11,1.0269229933642591e-11,0.6235797060985913
IRF7,ht29,IFNG,0.0090058057297039,0.137123328086897,0.0534252906029676,-5.081404364984463,19.0,0.1360631900549258,0.1945369733735777,0.0090058057297039,10,160,-0.5152522985562262,0.6666666666666666,0.0952380952380952,0.5523809523809524,IRF7|ht29|IFNG,0.13265790191829635,0.4265223363302542,0.016011233168440477,0.31591179692029864,0.2489088777796252,-1.3452503000443983e-11,9.98002634468645e-12,0.6157952164814456
IRF7,k562,IFNG,0.0090059346961722,0.1809691706715832,0.0534252906029676,-5.081404364984463,19.0,0.1778294935418964,0.1996519226441087,0.0090059346961722,10,160,-0.4130377171057778,0.7619047619047619,0.1428571428571428,0.638095238095238,IRF7|k562|IFNG,0.17828994911047658,0.42589704548568635,0.017583838824666045,0.326539971647427,0.25839400733634627,-1.5932251351546967e-10,1.0662835324282495e-11,0.6114164879626978
IRF7,mcf7,IFNG,0.0090058673117418,0.1760144371349511,0.0534252906029676,-5.081404364984463,19.0,0.1748035394762324,0.2010887862634488,0.0090058673117418,10,160,-0.5230591503049349,0.8095238095238095,0.0952380952380952,0.6666666666666666,IRF7|mcf7|IFNG,0.17222331375432265,0.4242544878123134,0.019684478486404713,0.32383162745124583,0.2538310915882355,-8.005973661795451e-11,1.0486692301778221e-11,0.6209670990018525
IRF9,hap1,IFNG,0.0090059349234544,0.1653350846985195,0.0543679666534762,-4.859812404361672,21.0,0.1651259648780447,0.2003042171461097,0.0090059349234544,8,128,-0.3079123803915171,0.3333333333333333,0.1428571428571428,0.2952380952380952,IRF9|hap1|IFNG,0.16335785850267578,0.4231571521148339,0.025544636527034533,0.3208027993833302,0.2505846298134468,-1.3076859040062061e-11,1.0291443610525806e-11,0.6243842557831436
IRF9,ht29,IFNG,0.009005824492664,0.1361709926686155,0.0543679666534762,-4.859812404361672,21.0,0.1360633938804285,0.1948989508522571,0.009005824492664,8,128,-0.3365438520138928,0.9523809523809524,0.1428571428571428,0.7904761904761904,IRF9|ht29|IFNG,0.13231156784528353,0.4277380582003725,0.021022939139239433,0.3166601508664257,0.2495757402175032,-1.6776996458744975e-12,1.0027365114842518e-11,0.6154830354213715
IRF9,k562,IFNG,0.0090060063603861,0.1813715122509222,0.0543679666534762,-4.859812404361672,21.0,0.1778296739847226,0.2000573498152486,0.0090060063603861,8,128,-0.0696100234143135,0.9523809523809524,0.4285714285714285,0.8476190476190476,IRF9|k562|IFNG,0.1740918316961113,0.42682548442172646,0.02227797109173133,0.3260130888213784,0.25741326854249874,4.602263709019283e-11,1.0628453408285597e-11,0.6136482143662013
IRF9,mcf7,IFNG,0.0090057094300984,0.177597915250887,0.0543679666534762,-4.859812404361672,21.0,0.1748034864945213,0.2015262988785977,0.0090057094300984,8,128,-0.4997164051066547,0.7142857142857143,0.1428571428571428,0.6,IRF9|mcf7|IFNG,0.16811717581893304,0.4243996987846261,0.03239094965853547,0.32284639686401545,0.2522240010141468,1.4078710419695994e-10,1.0422979596807738e-11,0.6242172774301759
JAK1,hap1,IFNG,0.0090058328399752,0.1684614602375128,0.0584174318924536,-4.859812404361672,21.0,0.1651257065954456,0.1999078465018184,0.0090058328399752,8,128,-0.131536956529119,0.1904761904761904,0.3333333333333333,0.219047619047619,JAK1|hap1|IFNG,0.16322445353497195,0.42497842716988965,0.05031212806545155,0.32197048841215636,0.25239225091898043,-8.581656218975553e-12,1.036649954169442e-11,0.6208887264410246
JAK1,ht29,IFNG,0.0090058709026982,0.132054131049731,0.0584174318924536,-4.859812404361672,21.0,0.1360627964362405,0.1944581624260161,0.0090058709026982,8,128,-0.2888704527092969,0.1904761904761904,0.1904761904761904,0.1904761904761904,JAK1|ht29|IFNG,0.12517960656049787,0.42806833414939155,0.056416278377584096,0.31543108463719316,0.24836020655720073,2.0157833735545694e-11,9.949676915539612e-12,0.6164838276788118
JAK1,k562,IFNG,0.0090059434284075,0.1823316729480143,0.0584174318924536,-4.859812404361672,21.0,0.1778288638262886,0.1996839388847677,0.0090059434284075,8,128,0.0412671712806089,0.1428571428571428,0.5238095238095238,0.219047619047619,JAK1|k562|IFNG,0.1771644818787774,0.4268899639134364,0.024441394389845866,0.3268817844010479,0.2588011311347202,4.806690462322294e-11,1.0685170097321319e-11,0.6108750882238746
JAK1,mcf7,IFNG,0.0090057792512185,0.1803832503622223,0.0584174318924536,-4.859812404361672,21.0,0.1748027723838693,0.201083997265842,0.0090057792512185,8,128,-0.029853807450576,0.238095238095238,0.4761904761904761,0.2857142857142857,JAK1|mcf7|IFNG,0.1713801314677319,0.4248108852624852,0.02044258012199606,0.32397263909110835,0.2540147570507218,1.2371116631104684e-10,1.0495827087965756e-11,0.6206820360817344
KIN,hap1,IFNG,0.0090058472572528,0.176566281718713,0.0499795670175117,-3.218875824868201,27.0,0.1651261158912913,0.2049053091326781,0.0090058472572528,2,24,0.8193170243444096,0.5238095238095238,1.0,0.6190476190476191,KIN|hap1|IFNG,0.16756290055764084,0.4337508435953864,0.0361405393690946,0.328860323882207,0.2572215521748461,9.91459692123442e-12,1.0814911262391008e-11,0.6230770155358489
KIN,ht29,IFNG,0.0090056898871772,0.1467929134356576,0.0499795670175117,-3.218875824868201,27.0,0.1360630673619009,0.1995216185954407,0.0090056898871772,2,24,0.447293861398187,0.5238095238095238,1.0,0.6190476190476191,KIN|ht29|IFNG,0.13030367172643714,0.43548822946562404,0.023893844562999443,0.32148883908997455,0.25208371102951954,6.060728308110441e-12,1.0335507365941956e-11,0.620617559104753
KIN,k562,IFNG,0.009005958754972,0.1853630496307632,0.0499795670175117,-3.218875824868201,27.0,0.1778296610408432,0.2044754402374481,0.009005958754972,2,24,0.685792853007051,0.9047619047619048,1.0,0.923809523809524,KIN|k562|IFNG,0.1797566207623633,0.435887582686705,0.02882025309190138,0.3334602935444185,0.2634113928427418,-1.6892170995319589e-10,1.1119576753965146e-11,0.6131927674627654
KIN,mcf7,IFNG,0.0090058759696248,0.1847736521186939,0.0499795670175117,-3.218875824868201,27.0,0.1748033076131526,0.2058466221213407,0.0090058759696248,2,24,0.8400697752419877,0.6190476190476191,1.0,0.6952380952380952,KIN|mcf7|IFNG,0.16863065473015482,0.4340952451579381,0.022020185854881753,0.32936005023790554,0.25710933688579996,-2.599061521557644e-10,1.0847804295262182e-11,0.6249896487830028
