quantile,tau,n_certified,n_true_high,n_false_certificates,recall,coverage
0.1,0.1962670050629675,201,224,0,0.8973214285714286,0.8973214285714286
0.2,0.1979684272849947,179,224,0,0.7991071428571429,0.7991071428571429
0.3,0.1990980099163669,157,224,0,0.7008928571428571,0.7008928571428571
0.4,0.2002636099856542,134,224,0,0.5982142857142857,0.5982142857142857
0.5,0.2012219690189828,112,224,0,0.5,0.5
0.6,0.2019390290748739,90,224,0,0.4017857142857143,0.4017857142857143
0.7000000000000001,0.2027585448969822,67,224,0,0.29910714285714285,0.29910714285714285
0.8,0.2036104593880503,45,224,0,0.20089285714285715,0.20089285714285715
0.9,0.2042870125398112,23,224,0,0.10267857142857142,0.10267857142857142
